actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
94,PT03M35.00S,2021-11-10T02:25:28.4Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612762,23,23,2021-11-10T02:25:32Z,920000,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 1629629]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,1.0,Reddish,1629629.0,,,,,
95,PT03M35.00S,2021-11-10T02:25:28.4Z,1,REGULAR,steal,,[],1629629,,,1610612737,23,23,2021-11-10T02:29:22Z,930000,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M28.00S,2021-11-10T02:25:35.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,31.488173455978973,34.31372549019608,1610612737,23,26,2021-11-10T02:25:40Z,940000,78.0,243.0,1,left,K. Huerter 25' 3PT  (10 PTS) (C. Reddish 1 AST),"[1628989, 1629629]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,Made,10.0,,,,,25.58,,,,C. Reddish,1629629.0,1.0,,
98,PT03M06.00S,2021-11-10T02:25:58.8Z,1,REGULAR,turnover,bad pass,[],202355,,,1610612762,23,26,2021-11-10T02:26:27Z,960000,,,0,,H. Whiteside bad pass TURNOVER (1 TO),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,1.0,,,,,,,
99,PT03M06.00S,2021-11-10T02:26:03.1Z,1,REGULAR,foul,personal,[],201144,,,1610612737,23,26,2021-11-10T02:26:08Z,970000,,,0,,M. Conley loose ball personal FOUL (1 PF),"[201144, 1629027]",1610612762.0,UTA,loose ball,,,Conley,M. Conley,,,,,1204.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
101,PT02M49.00S,2021-11-10T02:26:34.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628381,10.5946123521682,19.362745098039216,1610612737,23,26,2021-11-10T02:26:40Z,990000,153.0,47.0,1,left,MISS J. Collins 16' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,Missed,,,,,,16.03,,,,,,,,
102,PT02M47.00S,2021-11-10T02:26:36.8Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,23,26,2021-11-10T02:26:41Z,1000000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,
103,PT02M42.00S,2021-11-10T02:26:42.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,69.33311432325887,69.85294117647058,1610612762,26,26,2021-11-10T02:26:55Z,1010000,99.0,236.0,1,right,J. Clarkson 25' 3PT running (3 PTS),[203903],1610612762.0,UTA,running,,,Clarkson,J. Clarkson,,,,,,,,,,Made,3.0,,,,,25.59,,,,,,,,
104,PT02M25.00S,2021-11-10T02:26:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,18.610381077529567,59.55882352941176,1610612737,26,26,2021-11-10T02:27:03Z,1020000,-48.0,122.0,1,left,MISS T. Young 13' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,,,Missed,,,,,,13.14,,,,,,,,
105,PT02M23.00S,2021-11-10T02:27:01.5Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,26,26,2021-11-10T02:27:03Z,1030000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,
106,PT02M10.00S,2021-11-10T02:27:14.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,92.9862023653088,1.715686274509804,1610612762,26,26,2021-11-10T02:27:21Z,1040000,-241.0,13.0,1,right,MISS R. O'Neale 24' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,Missed,,,,,,24.18,,,,,,,,
107,PT02M08.00S,2021-11-10T02:27:16.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,26,26,2021-11-10T02:27:21Z,1050000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,
108,PT02M08.00S,2021-11-10T02:27:21.4Z,1,REGULAR,foul,personal,[],203991,,,1610612762,26,26,2021-11-10T02:27:27Z,1060000,,,0,,C. Capela loose ball personal FOUL (1 PF),"[203991, 202355]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,203591.0,1.0,0.0,Whiteside,202355.0,,,,,,,,,,,,,,,
110,PT02M08.00S,2021-11-10T02:27:28.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,26,26,2021-11-10T02:27:28Z,1080000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M08.00S,2021-11-10T02:29:57.3Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,26,26,2021-11-10T02:30:16Z,1090000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M08.00S,2021-11-10T02:29:57.3Z,1,REGULAR,substitution,out,[],202355,,,1610612762,26,26,2021-11-10T02:30:16Z,1100000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M08.00S,2021-11-10T02:29:57.3Z,1,REGULAR,substitution,out,[],1629027,,,1610612762,26,26,2021-11-10T02:30:16Z,1110000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M08.00S,2021-11-10T02:29:57.3Z,1,REGULAR,substitution,out,[],203991,,,1610612762,26,26,2021-11-10T02:30:16Z,1120000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M08.00S,2021-11-10T02:29:57.3Z,1,REGULAR,substitution,in,[],1629672,,,1610612762,26,26,2021-11-10T02:30:16Z,1130000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M08.00S,2021-11-10T02:29:57.3Z,1,REGULAR,substitution,in,[],203497,,,1610612762,26,26,2021-11-10T02:30:16Z,1140000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M08.00S,2021-11-10T02:29:57.3Z,1,REGULAR,substitution,in,[],1626153,,,1610612762,26,26,2021-11-10T02:30:16Z,1150000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M08.00S,2021-11-10T02:29:57.3Z,1,REGULAR,substitution,in,[],203476,,,1610612762,26,26,2021-11-10T02:30:16Z,1160000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M02.00S,2021-11-10T02:30:31.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201144,91.80354796320631,51.71568627450981,1610612762,26,26,2021-11-10T02:30:38Z,1170000,9.0,25.0,1,right,MISS M. Conley Layup - blocked,"[201144, 1628989]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,Missed,,,,,,2.6,,,,,,,Huerter,1628989.0
144,PT02M02.00S,2021-11-10T02:30:31.6Z,1,REGULAR,block,,[],1628989,,,1610612762,26,26,2021-11-10T02:35:14Z,1175000,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M02.00S,2021-11-10T02:30:31.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,26,26,2021-11-10T02:35:14Z,1180000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,
121,PT02M02.00S,2021-11-10T02:30:35.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,26,26,2021-11-10T02:30:35Z,1190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M55.00S,2021-11-10T02:30:50.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203497,87.72996057818659,46.07843137254902,1610612762,26,26,2021-11-10T02:30:55Z,1200000,-20.0,63.0,1,right,MISS R. Gobert 6' Hook,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,Missed,,,,,,6.58,,,,,,,,
123,PT01M51.00S,2021-11-10T02:30:54.6Z,1,REGULAR,rebound,offensive,[],204060,,,1610612762,26,26,2021-11-10T02:30:55Z,1210000,,,0,,J. Ingles REBOUND (Off:1 Def:0),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,122.0,1.0,0.0,1.0,,,,,,,,,
124,PT01M49.00S,2021-11-10T02:30:56.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201144,69.59592641261499,23.52941176470588,1610612762,26,26,2021-11-10T02:31:02Z,1220000,-132.0,233.0,1,right,MISS M. Conley 26' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,Missed,,,,,,26.83,,,,,,,,
125,PT01M45.00S,2021-11-10T02:31:00.3Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612737,26,26,2021-11-10T02:31:02Z,1230000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,
126,PT01M35.00S,2021-11-10T02:31:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,6.258212877792378,58.333333333333336,1610612737,26,28,2021-11-10T02:33:22Z,1240000,-42.0,6.0,1,left,K. Huerter driving Layup (12 PTS),[1628989],1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,,,,,,Made,12.0,,,,,4.22,,,,,,,,
127,PT01M12.00S,2021-11-10T02:31:36.0Z,1,REGULAR,foul,personal,[],1628381,,,1610612762,26,28,2021-11-10T02:31:46Z,1250000,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 203497]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,200832.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
129,PT01M12.00S,2021-11-10T02:31:47.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612762,26,28,2021-11-10T02:31:50Z,1270000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M12.00S,2021-11-10T02:31:47.2Z,1,REGULAR,substitution,in,[],201568,,,1610612762,26,28,2021-11-10T02:31:50Z,1280000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M01.00S,2021-11-10T02:32:12.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.93495400788436,47.30392156862745,1610612762,28,28,2021-11-10T02:32:16Z,1290000,-13.0,23.0,1,right,R. Gobert cutting DUNK (3 PTS) (M. Conley 3 AST),"[203497, 201144]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,,,,,,Made,3.0,,,,,2.69,,,,M. Conley,201144.0,3.0,,
133,PT00M49.30S,2021-11-10T02:32:25.9Z,1,REGULAR,2pt,Jump Shot,[],203476,25.706307490144546,60.29411764705882,1610612737,28,28,2021-11-10T02:34:12Z,1310000,-51.0,189.0,1,left,MISS G. Dieng 19' Jump Shot,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,Missed,,,,,,19.6,,,,,,,,
134,PT00M46.30S,2021-11-10T02:32:28.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,28,28,2021-11-10T02:32:32Z,1320000,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,133.0,5.0,5.0,0.0,,,,,,,,,
135,PT00M40.80S,2021-11-10T02:32:34.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,77.21747700394218,6.127450980392156,1610612762,28,28,2021-11-10T02:32:41Z,1330000,-219.0,162.0,1,right,MISS J. Clarkson 27' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,,,,Missed,,,,,,27.25,,,,,,,,
136,PT00M37.70S,2021-11-10T02:32:37.6Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,28,28,2021-11-10T02:32:41Z,1340000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,
137,PT00M16.10S,2021-11-10T02:32:59.2Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612737,28,28,2021-11-10T02:33:04Z,1350000,,,0,,K. Huerter bad pass TURNOVER (2 TO),"[1628989, 201144]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,2.0,Conley,201144.0,,,,,
138,PT00M16.10S,2021-11-10T02:32:59.2Z,1,REGULAR,steal,,[],201144,,,1610612762,28,28,2021-11-10T02:33:01Z,1360000,,,0,,M. Conley STEAL (2 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M11.80S,2021-11-10T02:33:03.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203497,92.72339027595268,54.166666666666664,1610612762,30,28,2021-11-10T02:33:10Z,1370000,21.0,16.0,1,right,R. Gobert cutting Layup (5 PTS) (M. Conley 4 AST),"[203497, 201144]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,,,,,,Made,5.0,,,,,2.62,,,,M. Conley,201144.0,4.0,,
141,PT00M00.00S,2021-11-10T02:33:20.0Z,1,REGULAR,2pt,Jump Shot,[],1626153,23.078186596583443,62.5,1610612737,30,28,2021-11-10T02:33:25Z,1390000,-62.0,164.0,1,left,MISS D. Wright 17' driving floating Shot,[1626153],1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,,,,,,Missed,,,,,,17.59,,,,,,,,
142,PT00M00.00S,2021-11-10T02:33:22.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,30,28,2021-11-10T02:33:22Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,
143,PT00M00.00S,2021-11-10T02:33:23.5Z,1,REGULAR,period,end,[],0,,,1610612737,30,28,2021-11-10T02:33:23Z,1410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-11-10T02:35:26.2Z,2,REGULAR,substitution,out,['startperiod'],1628989,,,1610612737,30,28,2021-11-10T02:35:53Z,1420000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-11-10T02:35:26.2Z,2,REGULAR,substitution,in,['startperiod'],101150,,,1610612737,30,28,2021-11-10T02:35:53Z,1430000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-11-10T02:35:59.2Z,2,REGULAR,period,start,[],0,,,1610612737,30,28,2021-11-10T02:35:59Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M47.00S,2021-11-10T02:36:11.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629629,13.222733245729303,44.85294117647059,1610612737,30,28,2021-11-10T02:36:30Z,1450000,26.0,72.0,1,left,MISS C. Reddish 7' Hook - blocked,"[1629629, 203903]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,Missed,,,,,,7.63,,,,,,,Clarkson,203903.0
149,PT11M47.00S,2021-11-10T02:36:11.6Z,2,REGULAR,block,,[],203903,,,1610612737,30,28,2021-11-10T02:36:13Z,1460000,,,0,,J. Clarkson BLOCK (1 BLK),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M45.00S,2021-11-10T02:36:13.6Z,2,REGULAR,rebound,defensive,[],1629672,,,1610612762,30,28,2021-11-10T02:36:18Z,1470000,,,0,,E. Paschall REBOUND (Off:0 Def:1),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,
151,PT11M45.00S,2021-11-10T02:36:17.0Z,2,REGULAR,foul,personal,[],201568,,,1610612762,30,28,2021-11-10T02:36:21Z,1480000,,,0,,D. Gallinari take personal FOUL (1 PF),"[201568, 1629672]",1610612737.0,ATL,take,,,Gallinari,D. Gallinari,,,,,200832.0,1.0,0.0,Paschall,1629672.0,,,,,,,,,,,,,,,
153,PT11M38.00S,2021-11-10T02:36:41.1Z,2,REGULAR,foul,offensive,[],203497,,,1610612762,30,28,2021-11-10T02:38:35Z,1500000,,,0,,R. Gobert charge offensive FOUL (2 PF),"[203497, 203476]",1610612762.0,UTA,charge,,,Gobert,R. Gobert,,,,,1204.0,2.0,0.0,Dieng,203476.0,,,,,,,,,,,,,,,
155,PT11M38.00S,2021-11-10T02:36:41.1Z,2,REGULAR,turnover,offensive foul,[],203497,,,1610612762,30,28,2021-11-10T02:36:41Z,1520000,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,1204.0,,,,,,,,,,,,1.0,,,,,,,
156,PT11M23.00S,2021-11-10T02:37:13.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,30,28,2021-11-10T02:37:13Z,1530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M23.00S,2021-11-10T02:37:16.1Z,2,REGULAR,substitution,out,[],201144,,,1610612737,30,28,2021-11-10T02:37:20Z,1540000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M23.00S,2021-11-10T02:37:16.1Z,2,REGULAR,substitution,in,[],1630235,,,1610612737,30,28,2021-11-10T02:37:20Z,1550000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M16.00S,2021-11-10T02:37:38.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629629,31.09395532194481,69.85294117647058,1610612737,30,28,2021-11-10T02:37:44Z,1560000,-99.0,240.0,1,left,MISS C. Reddish 25' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,Missed,,,,,,25.95,,,,,,,,
160,PT11M12.00S,2021-11-10T02:37:42.2Z,2,REGULAR,rebound,defensive,[],1629672,,,1610612762,30,28,2021-11-10T02:37:44Z,1570000,,,0,,E. Paschall REBOUND (Off:0 Def:2),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,
161,PT10M58.00S,2021-11-10T02:37:55.4Z,2,REGULAR,turnover,lost ball,[],204060,,,1610612762,30,28,2021-11-10T02:37:59Z,1580000,,,0,,J. Ingles lost ball TURNOVER (1 TO),"[204060, 101150]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,1.0,Williams,101150.0,,,,,
162,PT10M58.00S,2021-11-10T02:37:55.4Z,2,REGULAR,steal,,[],101150,,,1610612737,30,28,2021-11-10T02:37:57Z,1590000,,,0,,L. Williams STEAL (1 STL),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M54.00S,2021-11-10T02:38:00.0Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201568,17.559132720105126,51.470588235294116,1610612737,30,28,2021-11-10T02:38:27Z,1600000,-7.0,113.0,1,left,MISS D. Gallinari 11' Jump Shot,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,Missed,,,,,,11.28,,,,,,,,
164,PT10M51.00S,2021-11-10T02:38:03.0Z,2,REGULAR,rebound,defensive,[],1629672,,,1610612762,30,28,2021-11-10T02:38:06Z,1610000,,,0,,E. Paschall REBOUND (Off:0 Def:3),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,163.0,3.0,3.0,0.0,,,,,,,,,
165,PT10M40.00S,2021-11-10T02:38:14.7Z,2,REGULAR,foul,personal,[],203476,,,1610612762,30,28,2021-11-10T02:38:24Z,1620000,,,0,,G. Dieng personal FOUL (1 PF),"[203476, 203903]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,200832.0,1.0,0.0,Clarkson,203903.0,,,,,,,,,,,,,,,
167,PT10M34.00S,2021-11-10T02:38:41.6Z,2,REGULAR,3pt,Jump Shot,[],1629672,92.9862023653088,96.07843137254902,1610612762,33,28,2021-11-10T02:38:46Z,1640000,230.0,13.0,1,right,E. Paschall 3PT  (3 PTS) (J. Ingles 1 AST),"[1629672, 204060]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,Made,3.0,,,,,23.08,,,,J. Ingles,204060.0,1.0,,
169,PT10M19.00S,2021-11-10T02:38:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,11.514454664914586,36.76470588235294,1610612737,33,28,2021-11-10T02:39:01Z,1660000,66.0,56.0,1,left,MISS D. Wright 8' floating Shot,[1626153],1610612737.0,ATL,floating,,,Wright,D. Wright,,,,,,,,,,Missed,,,,,,8.65,,,,,,,,
170,PT10M17.00S,2021-11-10T02:38:59.1Z,2,REGULAR,rebound,offensive,[],203476,,,1610612737,33,28,2021-11-10T02:38:59Z,1670000,,,0,,G. Dieng REBOUND (Off:1 Def:0),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,169.0,1.0,0.0,1.0,,,,,,,,,
171,PT10M16.00S,2021-11-10T02:39:00.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201568,25.969119579500656,80.3921568627451,1610612737,33,31,2021-11-10T02:39:05Z,1680000,-152.0,192.0,1,left,D. Gallinari 24' 3PT  (3 PTS) (G. Dieng 1 AST),"[201568, 203476]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,Made,3.0,,,,,24.46,,,,G. Dieng,203476.0,1.0,,
173,PT10M02.00S,2021-11-10T02:39:13.5Z,2,REGULAR,turnover,lost ball,[],1630235,,,1610612762,33,31,2021-11-10T02:39:17Z,1700000,,,0,,T. Forrest lost ball TURNOVER (1 TO),"[1630235, 203476]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,1.0,Dieng,203476.0,,,,,
174,PT10M02.00S,2021-11-10T02:39:13.5Z,2,REGULAR,steal,,[],203476,,,1610612737,33,31,2021-11-10T02:39:15Z,1710000,,,0,,G. Dieng STEAL (1 STL),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M57.00S,2021-11-10T02:39:19.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",101150,7.835085413929041,42.40196078431372,1610612737,33,31,2021-11-10T02:39:26Z,1720000,38.0,21.0,1,left,MISS L. Williams driving Layup,[101150],1610612737.0,ATL,driving,,,Williams,L. Williams,,,,,,,,,,Missed,,,,,,4.35,,,,,,,,
176,PT09M57.00S,2021-11-10T02:39:19.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,33,31,2021-11-10T02:39:26Z,1730000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,
177,PT09M57.00S,2021-11-10T02:39:22.3Z,2,REGULAR,foul,personal,[],203497,,,1610612737,33,31,2021-11-10T02:39:37Z,1740000,,,0,,R. Gobert loose ball personal FOUL (3 PF),"[203497, 1629629]",1610612762.0,UTA,loose ball,,,Gobert,R. Gobert,,,,,203591.0,3.0,0.0,Reddish,1629629.0,,,,,,,,,,,,,,,
179,PT09M57.00S,2021-11-10T02:39:35.7Z,2,REGULAR,substitution,out,[],203497,,,1610612737,33,31,2021-11-10T02:39:37Z,1760000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M57.00S,2021-11-10T02:39:35.7Z,2,REGULAR,substitution,in,[],202355,,,1610612737,33,31,2021-11-10T02:39:37Z,1770000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M51.00S,2021-11-10T02:39:52.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626153,25.837713534822605,80.3921568627451,1610612737,33,31,2021-11-10T02:39:56Z,1780000,-152.0,190.0,1,left,MISS D. Wright 24' 3PT,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,Missed,,,,,,24.36,,,,,,,,
182,PT09M48.00S,2021-11-10T02:39:55.0Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,33,31,2021-11-10T02:39:56Z,1790000,,,0,,H. Whiteside REBOUND (Off:0 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,
183,PT09M27.00S,2021-11-10T02:40:15.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,87.99277266754271,54.41176470588235,1610612762,35,31,2021-11-10T02:40:25Z,1800000,22.0,60.0,1,right,J. Clarkson 6' turnaround fadeaway Jump Shot (5 PTS),[203903],1610612762.0,UTA,turnaround fadeaway,,,Clarkson,J. Clarkson,,,,,,,,,,Made,5.0,,,,,6.43,,,,,,,,
