actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,turnoverTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
180,PT09M18.00S,2022-04-01T02:37:43.2Z,2,REGULAR,steal,,[],1629659,,,1610612747,39,35,2022-04-01T02:37:45Z,1800000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M15.00S,2022-04-01T02:37:49.3Z,2,REGULAR,foul,personal,['2freethrow'],1627823,,,1610612747,39,35,2022-04-01T02:37:54Z,1810000,,,0,,J. Hernangomez shooting personal FOUL (2 PF) (Reaves 2 FT),"[1627823, 1630559]",1610612762.0,UTA,shooting,,,Hernangomez,J. Hernangomez,,,,,202026.0,2.0,0.0,,,,,,,,,,,,Reaves,1630559.0,,,,
183,PT09M15.00S,2022-04-01T02:38:16.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630559,,,1610612747,39,36,2022-04-01T02:38:16Z,1830000,,,0,,A. Reaves Free Throw 1 of 2 (2 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,2.0,,,,,,,,,,,,
184,PT09M15.00S,2022-04-01T02:38:32.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630559,,,1610612747,39,37,2022-04-01T02:38:32Z,1840000,,,0,,A. Reaves Free Throw 2 of 2 (3 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,3.0,,,,,,,,,,,,
185,PT09M01.00S,2022-04-01T02:38:47.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,86.67871222076215,55.88235294117647,1610612762,41,37,2022-04-01T02:38:51Z,1850000,29.0,73.0,1,right,J. Clarkson 7' floating Jump Shot (12 PTS),[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,,,,Made,,,7.84,12.0,,,,,,,,,,,,
186,PT08M51.00S,2022-04-01T02:39:00.3Z,2,REGULAR,foul,personal,['2freethrow'],1627863,,,1610612747,41,37,2022-04-01T02:39:10Z,1860000,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1627863, 201566]",1610612762.0,UTA,shooting,,,House Jr.,D. House Jr.,,,,,2715.0,1.0,0.0,,,,,,,,,,,,Westbrook,201566.0,,,,
188,PT08M51.00S,2022-04-01T02:39:30.7Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,41,37,2022-04-01T02:39:30Z,1880000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,
189,PT08M51.00S,2022-04-01T02:39:30.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,41,37,2022-04-01T02:39:30Z,1890000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,
190,PT08M51.00S,2022-04-01T02:39:31.7Z,2,REGULAR,substitution,out,[],201144,,,1610612747,41,37,2022-04-01T02:39:34Z,1900000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M51.00S,2022-04-01T02:39:31.7Z,2,REGULAR,substitution,in,[],1628378,,,1610612747,41,37,2022-04-01T02:39:34Z,1910000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M51.00S,2022-04-01T02:39:53.3Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,41,38,2022-04-01T02:39:53Z,1920000,,,0,,R. Westbrook Free Throw 2 of 2 (9 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,9.0,,,,,,,,,,,,
193,PT08M41.00S,2022-04-01T02:40:04.7Z,2,REGULAR,3pt,Jump Shot,[],203903,70.90998685939553,25.735294117647058,1610612762,41,38,2022-04-01T02:40:10Z,1930000,-121.0,221.0,1,right,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Missed,,,25.2,,,,,,,,,,,,,
194,PT08M37.00S,2022-04-01T02:40:08.7Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,41,38,2022-04-01T02:40:10Z,1940000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,193.0,,,,,,,3.0,3.0,0.0,,,,,,
195,PT08M30.00S,2022-04-01T02:40:15.0Z,2,REGULAR,2pt,Jump Shot,[],2546,16.113666228646515,32.84313725490196,1610612747,41,40,2022-04-01T02:40:19Z,1950000,86.0,99.0,1,left,C. Anthony 13' pullup Jump Shot (4 PTS),[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,,,,Made,,,13.1,4.0,,,,,,,,,,,,
196,PT08M15.00S,2022-04-01T02:40:30.1Z,2,REGULAR,2pt,Jump Shot,[],1628378,79.05716162943496,30.88235294117647,1610612762,43,40,2022-04-01T02:40:36Z,1960000,-96.0,144.0,1,right,D. Mitchell 17' step back Jump Shot (12 PTS),[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,,,,Made,,,17.32,12.0,,,,,,,,,,,,
197,PT07M59.00S,2022-04-01T02:40:45.4Z,2,REGULAR,3pt,Jump Shot,[],1630559,17.559132720105126,94.11764705882352,1610612747,43,40,2022-04-01T02:40:51Z,1970000,-221.0,113.0,1,left,MISS A. Reaves 24' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Missed,,,24.77,,,,,,,,,,,,,
198,PT07M56.00S,2022-04-01T02:40:48.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,43,40,2022-04-01T02:40:51Z,1980000,,,0,,R. Gobert REBOUND (Off:1 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,197.0,,,,,,,8.0,7.0,1.0,,,,,,
199,PT07M47.00S,2022-04-01T02:40:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,88.12417871222075,51.470588235294116,1610612762,45,40,2022-04-01T02:41:04Z,1990000,7.0,59.0,1,right,J. Clarkson floating Jump Shot (14 PTS),[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,,,,Made,,,5.96,14.0,,,,,,,,,,,,
200,PT07M35.00S,2022-04-01T02:41:12.6Z,2,REGULAR,foul,personal,[],1627823,,,1610612747,45,40,2022-04-01T02:41:38Z,2000000,,,0,,J. Hernangomez personal FOUL (3 PF),"[1627823, 2546]",1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,2715.0,3.0,0.0,,,,,,,,,,,,Anthony,2546.0,,,,
202,PT07M35.00S,2022-04-01T02:41:18.0Z,2,REGULAR,substitution,out,[],1627863,,,1610612747,45,40,2022-04-01T02:41:31Z,2020000,,,0,,SUB out: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M35.00S,2022-04-01T02:41:18.0Z,2,REGULAR,substitution,out,[],203497,,,1610612747,45,40,2022-04-01T02:41:31Z,2030000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M35.00S,2022-04-01T02:41:18.0Z,2,REGULAR,substitution,out,[],1627823,,,1610612747,45,40,2022-04-01T02:41:31Z,2040000,,,0,,SUB out: J. Hernangomez,[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M35.00S,2022-04-01T02:41:18.0Z,2,REGULAR,substitution,out,[],201566,,,1610612747,45,40,2022-04-01T02:41:31Z,2050000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M35.00S,2022-04-01T02:41:18.0Z,2,REGULAR,substitution,in,[],202711,,,1610612747,45,40,2022-04-01T02:41:31Z,2060000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M35.00S,2022-04-01T02:41:18.0Z,2,REGULAR,substitution,in,[],1626220,,,1610612747,45,40,2022-04-01T02:41:31Z,2070000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M35.00S,2022-04-01T02:41:18.0Z,2,REGULAR,substitution,in,[],202328,,,1610612747,45,40,2022-04-01T02:41:31Z,2080000,,,0,,SUB in: G. Monroe,[202328],1610612762.0,UTA,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M35.00S,2022-04-01T02:41:18.0Z,2,REGULAR,substitution,in,[],201571,,,1610612747,45,40,2022-04-01T02:41:31Z,2090000,,,0,,SUB in: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M33.00S,2022-04-01T02:41:35.1Z,2,REGULAR,3pt,Jump Shot,[],2546,17.95335085413929,92.64705882352942,1610612747,45,40,2022-04-01T02:41:41Z,2100000,-213.0,116.0,1,left,MISS C. Anthony 24' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,Missed,,,24.29,,,,,,,,,,,,,
211,PT07M30.00S,2022-04-01T02:41:38.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,45,40,2022-04-01T02:41:42Z,2110000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,
212,PT07M30.00S,2022-04-01T02:41:43.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,45,40,2022-04-01T02:41:43Z,2120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M23.00S,2022-04-01T02:41:53.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,45,40,2022-04-01T02:41:53Z,2130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M15.00S,2022-04-01T02:42:10.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,86.28449408672799,42.40196078431372,1610612762,47,40,2022-04-01T02:42:15Z,2140000,-38.0,76.0,1,right,D. Mitchell 8' floating Jump Shot (14 PTS),[1628378],1610612762.0,UTA,floating,,,Mitchell,D. Mitchell,,,,,,,,Made,,,8.53,14.0,,,,,,,,,,,,
215,PT07M00.00S,2022-04-01T02:42:26.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612747,47,40,2022-04-01T02:42:45Z,2150000,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Anthony 2 FT),"[1626220, 2546]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,202026.0,1.0,0.0,,,,,,,,,,,,Anthony,2546.0,,,,
217,PT07M00.00S,2022-04-01T02:42:53.6Z,2,REGULAR,freethrow,1 of 2,[],2546,,,1610612747,47,41,2022-04-01T02:42:53Z,2170000,,,0,,C. Anthony Free Throw 1 of 2 (5 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,5.0,,,,,,,,,,,,
218,PT07M00.00S,2022-04-01T02:43:11.6Z,2,REGULAR,freethrow,2 of 2,[],2546,,,1610612747,47,42,2022-04-01T02:43:11Z,2180000,,,0,,C. Anthony Free Throw 2 of 2 (6 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,6.0,,,,,,,,,,,,
219,PT06M55.00S,2022-04-01T02:43:22.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,91.93495400788436,53.431372549019606,1610612762,49,42,2022-04-01T02:43:32Z,2190000,17.0,23.0,1,right,B. Bogdanovic Layup (5 PTS) (D. Mitchell 2 AST),"[202711, 1628378]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,2.9,5.0,D. Mitchell,1628378.0,2.0,,,,,,,,,
221,PT06M43.00S,2022-04-01T02:43:33.9Z,2,REGULAR,turnover,lost ball,[],1630559,,,1610612747,49,42,2022-04-01T02:43:44Z,2210000,,,0,,A. Reaves lost ball TURNOVER (1 TO),"[1630559, 203903]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,1.0,,,,,,,,,,,,,Clarkson,203903.0
222,PT06M43.00S,2022-04-01T02:43:33.9Z,2,REGULAR,steal,,[],203903,,,1610612762,49,42,2022-04-01T02:43:44Z,2220000,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M31.00S,2022-04-01T02:43:45.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,82.86793692509855,81.86274509803921,1610612762,49,42,2022-04-01T02:43:51Z,2230000,159.0,109.0,1,right,MISS D. Mitchell 19' step back Shot,[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,19.27,,,,,,,,,,,,,
224,PT06M29.00S,2022-04-01T02:43:47.9Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,49,42,2022-04-01T02:43:51Z,2240000,,,0,,D. Howard REBOUND (Off:0 Def:5),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,223.0,,,,,,,5.0,5.0,0.0,,,,,,
225,PT06M18.00S,2022-04-01T02:43:59.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,8.360709592641262,45.588235294117645,1610612747,49,42,2022-04-01T02:44:03Z,2250000,22.0,26.0,1,left,MISS T. Horton-Tucker driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,,3.42,,,,,,,,,,,,,
226,PT06M16.00S,2022-04-01T02:44:01.2Z,2,REGULAR,rebound,defensive,[],202711,,,1610612762,49,42,2022-04-01T02:44:03Z,2260000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,225.0,,,,,,,1.0,1.0,0.0,,,,,,
227,PT06M12.00S,2022-04-01T02:44:04.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202711,74.72076215505913,82.59803921568627,1610612762,49,42,2022-04-01T02:44:17Z,2270000,163.0,185.0,1,right,MISS B. Bogdanovic 24' pullup 3PT,[202711],1610612762.0,UTA,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,24.66,,,,,,,,,,,,,
228,PT06M10.00S,2022-04-01T02:44:09.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,49,42,2022-04-01T02:44:09Z,2280000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,
229,PT06M10.00S,2022-04-01T02:44:11.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,49,42,2022-04-01T02:44:11Z,2290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M10.00S,2022-04-01T02:44:15.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,49,42,2022-04-01T02:44:15Z,2300000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M10.00S,2022-04-01T02:47:05.8Z,2,REGULAR,substitution,out,[],2546,,,1610612762,49,42,2022-04-01T02:47:20Z,2310000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M10.00S,2022-04-01T02:47:05.8Z,2,REGULAR,substitution,out,[],1630559,,,1610612762,49,42,2022-04-01T02:47:20Z,2320000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M10.00S,2022-04-01T02:47:05.8Z,2,REGULAR,substitution,in,[],2772,,,1610612762,49,42,2022-04-01T02:47:20Z,2330000,,,0,,SUB in: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M10.00S,2022-04-01T02:47:05.8Z,2,REGULAR,substitution,in,[],1628370,,,1610612762,49,42,2022-04-01T02:47:20Z,2340000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M01.00S,2022-04-01T02:47:43.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629659,,,1610612762,49,42,2022-04-01T02:48:02Z,2350000,,,0,,T. Horton-Tucker personal FOUL (2 PF) (Bogdanovic 2 FT),"[1629659, 202711]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,1628172.0,2.0,0.0,,,,,,,,,,,,Bogdanovic,202711.0,,,,
237,PT06M01.00S,2022-04-01T02:48:10.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202711,,,1610612762,50,42,2022-04-01T02:48:27Z,2370000,,,0,,B. Bogdanovic Free Throw 1 of 2 (6 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,6.0,,,,,,,,,,,,
238,PT06M01.00S,2022-04-01T02:48:10.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202711,,,1610612762,50,42,2022-04-01T02:48:27Z,2380000,,,0,,MISS B. Bogdanovic Free Throw 2 of 2,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,
239,PT06M00.00S,2022-04-01T02:48:11.1Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,50,42,2022-04-01T02:48:27Z,2390000,,,0,,D. Howard REBOUND (Off:0 Def:6),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,238.0,,,,,,,6.0,6.0,0.0,,,,,,
240,PT05M46.00S,2022-04-01T02:48:42.3Z,2,REGULAR,turnover,out-of-bounds,[],201571,,,1610612747,50,42,2022-04-01T02:48:48Z,2400000,,,0,,D. Augustin bad pass out-of-bounds TURNOVER (1 TO),[201571],1610612747.0,LAL,bad pass,,,Augustin,D. Augustin,,,,,1628172.0,,,,,1.0,,,,,,,,,,,,,,
241,PT05M33.00S,2022-04-01T02:49:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202711,92.46057818659659,54.41176470588235,1610612762,52,42,2022-04-01T02:49:08Z,2410000,22.0,18.0,1,right,B. Bogdanovic driving Layup (8 PTS) (G. Monroe 2 AST),"[202711, 202328]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,2.88,8.0,G. Monroe,202328.0,2.0,,,,,,,,,
243,PT05M18.00S,2022-04-01T02:49:17.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,14.668199737187912,64.70588235294117,1610612747,52,44,2022-04-01T02:49:26Z,2430000,-74.0,85.0,1,left,T. Horton-Tucker 11' step back Jump Shot (4 PTS),[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,,,11.27,4.0,,,,,,,,,,,,
245,PT04M53.00S,2022-04-01T02:49:43.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,87.46714848883047,46.81372549019608,1610612762,52,44,2022-04-01T02:49:57Z,2450000,-16.0,65.0,1,right,MISS B. Bogdanovic 6' Jump Shot,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,6.72,,,,,,,,,,,,,
246,PT04M53.00S,2022-04-01T02:49:43.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,52,44,2022-04-01T02:49:57Z,2460000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,
247,PT04M53.00S,2022-04-01T02:49:48.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,52,44,2022-04-01T02:49:48Z,2470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M53.00S,2022-04-01T02:49:49.2Z,2,REGULAR,substitution,out,[],201571,,,1610612747,52,44,2022-04-01T02:49:53Z,2480000,,,0,,SUB out: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M53.00S,2022-04-01T02:49:49.2Z,2,REGULAR,substitution,in,[],201566,,,1610612747,52,44,2022-04-01T02:49:53Z,2490000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M40.00S,2022-04-01T02:50:13.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,14.011169513797633,45.83333333333333,1610612747,52,44,2022-04-01T02:50:18Z,2500000,21.0,79.0,1,left,MISS T. Horton-Tucker 8' driving floating Shot,[1629659],1610612747.0,LAL,driving floating,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,,8.19,,,,,,,,,,,,,
251,PT04M40.00S,2022-04-01T02:50:17.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,52,44,2022-04-01T02:50:17Z,2510000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,
252,PT04M40.00S,2022-04-01T02:50:18.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,52,44,2022-04-01T02:50:18Z,2520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M33.00S,2022-04-01T02:50:35.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",2730,7.30946123521682,50.0,1610612747,52,46,2022-04-01T02:50:43Z,2530000,0.0,16.0,1,left,D. Howard DUNK (9 PTS) (R. Westbrook 4 AST),"[2730, 201566]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,Made,,,1.62,9.0,R. Westbrook,201566.0,4.0,,,,,,,,,
255,PT04M33.00S,2022-04-01T02:50:38.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626220,,,1610612747,52,46,2022-04-01T02:50:44Z,2550000,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Howard 1 FT),"[1626220, 2730]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,202026.0,2.0,0.0,,,,,,,,,,,,Howard,2730.0,,,,
257,PT04M33.00S,2022-04-01T02:50:49.6Z,2,REGULAR,substitution,out,[],202328,,,1610612747,52,46,2022-04-01T02:51:24Z,2570000,,,0,,SUB out: G. Monroe,[202328],1610612762.0,UTA,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M33.00S,2022-04-01T02:50:49.6Z,2,REGULAR,substitution,in,[],203497,,,1610612747,52,46,2022-04-01T02:51:24Z,2580000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M33.00S,2022-04-01T02:51:10.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],2730,,,1610612747,52,47,2022-04-01T02:51:10Z,2590000,,,0,,D. Howard Free Throw 1 of 1 (10 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,Made,,,,10.0,,,,,,,,,,,,
260,PT04M26.00S,2022-04-01T02:51:20.6Z,2,REGULAR,2pt,Jump Shot,[],1628378,77.34888304862024,66.66666666666666,1610612762,52,47,2022-04-01T02:51:26Z,2600000,83.0,160.0,1,right,MISS D. Mitchell 18' pullup Shot,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,18.07,,,,,,,,,,,,,
261,PT04M22.00S,2022-04-01T02:51:24.6Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,52,47,2022-04-01T02:51:26Z,2610000,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,260.0,,,,,,,2.0,1.0,1.0,,,,,,
262,PT04M14.00S,2022-04-01T02:51:32.0Z,2,REGULAR,3pt,Jump Shot,[],2772,5.995400788436268,95.58823529411765,1610612747,52,47,2022-04-01T02:51:38Z,2620000,-228.0,4.0,1,left,MISS T. Ariza 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,Missed,,,22.79,,,,,,,,,,,,,
263,PT04M11.00S,2022-04-01T02:51:35.0Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,52,47,2022-04-01T02:51:38Z,2630000,,,0,,R. Gobert REBOUND (Off:1 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,262.0,,,,,,,9.0,8.0,1.0,,,,,,
264,PT04M06.00S,2022-04-01T02:51:40.2Z,2,REGULAR,3pt,Jump Shot,[],1626220,92.72339027595268,3.6764705882352944,1610612762,52,47,2022-04-01T02:51:54Z,2640000,-232.0,16.0,1,right,MISS R. O'Neale 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,Missed,,,23.21,,,,,,,,,,,,,
265,PT04M03.00S,2022-04-01T02:51:43.2Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,52,47,2022-04-01T02:51:54Z,2650000,,,0,,R. Gobert REBOUND (Off:2 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,264.0,,,,,,,10.0,8.0,2.0,,,,,,
266,PT04M02.00S,2022-04-01T02:51:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,90.3580814717477,50.0,1610612762,52,47,2022-04-01T02:51:58Z,2660000,0.0,38.0,1,right,MISS R. Gobert Layup - blocked,"[203497, 2772]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Missed,,,3.81,,,,,,,,,,Ariza,2772.0,,
267,PT04M02.00S,2022-04-01T02:51:45.6Z,2,REGULAR,block,,[],2772,,,1610612762,52,47,2022-04-01T02:51:47Z,2670000,,,0,,T. Ariza BLOCK (1 BLK),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
