actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-11-27T02:10:41.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-27T02:10:41Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-11-27T02:10:43.3Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612740,0,0,2021-11-27T02:10:43Z,40000,,,0,,Jump Ball J. Valanciunas vs. R. Gobert: Tip to J. Hart,"[1628404, 202685, 203497]",1610612740.0,NOP,startperiod,J. Hart,1628404.0,Hart,J. Hart,Valanciunas,202685.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2021-11-27T02:11:05.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,88.64980289093299,45.83333333333333,1610612740,0,2,2021-11-27T02:11:12Z,70000,-21.0,54.0,1,right,J. Valanciunas turnaround Hook (2 PTS) (J. Hart 1 AST),"[202685, 1628404]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,5.81,Made,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2021-11-27T02:11:19.8Z,1,REGULAR,3pt,Jump Shot,[],201144,30.831143232588698,36.27450980392157,1610612762,0,2,2021-11-27T02:11:24Z,90000,69.0,237.0,1,left,MISS M. Conley 24' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2021-11-27T02:11:22.8Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,0,2,2021-11-27T02:11:24Z,100000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M11.00S,2021-11-27T02:11:30.0Z,1,REGULAR,3pt,Jump Shot,[],1628984,68.28186596583443,68.38235294117648,1610612740,0,5,2021-11-27T02:11:35Z,110000,92.0,246.0,1,right,D. Graham 26' 3PT  (3 PTS) (B. Ingram 1 AST),"[1628984, 1627742]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.23,Made,3.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,,
13,PT10M52.00S,2021-11-27T02:11:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.652431011826544,46.07843137254902,1610612762,0,5,2021-11-27T02:11:57Z,130000,20.0,10.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,2.2,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M50.00S,2021-11-27T02:11:50.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,5,2021-11-27T02:11:57Z,140000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M40.00S,2021-11-27T02:12:00.0Z,1,REGULAR,3pt,Jump Shot,[],202685,67.49342969776609,53.431372549019606,1610612740,0,5,2021-11-27T02:12:05Z,150000,17.0,253.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M38.00S,2021-11-27T02:12:02.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,0,5,2021-11-27T02:12:05Z,160000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
17,PT10M26.00S,2021-11-27T02:12:14.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,19.92444152431012,47.549019607843135,1610612762,2,5,2021-11-27T02:12:20Z,170000,12.0,135.0,1,left,B. Bogdanovic 13' pullup Jump Shot (2 PTS),[202711],1610612762.0,UTA,pullup,,,Bogdanovic,B. Bogdanovic,,,,,13.54,Made,2.0,,,,,,,,,,,,,,,,,,
18,PT10M11.00S,2021-11-27T02:12:30.8Z,1,REGULAR,foul,personal,[],201144,,,1610612740,2,5,2021-11-27T02:12:48Z,180000,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1627742]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,1204.0,1.0,0.0,Ingram,1627742.0,,,,,,
20,PT10M04.00S,2021-11-27T02:12:59.2Z,1,REGULAR,2pt,Jump Shot,[],1630529,79.45137976346912,14.460784313725492,1610612740,2,5,2021-11-27T02:13:04Z,200000,-178.0,141.0,1,right,MISS H. Jones 22' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M04.00S,2021-11-27T02:13:01.6Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,2,5,2021-11-27T02:13:01Z,210000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,,
22,PT10M04.00S,2021-11-27T02:13:02.2Z,1,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612740,2,5,2021-11-27T02:13:21Z,220000,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1626220, 202685]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,203593.0,1.0,0.0,Valanciunas,202685.0,,,,,,
24,PT10M04.00S,2021-11-27T02:13:26.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612740,2,5,2021-11-27T02:13:26Z,240000,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2021-11-27T02:13:26.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,2,5,2021-11-27T02:13:26Z,250000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,
26,PT10M04.00S,2021-11-27T02:13:43.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612740,2,6,2021-11-27T02:13:43Z,260000,,,0,,J. Valanciunas Free Throw 2 of 2 (3 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
27,PT09M52.00S,2021-11-27T02:13:56.6Z,1,REGULAR,3pt,Jump Shot,[],202711,6.652431011826544,3.6764705882352944,1610612762,5,6,2021-11-27T02:14:01Z,270000,232.0,10.0,1,left,B. Bogdanovic 3PT  (5 PTS) (M. Conley 1 AST),"[202711, 201144]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.18,Made,5.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,,
29,PT09M36.00S,2021-11-27T02:14:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,91.01511169513797,60.5392156862745,1610612740,5,6,2021-11-27T02:14:18Z,290000,53.0,32.0,1,right,MISS J. Hart 6' driving Layup - blocked,"[1628404, 203497]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,6.17,Missed,,,,,,,,,,,,,,Gobert,203497.0,,,,
46,PT09M36.00S,2021-11-27T02:14:12.9Z,1,REGULAR,block,,[],203497,,,1610612740,5,6,2021-11-27T02:16:08Z,295000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2021-11-27T02:14:15.9Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,5,6,2021-11-27T02:14:18Z,300000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,
31,PT09M29.00S,2021-11-27T02:14:19.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628378,6.521024967148489,44.6078431372549,1610612762,7,6,2021-11-27T02:14:44Z,310000,27.0,9.0,1,left,D. Mitchell running Layup (2 PTS),[1628378],1610612762.0,UTA,running,,,Mitchell,D. Mitchell,,,,,2.84,Made,2.0,,,,,,,,,,,,,,,,,,
32,PT09M11.00S,2021-11-27T02:14:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,91.5407358738502,56.61764705882353,1610612740,7,6,2021-11-27T02:17:28Z,320000,33.0,27.0,1,right,MISS D. Graham cutting Layup,[1628984],1610612740.0,NOP,cutting,,,Graham,D. Graham,,,,,4.27,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M08.00S,2021-11-27T02:14:40.6Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,7,6,2021-11-27T02:14:44Z,330000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,
34,PT09M03.00S,2021-11-27T02:14:45.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,5.863994743758213,3.431372549019608,1610612762,10,6,2021-11-27T02:14:53Z,340000,233.0,3.0,1,left,B. Bogdanovic 3PT  (8 PTS) (M. Conley 2 AST),"[202711, 201144]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.28,Made,8.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,,
36,PT08M47.00S,2021-11-27T02:15:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,90.62089356110381,57.35294117647059,1610612740,10,6,2021-11-27T02:15:17Z,360000,37.0,36.0,1,right,MISS B. Ingram driving Layup - blocked,"[1627742, 203497]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,5.13,Missed,,,,,,,,,,,,,,Gobert,203497.0,,,,
37,PT08M47.00S,2021-11-27T02:15:02.2Z,1,REGULAR,block,,[],203497,,,1610612740,10,6,2021-11-27T02:15:04Z,370000,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2021-11-27T02:15:02.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,10,6,2021-11-27T02:15:17Z,380000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,
39,PT08M47.00S,2021-11-27T02:15:06.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,10,6,2021-11-27T02:15:06Z,390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M37.00S,2021-11-27T02:15:29.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,84.31340341655716,87.25490196078431,1610612740,10,8,2021-11-27T02:15:38Z,400000,186.0,95.0,1,right,B. Ingram 20' fadeaway Jump Shot (2 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,20.91,Made,2.0,,,,,,,,,,,,,,,,,,
41,PT08M28.00S,2021-11-27T02:15:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,8.492115637319317,39.705882352941174,1610612762,10,8,2021-11-27T02:15:43Z,410000,51.0,27.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,5.83,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M25.00S,2021-11-27T02:15:41.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,10,8,2021-11-27T02:15:43Z,420000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,41.0,3.0,2.0,1.0,,,,,,,,,,,
43,PT08M20.00S,2021-11-27T02:15:45.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,92.46057818659659,54.90196078431373,1610612740,10,10,2021-11-27T02:15:53Z,430000,25.0,18.0,1,right,J. Hart driving Layup (2 PTS),[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,3.06,Made,2.0,,,,,,,,,,,,,,,,,,
44,PT08M07.00S,2021-11-27T02:15:59.7Z,1,REGULAR,3pt,Jump Shot,[],201144,27.283180026281208,77.45098039215686,1610612762,10,10,2021-11-27T02:16:03Z,440000,-137.0,204.0,1,left,MISS M. Conley 24' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M05.00S,2021-11-27T02:16:01.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,10,10,2021-11-27T02:16:03Z,450000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
47,PT07M57.00S,2021-11-27T02:16:09.4Z,1,REGULAR,3pt,Jump Shot,[],202685,73.53810775295663,17.892156862745097,1610612740,10,10,2021-11-27T02:16:14Z,460000,-161.0,196.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
