actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
92,PT04M48.00S,2021-12-24T02:21:40.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,9.543363994743759,47.30392156862745,1610612750,17,15,2021-12-24T02:21:49Z,920000,13.0,37.0,1,left,J. McDaniels driving Layup (6 PTS) (D. Russell 4 AST),"[1630183, 1626156]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,3.96,Made,,,,,,,,,,6.0,D. Russell,1626156.0,4.0,,,,,,
94,PT04M36.00S,2021-12-24T02:21:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.06636005256242,44.6078431372549,1610612762,19,15,2021-12-24T02:21:58Z,940000,-27.0,22.0,1,right,D. Mitchell driving reverse Layup (11 PTS),[1628378],1610612762.0,UTA,driving reverse,,,Mitchell,D. Mitchell,,,,,3.49,Made,,,,,,,,,,11.0,,,,,,,,,
95,PT04M29.00S,2021-12-24T02:22:02.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,19,15,2021-12-24T02:22:02Z,950000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M29.00S,2021-12-24T02:23:55.8Z,1,REGULAR,substitution,out,[],1626220,,,1610612750,19,15,2021-12-24T02:24:35Z,960000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M29.00S,2021-12-24T02:23:55.8Z,1,REGULAR,substitution,out,[],203497,,,1610612750,19,15,2021-12-24T02:24:35Z,970000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M29.00S,2021-12-24T02:23:55.8Z,1,REGULAR,substitution,out,[],202711,,,1610612750,19,15,2021-12-24T02:24:35Z,980000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M29.00S,2021-12-24T02:23:55.8Z,1,REGULAR,substitution,in,[],200752,,,1610612750,19,15,2021-12-24T02:24:35Z,990000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M29.00S,2021-12-24T02:23:55.8Z,1,REGULAR,substitution,in,[],203903,,,1610612750,19,15,2021-12-24T02:24:35Z,1000000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M29.00S,2021-12-24T02:23:55.8Z,1,REGULAR,substitution,in,[],202355,,,1610612750,19,15,2021-12-24T02:24:35Z,1010000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M29.00S,2021-12-24T02:23:55.8Z,1,REGULAR,substitution,out,[],1627736,,,1610612750,19,15,2021-12-24T02:25:02Z,1020000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M29.00S,2021-12-24T02:23:55.8Z,1,REGULAR,substitution,out,[],1629675,,,1610612750,19,15,2021-12-24T02:25:02Z,1030000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M29.00S,2021-12-24T02:23:55.8Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,19,15,2021-12-24T02:25:02Z,1040000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M29.00S,2021-12-24T02:23:55.8Z,1,REGULAR,substitution,in,[],1630233,,,1610612750,19,15,2021-12-24T02:25:02Z,1050000,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M25.00S,2021-12-24T02:25:13.9Z,1,REGULAR,foul,personal,[],200752,,,1610612750,19,15,2021-12-24T02:25:26Z,1060000,,,0,,R. Gay personal FOUL (1 PF),"[200752, 1626156]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Russell,1626156.0,
108,PT04M20.00S,2021-12-24T02:25:37.3Z,1,REGULAR,3pt,Jump Shot,[],1629669,12.959921156373195,3.1862745098039214,1610612750,19,18,2021-12-24T02:25:42Z,1080000,234.0,69.0,1,left,J. Nowell 24' 3PT  (3 PTS) (J. McDaniels 3 AST),"[1629669, 1630183]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,24.41,Made,,,,,,,,,,3.0,J. McDaniels,1630183.0,3.0,,,,,,
110,PT04M01.00S,2021-12-24T02:25:58.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,19,18,2021-12-24T02:25:58Z,1100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M56.00S,2021-12-24T02:26:17.2Z,1,REGULAR,2pt,Jump Shot,[],203903,73.80091984231275,76.9607843137255,1610612762,19,18,2021-12-24T02:26:23Z,1110000,135.0,194.0,1,right,MISS J. Clarkson 23' pullup Shot,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M53.00S,2021-12-24T02:26:20.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,19,18,2021-12-24T02:26:23Z,1120000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,
113,PT03M50.00S,2021-12-24T02:26:25.9Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612750,19,18,2021-12-24T02:26:33Z,1130000,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Knight 2 FT),"[1628378, 1630233]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Knight,1630233.0,
115,PT03M50.00S,2021-12-24T02:26:50.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630233,,,1610612750,19,18,2021-12-24T02:26:50Z,1150000,,,0,,MISS N. Knight Free Throw 1 of 2,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M50.00S,2021-12-24T02:26:50.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,19,18,2021-12-24T02:26:50Z,1160000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,
117,PT03M50.00S,2021-12-24T02:27:08.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630233,,,1610612750,19,19,2021-12-24T02:27:08Z,1170000,,,0,,N. Knight Free Throw 2 of 2 (1 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
118,PT03M39.00S,2021-12-24T02:27:20.2Z,1,REGULAR,3pt,Jump Shot,[],204060,88.12417871222075,2.696078431372549,1610612762,22,19,2021-12-24T02:27:25Z,1180000,-237.0,59.0,1,right,J. Ingles 24' 3PT  (3 PTS) (J. Clarkson 1 AST),"[204060, 203903]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,24.38,Made,,,,,,,,,,3.0,J. Clarkson,203903.0,1.0,,,,,,
120,PT03M26.00S,2021-12-24T02:27:32.4Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,22,19,2021-12-24T02:27:36Z,1200000,,,0,,J. McDaniels bad pass TURNOVER (2 TO),"[1630183, 204060]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,2.0,Ingles,204060.0,,,,,,,,,,
121,PT03M26.00S,2021-12-24T02:27:32.4Z,1,REGULAR,steal,,[],204060,,,1610612762,22,19,2021-12-24T02:27:34Z,1210000,,,0,,J. Ingles STEAL (2 STL),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M14.00S,2021-12-24T02:27:46.7Z,1,REGULAR,turnover,out-of-bounds,[],204060,,,1610612762,22,19,2021-12-24T02:27:55Z,1220000,,,0,,J. Ingles step out-of-bounds TURNOVER (1 TO),[204060],1610612762.0,UTA,step,,,Ingles,J. Ingles,,,,,,,,,,,,,1.0,,,,,,,202053.0,,,,,
123,PT03M14.00S,2021-12-24T02:27:52.4Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,22,19,2021-12-24T02:27:57Z,1230000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M14.00S,2021-12-24T02:27:52.4Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,22,19,2021-12-24T02:27:57Z,1240000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M05.00S,2021-12-24T02:28:18.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629669,31.09395532194481,35.294117647058826,1610612750,22,22,2021-12-24T02:28:23Z,1250000,74.0,240.0,1,left,J. Nowell 25' 3PT pullup (6 PTS) (J. McLaughlin 1 AST),"[1629669, 1629162]",1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,25.08,Made,,,,,,,,,,6.0,J. McLaughlin,1629162.0,1.0,,,,,,
127,PT02M45.00S,2021-12-24T02:28:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,91.5407358738502,53.67647058823529,1610612762,22,22,2021-12-24T02:32:08Z,1270000,18.0,27.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1628378, 1630233]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,3.27,Missed,Knight,1630233.0,,,,,,,,,,,,,,,,,
128,PT02M45.00S,2021-12-24T02:28:38.0Z,1,REGULAR,block,,[],1630233,,,1610612762,22,22,2021-12-24T02:28:40Z,1280000,,,0,,N. Knight BLOCK (1 BLK),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M45.00S,2021-12-24T02:28:38.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,22,22,2021-12-24T02:32:08Z,1290000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,
183,PT02M45.00S,2021-12-24T02:28:41.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,22,22,2021-12-24T02:37:22Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M45.00S,2021-12-24T02:28:45.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,22,22,2021-12-24T02:31:50Z,1310000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M45.00S,2021-12-24T02:30:18.6Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,22,22,2021-12-24T02:31:10Z,1320000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M45.00S,2021-12-24T02:30:18.6Z,1,REGULAR,substitution,out,[],1627774,,,1610612762,22,22,2021-12-24T02:31:10Z,1330000,,,0,,SUB out: J. Layman,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M45.00S,2021-12-24T02:30:18.6Z,1,REGULAR,substitution,in,[],201144,,,1610612762,22,22,2021-12-24T02:31:10Z,1340000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M45.00S,2021-12-24T02:30:18.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612762,22,22,2021-12-24T02:31:10Z,1350000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M43.00S,2021-12-24T02:31:38.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],200752,69.20170827858082,69.11764705882352,1610612762,25,22,2021-12-24T02:31:43Z,1370000,96.0,237.0,1,right,R. Gay 25' 3PT  (3 PTS) (J. Ingles 2 AST),"[200752, 204060]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,25.56,Made,,,,,,,,,,3.0,J. Ingles,204060.0,2.0,,,,,,
141,PT02M30.00S,2021-12-24T02:32:29.1Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,25,22,2021-12-24T02:32:33Z,1385000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M30.00S,2021-12-24T02:32:29.1Z,1,REGULAR,substitution,in,[],1630195,,,1610612750,25,22,2021-12-24T02:32:33Z,1387500,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M30.00S,2021-12-24T02:32:29.1Z,1,REGULAR,foul,personal,['2freethrow'],202355,,,1610612750,25,22,2021-12-24T02:40:20Z,1390000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Nowell 2 FT),"[202355, 1629669]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Nowell,1629669.0,
140,PT02M30.00S,2021-12-24T02:32:29.1Z,1,REGULAR,freethrow,1 of 2,[],1629669,,,1610612750,25,23,2021-12-24T02:40:44Z,1410000,,,0,,J. Nowell Free Throw 1 of 2 (7 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
143,PT02M30.00S,2021-12-24T02:32:29.1Z,1,REGULAR,freethrow,2 of 2,[],1629669,,,1610612750,25,24,2021-12-24T02:40:44Z,1440000,,,0,,J. Nowell Free Throw 2 of 2 (8 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
144,PT02M15.00S,2021-12-24T02:33:07.5Z,1,REGULAR,3pt,Jump Shot,[],203903,68.28186596583443,68.87254901960785,1610612762,25,24,2021-12-24T02:33:14Z,1450000,94.0,246.0,1,right,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,,
145,PT02M12.00S,2021-12-24T02:33:10.5Z,1,REGULAR,rebound,defensive,[],1630233,,,1610612750,25,24,2021-12-24T02:33:14Z,1460000,,,0,,N. Knight REBOUND (Off:0 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,
146,PT02M05.00S,2021-12-24T02:33:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,17.69053876478318,41.66666666666667,1610612750,25,24,2021-12-24T02:33:22Z,1470000,42.0,114.0,1,left,MISS J. Nowell 12' pullup Shot,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,12.12,Missed,,,,,,,,,,,,,,,,,,,
147,PT02M02.00S,2021-12-24T02:33:20.0Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,25,24,2021-12-24T02:33:22Z,1480000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,
148,PT01M46.00S,2021-12-24T02:33:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204060,92.46057818659659,44.11764705882353,1610612762,25,24,2021-12-24T02:33:43Z,1490000,-29.0,18.0,1,right,MISS J. Ingles cutting Layup,[204060],1610612762.0,UTA,cutting,,,Ingles,J. Ingles,,,,,3.47,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M46.00S,2021-12-24T02:33:39.1Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,25,24,2021-12-24T02:33:39Z,1500000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,148.0,2.0,1.0,1.0,,,,,,,,,,,,,
150,PT01M46.00S,2021-12-24T02:33:39.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612762,25,24,2021-12-24T02:33:46Z,1510000,,,0,,J. Nowell shooting personal FOUL (1 PF) (Whiteside 2 FT),"[1629669, 202355]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Whiteside,202355.0,
152,PT01M46.00S,2021-12-24T02:34:12.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202355,,,1610612762,26,24,2021-12-24T02:34:12Z,1530000,,,0,,H. Whiteside Free Throw 1 of 2 (1 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
153,PT01M46.00S,2021-12-24T02:34:24.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202355,,,1610612762,27,24,2021-12-24T02:34:24Z,1540000,,,0,,H. Whiteside Free Throw 2 of 2 (2 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
156,PT01M36.00S,2021-12-24T02:34:46.1Z,1,REGULAR,foul,offensive,['inpenalty'],1630233,,,1610612750,27,24,2021-12-24T02:35:18Z,1570000,,,0,,N. Knight offensive FOUL (1 PF),"[1630233, 203903]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Clarkson,203903.0,
158,PT01M36.00S,2021-12-24T02:34:46.1Z,1,REGULAR,turnover,offensive foul,[],1630233,,,1610612750,27,24,2021-12-24T02:34:46Z,1590000,,,0,,N. Knight offensive foul TURNOVER (1 TO),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,1.0,,,,,,,202053.0,,,,,
159,PT01M25.00S,2021-12-24T02:35:05.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202355,91.67214191852825,48.77450980392157,1610612762,29,24,2021-12-24T02:35:15Z,1600000,-6.0,26.0,1,right,H. Whiteside DUNK (4 PTS) (J. Ingles 3 AST),"[202355, 204060]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,2.65,Made,,,,,,,,,,4.0,J. Ingles,204060.0,3.0,,,,,,
161,PT01M14.00S,2021-12-24T02:35:15.6Z,1,REGULAR,2pt,Jump Shot,[],1629669,20.97568988173456,44.85294117647059,1610612750,29,24,2021-12-24T02:35:21Z,1620000,26.0,145.0,1,left,MISS J. Nowell 14' pullup Shot,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,14.7,Missed,,,,,,,,,,,,,,,,,,,
162,PT01M11.00S,2021-12-24T02:35:18.2Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,29,24,2021-12-24T02:35:18Z,1630000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,
163,PT01M04.00S,2021-12-24T02:35:25.5Z,1,REGULAR,3pt,Jump Shot,[],204060,67.49342969776609,59.80392156862745,1610612762,29,24,2021-12-24T02:35:32Z,1640000,49.0,253.0,1,right,MISS J. Ingles 25' step back 3PT,[204060],1610612762.0,UTA,step back,,,Ingles,J. Ingles,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
164,PT01M02.00S,2021-12-24T02:35:27.9Z,1,REGULAR,rebound,offensive,[],201144,,,1610612762,29,24,2021-12-24T02:35:27Z,1650000,,,0,,M. Conley REBOUND (Off:1 Def:0),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,163.0,1.0,0.0,1.0,,,,,,,,,,,,,
165,PT00M56.10S,2021-12-24T02:35:33.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,87.99277266754271,94.85294117647058,1610612762,29,24,2021-12-24T02:36:18Z,1660000,224.0,60.0,1,right,MISS J. Clarkson step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M54.40S,2021-12-24T02:35:35.5Z,1,REGULAR,rebound,offensive,[],200752,,,1610612762,29,24,2021-12-24T02:35:40Z,1670000,,,0,,R. Gay REBOUND (Off:1 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,,,,,,
167,PT00M54.00S,2021-12-24T02:35:37.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",200752,93.64323258869908,47.549019607843135,1610612762,31,24,2021-12-24T02:35:44Z,1680000,-12.0,7.0,1,right,R. Gay DUNK (5 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,1.43,Made,,,,,,,,,,5.0,,,,,,,,,
168,PT00M47.40S,2021-12-24T02:35:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,7.5722733245729295,51.71568627450981,1610612750,31,24,2021-12-24T02:35:53Z,1690000,-9.0,19.0,1,left,MISS J. Nowell driving Layup,[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,2.06,Missed,,,,,,,,,,,,,,,,,,,
169,PT00M47.40S,2021-12-24T02:35:46.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,31,24,2021-12-24T02:35:53Z,1700000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,
170,PT00M47.40S,2021-12-24T02:35:50.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,31,24,2021-12-24T02:35:50Z,1710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M47.40S,2021-12-24T02:35:52.9Z,1,REGULAR,substitution,out,[],202355,,,1610612762,31,24,2021-12-24T02:35:56Z,1720000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M47.40S,2021-12-24T02:35:52.9Z,1,REGULAR,substitution,in,[],203497,,,1610612762,31,24,2021-12-24T02:35:56Z,1730000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M39.20S,2021-12-24T02:36:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,86.15308804204993,48.529411764705884,1610612762,33,24,2021-12-24T02:36:18Z,1740000,-7.0,78.0,1,right,M. Conley 7' driving floating bank Jump Shot (6 PTS),[201144],1610612762.0,UTA,driving floating bank,,,Conley,M. Conley,,,,,7.81,Made,,,,,,,,,,6.0,,,,,,,,,
174,PT00M33.90S,2021-12-24T02:36:21.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,18.74178712220762,3.9215686274509802,1610612750,33,24,2021-12-24T02:36:34Z,1750000,230.0,124.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
175,PT00M31.00S,2021-12-24T02:36:24.4Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,33,24,2021-12-24T02:36:28Z,1760000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,
176,PT00M12.70S,2021-12-24T02:36:42.6Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,33,24,2021-12-24T02:36:46Z,1770000,,,0,,M. Conley bad pass TURNOVER (2 TO),"[201144, 1629162]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,2.0,McLaughlin,1629162.0,,,,,,,,,,
177,PT00M12.70S,2021-12-24T02:36:42.6Z,1,REGULAR,steal,,[],1629162,,,1610612750,33,24,2021-12-24T02:36:44Z,1780000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M08.10S,2021-12-24T02:36:47.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627736,9.806176084099869,2.696078431372549,1610612750,33,27,2021-12-24T02:36:55Z,1790000,237.0,40.0,1,left,M. Beasley 3PT pullup (6 PTS) (J. McLaughlin 2 AST),"[1627736, 1629162]",1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,23.98,Made,,,,,,,,,,6.0,J. McLaughlin,1629162.0,2.0,,,,,,
180,PT00M00.00S,2021-12-24T02:37:00.3Z,1,REGULAR,2pt,Jump Shot,[],201144,78.79434954007884,32.84313725490196,1610612762,35,27,2021-12-24T02:37:05Z,1810000,-86.0,147.0,1,right,M. Conley 17' driving floating Jump Shot (8 PTS) (J. Clarkson 2 AST),"[201144, 203903]",1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,17.0,Made,,,,,,,,,,8.0,J. Clarkson,203903.0,2.0,,,,,,
182,PT00M00.00S,2021-12-24T02:37:07.8Z,1,REGULAR,period,end,[],0,,,1610612750,35,27,2021-12-24T02:37:07Z,1830000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2021-12-24T02:39:09.3Z,2,REGULAR,substitution,out,['startperiod'],1629669,,,1610612750,35,27,2021-12-24T02:39:50Z,1840000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2021-12-24T02:39:09.3Z,2,REGULAR,substitution,out,['startperiod'],1630195,,,1610612750,35,27,2021-12-24T02:39:50Z,1850000,,,0,,SUB out: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
