actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-04-09T01:40:32.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-09T01:40:32Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-04-09T01:40:34.8Z,1,REGULAR,jumpball,recovered,[],201144,,,1610612762,0,0,2022-04-09T01:40:34Z,40000,,,0,,Jump Ball R. Gobert vs. D. Ayton: Tip to M. Conley,"[201144, 203497, 1629028]",1610612762.0,UTA,startperiod,M. Conley,201144.0,Conley,M. Conley,Gobert,203497.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-04-09T01:40:50.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,0,0,2022-04-09T01:40:50Z,70000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2022-04-09T01:41:15.9Z,1,REGULAR,3pt,Jump Shot,[],201144,22.421156373193167,10.049019607843137,1610612762,0,0,2022-04-09T01:41:20Z,80000,200.0,158.0,1,left,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2022-04-09T01:41:18.9Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,0,0,2022-04-09T01:41:20Z,90000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
10,PT11M29.00S,2022-04-09T01:41:23.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626164,91.67214191852825,23.284313725490197,1610612756,0,0,2022-04-09T01:41:31Z,100000,-134.0,26.0,1,right,MISS D. Booker 13' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,13.61,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2022-04-09T01:41:28.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,0,0,2022-04-09T01:41:31Z,110000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
12,PT11M18.00S,2022-04-09T01:41:33.9Z,1,REGULAR,3pt,Jump Shot,[],202711,2.0532194480946124,96.07843137254902,1610612762,0,0,2022-04-09T01:41:39Z,120000,-230.0,-33.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
13,PT11M15.00S,2022-04-09T01:41:36.9Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,0,0,2022-04-09T01:41:39Z,130000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
14,PT11M07.00S,2022-04-09T01:41:44.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,79.97700394218134,68.13725490196079,1610612756,0,0,2022-04-09T01:41:50Z,140000,91.0,136.0,1,right,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,16.32,Missed,,,,,,,,,,,,,,,,,,,
15,PT11M04.00S,2022-04-09T01:41:47.4Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,0,0,2022-04-09T01:41:50Z,150000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
16,PT10M59.00S,2022-04-09T01:41:52.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,6.258212877792378,54.166666666666664,1610612762,0,0,2022-04-09T01:41:58Z,160000,-21.0,6.0,1,left,MISS D. Mitchell driving Layup - blocked,"[1628378, 1629028]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,2.17,Missed,,,,,Ayton,1629028.0,,,,,,,,,,,,,
17,PT10M59.00S,2022-04-09T01:41:52.8Z,1,REGULAR,block,,[],1629028,,,1610612762,0,0,2022-04-09T01:41:54Z,170000,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
