actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
372,PT11M13.00S,2022-01-01T03:28:19.3Z,3,REGULAR,3pt,Jump Shot,[],1630162,77.21747700394218,7.598039215686274,1610612750,65,56,2022-01-01T03:28:25Z,3610000,-212.0,162.0,1,right,A. Edwards 26' 3PT  (15 PTS) (P. Beverley 5 AST),"[1630162, 201976]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,26.66,Made,15.0,,,,,,,,,,,,P. Beverley,201976.0,5.0
374,PT10M52.00S,2022-01-01T03:28:40.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,13.61695137976347,49.01960784313725,1610612762,65,56,2022-01-01T03:28:46Z,3630000,5.0,75.0,1,left,MISS R. Gobert 7' turnaround Shot,[203497],1610612762.0,UTA,turnaround,,,Gobert,R. Gobert,,,,,,,,7.57,Missed,,,,,,,,,,,,,,,
375,PT10M50.00S,2022-01-01T03:28:42.8Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612750,65,56,2022-01-01T03:28:46Z,3640000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,374.0,6.0,5.0,1.0,,,,,
376,PT10M43.00S,2022-01-01T03:28:50.2Z,3,REGULAR,3pt,Jump Shot,[],1630162,67.36202365308804,46.81372549019608,1610612750,65,56,2022-01-01T03:31:36Z,3650000,-16.0,254.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,25.48,Missed,,,,,,,,,,,,,,,
377,PT10M41.00S,2022-01-01T03:28:52.2Z,3,REGULAR,rebound,defensive,[],202711,,,1610612762,65,56,2022-01-01T03:28:54Z,3660000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:5),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,376.0,6.0,5.0,1.0,,,,,
378,PT10M29.00S,2022-01-01T03:29:03.9Z,3,REGULAR,3pt,Jump Shot,[],1630235,4.418528252299605,95.58823529411765,1610612762,65,56,2022-01-01T03:29:10Z,3670000,-228.0,-11.0,1,left,MISS T. Forrest 3PT,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,22.82,Missed,,,,,,,,,,,,,,,
379,PT10M25.00S,2022-01-01T03:29:07.9Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,65,56,2022-01-01T03:29:10Z,3680000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,378.0,2.0,2.0,0.0,,,,,
380,PT10M18.00S,2022-01-01T03:29:14.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.46057818659659,53.67647058823529,1610612750,65,56,2022-01-01T03:32:31Z,3690000,18.0,18.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,2.6,Missed,,,,,,,,,,,,,,,
381,PT10M16.00S,2022-01-01T03:29:16.2Z,3,REGULAR,rebound,defensive,[],1630235,,,1610612762,65,56,2022-01-01T03:29:19Z,3700000,,,0,,T. Forrest REBOUND (Off:0 Def:3),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,380.0,3.0,3.0,0.0,,,,,
382,PT10M10.00S,2022-01-01T03:29:22.3Z,3,REGULAR,3pt,Jump Shot,[],1628378,29.911300919842315,23.284313725490197,1610612762,68,56,2022-01-01T03:29:27Z,3710000,134.0,229.0,1,left,D. Mitchell 26' 3PT  (22 PTS) (R. O'Neale 2 AST),"[1628378, 1626220]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,26.49,Made,22.0,,,,,,,,,,,,R. O'Neale,1626220.0,2.0
384,PT09M45.00S,2022-01-01T03:29:47.2Z,3,REGULAR,3pt,Jump Shot,[],201976,72.35545335085413,16.42156862745098,1610612750,68,59,2022-01-01T03:29:51Z,3730000,-168.0,207.0,1,right,P. Beverley 26' 3PT  (4 PTS) (M. Beasley 1 AST),"[201976, 1627736]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,26.68,Made,4.0,,,,,,,,,,,,M. Beasley,1627736.0,1.0
386,PT09M34.00S,2022-01-01T03:29:58.6Z,3,REGULAR,3pt,Jump Shot,[],202711,19.793035479632064,92.40196078431373,1610612762,68,59,2022-01-01T03:30:05Z,3750000,-212.0,134.0,1,left,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,25.06,Missed,,,,,,,,,,,,,,,
387,PT09M32.00S,2022-01-01T03:30:00.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,68,59,2022-01-01T03:30:05Z,3760000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,386.0,,,,,,,,
388,PT09M32.00S,2022-01-01T03:30:03.9Z,3,REGULAR,foul,personal,[],1630162,,,1610612762,68,59,2022-01-01T03:30:10Z,3770000,,,0,,A. Edwards loose ball personal FOUL (4 PF),"[1630162, 203497]",1610612750.0,MIN,loose ball,,,Edwards,A. Edwards,,,,,,,,,,,1627964.0,4.0,0.0,Gobert,203497.0,,,,,,,,,
390,PT09M32.00S,2022-01-01T03:30:30.6Z,3,REGULAR,foul,technical,['1freethrow'],202896,,,1610612762,68,59,2022-01-01T03:30:43Z,3790000,,,0,,TEAM foul technical,[202896],1610612750.0,MIN,,,,,,,,,,,,,,,,1627964.0,,,,,,,,,,,,,
391,PT09M32.00S,2022-01-01T03:30:51.2Z,3,REGULAR,freethrow,1 of 1,[],202711,,,1610612762,69,59,2022-01-01T03:30:51Z,3800000,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (14 PTS),[202711],1610612762.0,UTA,technical,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
392,PT09M26.00S,2022-01-01T03:31:11.0Z,3,REGULAR,turnover,bad pass,[],1630235,,,1610612762,69,59,2022-01-01T03:31:23Z,3810000,,,0,,T. Forrest bad pass TURNOVER (2 TO),"[1630235, 1629675]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,2.0,Reid,1629675.0,,,,,,,,,,,,,,,,,
393,PT09M26.00S,2022-01-01T03:31:11.0Z,3,REGULAR,steal,,[],1629675,,,1610612750,69,59,2022-01-01T03:31:14Z,3820000,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
394,PT09M24.00S,2022-01-01T03:31:31.4Z,3,REGULAR,violation,kicked ball,[],1628378,,,1610612750,69,59,2022-01-01T03:31:43Z,3830000,,,0,,D. Mitchell kicked ball VIOLATION,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,1627964.0,,,,,,,,,,,,,
395,PT09M18.00S,2022-01-01T03:31:35.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201976,89.30683311432325,49.26470588235294,1610612750,69,61,2022-01-01T03:34:37Z,3840000,-4.0,48.0,1,right,P. Beverley turnaround Hook (6 PTS),[201976],1610612750.0,MIN,turnaround,,,Beverley,P. Beverley,,,,,,,,4.81,Made,6.0,,,,,,,,,,,,,,
396,PT09M03.00S,2022-01-01T03:31:49.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,14.273981603153747,47.549019607843135,1610612762,69,61,2022-01-01T03:31:55Z,3850000,12.0,82.0,1,left,MISS B. Bogdanovic 8' pullup Shot,[202711],1610612762.0,UTA,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,8.26,Missed,,,,,,,,,,,,,,,
397,PT09M00.00S,2022-01-01T03:31:52.9Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,69,61,2022-01-01T03:31:55Z,3860000,,,0,,N. Reid REBOUND (Off:2 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,396.0,3.0,1.0,2.0,,,,,
398,PT08M55.00S,2022-01-01T03:32:00.8Z,3,REGULAR,foul,personal,[],1626220,,,1610612750,69,61,2022-01-01T03:32:06Z,3870000,,,0,,R. O'Neale personal FOUL (2 PF),"[1626220, 1630162]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,1628484.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,
400,PT08M43.00S,2022-01-01T03:32:28.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201976,89.43823915900131,43.38235294117647,1610612750,69,63,2022-01-01T03:32:33Z,3890000,-33.0,47.0,1,right,P. Beverley Layup (8 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,5.73,Made,8.0,,,,,,,,,,,,,,
401,PT08M24.00S,2022-01-01T03:32:46.3Z,3,REGULAR,3pt,Jump Shot,[],1628378,31.35676741130092,60.049019607843135,1610612762,72,63,2022-01-01T03:32:52Z,3900000,-50.0,242.0,1,left,D. Mitchell 24' 3PT pullup (25 PTS) (T. Forrest 2 AST),"[1628378, 1630235]",1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,24.74,Made,25.0,,,,,,,,,,,,T. Forrest,1630235.0,2.0
403,PT08M11.00S,2022-01-01T03:33:01.8Z,3,REGULAR,foul,personal,['2freethrow'],203497,,,1610612750,72,63,2022-01-01T03:33:09Z,3920000,,,0,,R. Gobert shooting personal FOUL (1 PF) (Edwards 2 FT),"[203497, 1630162]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,,,,1627964.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,
405,PT08M11.00S,2022-01-01T03:33:24.6Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,72,64,2022-01-01T03:33:24Z,3940000,,,0,,A. Edwards Free Throw 1 of 2 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
406,PT08M11.00S,2022-01-01T03:33:37.7Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,72,65,2022-01-01T03:33:37Z,3950000,,,0,,A. Edwards Free Throw 2 of 2 (17 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
407,PT08M08.00S,2022-01-01T03:33:46.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,72,65,2022-01-01T03:33:46Z,3960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M55.00S,2022-01-01T03:34:11.9Z,3,REGULAR,foul,personal,[],1629675,,,1610612762,72,65,2022-01-01T03:34:23Z,3970000,,,0,,N. Reid personal FOUL (3 PF),"[1629675, 202711]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,1627964.0,3.0,0.0,Bogdanovic,202711.0,,,,,,,,,
410,PT07M51.00S,2022-01-01T03:34:33.3Z,3,REGULAR,3pt,Jump Shot,[],202711,24.655059132720105,12.745098039215685,1610612762,72,65,2022-01-01T03:34:39Z,3990000,186.0,179.0,1,left,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,25.86,Missed,,,,,,,,,,,,,,,
411,PT07M48.00S,2022-01-01T03:34:36.3Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,72,65,2022-01-01T03:34:39Z,4000000,,,0,,N. Reid REBOUND (Off:2 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,410.0,4.0,2.0,2.0,,,,,
412,PT07M39.00S,2022-01-01T03:34:45.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629020,88.38699080157687,48.03921568627451,1610612750,72,65,2022-01-01T03:34:50Z,4010000,-10.0,57.0,1,right,MISS J. Vanderbilt turnaround Hook,[1629020],1610612750.0,MIN,turnaround,,,Vanderbilt,J. Vanderbilt,,,,,,,,5.75,Missed,,,,,,,,,,,,,,,
413,PT07M35.00S,2022-01-01T03:34:49.4Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,72,65,2022-01-01T03:34:50Z,4020000,,,0,,R. Gobert REBOUND (Off:0 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,412.0,6.0,6.0,0.0,,,,,
414,PT07M31.00S,2022-01-01T03:34:52.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202711,5.995400788436268,44.6078431372549,1610612762,74,65,2022-01-01T03:34:57Z,4030000,27.0,4.0,1,left,B. Bogdanovic Layup (16 PTS) (D. Mitchell 5 AST),"[202711, 1628378]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,2.73,Made,16.0,,,,,,,,,,,,D. Mitchell,1628378.0,5.0
416,PT07M19.00S,2022-01-01T03:35:04.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629020,89.04402102496715,42.15686274509804,1610612750,74,65,2022-01-01T03:35:11Z,4050000,-39.0,50.0,1,right,MISS J. Vanderbilt 6' floating Shot,[1629020],1610612750.0,MIN,floating,,,Vanderbilt,J. Vanderbilt,,,,,,,,6.39,Missed,,,,,,,,,,,,,,,
417,PT07M17.00S,2022-01-01T03:35:06.3Z,3,REGULAR,rebound,defensive,[],202711,,,1610612762,74,65,2022-01-01T03:35:11Z,4060000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:6),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,416.0,7.0,6.0,1.0,,,,,
418,PT07M13.00S,2022-01-01T03:35:13.4Z,3,REGULAR,turnover,out-of-bounds,[],202711,,,1610612762,74,65,2022-01-01T03:43:33Z,4070000,,,0,,B. Bogdanovic bad pass out-of-bounds TURNOVER (3 TO),[202711],1610612762.0,UTA,bad pass,,,Bogdanovic,B. Bogdanovic,,,,,3.0,,,,,,204059.0,,,,,,,,,,,,,
419,PT06M56.00S,2022-01-01T03:35:43.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629675,89.43823915900131,44.85294117647059,1610612750,74,67,2022-01-01T03:36:15Z,4080000,-26.0,47.0,1,right,N. Reid turnaround Jump Shot (4 PTS) (M. Beasley 2 AST),"[1629675, 1627736]",1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,,,,5.34,Made,4.0,,,,,,,,,,,,M. Beasley,1627736.0,2.0
421,PT06M56.00S,2022-01-01T03:35:47.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,74,67,2022-01-01T03:35:47Z,4100000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M56.00S,2022-01-01T03:38:38.3Z,3,REGULAR,substitution,out,[],1630235,,,1610612762,74,67,2022-01-01T03:38:48Z,4110000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M56.00S,2022-01-01T03:38:38.3Z,3,REGULAR,substitution,out,[],1629020,,,1610612762,74,67,2022-01-01T03:38:48Z,4130000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M56.00S,2022-01-01T03:38:38.3Z,3,REGULAR,substitution,in,[],200752,,,1610612762,74,67,2022-01-01T03:38:48Z,4140000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M56.00S,2022-01-01T03:38:38.3Z,3,REGULAR,substitution,in,[],203903,,,1610612762,74,67,2022-01-01T03:38:48Z,4150000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M56.00S,2022-01-01T03:38:38.3Z,3,REGULAR,substitution,in,[],1630183,,,1610612762,74,67,2022-01-01T03:38:48Z,4160000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M56.00S,2022-01-01T03:38:38.3Z,3,REGULAR,substitution,out,[],203497,,,1610612762,74,67,2022-01-01T03:38:53Z,4170000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M37.00S,2022-01-01T03:39:07.7Z,3,REGULAR,2pt,Jump Shot,[],203903,20.45006570302234,44.36274509803921,1610612762,76,67,2022-01-01T03:39:13Z,4180000,28.0,140.0,1,left,J. Clarkson 14' pullup Jump Shot (8 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,,14.25,Made,8.0,,,,,,,,,,,,,,
430,PT06M22.00S,2022-01-01T03:39:22.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,91.27792378449409,50.0,1610612750,76,67,2022-01-01T03:39:26Z,4190000,0.0,29.0,1,right,MISS N. Reid Layup - blocked,"[1629675, 200752]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,2.95,Missed,,,,,,,,,,,Gay,200752.0,,,
431,PT06M22.00S,2022-01-01T03:39:22.7Z,3,REGULAR,block,,[],200752,,,1610612750,76,67,2022-01-01T03:39:24Z,4200000,,,0,,R. Gay BLOCK (1 BLK),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M20.00S,2022-01-01T03:39:24.7Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,76,67,2022-01-01T03:39:26Z,4210000,,,0,,N. Reid REBOUND (Off:3 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,430.0,5.0,2.0,3.0,,,,,
433,PT06M20.00S,2022-01-01T03:39:26.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,92.72339027595268,52.69607843137255,1610612750,76,69,2022-01-01T03:39:33Z,4220000,13.0,16.0,1,right,N. Reid putback Layup (6 PTS),[1629675],1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,,,,2.09,Made,6.0,,,,,,,,,,,,,,
434,PT06M20.00S,2022-01-01T03:39:29.3Z,3,REGULAR,foul,personal,['1freethrow'],202711,,,1610612750,76,69,2022-01-01T03:39:38Z,4230000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Reid 1 FT),"[202711, 1629675]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,204059.0,1.0,0.0,Reid,1629675.0,,,,,,,,,
436,PT06M20.00S,2022-01-01T03:39:56.5Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629675,,,1610612750,76,70,2022-01-01T03:39:56Z,4250000,,,0,,N. Reid Free Throw 1 of 1 (7 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
437,PT06M09.00S,2022-01-01T03:40:09.7Z,3,REGULAR,turnover,bad pass,[],1628378,,,1610612762,76,70,2022-01-01T03:40:15Z,4260000,,,0,,D. Mitchell bad pass TURNOVER (3 TO),"[1628378, 1627736]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,3.0,Beasley,1627736.0,,,,,,,,,,,,,,,,,
438,PT06M09.00S,2022-01-01T03:40:09.7Z,3,REGULAR,steal,,[],1627736,,,1610612750,76,70,2022-01-01T03:40:11Z,4270000,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M53.00S,2022-01-01T03:40:25.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,92.9862023653088,44.85294117647059,1610612750,76,72,2022-01-01T03:40:31Z,4280000,-26.0,13.0,1,right,A. Edwards driving Layup (19 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,2.9,Made,19.0,,,,,,,,,,,,,,
440,PT05M37.00S,2022-01-01T03:40:41.0Z,3,REGULAR,turnover,lost ball,[],203903,,,1610612762,76,72,2022-01-01T03:40:44Z,4290000,,,0,,J. Clarkson lost ball TURNOVER (2 TO),"[203903, 201976]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,2.0,Beverley,201976.0,,,,,,,,,,,,,,,,,
441,PT05M37.00S,2022-01-01T03:40:41.0Z,3,REGULAR,steal,,[],201976,,,1610612750,76,72,2022-01-01T03:40:42Z,4300000,,,0,,P. Beverley STEAL (2 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M32.00S,2022-01-01T03:40:46.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630162,72.35545335085413,77.94117647058823,1610612750,76,72,2022-01-01T03:45:23Z,4310000,140.0,207.0,1,right,MISS A. Edwards 25' running 3PT,[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,25.01,Missed,,,,,,,,,,,,,,,
443,PT05M29.00S,2022-01-01T03:40:49.2Z,3,REGULAR,rebound,defensive,[],200752,,,1610612762,76,72,2022-01-01T03:40:52Z,4320000,,,0,,R. Gay REBOUND (Off:1 Def:2),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,442.0,3.0,2.0,1.0,,,,,
444,PT05M07.00S,2022-01-01T03:41:11.7Z,3,REGULAR,2pt,Jump Shot,[],200752,13.222733245729303,31.61764705882353,1610612762,76,72,2022-01-01T03:45:56Z,4330000,92.0,72.0,1,left,MISS R. Gay 11' turnaround Shot,[200752],1610612762.0,UTA,turnaround,,,Gay,R. Gay,,,,,,,,11.66,Missed,,,,,,,,,,,,,,,
445,PT05M04.00S,2022-01-01T03:41:14.7Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,76,72,2022-01-01T03:41:16Z,4340000,,,0,,N. Reid REBOUND (Off:3 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,444.0,6.0,3.0,3.0,,,,,
446,PT04M49.00S,2022-01-01T03:41:29.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.24901445466492,53.92156862745098,1610612750,76,74,2022-01-01T03:41:35Z,4350000,20.0,11.0,1,right,A. Edwards driving Layup (21 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,2.25,Made,21.0,,,,,,,,,,,,,,
447,PT04M29.00S,2022-01-01T03:41:49.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202711,9.280551905387648,41.911764705882355,1610612762,76,74,2022-01-01T03:41:55Z,4360000,40.0,35.0,1,left,MISS B. Bogdanovic driving Layup,[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,,5.33,Missed,,,,,,,,,,,,,,,
448,PT04M27.00S,2022-01-01T03:41:51.9Z,3,REGULAR,rebound,offensive,[],202711,,,1610612762,76,74,2022-01-01T03:41:55Z,4370000,,,0,,B. Bogdanovic REBOUND (Off:2 Def:6),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,447.0,8.0,6.0,2.0,,,,,
449,PT04M26.00S,2022-01-01T03:41:52.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,6.915243101182654,47.549019607843135,1610612762,78,74,2022-01-01T03:41:59Z,4380000,12.0,13.0,1,left,B. Bogdanovic putback Layup (18 PTS),[202711],1610612762.0,UTA,putback,,,Bogdanovic,B. Bogdanovic,,,,,,,,1.75,Made,18.0,,,,,,,,,,,,,,
450,PT04M12.00S,2022-01-01T03:42:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.85479632063075,48.28431372549019,1610612750,78,74,2022-01-01T03:42:13Z,4390000,-9.0,15.0,1,right,MISS A. Edwards driving reverse Layup,[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,,,,1.7,Missed,,,,,,,,,,,,,,,
451,PT04M10.00S,2022-01-01T03:42:09.2Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612762,78,74,2022-01-01T03:42:13Z,4400000,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,450.0,3.0,3.0,0.0,,,,,
452,PT04M09.00S,2022-01-01T03:42:11.3Z,3,REGULAR,foul,personal,[],201976,,,1610612762,78,74,2022-01-01T03:42:30Z,4410000,,,0,,P. Beverley take personal FOUL (3 PF),"[201976, 1628378]",1610612750.0,MIN,take,,,Beverley,P. Beverley,,,,,,,,,,,1627964.0,3.0,0.0,Mitchell,1628378.0,,,,,,,,,
454,PT04M09.00S,2022-01-01T03:42:20.7Z,3,REGULAR,substitution,out,[],202711,,,1610612762,78,74,2022-01-01T03:42:30Z,4430000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M09.00S,2022-01-01T03:42:20.7Z,3,REGULAR,substitution,out,[],201976,,,1610612762,78,74,2022-01-01T03:42:30Z,4440000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M09.00S,2022-01-01T03:42:20.7Z,3,REGULAR,substitution,in,[],203497,,,1610612762,78,74,2022-01-01T03:42:30Z,4450000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M09.00S,2022-01-01T03:42:20.7Z,3,REGULAR,substitution,in,[],1629669,,,1610612762,78,74,2022-01-01T03:42:30Z,4460000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M55.00S,2022-01-01T03:42:47.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,17.0335085413929,61.76470588235294,1610612762,78,74,2022-01-01T03:47:45Z,4470000,-59.0,108.0,1,left,MISS D. Mitchell 12' turnaround Shot,[1628378],1610612762.0,UTA,turnaround,,,Mitchell,D. Mitchell,,,,,,,,12.26,Missed,,,,,,,,,,,,,,,
