actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M05.00S,2022-02-12T02:22:47.2Z,1,REGULAR,steal,,[],1629643,,,1610612753,16,7,2022-02-12T02:22:50Z,860000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M51.00S,2022-02-12T02:23:00.8Z,1,REGULAR,turnover,bad pass,[],1630175,,,1610612753,16,7,2022-02-12T02:23:08Z,870000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1626220]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,2.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,
88,PT04M51.00S,2022-02-12T02:23:00.8Z,1,REGULAR,steal,,[],1626220,,,1610612762,16,7,2022-02-12T02:23:02Z,880000,,,0,,R. O'Neale STEAL (2 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M47.00S,2022-02-12T02:23:05.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626220,8.09789750328515,57.35294117647059,1610612762,18,7,2022-02-12T02:23:18Z,890000,-37.0,24.0,1,left,R. O'Neale running Layup (2 PTS),[1626220],1610612762.0,UTA,running,,,O'Neale,R. O'Neale,,,,,,,,4.37,Made,,,,,,,2.0,,,,,,,,
90,PT04M47.00S,2022-02-12T02:23:09.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,18,7,2022-02-12T02:23:09Z,900000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M47.00S,2022-02-12T02:25:24.3Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,18,7,2022-02-12T02:25:41Z,910000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M47.00S,2022-02-12T02:25:24.3Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,18,7,2022-02-12T02:25:41Z,920000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M47.00S,2022-02-12T02:25:24.3Z,1,REGULAR,substitution,in,[],203082,,,1610612753,18,7,2022-02-12T02:25:41Z,930000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M47.00S,2022-02-12T02:25:24.3Z,1,REGULAR,substitution,in,[],1628976,,,1610612753,18,7,2022-02-12T02:25:41Z,940000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M36.00S,2022-02-12T02:26:11.6Z,1,REGULAR,turnover,bad pass,[],1628976,,,1610612753,18,7,2022-02-12T02:26:15Z,950000,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 1626220]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,
96,PT04M36.00S,2022-02-12T02:26:11.6Z,1,REGULAR,steal,,[],1626220,,,1610612762,18,7,2022-02-12T02:26:13Z,960000,,,0,,R. O'Neale STEAL (3 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M27.00S,2022-02-12T02:26:21.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,31.61957950065703,66.42156862745098,1610612762,18,7,2022-02-12T02:26:26Z,970000,-82.0,245.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,25.81,Missed,,,,,,,,,,,,,,,
98,PT04M24.00S,2022-02-12T02:26:24.2Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,18,7,2022-02-12T02:26:26Z,980000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,
99,PT04M14.00S,2022-02-12T02:26:34.5Z,1,REGULAR,2pt,Jump Shot,[],203914,78.66294349540078,50.73529411764706,1610612753,18,7,2022-02-12T02:26:40Z,990000,4.0,148.0,1,right,MISS G. Harris 14' floating Shot,[203914],1610612753.0,ORL,floating,,,Harris,G. Harris,,,,,,,,14.81,Missed,,,,,,,,,,,,,,,
100,PT04M09.00S,2022-02-12T02:26:39.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,18,7,2022-02-12T02:26:40Z,1000000,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,99.0,3.0,2.0,1.0,,,,,,,,,,,
101,PT04M05.00S,2022-02-12T02:26:43.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628378,7.966491458607096,47.30392156862745,1610612762,20,7,2022-02-12T02:27:27Z,1010000,13.0,22.0,1,left,D. Mitchell running finger roll Layup (11 PTS),[1628378],1610612762.0,UTA,running finger roll,,,Mitchell,D. Mitchell,,,,,,,,2.62,Made,,,,,,,11.0,,,,,,,,
102,PT03M56.00S,2022-02-12T02:26:52.5Z,1,REGULAR,3pt,Jump Shot,[],203914,81.94809461235218,95.58823529411765,1610612753,20,7,2022-02-12T02:26:57Z,1020000,228.0,117.0,1,right,MISS G. Harris 25' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,25.63,Missed,,,,,,,,,,,,,,,
103,PT03M53.00S,2022-02-12T02:26:56.1Z,1,REGULAR,rebound,offensive,[],1629643,,,1610612753,20,7,2022-02-12T02:26:56Z,1030000,,,0,,C. Okeke REBOUND (Off:1 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,102.0,2.0,1.0,1.0,,,,,,,,,,,
104,PT03M47.00S,2022-02-12T02:27:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630175,91.80354796320631,54.90196078431373,1610612753,20,7,2022-02-12T02:27:04Z,1040000,25.0,25.0,1,right,MISS C. Anthony Layup,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,3.46,Missed,,,,,,,,,,,,,,,
105,PT03M46.00S,2022-02-12T02:27:02.1Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,20,7,2022-02-12T02:27:04Z,1050000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,104.0,3.0,2.0,1.0,,,,,,,,,,,
106,PT03M39.00S,2022-02-12T02:27:09.1Z,1,REGULAR,turnover,lost ball,[],202711,,,1610612762,20,7,2022-02-12T02:27:12Z,1060000,,,0,,B. Bogdanovic lost ball TURNOVER (2 TO),"[202711, 1629643]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,2.0,Okeke,1629643.0,,,,,,,,,,,,,,,,,
107,PT03M39.00S,2022-02-12T02:27:09.1Z,1,REGULAR,steal,,[],1629643,,,1610612753,20,7,2022-02-12T02:27:10Z,1070000,,,0,,C. Okeke STEAL (2 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M35.00S,2022-02-12T02:27:13.3Z,1,REGULAR,turnover,lost ball,[],1629643,,,1610612753,20,7,2022-02-12T02:27:17Z,1080000,,,0,,C. Okeke lost ball TURNOVER (1 TO),"[1629643, 1626220]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,
109,PT03M35.00S,2022-02-12T02:27:13.3Z,1,REGULAR,steal,,[],1626220,,,1610612762,20,7,2022-02-12T02:27:14Z,1090000,,,0,,R. O'Neale STEAL (4 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M29.00S,2022-02-12T02:27:18.2Z,1,REGULAR,turnover,bad pass,[],1630235,,,1610612762,20,7,2022-02-12T02:27:23Z,1100000,,,0,,T. Forrest bad pass TURNOVER (1 TO),"[1630235, 1630175]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,1.0,Anthony,1630175.0,,,,,,,,,,,,,,,,,
111,PT03M29.00S,2022-02-12T02:27:18.2Z,1,REGULAR,steal,,[],1630175,,,1610612753,20,7,2022-02-12T02:27:20Z,1110000,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M15.00S,2022-02-12T02:27:32.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,80.23981603153744,71.81372549019608,1610612753,20,7,2022-02-12T02:27:39Z,1120000,109.0,133.0,1,right,MISS C. Anthony 17' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,,,,17.22,Missed,,,,,,,,,,,,,,,
113,PT03M13.00S,2022-02-12T02:27:34.7Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,20,7,2022-02-12T02:27:39Z,1130000,,,0,,H. Whiteside REBOUND (Off:1 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,112.0,4.0,3.0,1.0,,,,,,,,,,,
114,PT03M01.00S,2022-02-12T02:27:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202355,11.514454664914586,39.705882352941174,1610612762,22,7,2022-02-12T02:27:50Z,1140000,51.0,56.0,1,left,H. Whiteside 7' floating Jump Shot (2 PTS) (T. Forrest 1 AST),"[202355, 1630235]",1610612762.0,UTA,floating,,,Whiteside,H. Whiteside,,,,,,,,7.59,Made,,,,,,,2.0,T. Forrest,1630235.0,1.0,,,,,
116,PT02M48.00S,2022-02-12T02:28:02.5Z,1,REGULAR,foul,personal,['2freethrow'],202355,,,1610612753,22,7,2022-02-12T02:28:08Z,1160000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[202355, 1628976]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Carter Jr.,1628976.0
118,PT02M48.00S,2022-02-12T02:28:33.2Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,22,7,2022-02-12T02:29:06Z,1180000,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,
119,PT02M48.00S,2022-02-12T02:28:33.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,22,7,2022-02-12T02:29:06Z,1190000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,
120,PT02M48.00S,2022-02-12T02:28:33.8Z,1,REGULAR,substitution,out,[],1626220,,,1610612753,22,7,2022-02-12T02:28:45Z,1200000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M48.00S,2022-02-12T02:28:33.8Z,1,REGULAR,substitution,out,[],202711,,,1610612753,22,7,2022-02-12T02:28:45Z,1210000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M48.00S,2022-02-12T02:28:33.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612753,22,7,2022-02-12T02:28:45Z,1220000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M48.00S,2022-02-12T02:28:33.8Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,22,7,2022-02-12T02:28:45Z,1230000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M48.00S,2022-02-12T02:28:33.8Z,1,REGULAR,substitution,in,[],203903,,,1610612753,22,7,2022-02-12T02:28:45Z,1240000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M48.00S,2022-02-12T02:28:33.8Z,1,REGULAR,substitution,in,[],1629672,,,1610612753,22,7,2022-02-12T02:28:45Z,1250000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M48.00S,2022-02-12T02:28:33.8Z,1,REGULAR,substitution,in,[],201144,,,1610612753,22,7,2022-02-12T02:28:45Z,1260000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M48.00S,2022-02-12T02:28:33.8Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,22,7,2022-02-12T02:28:45Z,1270000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M48.00S,2022-02-12T02:28:33.2Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,22,7,2022-02-12T02:29:06Z,1280000,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,
129,PT02M46.00S,2022-02-12T02:28:35.2Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,22,7,2022-02-12T02:29:06Z,1290000,,,0,,H. Whiteside REBOUND (Off:1 Def:4),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,128.0,5.0,4.0,1.0,,,,,,,,,,,
130,PT02M24.00S,2022-02-12T02:29:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630235,5.469776609724048,44.85294117647059,1610612762,22,7,2022-02-12T02:29:32Z,1300000,26.0,-1.0,1,left,MISS T. Forrest driving reverse Layup,[1630235],1610612762.0,UTA,driving reverse,,,Forrest,T. Forrest,,,,,,,,2.57,Missed,,,,,,,,,,,,,,,
131,PT02M22.00S,2022-02-12T02:29:28.9Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,22,7,2022-02-12T02:29:32Z,1310000,,,0,,H. Whiteside REBOUND (Off:2 Def:4),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,130.0,6.0,4.0,2.0,,,,,,,,,,,
132,PT02M21.00S,2022-02-12T02:29:29.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202355,7.835085413929041,48.03921568627451,1610612762,24,7,2022-02-12T02:29:38Z,1320000,10.0,21.0,1,left,H. Whiteside putback DUNK (4 PTS),[202355],1610612762.0,UTA,putback,,,Whiteside,H. Whiteside,,,,,,,,2.33,Made,,,,,,,4.0,,,,,,,,
133,PT02M14.00S,2022-02-12T02:29:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,94.1688567674113,45.83333333333333,1610612753,24,9,2022-02-12T02:29:44Z,1330000,-21.0,2.0,1,right,J. Suggs reverse Layup (2 PTS),[1630591],1610612753.0,ORL,reverse,,,Suggs,J. Suggs,,,,,,,,2.09,Made,,,,,,,2.0,,,,,,,,
134,PT01M59.00S,2022-02-12T02:29:52.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,6.783837056504599,46.81372549019608,1610612762,26,9,2022-02-12T02:29:55Z,1340000,16.0,11.0,1,left,H. Whiteside DUNK (6 PTS) (M. Conley 2 AST),"[202355, 201144]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,1.95,Made,,,,,,,6.0,M. Conley,201144.0,2.0,,,,,
136,PT01M49.00S,2022-02-12T02:30:01.4Z,1,REGULAR,3pt,Jump Shot,[],1628976,68.28186596583443,38.970588235294116,1610612753,26,12,2022-02-12T02:30:07Z,1360000,-55.0,246.0,1,right,W. Carter Jr. 25' 3PT  (5 PTS) (T. Ross 1 AST),"[1628976, 203082]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,25.18,Made,,,,,,,5.0,T. Ross,203082.0,1.0,,,,,
138,PT01M33.00S,2022-02-12T02:30:17.9Z,1,REGULAR,3pt,Jump Shot,[],201144,28.991458607095925,73.2843137254902,1610612762,26,12,2022-02-12T02:30:22Z,1380000,-116.0,220.0,1,left,MISS M. Conley 24' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,24.89,Missed,,,,,,,,,,,,,,,
139,PT01M31.00S,2022-02-12T02:30:19.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,26,12,2022-02-12T02:30:22Z,1390000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,138.0,4.0,4.0,0.0,,,,,,,,,,,
140,PT01M25.00S,2022-02-12T02:30:26.2Z,1,REGULAR,3pt,Jump Shot,[],1628976,67.62483574244416,48.529411764705884,1610612753,26,12,2022-02-12T02:30:30Z,1400000,-7.0,252.0,1,right,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,25.19,Missed,,,,,,,,,,,,,,,
141,PT01M21.00S,2022-02-12T02:30:30.2Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,26,12,2022-02-12T02:30:30Z,1410000,,,0,,H. Whiteside REBOUND (Off:2 Def:5),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,140.0,7.0,5.0,2.0,,,,,,,,,,,
142,PT01M15.00S,2022-02-12T02:30:36.0Z,1,REGULAR,3pt,Jump Shot,[],1629672,15.193823915900131,2.696078431372549,1610612762,26,12,2022-02-12T02:30:40Z,1420000,237.0,90.0,1,left,MISS E. Paschall 25' 3PT,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,25.32,Missed,,,,,,,,,,,,,,,
143,PT01M12.00S,2022-02-12T02:30:39.0Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,26,12,2022-02-12T02:30:40Z,1430000,,,0,,C. Okeke REBOUND (Off:1 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,142.0,3.0,2.0,1.0,,,,,,,,,,,
144,PT01M00.00S,2022-02-12T02:30:50.1Z,1,REGULAR,turnover,lost ball,[],1629643,,,1610612753,26,12,2022-02-12T02:30:54Z,1440000,,,0,,C. Okeke lost ball TURNOVER (2 TO),"[1629643, 1630235]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,2.0,Forrest,1630235.0,,,,,,,,,,,,,,,,,
145,PT01M00.00S,2022-02-12T02:30:50.1Z,1,REGULAR,steal,,[],1630235,,,1610612762,26,12,2022-02-12T02:30:51Z,1450000,,,0,,T. Forrest STEAL (1 STL),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M46.30S,2022-02-12T02:31:04.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203903,9.411957950065702,94.36274509803921,1610612762,26,12,2022-02-12T02:31:10Z,1460000,-222.0,36.0,1,left,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,22.47,Missed,,,,,,,,,,,,,,,
147,PT00M44.50S,2022-02-12T02:31:06.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,26,12,2022-02-12T02:31:10Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,
148,PT00M44.50S,2022-02-12T02:31:10.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,26,12,2022-02-12T02:31:10Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M44.50S,2022-02-12T02:31:11.6Z,1,REGULAR,substitution,out,[],202355,,,1610612762,26,12,2022-02-12T02:31:17Z,1490000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M44.50S,2022-02-12T02:31:11.6Z,1,REGULAR,substitution,in,[],1628962,,,1610612762,26,12,2022-02-12T02:31:17Z,1500000,,,0,,SUB in: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M31.20S,2022-02-12T02:31:50.7Z,1,REGULAR,foul,personal,['2freethrow'],1629643,,,1610612762,26,12,2022-02-12T02:36:02Z,1510000,,,0,,C. Okeke shooting personal FOUL (1 PF) (Paschall 2 FT),"[1629643, 1629672]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Paschall,1629672.0
153,PT00M31.20S,2022-02-12T02:32:13.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629672,,,1610612762,27,12,2022-02-12T02:32:13Z,1530000,,,0,,E. Paschall Free Throw 1 of 2 (1 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
154,PT00M31.20S,2022-02-12T02:32:30.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629672,,,1610612762,28,12,2022-02-12T02:32:30Z,1540000,,,0,,E. Paschall Free Throw 2 of 2 (2 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
155,PT00M13.20S,2022-02-12T02:32:51.7Z,1,REGULAR,3pt,Jump Shot,[],203082,84.83902759526939,2.450980392156863,1610612753,28,12,2022-02-12T02:32:55Z,1550000,-238.0,90.0,1,right,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,25.42,Missed,,,,,,,,,,,,,,,
156,PT00M10.30S,2022-02-12T02:32:54.5Z,1,REGULAR,rebound,defensive,[],1628962,,,1610612762,28,12,2022-02-12T02:32:54Z,1560000,,,0,,U. Azubuike REBOUND (Off:0 Def:3),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,155.0,3.0,3.0,0.0,,,,,,,,,,,
157,PT00M00.00S,2022-02-12T02:33:05.4Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,28,12,2022-02-12T02:33:10Z,1570000,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1629643]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,1.0,Okeke,1629643.0,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2022-02-12T02:33:05.4Z,1,REGULAR,steal,,[],1629643,,,1610612753,28,12,2022-02-12T02:33:07Z,1580000,,,0,,C. Okeke STEAL (3 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2022-02-12T02:33:14.4Z,1,REGULAR,period,end,[],0,,,1610612753,28,12,2022-02-12T02:33:14Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-12T02:35:41.6Z,2,REGULAR,substitution,out,['startperiod'],1629643,,,1610612753,28,12,2022-02-12T02:35:55Z,1600000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-02-12T02:35:41.6Z,2,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,28,12,2022-02-12T02:35:55Z,1610000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-02-12T02:36:02.4Z,2,REGULAR,period,start,[],0,,,1610612753,28,12,2022-02-12T02:36:02Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M41.00S,2022-02-12T02:36:20.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,90.09526938239159,36.51960784313725,1610612753,28,12,2022-02-12T02:36:24Z,1630000,-67.0,41.0,1,right,MISS W. Carter Jr. 7' floating Shot,[1628976],1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,,,,7.87,Missed,,,,,,,,,,,,,,,
164,PT11M39.00S,2022-02-12T02:36:22.4Z,2,REGULAR,rebound,defensive,[],1628962,,,1610612762,28,12,2022-02-12T02:36:24Z,1640000,,,0,,U. Azubuike REBOUND (Off:0 Def:4),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,163.0,4.0,4.0,0.0,,,,,,,,,,,
165,PT11M17.00S,2022-02-12T02:36:44.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629672,7.966491458607096,58.08823529411765,1610612762,28,12,2022-02-12T02:36:49Z,1650000,-40.0,22.0,1,left,MISS E. Paschall driving Layup,[1629672],1610612762.0,UTA,driving,,,Paschall,E. Paschall,,,,,,,,4.62,Missed,,,,,,,,,,,,,,,
166,PT11M15.00S,2022-02-12T02:36:46.5Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,28,12,2022-02-12T02:36:46Z,1660000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,
167,PT11M13.00S,2022-02-12T02:36:51.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,28,12,2022-02-12T02:36:52Z,1670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M09.00S,2022-02-12T02:37:08.2Z,2,REGULAR,2pt,Jump Shot,[],1630591,79.188567674113,25.735294117647058,1610612753,28,14,2022-02-12T02:37:15Z,1680000,-121.0,143.0,1,right,J. Suggs 18' pullup Jump Shot (4 PTS) (W. Carter Jr. 2 AST),"[1630591, 1628976]",1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,,,,18.76,Made,,,,,,,4.0,W. Carter Jr.,1628976.0,2.0,,,,,
