actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-02-05T02:10:12.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-05T02:10:12Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-05T02:10:15.3Z,1,REGULAR,jumpball,recovered,[],1630556,,,1610612751,0,0,2022-02-05T02:10:15Z,40000,,,0,,Jump Ball N. Claxton vs. U. Azubuike: Tip to K. Edwards,"[1630556, 1629651, 1628962]",1610612751.0,BKN,startperiod,K. Edwards,1630556.0,Edwards,K. Edwards,Claxton,1629651.0,Azubuike,1628962.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-02-05T02:10:31.5Z,1,REGULAR,2pt,Jump Shot,[],202681,20.844283837056505,75.73529411764706,1610612751,0,0,2022-02-05T02:10:37Z,70000,-129.0,143.0,1,left,MISS K. Irving 19' step back Shot,[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,19.27,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2022-02-05T02:10:34.5Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,0,0,2022-02-05T02:10:37Z,80000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M32.00S,2022-02-05T02:10:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,92.9862023653088,53.431372549019606,1610612762,2,0,2022-02-05T02:10:46Z,90000,17.0,13.0,1,right,R. O'Neale cutting Layup (2 PTS) (D. Mitchell 1 AST),"[1626220, 1628378]",1610612762.0,UTA,cutting,,,O'Neale,R. O'Neale,,,,,2.18,Made,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,
11,PT11M32.00S,2022-02-05T02:10:44.0Z,1,REGULAR,foul,personal,['1freethrow'],201988,,,1610612762,2,0,2022-02-05T02:10:51Z,110000,,,0,,P. Mills shooting personal FOUL (1 PF) (O'Neale 1 FT),"[201988, 1626220]",1610612751.0,BKN,shooting,,,Mills,P. Mills,,,,,,,,,,,,,,,1204.0,1.0,0.0,O'Neale,1626220.0,,,,,,
13,PT11M32.00S,2022-02-05T02:11:02.0Z,1,REGULAR,freethrow,1 of 1,[],1626220,,,1610612762,3,0,2022-02-05T02:11:02Z,130000,,,0,,R. O'Neale Free Throw 1 of 1 (3 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
14,PT11M11.00S,2022-02-05T02:11:24.4Z,1,REGULAR,3pt,Jump Shot,[],202681,32.013797634691194,28.676470588235293,1610612751,3,0,2022-02-05T02:11:29Z,140000,107.0,248.0,1,left,MISS K. Irving 27' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,,
15,PT11M07.00S,2022-02-05T02:11:28.4Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,3,0,2022-02-05T02:11:29Z,150000,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
16,PT10M54.00S,2022-02-05T02:11:41.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201949,30.699737187910642,55.14705882352941,1610612751,3,0,2022-02-05T02:13:30Z,160000,-26.0,236.0,1,left,MISS J. Johnson 23' pullup Shot - blocked,"[201949, 201144]",1610612751.0,BKN,pullup,,,Johnson,J. Johnson,,,,,23.75,Missed,,,,,,,,,,,,,,Conley,201144.0,,,,
