actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-11-23T02:10:04.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-23T02:10:04Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-11-23T02:10:07.3Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2021-11-23T02:10:07Z,40000,,,0,,Jump Ball S. Adams vs. R. Gobert: Tip to J. Morant,"[1629630, 203500, 203497]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Adams,203500.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2021-11-23T02:10:20.5Z,1,REGULAR,3pt,Jump Shot,[],1628991,68.28186596583443,64.4607843137255,1610612763,0,0,2021-11-23T02:10:26Z,70000,72.0,246.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2021-11-23T02:10:22.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,0,0,2021-11-23T02:10:26Z,80000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M32.00S,2021-11-23T02:10:31.3Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612762,0,0,2021-11-23T02:10:35Z,90000,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 203937]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,1.0,Anderson,203937.0,,,,,,,,,,,,
10,PT11M32.00S,2021-11-23T02:10:31.3Z,1,REGULAR,steal,,[],203937,,,1610612763,0,0,2021-11-23T02:10:32Z,100000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M28.00S,2021-11-23T02:10:36.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,83.26215505913272,93.38235294117648,1610612763,0,3,2021-11-23T02:10:49Z,110000,217.0,105.0,1,right,D. Bane 24' 3PT running (3 PTS) (K. Anderson 1 AST),"[1630217, 203937]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,24.09,Made,,,,,,,,3.0,K. Anderson,203937.0,1.0,,,,,,,,
13,PT11M10.00S,2021-11-23T02:10:54.1Z,1,REGULAR,3pt,Jump Shot,[],1626220,16.376478318002626,4.411764705882353,1610612762,0,3,2021-11-23T02:10:58Z,130000,228.0,101.0,1,left,MISS R. O'Neale 24' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M07.00S,2021-11-23T02:10:57.1Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,0,3,2021-11-23T02:10:58Z,140000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
15,PT10M58.00S,2021-11-23T02:11:06.0Z,1,REGULAR,2pt,Jump Shot,[],1630217,78.66294349540078,70.58823529411765,1610612763,0,5,2021-11-23T02:11:12Z,150000,103.0,148.0,1,right,D. Bane 18' pullup Jump Shot (5 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,18.03,Made,,,,,,,,5.0,S. Adams,203500.0,1.0,,,,,,,,
17,PT10M38.00S,2021-11-23T02:11:25.4Z,1,REGULAR,2pt,Jump Shot,[],201144,6.915243101182654,30.88235294117647,1610612762,2,5,2021-11-23T02:11:31Z,170000,96.0,13.0,1,left,M. Conley 9' driving floating Jump Shot (2 PTS),[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,9.64,Made,,,,,,,,2.0,,,,,,,,,,,
18,PT10M22.00S,2021-11-23T02:11:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,89.96386333771353,63.23529411764706,1610612763,2,7,2021-11-23T02:11:48Z,180000,66.0,42.0,1,right,D. Bane 7' driving floating bank Jump Shot (7 PTS),[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,7.83,Made,,,,,,,,7.0,,,,,,,,,,,
19,PT10M05.00S,2021-11-23T02:11:59.1Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612762,2,7,2021-11-23T02:12:05Z,190000,,,0,,D. Bane shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1630217, 1628378]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Mitchell,1628378.0,,,
21,PT10M05.00S,2021-11-23T02:12:29.9Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,3,7,2021-11-23T02:12:29Z,210000,,,0,,D. Mitchell Free Throw 1 of 2 (1 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
22,PT10M05.00S,2021-11-23T02:12:47.3Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,4,7,2021-11-23T02:12:47Z,220000,,,0,,D. Mitchell Free Throw 2 of 2 (2 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,,2.0,,,,,,,,,,,
23,PT09M43.00S,2021-11-23T02:13:12.1Z,1,REGULAR,turnover,lost ball,[],1630217,,,1610612763,4,7,2021-11-23T02:13:16Z,230000,,,0,,D. Bane lost ball TURNOVER (1 TO),"[1630217, 1628378]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,1.0,Mitchell,1628378.0,,,,,,,,,,,,
