actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
43,PT08M34.00S,2022-04-07T01:17:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627823,92.06636005256242,36.27450980392157,1610612762,8,10,2022-04-07T01:18:14Z,430000,-69.0,22.0,1,right,MISS J. Hernangomez 7' driving Layup - blocked,"[1627823, 1629658]",1610612762.0,UTA,driving,,,Hernangomez,J. Hernangomez,,,,,7.21,Missed,,,,,,,,,,,,,,,,,Hoard,1629658.0
44,PT08M34.00S,2022-04-07T01:17:17.1Z,1,REGULAR,block,,[],1629658,,,1610612762,8,10,2022-04-07T01:17:19Z,440000,,,0,,J. Hoard BLOCK (1 BLK),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M34.00S,2022-04-07T01:17:17.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,8,10,2022-04-07T01:17:24Z,450000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,
46,PT08M34.00S,2022-04-07T01:17:20.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,8,10,2022-04-07T01:17:20Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M31.00S,2022-04-07T01:17:32.6Z,1,REGULAR,foul,personal,['2freethrow'],1630686,,,1610612762,8,10,2022-04-07T01:17:48Z,470000,,,0,,G. Kalaitzakis shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[1630686, 202711]",1610612760.0,OKC,shooting,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,204058.0,2.0,0.0,Bogdanovic,202711.0,,,,,,,,
49,PT08M31.00S,2022-04-07T01:18:08.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202711,,,1610612762,9,10,2022-04-07T01:18:08Z,490000,,,0,,B. Bogdanovic Free Throw 1 of 2 (5 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
50,PT08M31.00S,2022-04-07T01:18:23.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202711,,,1610612762,10,10,2022-04-07T01:18:23Z,500000,,,0,,B. Bogdanovic Free Throw 2 of 2 (6 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
51,PT08M09.00S,2022-04-07T01:18:45.9Z,1,REGULAR,2pt,Jump Shot,[],1630249,18.873193166885677,77.94117647058823,1610612760,10,12,2022-04-07T01:18:50Z,510000,-140.0,125.0,1,left,V. Krejci 18' step back Jump Shot (2 PTS),[1630249],1610612760.0,OKC,step back,,,Krejci,V. Krejci,,,,,18.74,Made,2.0,,,,,,,,,,,,,,,,,
53,PT07M53.00S,2022-04-07T01:19:01.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.9862023653088,47.549019607843135,1610612762,12,12,2022-04-07T01:19:08Z,530000,-12.0,13.0,1,right,R. Gobert DUNK (2 PTS) (T. Forrest 1 AST),"[203497, 1630235]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,1.82,Made,2.0,,,,,,,,,,T. Forrest,1630235.0,1.0,,,,,
55,PT07M32.00S,2022-04-07T01:19:25.8Z,1,REGULAR,turnover,traveling,[],1630249,,,1610612760,12,12,2022-04-07T01:19:37Z,550000,,,0,,V. Krejci traveling TURNOVER (1 TO),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,1146.0,,,,,,,,1.0,,,,
56,PT07M18.00S,2022-04-07T01:19:50.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627823,91.67214191852825,49.754901960784316,1610612762,12,12,2022-04-07T01:24:05Z,560000,-1.0,26.0,1,right,MISS J. Hernangomez cutting Layup,[1627823],1610612762.0,UTA,cutting,,,Hernangomez,J. Hernangomez,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,
58,PT07M16.00S,2022-04-07T01:19:52.2Z,1,REGULAR,rebound,offensive,[],202711,,,1610612762,12,12,2022-04-07T01:24:10Z,580000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,
59,PT07M15.00S,2022-04-07T01:19:54.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629658,,,1610612762,12,12,2022-04-07T01:20:06Z,590000,,,0,,J. Hoard shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1629658, 202711]",1610612760.0,OKC,shooting,,,Hoard,J. Hoard,,,,,,,,,,,,1146.0,1.0,0.0,Bogdanovic,202711.0,,,,,,,,
61,PT07M15.00S,2022-04-07T01:20:18.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202711,,,1610612762,12,12,2022-04-07T01:20:18Z,610000,,,0,,MISS B. Bogdanovic Free Throw 1 of 2,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Missed,,,,,,,,,,,,,,,,,,
62,PT07M15.00S,2022-04-07T01:20:18.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,12,12,2022-04-07T01:20:18Z,620000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,
63,PT07M15.00S,2022-04-07T01:20:47.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202711,,,1610612762,13,12,2022-04-07T01:20:47Z,630000,,,0,,B. Bogdanovic Free Throw 2 of 2 (7 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
64,PT07M00.00S,2022-04-07T01:21:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630285,8.229303547963205,60.78431372549019,1610612760,13,12,2022-04-07T01:21:11Z,640000,-54.0,25.0,1,left,MISS Z. Simpson driving Layup,[1630285],1610612760.0,OKC,driving,,,Simpson,Z. Simpson,,,,,5.94,Missed,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2022-04-07T01:21:07.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,13,12,2022-04-07T01:21:11Z,650000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,
66,PT06M48.00S,2022-04-07T01:21:17.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,79.71419185282524,50.0,1610612762,15,12,2022-04-07T01:21:24Z,660000,0.0,138.0,1,right,B. Bogdanovic 13' pullup Jump Shot (9 PTS) (R. Gobert 1 AST),"[202711, 203497]",1610612762.0,UTA,pullup,,,Bogdanovic,B. Bogdanovic,,,,,13.82,Made,9.0,,,,,,,,,,R. Gobert,203497.0,1.0,,,,,
67,PT06M48.00S,2022-04-07T01:21:21.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629658,,,1610612762,15,12,2022-04-07T01:21:28Z,670000,,,0,,J. Hoard shooting personal FOUL (2 PF) (Bogdanovic 1 FT),"[1629658, 202711]",1610612760.0,OKC,shooting,,,Hoard,J. Hoard,,,,,,,,,,,,204058.0,2.0,0.0,Bogdanovic,202711.0,,,,,,,,
69,PT06M48.00S,2022-04-07T01:21:32.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,15,12,2022-04-07T01:23:32Z,690000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M48.00S,2022-04-07T01:23:56.8Z,1,REGULAR,substitution,out,[],203497,,,1610612762,15,12,2022-04-07T01:24:19Z,700000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M48.00S,2022-04-07T01:23:56.8Z,1,REGULAR,substitution,out,[],1627863,,,1610612762,15,12,2022-04-07T01:24:19Z,710000,,,0,,SUB out: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M48.00S,2022-04-07T01:23:56.8Z,1,REGULAR,substitution,in,[],202355,,,1610612762,15,12,2022-04-07T01:24:19Z,720000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M48.00S,2022-04-07T01:23:56.8Z,1,REGULAR,substitution,in,[],203903,,,1610612762,15,12,2022-04-07T01:24:19Z,730000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M48.00S,2022-04-07T01:24:41.6Z,1,REGULAR,freethrow,1 of 1,[],202711,,,1610612762,16,12,2022-04-07T01:24:41Z,740000,,,0,,B. Bogdanovic Free Throw 1 of 1 (10 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
76,PT06M36.00S,2022-04-07T01:24:55.6Z,1,REGULAR,3pt,Jump Shot,[],1629658,25.443495400788436,80.63725490196079,1610612760,16,15,2022-04-07T01:25:00Z,750000,-153.0,187.0,1,left,J. Hoard 24' 3PT  (3 PTS) (Z. Simpson 3 AST),"[1629658, 1630285]",1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,24.15,Made,3.0,,,,,,,,,,Z. Simpson,1630285.0,3.0,,,,,
78,PT06M21.00S,2022-04-07T01:25:11.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629676,,,1610612762,16,15,2022-04-07T01:25:21Z,770000,,,0,,I. Roby shooting personal FOUL (2 PF) (Whiteside 2 FT),"[1629676, 202355]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,,200834.0,2.0,0.0,Whiteside,202355.0,,,,,,,,
80,PT06M21.00S,2022-04-07T01:25:41.4Z,1,REGULAR,substitution,out,[],1630235,,,1610612762,16,15,2022-04-07T01:25:48Z,790000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M21.00S,2022-04-07T01:25:41.4Z,1,REGULAR,substitution,out,[],1627823,,,1610612762,16,15,2022-04-07T01:25:48Z,800000,,,0,,SUB out: J. Hernangomez,[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M21.00S,2022-04-07T01:25:41.4Z,1,REGULAR,substitution,in,[],200752,,,1610612762,16,15,2022-04-07T01:25:48Z,810000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M21.00S,2022-04-07T01:25:41.4Z,1,REGULAR,substitution,in,[],1630215,,,1610612762,16,15,2022-04-07T01:25:48Z,820000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M21.00S,2022-04-07T01:25:50.1Z,1,REGULAR,freethrow,1 of 2,[],202355,,,1610612762,17,15,2022-04-07T01:26:05Z,830000,,,0,,H. Whiteside Free Throw 1 of 2 (1 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
85,PT06M21.00S,2022-04-07T01:25:50.1Z,1,REGULAR,freethrow,2 of 2,[],202355,,,1610612762,17,15,2022-04-07T01:26:05Z,840000,,,0,,MISS H. Whiteside Free Throw 2 of 2,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Missed,,,,,,,,,,,,,,,,,,
86,PT06M18.00S,2022-04-07T01:25:53.1Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,17,15,2022-04-07T01:26:05Z,850000,,,0,,I. Roby REBOUND (Off:0 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,
87,PT06M09.00S,2022-04-07T01:26:13.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629658,9.674770039421814,46.07843137254902,1610612760,17,15,2022-04-07T01:26:20Z,860000,20.0,38.0,1,left,MISS J. Hoard turnaround Shot - blocked,"[1629658, 200752]",1610612760.0,OKC,turnaround,,,Hoard,J. Hoard,,,,,4.31,Missed,,,,,,,,,,,,,,,,,Gay,200752.0
88,PT06M09.00S,2022-04-07T01:26:13.8Z,1,REGULAR,block,,[],200752,,,1610612760,17,15,2022-04-07T01:29:45Z,870000,,,0,,R. Gay BLOCK (1 BLK),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M09.00S,2022-04-07T01:26:13.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,17,15,2022-04-07T01:26:20Z,880000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,
90,PT06M09.00S,2022-04-07T01:26:18.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,17,15,2022-04-07T01:26:18Z,890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M01.00S,2022-04-07T01:26:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630285,6.258212877792378,47.05882352941176,1610612760,17,15,2022-04-07T01:26:42Z,900000,15.0,6.0,1,left,MISS Z. Simpson driving Layup - blocked,"[1630285, 202355]",1610612760.0,OKC,driving,,,Simpson,Z. Simpson,,,,,1.6,Missed,,,,,,,,,,,,,,,,,Whiteside,202355.0
92,PT06M01.00S,2022-04-07T01:26:37.5Z,1,REGULAR,block,,[],202355,,,1610612760,17,15,2022-04-07T01:26:39Z,910000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M56.00S,2022-04-07T01:26:42.5Z,1,REGULAR,rebound,offensive,[],1629658,,,1610612760,17,15,2022-04-07T01:26:42Z,920000,,,0,,J. Hoard REBOUND (Off:1 Def:0),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,91.0,1.0,0.0,1.0,,,,,,,,,,,,,
