actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
453,PT02M31.00S,2021-11-28T03:41:07.2Z,3,REGULAR,substitution,out,[],202355,,,1610612762,88,63,2021-11-28T03:41:21Z,4500000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M31.00S,2021-11-28T03:41:07.2Z,3,REGULAR,substitution,out,[],202711,,,1610612762,88,63,2021-11-28T03:41:21Z,4510000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M31.00S,2021-11-28T03:41:07.2Z,3,REGULAR,substitution,out,[],1628378,,,1610612762,88,63,2021-11-28T03:41:21Z,4520000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M31.00S,2021-11-28T03:41:07.2Z,3,REGULAR,substitution,in,[],203497,,,1610612762,88,63,2021-11-28T03:41:21Z,4530000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M31.00S,2021-11-28T03:41:07.2Z,3,REGULAR,substitution,in,[],204060,,,1610612762,88,63,2021-11-28T03:41:21Z,4540000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M31.00S,2021-11-28T03:41:07.2Z,3,REGULAR,substitution,in,[],201144,,,1610612762,88,63,2021-11-28T03:41:21Z,4550000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M22.00S,2021-11-28T03:41:43.5Z,3,REGULAR,turnover,traveling,[],203497,,,1610612762,88,63,2021-11-28T03:41:51Z,4560000,,,0,,R. Gobert traveling TURNOVER (4 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,2714.0,,,,,4.0,,,,,,,
460,PT02M09.00S,2021-11-28T03:42:05.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629638,19.793035479632064,60.78431372549019,1610612740,88,63,2021-11-28T03:42:11Z,4570000,-54.0,134.0,1,left,MISS N. Alexander-Walker 14' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,14.41,Missed,,,,,,,,,,,,,,,,,,
461,PT02M07.00S,2021-11-28T03:42:07.8Z,3,REGULAR,rebound,offensive,[],1630530,,,1610612740,88,63,2021-11-28T03:42:11Z,4580000,,,0,,T. Murphy III REBOUND (Off:1 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,460.0,,,,,,,1.0,0.0,1.0,,,,
462,PT02M06.00S,2021-11-28T03:42:09.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630184,26.888961892247043,20.34313725490196,1610612740,88,63,2021-11-28T03:42:14Z,4590000,148.0,200.0,1,left,MISS K. Lewis Jr. 24' 3PT,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,
463,PT02M06.00S,2021-11-28T03:42:09.2Z,3,REGULAR,rebound,defensive,[],200752,,,1610612762,88,63,2021-11-28T03:42:14Z,4600000,,,0,,R. Gay REBOUND (Off:1 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,462.0,,,,,,,5.0,4.0,1.0,,,,
464,PT01M52.00S,2021-11-28T03:42:23.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203903,90.48948751642575,62.00980392156863,1610612762,88,63,2021-11-28T03:42:28Z,4610000,60.0,37.0,1,right,MISS J. Clarkson 7' Layup,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,7.04,Missed,,,,,,,,,,,,,,,,,,
465,PT01M49.00S,2021-11-28T03:42:26.5Z,3,REGULAR,rebound,offensive,[],203903,,,1610612762,88,63,2021-11-28T03:42:28Z,4620000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,464.0,,,,,,,2.0,1.0,1.0,,,,
466,PT01M48.00S,2021-11-28T03:42:26.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203903,92.85479632063075,52.450980392156865,1610612762,90,63,2021-11-28T03:42:32Z,4630000,12.0,15.0,1,right,J. Clarkson Layup (14 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,1.92,Made,14.0,,,,,,,,,,,,,,,,,
468,PT01M40.00S,2021-11-28T03:42:38.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203903,,,1610612740,90,63,2021-11-28T03:42:53Z,4640000,,,0,,J. Clarkson personal FOUL (1 PF) (Temple 2 FT),"[203903, 202066]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,1627964.0,1.0,0.0,Temple,202066.0,,,,,,,,
470,PT01M40.00S,2021-11-28T03:43:12.3Z,3,REGULAR,freethrow,1 of 2,[],202066,,,1610612740,90,64,2021-11-28T03:43:12Z,4660000,,,0,,G. Temple Free Throw 1 of 2 (3 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
471,PT01M40.00S,2021-11-28T03:43:26.9Z,3,REGULAR,freethrow,2 of 2,[],202066,,,1610612740,90,65,2021-11-28T03:43:26Z,4670000,,,0,,G. Temple Free Throw 2 of 2 (4 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
472,PT01M19.00S,2021-11-28T03:44:39.0Z,3,REGULAR,jumpball,recovered,[],203903,,,1610612762,90,65,2021-11-28T03:44:39Z,4680000,,,0,,Jump Ball R. Gay vs. T. Murphy III: Tip to J. Clarkson,"[203903, 200752, 1630530]",1610612762.0,UTA,heldball,J. Clarkson,203903.0,Clarkson,J. Clarkson,Gay,200752.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,,,,,
475,PT01M16.00S,2021-11-28T03:44:43.0Z,3,REGULAR,2pt,Jump Shot,[],203903,93.29829172141919,11.251531862745097,1610612762,90,65,2021-11-28T04:06:49Z,4710000,-194.0,10.0,1,right,MISS J. Clarkson 19' step back Shot,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,19.4,Missed,,,,,,,,,,,,,,,,,,
476,PT01M14.00S,2021-11-28T03:44:45.0Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,90,65,2021-11-28T03:44:47Z,4720000,,,0,,W. Hernangomez REBOUND (Off:2 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,475.0,,,,,,,4.0,2.0,2.0,,,,
477,PT01M09.00S,2021-11-28T03:44:49.7Z,3,REGULAR,3pt,Jump Shot,[],1630184,32.933639947437584,48.28431372549019,1610612740,90,65,2021-11-28T03:44:58Z,4730000,9.0,257.0,1,left,MISS K. Lewis Jr. 25' step back 3PT,[1630184],1610612740.0,NOP,step back,,,Lewis Jr.,K. Lewis Jr.,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,
478,PT01M08.00S,2021-11-28T03:44:50.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,90,65,2021-11-28T03:44:58Z,4740000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,477.0,,,,,,,,,,,,,
479,PT01M08.00S,2021-11-28T03:44:55.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,90,65,2021-11-28T03:44:55Z,4750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M55.10S,2021-11-28T03:45:23.6Z,3,REGULAR,3pt,Jump Shot,[],200752,92.9862023653088,3.431372549019608,1610612762,93,65,2021-11-28T03:45:28Z,4760000,-233.0,13.0,1,right,R. Gay 3PT  (13 PTS) (M. Conley 2 AST),"[200752, 201144]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,23.32,Made,13.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,
482,PT00M42.80S,2021-11-28T03:45:38.1Z,3,REGULAR,2pt,Jump Shot,[],202066,14.799605781865965,91.17647058823529,1610612740,93,67,2021-11-28T03:45:45Z,4780000,-206.0,87.0,1,left,G. Temple 22' step back Jump Shot (6 PTS) (W. Hernangomez 2 AST),"[202066, 1626195]",1610612740.0,NOP,step back,,,Temple,G. Temple,,,,,22.34,Made,6.0,W. Hernangomez,1626195.0,2.0,,,,,,,,,,,,,,
484,PT00M36.80S,2021-11-28T03:45:50.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,93,67,2021-11-28T03:45:50Z,4800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M34.50S,2021-11-28T03:46:10.5Z,3,REGULAR,foul,personal,['3freethrow'],202066,,,1610612762,93,67,2021-11-28T03:46:17Z,4810000,,,0,,G. Temple shooting personal FOUL (3 PF) (Ingles 3 FT),"[202066, 204060]",1610612740.0,NOP,shooting,,,Temple,G. Temple,,,,,,,,,,,,1627964.0,3.0,0.0,Ingles,204060.0,,,,,,,,
487,PT00M34.50S,2021-11-28T03:46:41.7Z,3,REGULAR,freethrow,1 of 3,[],204060,,,1610612762,94,67,2021-11-28T03:46:41Z,4830000,,,0,,J. Ingles Free Throw 1 of 3 (10 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
488,PT00M34.50S,2021-11-28T03:47:00.8Z,3,REGULAR,freethrow,2 of 3,[],204060,,,1610612762,95,67,2021-11-28T03:47:00Z,4840000,,,0,,J. Ingles Free Throw 2 of 3 (11 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
489,PT00M34.50S,2021-11-28T03:47:18.4Z,3,REGULAR,freethrow,3 of 3,[],204060,,,1610612762,96,67,2021-11-28T03:47:18Z,4850000,,,0,,J. Ingles Free Throw 3 of 3 (12 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
490,PT00M22.10S,2021-11-28T03:47:32.6Z,3,REGULAR,3pt,Jump Shot,[],1629638,18.873193166885677,6.127450980392156,1610612740,96,67,2021-11-28T03:47:38Z,4860000,219.0,125.0,1,left,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,
491,PT00M18.10S,2021-11-28T03:47:36.6Z,3,REGULAR,rebound,defensive,[],200752,,,1610612762,96,67,2021-11-28T03:47:36Z,4870000,,,0,,R. Gay REBOUND (Off:1 Def:5),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,490.0,,,,,,,6.0,5.0,1.0,,,,
492,PT00M00.10S,2021-11-28T03:47:54.6Z,3,REGULAR,3pt,Jump Shot,[],201144,88.51839684625493,4.901960784313726,1610612762,96,67,2021-11-28T03:48:18Z,4880000,-225.0,55.0,1,right,MISS M. Conley step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,
493,PT00M00.10S,2021-11-28T03:47:54.6Z,3,REGULAR,rebound,offensive,[],203497,,,1610612762,96,67,2021-11-28T03:48:01Z,4890000,,,0,,R. Gobert REBOUND (Off:1 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,492.0,,,,,,,6.0,5.0,1.0,,,,
494,PT00M00.00S,2021-11-28T03:48:05.6Z,3,REGULAR,period,end,[],0,,,1610612762,96,67,2021-11-28T03:48:05Z,4900000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-11-28T03:50:15.1Z,4,REGULAR,substitution,out,['startperiod'],1630184,,,1610612762,96,67,2021-11-28T03:50:43Z,4910000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-11-28T03:50:15.1Z,4,REGULAR,substitution,in,['startperiod'],203107,,,1610612762,96,67,2021-11-28T03:50:43Z,4920000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-11-28T03:50:37.5Z,4,REGULAR,period,start,[],0,,,1610612740,96,67,2021-11-28T03:50:43Z,4930000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT11M43.00S,2021-11-28T03:50:53.5Z,4,REGULAR,2pt,Jump Shot,[],203107,6.1268068331143235,72.30392156862744,1610612740,96,67,2021-11-28T03:50:58Z,4940000,-112.0,5.0,1,left,MISS T. Satoransky 11' pullup Shot,[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,11.16,Missed,,,,,,,,,,,,,,,,,,
500,PT11M41.00S,2021-11-28T03:50:55.5Z,4,REGULAR,rebound,offensive,[],1626195,,,1610612740,96,67,2021-11-28T03:50:58Z,4950000,,,0,,W. Hernangomez REBOUND (Off:3 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,499.0,,,,,,,5.0,2.0,3.0,,,,
501,PT11M38.00S,2021-11-28T03:50:58.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203107,15.719448094612352,47.05882352941176,1610612740,96,67,2021-11-28T03:51:05Z,4960000,15.0,95.0,1,left,MISS T. Satoransky 9' floating Shot,[203107],1610612740.0,NOP,floating,,,Satoransky,T. Satoransky,,,,,9.64,Missed,,,,,,,,,,,,,,,,,,
502,PT11M37.00S,2021-11-28T03:50:59.7Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,96,67,2021-11-28T03:51:05Z,4970000,,,0,,R. Gobert REBOUND (Off:1 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,501.0,,,,,,,7.0,6.0,1.0,,,,
503,PT11M19.00S,2021-11-28T03:51:17.2Z,4,REGULAR,3pt,Jump Shot,[],203903,82.07950065703022,6.862745098039216,1610612762,99,67,2021-11-28T03:51:21Z,4980000,-216.0,116.0,1,right,J. Clarkson 24' 3PT  (17 PTS) (R. Gay 4 AST),"[203903, 200752]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,24.49,Made,17.0,R. Gay,200752.0,4.0,,,,,,,,,,,,,,
505,PT11M04.00S,2021-11-28T03:51:32.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202066,9.543363994743759,64.2156862745098,1610612740,99,67,2021-11-28T03:51:37Z,5000000,-71.0,37.0,1,left,MISS G. Temple 8' driving floating Shot,[202066],1610612740.0,NOP,driving floating,,,Temple,G. Temple,,,,,8.02,Missed,,,,,,,,,,,,,,,,,,
506,PT11M02.00S,2021-11-28T03:51:34.8Z,4,REGULAR,rebound,defensive,[],200752,,,1610612762,99,67,2021-11-28T03:51:37Z,5010000,,,0,,R. Gay REBOUND (Off:1 Def:6),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,505.0,,,,,,,7.0,6.0,1.0,,,,
507,PT10M55.00S,2021-11-28T03:51:41.3Z,4,REGULAR,turnover,lost ball,[],200752,,,1610612762,99,67,2021-11-28T03:51:47Z,5020000,,,0,,R. Gay lost ball TURNOVER (2 TO),"[200752, 202066]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,2.0,,,,Temple,202066.0,,
508,PT10M55.00S,2021-11-28T03:51:41.3Z,4,REGULAR,steal,,[],202066,,,1610612740,99,67,2021-11-28T03:51:44Z,5030000,,,0,,G. Temple STEAL (1 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
509,PT10M47.00S,2021-11-28T03:51:49.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,23.99802890932983,12.745098039215685,1610612740,99,70,2021-11-28T03:51:55Z,5040000,186.0,173.0,1,left,N. Alexander-Walker 25' 3PT  (10 PTS) (W. Hernangomez 3 AST),"[1629638, 1626195]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.43,Made,10.0,W. Hernangomez,1626195.0,3.0,,,,,,,,,,,,,,
511,PT10M23.00S,2021-11-28T03:52:15.1Z,4,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612762,99,70,2021-11-28T03:52:20Z,5060000,,,0,,W. Hernangomez shooting personal FOUL (3 PF) (Gobert 2 FT),"[1626195, 203497]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,202049.0,3.0,0.0,Gobert,203497.0,,,,,,,,
513,PT10M23.00S,2021-11-28T03:52:45.6Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,99,70,2021-11-28T03:53:04Z,5080000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
514,PT10M23.00S,2021-11-28T03:52:45.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,99,70,2021-11-28T03:53:04Z,5090000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,513.0,,,,,,,,,,,,,
515,PT10M23.00S,2021-11-28T03:52:45.6Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,99,70,2021-11-28T03:53:04Z,5100000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
516,PT10M20.00S,2021-11-28T03:52:48.6Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612740,99,70,2021-11-28T03:53:04Z,5110000,,,0,,W. Hernangomez REBOUND (Off:3 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,515.0,,,,,,,6.0,3.0,3.0,,,,
517,PT10M14.00S,2021-11-28T03:53:09.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203107,7.5722733245729295,57.84313725490197,1610612740,99,72,2021-11-28T03:53:14Z,5120000,-39.0,19.0,1,left,T. Satoransky driving Layup (4 PTS),[203107],1610612740.0,NOP,driving,,,Satoransky,T. Satoransky,,,,,4.34,Made,4.0,,,,,,,,,,,,,,,,,
518,PT09M59.00S,2021-11-28T03:53:23.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201144,92.72339027595268,36.27450980392157,1610612762,101,72,2021-11-28T03:53:28Z,5130000,-69.0,16.0,1,right,M. Conley 7' driving Layup (17 PTS),[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,7.04,Made,17.0,,,,,,,,,,,,,,,,,
519,PT09M53.00S,2021-11-28T03:53:29.0Z,4,REGULAR,turnover,bad pass,[],1626195,,,1610612740,101,72,2021-11-28T03:53:34Z,5140000,,,0,,W. Hernangomez bad pass TURNOVER (3 TO),"[1626195, 201144]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,3.0,,,,Conley,201144.0,,
520,PT09M53.00S,2021-11-28T03:53:29.0Z,4,REGULAR,steal,,[],201144,,,1610612762,101,72,2021-11-28T03:53:32Z,5150000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
521,PT09M49.00S,2021-11-28T03:53:32.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201144,87.59855453350855,95.83333333333334,1610612762,104,72,2021-11-28T03:57:27Z,5160000,229.0,64.0,1,right,M. Conley 3PT pullup (20 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,23.8,Made,20.0,,,,,,,,,,,,,,,,,
522,PT09M33.00S,2021-11-28T03:53:49.6Z,4,REGULAR,turnover,lost ball,[],1626195,,,1610612740,104,72,2021-11-28T03:53:53Z,5170000,,,0,,W. Hernangomez lost ball TURNOVER (4 TO),"[1626195, 203497]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,4.0,,,,Gobert,203497.0,,
523,PT09M33.00S,2021-11-28T03:53:49.6Z,4,REGULAR,steal,,[],203497,,,1610612762,104,72,2021-11-28T03:53:51Z,5180000,,,0,,R. Gobert STEAL (1 STL),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M26.00S,2021-11-28T03:53:53.9Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203903,94.03745072273325,2.696078431372549,1610612762,107,72,2021-11-28T04:02:33Z,5265000,-237.0,4.0,1,right,J. Clarkson 3PT  (20 PTS) (R. Gay 5 AST),"[203903, 200752]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,23.65,Made,20.0,R. Gay,200752.0,5.0,,,,,,,,,,,,,,
526,PT09M26.00S,2021-11-28T03:54:11.9Z,4,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612762,107,72,2021-11-28T04:02:16Z,5268750,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Clarkson 1 FT),"[1629638, 203903]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,1627964.0,1.0,0.0,Clarkson,203903.0,,,,,,,,
528,PT09M26.00S,2021-11-28T03:54:23.4Z,4,REGULAR,substitution,out,[],201144,,,1610612762,107,72,2021-11-28T04:00:55Z,5269531,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
529,PT09M26.00S,2021-11-28T03:54:23.4Z,4,REGULAR,substitution,in,[],1630235,,,1610612762,107,72,2021-11-28T04:00:55Z,5269609,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
530,PT09M26.00S,2021-11-28T03:54:35.4Z,4,REGULAR,freethrow,1 of 1,"['fastbreak', 'fromturnover']",203903,,,1610612762,107,72,2021-11-28T04:02:33Z,5269687,,,0,,MISS J. Clarkson Free Throw 1 of 1,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Missed,,,,,,,,,,,,,,,,,,
531,PT09M25.00S,2021-11-28T03:54:36.4Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612740,107,72,2021-11-28T04:02:33Z,5269843,,,0,,W. Hernangomez REBOUND (Off:3 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,530.0,,,,,,,7.0,4.0,3.0,,,,
532,PT09M10.00S,2021-11-28T03:54:51.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,7.046649145860711,53.431372549019606,1610612740,107,72,2021-11-28T03:54:55Z,5270000,-17.0,14.0,1,left,MISS W. Hernangomez Hook,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,2.2,Missed,,,,,,,,,,,,,,,,,,
533,PT09M08.00S,2021-11-28T03:54:53.3Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,107,72,2021-11-28T03:54:55Z,5280000,,,0,,R. Gobert REBOUND (Off:1 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,532.0,,,,,,,8.0,7.0,1.0,,,,
534,PT08M56.00S,2021-11-28T03:55:05.5Z,4,REGULAR,3pt,Jump Shot,[],204060,72.61826544021025,77.94117647058823,1610612762,110,72,2021-11-28T03:55:33Z,5290000,140.0,205.0,1,right,J. Ingles 24' 3PT pullup (15 PTS),[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,24.8,Made,15.0,,,,,,,,,,,,,,,,,
535,PT08M43.00S,2021-11-28T03:55:18.1Z,4,REGULAR,3pt,Jump Shot,[],1629638,29.25427069645204,72.30392156862744,1610612740,110,72,2021-11-28T03:55:22Z,5300000,-112.0,222.0,1,left,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,
536,PT08M40.00S,2021-11-28T03:55:21.1Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,110,72,2021-11-28T03:55:22Z,5310000,,,0,,J. Clarkson REBOUND (Off:1 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,535.0,,,,,,,3.0,2.0,1.0,,,,
537,PT08M31.00S,2021-11-28T03:55:30.1Z,4,REGULAR,2pt,Jump Shot,[],200752,89.43823915900131,84.55882352941177,1610612762,110,72,2021-11-28T03:59:46Z,5320000,173.0,47.0,1,right,MISS R. Gay 17' step back Shot,[200752],1610612762.0,UTA,step back,,,Gay,R. Gay,,,,,17.9,Missed,,,,,,,,,,,,,,,,,,
538,PT08M28.00S,2021-11-28T03:55:33.1Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612740,110,72,2021-11-28T03:55:35Z,5330000,,,0,,W. Hernangomez REBOUND (Off:3 Def:5),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,537.0,,,,,,,8.0,5.0,3.0,,,,
539,PT08M24.00S,2021-11-28T03:55:36.7Z,4,REGULAR,3pt,Jump Shot,[],1630530,11.777266754270697,4.6568627450980395,1610612740,110,72,2021-11-28T03:55:42Z,5340000,227.0,58.0,1,left,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
540,PT08M21.00S,2021-11-28T03:55:39.9Z,4,REGULAR,rebound,offensive,[],1629638,,,1610612740,110,72,2021-11-28T03:55:39Z,5350000,,,0,,N. Alexander-Walker REBOUND (Off:2 Def:0),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,539.0,,,,,,,2.0,0.0,2.0,,,,
541,PT08M19.00S,2021-11-28T03:55:41.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,1.921813403416557,96.07843137254902,1610612740,110,72,2021-11-28T03:55:48Z,5360000,-230.0,-34.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,
