actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
273,PT03M21.00S,2021-10-27T02:56:45.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202711,89.56964520367937,37.5,1610612762,60,52,2021-10-27T02:56:50Z,2670000,-62.0,46.0,1,right,B. Bogdanovic 7' turnaround Jump Shot (7 PTS),[202711],1610612762.0,UTA,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,,,,7.73,Made,7.0,,,,,,,,,,,,,,,
274,PT03M13.00S,2021-10-27T02:56:55.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202711,,,1610612743,60,52,2021-10-27T02:57:14Z,2680000,,,0,,B. Bogdanovic personal FOUL (1 PF) (Gordon 2 FT),"[202711, 203932]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,2002.0,1.0,0.0,Gordon,203932.0,,,,,,,,,,
276,PT03M13.00S,2021-10-27T02:57:28.6Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,60,53,2021-10-27T02:58:03Z,2700000,,,0,,A. Gordon Free Throw 1 of 2 (13 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
277,PT03M13.00S,2021-10-27T02:57:28.6Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,60,53,2021-10-27T02:58:03Z,2710000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,Missed,,,,,,,,,,,,,,,,
278,PT03M11.00S,2021-10-27T02:57:30.6Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,60,53,2021-10-27T02:58:03Z,2720000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,277.0,6.0,5.0,1.0,,,,,,
279,PT03M02.00S,2021-10-27T02:58:00.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203932,14.536793692509855,31.372549019607842,1610612743,60,55,2021-10-27T02:58:07Z,2730000,93.0,84.0,1,left,A. Gordon 12' turnaround Jump Shot (15 PTS),[203932],1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,,,,12.55,Made,15.0,,,,,,,,,,,,,,,
280,PT02M43.00S,2021-10-27T02:58:20.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.64323258869908,53.18627450980392,1610612762,62,55,2021-10-27T02:58:27Z,2740000,16.0,7.0,1,right,R. Gobert alley-oop DUNK (7 PTS) (M. Conley 3 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,,,,1.75,Made,7.0,,,,,,,,,,M. Conley,201144.0,3.0,,,
282,PT02M33.00S,2021-10-27T02:58:30.6Z,2,REGULAR,3pt,Jump Shot,[],203999,30.831143232588698,36.76470588235294,1610612743,62,58,2021-10-27T02:58:35Z,2760000,66.0,237.0,1,left,N. Jokic 24' 3PT  (22 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,24.64,Made,22.0,,,,,,,,,,M. Porter Jr.,1629008.0,1.0,,,
284,PT02M16.00S,2021-10-27T02:58:47.0Z,2,REGULAR,3pt,Jump Shot,[],1628378,96.00854139290408,95.58823529411765,1610612762,62,58,2021-10-27T02:58:52Z,2780000,228.0,-15.0,1,right,MISS D. Mitchell step back 3PT,[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,,,,22.84,Missed,,,,,,,,,,,,,,,,
285,PT02M13.00S,2021-10-27T02:58:50.0Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,62,58,2021-10-27T02:58:52Z,2790000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,284.0,2.0,2.0,0.0,,,,,,
286,PT02M08.00S,2021-10-27T02:58:56.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612743,62,58,2021-10-27T02:59:16Z,2800000,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Jokic 2 FT),"[1626220, 203999]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,,,,,,,2714.0,2.0,0.0,Jokic,203999.0,,,,,,,,,,
288,PT02M08.00S,2021-10-27T02:59:27.8Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,62,59,2021-10-27T02:59:27Z,2820000,,,0,,N. Jokic Free Throw 1 of 2 (23 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
289,PT02M08.00S,2021-10-27T02:59:50.4Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,62,60,2021-10-27T02:59:50Z,2830000,,,0,,N. Jokic Free Throw 2 of 2 (24 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
290,PT01M54.00S,2021-10-27T03:00:08.9Z,2,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612762,62,60,2021-10-27T03:00:17Z,2840000,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Gobert 2 FT),"[1629008, 203497]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,2714.0,2.0,0.0,Gobert,203497.0,,,,,,,,,,
292,PT01M54.00S,2021-10-27T03:00:44.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612762,62,60,2021-10-27T03:00:44Z,2860000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M54.00S,2021-10-27T03:01:33.1Z,2,REGULAR,substitution,out,[],203999,,,1610612762,62,60,2021-10-27T03:02:33Z,2870000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M54.00S,2021-10-27T03:01:33.1Z,2,REGULAR,substitution,in,[],201145,,,1610612762,62,60,2021-10-27T03:02:33Z,2880000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M54.00S,2021-10-27T03:03:08.9Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,62,60,2021-10-27T03:03:30Z,2890000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,Missed,,,,,,,,,,,,,,,,
296,PT01M54.00S,2021-10-27T03:03:08.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,62,60,2021-10-27T03:03:30Z,2900000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,
297,PT01M54.00S,2021-10-27T03:03:08.9Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,62,60,2021-10-27T03:03:30Z,2910000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,Missed,,,,,,,,,,,,,,,,
298,PT01M53.00S,2021-10-27T03:03:09.9Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,62,60,2021-10-27T03:03:30Z,2920000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,297.0,3.0,3.0,0.0,,,,,,
299,PT01M41.00S,2021-10-27T03:03:41.2Z,2,REGULAR,3pt,Jump Shot,[],203115,32.670827858081466,48.77450980392157,1610612743,62,60,2021-10-27T03:03:47Z,2930000,6.0,255.0,1,left,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,25.47,Missed,,,,,,,,,,,,,,,,
300,PT01M38.00S,2021-10-27T03:03:44.2Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,62,60,2021-10-27T03:03:47Z,2940000,,,0,,R. O'Neale REBOUND (Off:1 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,299.0,3.0,2.0,1.0,,,,,,
301,PT01M32.00S,2021-10-27T03:03:49.9Z,2,REGULAR,3pt,Jump Shot,[],1628378,66.3107752956636,18.627450980392158,1610612762,62,60,2021-10-27T03:03:57Z,2950000,-157.0,264.0,1,right,MISS D. Mitchell 30' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,30.73,Missed,,,,,,,,,,,,,,,,
302,PT01M29.00S,2021-10-27T03:03:53.5Z,2,REGULAR,rebound,offensive,[],202711,,,1610612762,62,60,2021-10-27T03:03:53Z,2960000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,301.0,1.0,0.0,1.0,,,,,,
303,PT01M28.00S,2021-10-27T03:03:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,92.72339027595268,46.07843137254902,1610612762,62,60,2021-10-27T03:04:01Z,2970000,-20.0,16.0,1,right,MISS B. Bogdanovic Layup - blocked,"[202711, 203932]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,2.52,Missed,,,,,,,,,,,,,,Gordon,203932.0,
304,PT01M28.00S,2021-10-27T03:03:54.4Z,2,REGULAR,block,,[],203932,,,1610612762,62,60,2021-10-27T03:03:56Z,2980000,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M28.00S,2021-10-27T03:03:54.4Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,62,60,2021-10-27T03:04:01Z,2990000,,,0,,W. Barton REBOUND (Off:0 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,303.0,3.0,3.0,0.0,,,,,,
307,PT01M22.00S,2021-10-27T03:04:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203115,10.200394218134035,45.09803921568628,1610612743,62,60,2021-10-27T03:04:15Z,3010000,25.0,43.0,1,left,MISS W. Barton Layup - blocked,"[203115, 201144]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,4.98,Missed,,,,,,,,,,,,,,Conley,201144.0,
308,PT01M22.00S,2021-10-27T03:04:02.0Z,2,REGULAR,block,,[],201144,,,1610612743,62,60,2021-10-27T03:04:06Z,3020000,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M22.00S,2021-10-27T03:04:02.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,62,60,2021-10-27T03:04:15Z,3030000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,
310,PT01M22.00S,2021-10-27T03:04:08.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,62,60,2021-10-27T03:04:08Z,3040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M12.00S,2021-10-27T03:04:24.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201145,,,1610612762,62,60,2021-10-27T03:04:29Z,3050000,,,0,,J. Green shooting personal FOUL (1 PF) (Gobert 2 FT),"[201145, 203497]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,1627961.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,
313,PT01M12.00S,2021-10-27T03:04:52.6Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,62,60,2021-10-27T03:05:15Z,3070000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,Missed,,,,,,,,,,,,,,,,
314,PT01M12.00S,2021-10-27T03:04:52.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,62,60,2021-10-27T03:05:15Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,313.0,,,,,,,,,
315,PT01M12.00S,2021-10-27T03:04:52.6Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,62,60,2021-10-27T03:05:15Z,3090000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,Missed,,,,,,,,,,,,,,,,
316,PT01M11.00S,2021-10-27T03:04:53.6Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,62,60,2021-10-27T03:05:15Z,3100000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,315.0,1.0,1.0,0.0,,,,,,
317,PT00M56.60S,2021-10-27T03:05:29.0Z,2,REGULAR,2pt,Jump Shot,[],1628420,18.610381077529567,69.11764705882352,1610612743,62,62,2021-10-27T03:05:35Z,3110000,-96.0,122.0,1,left,M. Morris 15' pullup Jump Shot (8 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,,,,15.53,Made,8.0,,,,,,,,,,,,,,,
319,PT00M49.70S,2021-10-27T03:05:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,92.72339027595268,45.83333333333333,1610612762,64,62,2021-10-27T03:05:51Z,3130000,-21.0,16.0,1,right,R. Gobert turnaround Jump Shot (9 PTS),[203497],1610612762.0,UTA,turnaround,,,Gobert,R. Gobert,,,,,,,,2.62,Made,9.0,,,,,,,,,,,,,,,
321,PT00M28.40S,2021-10-27T03:06:03.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,20.05584756898817,55.88235294117647,1610612743,64,64,2021-10-27T03:06:09Z,3150000,-29.0,136.0,1,left,M. Morris 13' step back Jump Shot (10 PTS),[1628420],1610612743.0,DEN,step back,,,Morris,M. Morris,,,,,,,,13.91,Made,10.0,,,,,,,,,,,,,,,
322,PT00M22.00S,2021-10-27T03:06:15.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203115,,,1610612762,64,64,2021-10-27T03:06:45Z,3160000,,,0,,W. Barton personal FOUL (1 PF) (Mitchell 2 FT),"[203115, 1628378]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,1627961.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,
324,PT00M22.00S,2021-10-27T03:06:46.1Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,65,64,2021-10-27T03:06:46Z,3180000,,,0,,D. Mitchell Free Throw 1 of 2 (11 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
325,PT00M22.00S,2021-10-27T03:07:05.6Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,66,64,2021-10-27T03:07:05Z,3190000,,,0,,D. Mitchell Free Throw 2 of 2 (12 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
326,PT00M02.90S,2021-10-27T03:07:26.8Z,2,REGULAR,2pt,Jump Shot,[],203932,21.632720105124836,54.65686274509803,1610612743,66,64,2021-10-27T03:10:08Z,3200000,-23.0,151.0,1,left,MISS A. Gordon 15' Jump Shot,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,15.26,Missed,,,,,,,,,,,,,,,,
327,PT00M02.90S,2021-10-27T03:07:26.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,66,64,2021-10-27T03:07:43Z,3210000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,326.0,,,,,,,,,
328,PT00M00.00S,2021-10-27T03:07:42.4Z,2,REGULAR,period,end,[],0,,,1610612743,66,64,2021-10-27T03:07:42Z,3220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-10-27T03:23:38.8Z,3,REGULAR,substitution,out,['startperiod'],201145,,,1610612743,66,64,2021-10-27T03:23:52Z,3230000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-10-27T03:23:38.8Z,3,REGULAR,substitution,in,['startperiod'],203210,,,1610612743,66,64,2021-10-27T03:23:52Z,3240000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-10-27T03:23:59.3Z,3,REGULAR,period,start,[],0,,,1610612762,66,64,2021-10-27T03:23:59Z,3250000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT11M46.00S,2021-10-27T03:24:12.8Z,3,REGULAR,turnover,bad pass,[],201144,,,1610612762,66,64,2021-10-27T03:24:17Z,3260000,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 203115]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,1.0,Barton,203115.0,,,,,,,,,,,,,,,,,,
333,PT11M46.00S,2021-10-27T03:24:12.8Z,3,REGULAR,steal,,[],203115,,,1610612743,66,64,2021-10-27T03:24:14Z,3270000,,,0,,W. Barton STEAL (1 STL),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M43.00S,2021-10-27T03:24:15.9Z,3,REGULAR,turnover,lost ball,[],203115,,,1610612743,66,64,2021-10-27T03:24:21Z,3280000,,,0,,W. Barton lost ball TURNOVER (2 TO),"[203115, 201144]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,2.0,Conley,201144.0,,,,,,,,,,,,,,,,,,
335,PT11M43.00S,2021-10-27T03:24:15.9Z,3,REGULAR,steal,,[],201144,,,1610612762,66,64,2021-10-27T03:24:17Z,3290000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M32.00S,2021-10-27T03:24:26.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,16.245072273324574,96.32352941176471,1610612762,66,64,2021-10-27T03:24:31Z,3300000,-232.0,100.0,1,left,MISS D. Mitchell 25' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,25.23,Missed,,,,,,,,,,,,,,,,
337,PT11M29.00S,2021-10-27T03:24:29.6Z,3,REGULAR,rebound,defensive,[],203115,,,1610612743,66,64,2021-10-27T03:24:31Z,3310000,,,0,,W. Barton REBOUND (Off:0 Def:4),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,336.0,4.0,4.0,0.0,,,,,,
338,PT11M20.00S,2021-10-27T03:24:38.4Z,3,REGULAR,2pt,Jump Shot,[],203115,85.23324572930355,33.57843137254902,1610612743,66,64,2021-10-27T03:24:42Z,3320000,-82.0,86.0,1,right,MISS W. Barton 11' floating Shot,[203115],1610612743.0,DEN,floating,,,Barton,W. Barton,,,,,,,,11.91,Missed,,,,,,,,,,,,,,,,
339,PT11M19.00S,2021-10-27T03:24:39.4Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,66,64,2021-10-27T03:24:42Z,3330000,,,0,,R. Gobert REBOUND (Off:1 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,338.0,7.0,6.0,1.0,,,,,,
340,PT11M08.00S,2021-10-27T03:24:50.6Z,3,REGULAR,turnover,bad pass,[],1628378,,,1610612762,66,64,2021-10-27T03:24:55Z,3340000,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 203210]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,1.0,Green,203210.0,,,,,,,,,,,,,,,,,,
341,PT11M08.00S,2021-10-27T03:24:50.6Z,3,REGULAR,steal,,[],203210,,,1610612743,66,64,2021-10-27T03:24:52Z,3350000,,,0,,J. Green STEAL (1 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT10M57.00S,2021-10-27T03:25:01.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203932,87.59855453350855,31.372549019607842,1610612743,66,66,2021-10-27T03:25:08Z,3360000,-93.0,64.0,1,right,A. Gordon 11' turnaround bank Jump Shot (17 PTS),[203932],1610612743.0,DEN,turnaround bank,,,Gordon,A. Gordon,,,,,,,,11.3,Made,17.0,,,,,,,,,,,,,,,
343,PT10M32.00S,2021-10-27T03:25:26.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,11.383048620236531,48.28431372549019,1610612762,68,66,2021-10-27T03:25:30Z,3370000,9.0,55.0,1,left,D. Mitchell floating Jump Shot (14 PTS),[1628378],1610612762.0,UTA,floating,,,Mitchell,D. Mitchell,,,,,,,,5.52,Made,14.0,,,,,,,,,,,,,,,
344,PT10M15.00S,2021-10-27T03:25:44.1Z,3,REGULAR,3pt,Jump Shot,[],1629008,67.7562417871222,49.754901960784316,1610612743,68,66,2021-10-27T03:25:49Z,3380000,-1.0,251.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,25.06,Missed,,,,,,,,,,,,,,,,
345,PT10M13.00S,2021-10-27T03:25:46.1Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,68,66,2021-10-27T03:25:49Z,3390000,,,0,,R. Gobert REBOUND (Off:1 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,344.0,8.0,7.0,1.0,,,,,,
346,PT10M06.00S,2021-10-27T03:25:52.8Z,3,REGULAR,3pt,Jump Shot,[],1628378,31.750985545335087,58.08823529411765,1610612762,68,66,2021-10-27T03:25:58Z,3400000,-40.0,246.0,1,left,MISS D. Mitchell 24' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,24.93,Missed,,,,,,,,,,,,,,,,
347,PT10M04.00S,2021-10-27T03:25:54.8Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,68,66,2021-10-27T03:25:58Z,3410000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:6),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,346.0,7.0,6.0,1.0,,,,,,
348,PT09M48.00S,2021-10-27T03:26:11.2Z,3,REGULAR,2pt,Jump Shot,[],203115,80.1084099868594,80.63725490196079,1610612743,68,66,2021-10-27T03:26:17Z,3420000,153.0,134.0,1,right,MISS W. Barton 20' Jump Shot,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,20.39,Missed,,,,,,,,,,,,,,,,
349,PT09M44.00S,2021-10-27T03:26:15.2Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,68,66,2021-10-27T03:26:17Z,3430000,,,0,,A. Gordon REBOUND (Off:1 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,348.0,4.0,3.0,1.0,,,,,,
350,PT09M39.00S,2021-10-27T03:26:20.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628420,79.45137976346912,6.862745098039216,1610612743,68,69,2021-10-27T03:26:25Z,3440000,-216.0,141.0,1,right,M. Morris 25' 3PT  (13 PTS) (J. Green 1 AST),"[1628420, 203210]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,25.75,Made,13.0,,,,,,,,,,J. Green,203210.0,1.0,,,
352,PT09M12.00S,2021-10-27T03:26:47.1Z,3,REGULAR,turnover,lost ball,[],201144,,,1610612762,68,69,2021-10-27T03:26:51Z,3460000,,,0,,M. Conley lost ball TURNOVER (2 TO),"[201144, 1629008]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,2.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,,,,
353,PT09M12.00S,2021-10-27T03:26:47.1Z,3,REGULAR,steal,,[],1629008,,,1610612743,68,69,2021-10-27T03:26:49Z,3470000,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT09M08.00S,2021-10-27T03:26:50.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629008,91.14651773981603,49.50980392156863,1610612743,68,69,2021-10-27T03:27:06Z,3480000,-2.0,31.0,1,right,MISS M. Porter Jr. driving Layup - blocked,"[1629008, 1626220]",1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,,,,3.08,Missed,,,,,,,,,,,,,,O'Neale,1626220.0,
355,PT09M08.00S,2021-10-27T03:26:50.7Z,3,REGULAR,block,,[],1626220,,,1610612743,68,69,2021-10-27T03:26:54Z,3490000,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT09M08.00S,2021-10-27T03:26:50.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,68,69,2021-10-27T03:27:06Z,3500000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,354.0,,,,,,,,,
357,PT09M08.00S,2021-10-27T03:26:56.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,68,69,2021-10-27T03:26:56Z,3510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT09M00.00S,2021-10-27T03:27:19.9Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629008,79.31997371879106,64.4607843137255,1610612743,68,69,2021-10-27T03:27:26Z,3520000,72.0,142.0,1,right,MISS M. Porter Jr. 15' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,,,,15.93,Missed,,,,,,,,,,,,,,,,
359,PT08M57.00S,2021-10-27T03:27:22.9Z,3,REGULAR,rebound,offensive,[],203210,,,1610612743,68,69,2021-10-27T03:27:26Z,3530000,,,0,,J. Green REBOUND (Off:1 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,358.0,3.0,2.0,1.0,,,,,,
