actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT04M45.00S,2021-10-21T01:28:50.1Z,1,REGULAR,jumpball,recovered,[],1626220,,,1610612762,15,11,2021-10-21T01:28:50Z,870000,,,0,,Jump Ball D. Mitchell vs. T. Mann: Tip to R. O'Neale,"[1626220, 1628378, 1630544]",1610612762.0,UTA,heldball,R. O'Neale,1626220.0,O'Neale,R. O'Neale,Mitchell,1628378.0,Mann,1630544.0,,,,,,,,,,,,,,,,,,,,
90,PT04M34.00S,2021-10-21T01:29:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,91.80354796320631,43.13725490196079,1610612762,17,11,2021-10-21T01:29:02Z,900000,-34.0,25.0,1,right,B. Bogdanovic Layup (4 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,4.22,Made,4.0,,,,,,,,,,,,,,,
91,PT04M22.00S,2021-10-21T01:29:16.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,17,11,2021-10-21T01:29:16Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M22.00S,2021-10-21T01:29:17.7Z,1,REGULAR,substitution,out,[],202711,,,1610612760,17,11,2021-10-21T01:29:24Z,920000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M22.00S,2021-10-21T01:29:17.7Z,1,REGULAR,substitution,in,[],203903,,,1610612760,17,11,2021-10-21T01:29:24Z,930000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M20.00S,2021-10-21T01:29:41.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,17,11,2021-10-21T01:29:41Z,940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M18.00S,2021-10-21T01:29:55.2Z,1,REGULAR,3pt,Jump Shot,[],1629652,17.16491458607096,3.6764705882352944,1610612760,17,11,2021-10-21T01:29:59Z,950000,232.0,109.0,1,left,MISS L. Dort 25' step back 3PT,[1629652],1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,,,25.59,Missed,,,,,,,,,,,,,,,,
96,PT04M15.00S,2021-10-21T01:30:02.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,17,11,2021-10-21T01:30:02Z,960000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,
97,PT04M15.00S,2021-10-21T01:30:03.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,17,11,2021-10-21T01:30:03Z,970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M09.00S,2021-10-21T01:30:23.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628983,19.267411300919843,52.20588235294118,1610612760,17,11,2021-10-21T01:30:28Z,980000,-11.0,129.0,1,left,MISS S. Gilgeous-Alexander 12' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,12.91,Missed,,,,,,,,,,,,,,,,
99,PT04M03.00S,2021-10-21T01:30:29.4Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,17,11,2021-10-21T01:30:29Z,990000,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,98.0,3.0,3.0,0.0,,,,,,,,
100,PT04M02.00S,2021-10-21T01:30:32.2Z,1,REGULAR,violation,kicked ball,[],1629652,,,1610612762,17,11,2021-10-21T01:30:34Z,1000000,,,0,,L. Dort kicked ball VIOLATION,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,1626300.0,,,,,,,,,,,,,,,,,,,
101,PT03M42.00S,2021-10-21T01:31:10.7Z,1,REGULAR,2pt,Jump Shot,[],1628378,90.3580814717477,6.61764705882353,1610612762,17,11,2021-10-21T01:31:14Z,1010000,-217.0,38.0,1,right,MISS D. Mitchell 22' step back Shot,[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,,,22.02,Missed,,,,,,,,,,,,,,,,
102,PT03M38.00S,2021-10-21T01:31:15.6Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,17,11,2021-10-21T01:31:15Z,1020000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,101.0,2.0,1.0,1.0,,,,,,,,
103,PT03M29.00S,2021-10-21T01:31:24.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202355,88.78120893561103,65.93137254901961,1610612762,17,11,2021-10-21T01:31:28Z,1030000,80.0,53.0,1,right,MISS H. Whiteside 9' turnaround Shot,[202355],1610612762.0,UTA,turnaround,,,Whiteside,H. Whiteside,,,,,,,9.57,Missed,,,,,,,,,,,,,,,,
104,PT03M29.00S,2021-10-21T01:31:24.5Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,17,11,2021-10-21T02:22:52Z,1040000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,
322,PT03M29.00S,2021-10-21T01:31:29.9Z,1,REGULAR,turnover,bad pass,[],1629652,,,1610612760,17,11,2021-10-21T02:22:44Z,1045000,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 202355]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,1.0,,,,,,,,,,,,,,,Whiteside,202355.0,,
323,PT03M29.00S,2021-10-21T01:31:29.9Z,1,REGULAR,steal,,[],202355,,,1610612762,17,11,2021-10-21T02:22:44Z,1047500,,,0,,H. Whiteside STEAL (1 STL),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M24.00S,2021-10-21T01:31:35.4Z,1,REGULAR,turnover,out-of-bounds,[],202355,,,1610612762,17,11,2021-10-21T01:31:38Z,1050000,,,0,,H. Whiteside bad pass out-of-bounds TURNOVER (1 TO),[202355],1610612762.0,UTA,bad pass,,,Whiteside,H. Whiteside,,,,,1626300.0,1.0,,,,,,,,,,,,,,,,,,
106,PT03M24.00S,2021-10-21T01:31:56.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,17,11,2021-10-21T01:31:56Z,1060000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M03.00S,2021-10-21T01:34:55.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629647,10.988830486202366,16.42156862745098,1610612760,17,11,2021-10-21T01:35:00Z,1070000,168.0,51.0,1,left,MISS D. Bazley 17' turnaround Shot,[1629647],1610612760.0,OKC,turnaround,,,Bazley,D. Bazley,,,,,,,17.54,Missed,,,,,,,,,,,,,,,,
108,PT02M57.00S,2021-10-21T01:35:01.8Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,17,11,2021-10-21T01:35:02Z,1080000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,107.0,3.0,2.0,1.0,,,,,,,,
109,PT02M55.00S,2021-10-21T01:35:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.72339027595268,52.69607843137255,1610612762,19,11,2021-10-21T01:35:08Z,1090000,13.0,16.0,1,right,J. Clarkson Layup (2 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,2.09,Made,2.0,,,,,,,,,,,,,,,
110,PT02M55.00S,2021-10-21T01:35:10.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628983,,,1610612762,19,11,2021-10-21T01:35:34Z,1100000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Clarkson 1 FT),"[1628983, 203903]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,200834.0,,,,,,,,,,,,2.0,0.0,Clarkson,203903.0,,,,
112,PT02M55.00S,2021-10-21T01:35:21.4Z,1,REGULAR,substitution,out,[],1629652,,,1610612762,19,11,2021-10-21T01:36:24Z,1120000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M55.00S,2021-10-21T01:35:21.4Z,1,REGULAR,substitution,out,[],1629647,,,1610612762,19,11,2021-10-21T01:36:24Z,1130000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M55.00S,2021-10-21T01:35:21.4Z,1,REGULAR,substitution,in,[],1630197,,,1610612762,19,11,2021-10-21T01:36:24Z,1140000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M55.00S,2021-10-21T01:35:21.4Z,1,REGULAR,substitution,in,[],1629026,,,1610612762,19,11,2021-10-21T01:36:24Z,1150000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M55.00S,2021-10-21T01:35:51.0Z,1,REGULAR,substitution,out,[],202355,,,1610612762,19,11,2021-10-21T01:36:24Z,1160000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2021-10-21T01:35:51.0Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,19,11,2021-10-21T01:36:24Z,1170000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M55.00S,2021-10-21T01:35:51.0Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,19,11,2021-10-21T01:36:24Z,1180000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2021-10-21T01:35:51.0Z,1,REGULAR,substitution,in,[],203497,,,1610612762,19,11,2021-10-21T01:36:24Z,1190000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M55.00S,2021-10-21T01:35:51.0Z,1,REGULAR,substitution,in,[],201144,,,1610612762,19,11,2021-10-21T01:36:24Z,1200000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2021-10-21T01:35:51.0Z,1,REGULAR,substitution,in,[],1629672,,,1610612762,19,11,2021-10-21T01:36:24Z,1210000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2021-10-21T01:36:12.4Z,1,REGULAR,freethrow,1 of 1,[],203903,,,1610612762,20,11,2021-10-21T01:36:12Z,1220000,,,0,,J. Clarkson Free Throw 1 of 1 (3 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
123,PT02M50.00S,2021-10-21T01:36:24.3Z,1,REGULAR,foul,offensive,['inpenalty'],1630197,,,1610612760,20,11,2021-10-21T01:36:28Z,1230000,,,0,,A. Pokusevski offensive FOUL (1 PF),"[1630197, 201144]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,200834.0,,,,,,,,,,,,1.0,0.0,Conley,201144.0,,,,
125,PT02M50.00S,2021-10-21T01:36:24.3Z,1,REGULAR,turnover,offensive foul,[],1630197,,,1610612760,20,11,2021-10-21T01:36:24Z,1250000,,,0,,A. Pokusevski offensive foul TURNOVER (1 TO),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,200834.0,1.0,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2021-10-21T01:36:55.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629676,,,1610612762,20,11,2021-10-21T01:37:20Z,1260000,,,0,,I. Roby shooting personal FOUL (2 PF) (Gobert 2 FT),"[1629676, 203497]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,2534.0,,,,,,,,,,,,2.0,0.0,Gobert,203497.0,,,,
128,PT02M40.00S,2021-10-21T01:37:25.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203497,,,1610612762,20,11,2021-10-21T01:37:25Z,1280000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,
129,PT02M40.00S,2021-10-21T01:37:25.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,20,11,2021-10-21T01:37:25Z,1290000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,
130,PT02M40.00S,2021-10-21T01:37:44.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203497,,,1610612762,21,11,2021-10-21T01:37:44Z,1300000,,,0,,R. Gobert Free Throw 2 of 2 (7 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
131,PT02M29.00S,2021-10-21T01:38:00.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,21,11,2021-10-21T01:38:00Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M27.00S,2021-10-21T01:38:15.7Z,1,REGULAR,3pt,Jump Shot,[],1628983,6.652431011826544,3.6764705882352944,1610612760,21,14,2021-10-21T01:38:20Z,1320000,232.0,10.0,1,left,S. Gilgeous-Alexander 3PT pullup (5 PTS) (T. Mann 1 AST),"[1628983, 1630544]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,23.18,Made,5.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,
134,PT02M15.00S,2021-10-21T01:38:27.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,87.59855453350855,57.35294117647059,1610612762,23,14,2021-10-21T01:38:36Z,1340000,37.0,64.0,1,right,J. Clarkson 7' turnaround fadeaway Jump Shot (5 PTS),[203903],1610612762.0,UTA,turnaround fadeaway,,,Clarkson,J. Clarkson,,,,,,,7.39,Made,5.0,,,,,,,,,,,,,,,
135,PT02M03.00S,2021-10-21T01:38:39.1Z,1,REGULAR,2pt,Jump Shot,[],1628983,20.844283837056505,65.19607843137256,1610612760,23,14,2021-10-21T01:38:46Z,1350000,-76.0,143.0,1,left,MISS S. Gilgeous-Alexander 16' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,16.23,Missed,,,,,,,,,,,,,,,,
136,PT02M00.00S,2021-10-21T01:38:42.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,23,14,2021-10-21T01:38:46Z,1360000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,135.0,5.0,4.0,1.0,,,,,,,,
264,PT01M53.00S,2021-10-21T01:38:46.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.64323258869908,43.872549019607845,1610612762,23,14,2021-10-21T02:17:17Z,1365000,-31.0,7.0,1,right,MISS R. Gobert alley-oop DUNK,[203497],1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,,,3.15,Missed,,,,,,,,,,,,,,,,
265,PT01M51.00S,2021-10-21T01:38:48.8Z,1,REGULAR,rebound,offensive,[],203903,,,1610612762,23,14,2021-10-21T02:17:29Z,1367500,,,0,,J. Clarkson REBOUND (Off:1 Def:0),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,264.0,1.0,0.0,1.0,,,,,,,,
137,PT01M48.00S,2021-10-21T01:38:54.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201144,84.1819973718791,3.431372549019608,1610612762,23,14,2021-10-21T02:00:49Z,1370000,-233.0,96.0,1,right,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,25.19,Missed,,,,,,,,,,,,,,,,
138,PT01M45.00S,2021-10-21T01:38:57.6Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,23,14,2021-10-21T01:39:00Z,1380000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,
139,PT01M42.00S,2021-10-21T01:39:00.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629676,8.229303547963205,39.21568627450981,1610612760,23,16,2021-10-21T01:44:27Z,1390000,54.0,25.0,1,left,I. Roby running Layup (2 PTS) (A. Pokusevski 1 AST),"[1629676, 1630197]",1610612760.0,OKC,running,,,Roby,I. Roby,,,,,,,5.94,Made,2.0,A. Pokusevski,1630197.0,1.0,,,,,,,,,,,,
141,PT01M30.00S,2021-10-21T01:39:12.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.93495400788436,52.69607843137255,1610612762,25,16,2021-10-21T01:39:24Z,1410000,13.0,23.0,1,right,R. Gobert driving DUNK (9 PTS) (J. Ingles 1 AST),"[203497, 204060]",1610612762.0,UTA,driving,,,Gobert,R. Gobert,,,,,,,2.69,Made,9.0,J. Ingles,204060.0,1.0,,,,,,,,,,,,
143,PT01M03.00S,2021-10-21T01:39:38.7Z,1,REGULAR,3pt,Jump Shot,[],1628983,27.151773981603156,79.65686274509804,1610612760,25,16,2021-10-21T01:39:44Z,1430000,-148.0,203.0,1,left,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,25.12,Missed,,,,,,,,,,,,,,,,
144,PT00M59.70S,2021-10-21T01:39:42.0Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612760,25,16,2021-10-21T01:39:44Z,1440000,,,0,,A. Pokusevski REBOUND (Off:1 Def:0),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,
145,PT00M59.30S,2021-10-21T01:39:44.0Z,1,REGULAR,turnover,bad pass,[],1630197,,,1610612760,25,16,2021-10-21T01:39:48Z,1450000,,,0,,A. Pokusevski bad pass TURNOVER (2 TO),"[1630197, 201144]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,2.0,,,,,,,,,,,,,,,Conley,201144.0,,
146,PT00M59.30S,2021-10-21T01:39:44.0Z,1,REGULAR,steal,,[],201144,,,1610612762,25,16,2021-10-21T01:39:45Z,1460000,,,0,,M. Conley STEAL (2 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M55.20S,2021-10-21T01:39:48.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203497,92.72339027595268,51.225490196078425,1610612762,27,16,2021-10-21T01:39:55Z,1470000,6.0,16.0,1,right,R. Gobert Layup (11 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,1.7,Made,11.0,,,,,,,,,,,,,,,
149,PT00M37.30S,2021-10-21T01:40:09.7Z,1,REGULAR,3pt,Jump Shot,[],1630197,16.245072273324574,3.6764705882352944,1610612760,27,16,2021-10-21T01:40:15Z,1490000,232.0,100.0,1,left,MISS A. Pokusevski 25' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,25.23,Missed,,,,,,,,,,,,,,,,
150,PT00M36.10S,2021-10-21T01:40:10.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,27,16,2021-10-21T01:40:15Z,1500000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,149.0,,,,,,,,,,,
151,PT00M36.10S,2021-10-21T01:40:14.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,27,16,2021-10-21T01:40:14Z,1510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M36.10S,2021-10-21T01:40:16.9Z,1,REGULAR,substitution,out,[],1628983,,,1610612762,27,16,2021-10-21T01:40:19Z,1520000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M36.10S,2021-10-21T01:40:16.9Z,1,REGULAR,substitution,in,[],1630177,,,1610612762,27,16,2021-10-21T01:40:19Z,1530000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M23.70S,2021-10-21T01:40:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629672,91.67214191852825,44.6078431372549,1610612762,27,16,2021-10-21T01:40:47Z,1540000,-27.0,26.0,1,right,MISS E. Paschall driving Layup,[1629672],1610612762.0,UTA,driving,,,Paschall,E. Paschall,,,,,,,3.73,Missed,,,,,,,,,,,,,,,,
156,PT00M19.70S,2021-10-21T01:40:45.1Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,27,16,2021-10-21T01:40:47Z,1560000,,,0,,I. Roby REBOUND (Off:1 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,
157,PT00M19.20S,2021-10-21T01:40:48.5Z,1,REGULAR,foul,personal,[],201144,,,1610612760,27,16,2021-10-21T01:40:55Z,1570000,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1630177]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,2534.0,,,,,,,,,,,,1.0,0.0,Maledon,1630177.0,,,,
160,PT00M00.70S,2021-10-21T01:41:32.3Z,1,REGULAR,2pt,Jump Shot,[],1630544,23.653088042049937,81.39552696078431,1610612760,27,18,2021-10-21T01:45:13Z,1590000,-157.0,170.0,1,left,T. Mann 23' pullup Jump Shot (2 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,,,23.13,Made,2.0,,,,,,,,,,,,,,,
161,PT00M00.00S,2021-10-21T01:41:40.1Z,1,REGULAR,period,end,[],0,,,1610612762,27,18,2021-10-21T01:41:40Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-10-21T01:43:59.8Z,2,REGULAR,substitution,out,['startperiod'],1629676,,,1610612762,27,18,2021-10-21T01:44:14Z,1610000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-10-21T01:43:59.8Z,2,REGULAR,substitution,in,['startperiod'],1630526,,,1610612762,27,18,2021-10-21T01:44:14Z,1630000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-10-21T01:44:30.9Z,2,REGULAR,period,start,[],0,,,1610612760,27,18,2021-10-21T01:44:30Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M52.00S,2021-10-21T01:44:38.7Z,2,REGULAR,3pt,Jump Shot,[],1630544,24.392247043363994,85.29411764705883,1610612760,27,18,2021-10-21T01:44:54Z,1660000,-176.0,177.0,1,left,MISS T. Mann 24' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,24.98,Missed,,,,,,,,,,,,,,,,
168,PT11M45.00S,2021-10-21T01:44:45.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,27,18,2021-10-21T01:44:54Z,1670000,,,0,,R. Gobert REBOUND (Off:1 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,167.0,6.0,5.0,1.0,,,,,,,,
169,PT11M39.00S,2021-10-21T01:44:53.8Z,2,REGULAR,foul,personal,[],1630526,,,1610612762,27,18,2021-10-21T01:45:03Z,1680000,,,0,,J. Robinson-Earl personal FOUL (1 PF),"[1630526, 203497]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,2534.0,,,,,,,,,,,,1.0,0.0,Gobert,203497.0,,,,
171,PT11M30.00S,2021-10-21T01:45:20.5Z,2,REGULAR,3pt,Jump Shot,[],204060,68.54467805519053,34.80392156862745,1610612762,30,18,2021-10-21T01:45:25Z,1700000,-76.0,243.0,1,right,J. Ingles 25' 3PT  (3 PTS) (M. Conley 2 AST),"[204060, 201144]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,25.48,Made,3.0,M. Conley,201144.0,2.0,,,,,,,,,,,,
173,PT11M18.00S,2021-10-21T01:45:31.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,17.427726675427067,46.32352941176471,1610612760,30,18,2021-10-21T01:45:41Z,1720000,18.0,111.0,1,left,MISS T. Mann 11' pullup Shot,[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,,,11.28,Missed,,,,,,,,,,,,,,,,
174,PT11M15.00S,2021-10-21T01:45:34.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,30,18,2021-10-21T01:45:41Z,1730000,,,0,,R. Gobert REBOUND (Off:1 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,173.0,7.0,6.0,1.0,,,,,,,,
175,PT11M05.00S,2021-10-21T01:45:45.3Z,2,REGULAR,3pt,Jump Shot,[],204060,91.93495400788436,2.696078431372549,1610612762,33,18,2021-10-21T01:45:50Z,1740000,-237.0,23.0,1,right,J. Ingles 3PT  (6 PTS) (M. Conley 3 AST),"[204060, 201144]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,23.76,Made,6.0,M. Conley,201144.0,3.0,,,,,,,,,,,,
