actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-26T03:43:07.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-26T03:43:07Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-26T03:43:09.4Z,1,REGULAR,jumpball,recovered,[],203939,,,1610612742,0,0,2021-12-26T03:43:09Z,40000,,,0,,Jump Ball K. Porzingis vs. R. Gobert: Tip to D. Powell,"[203939, 204001, 203497]",1610612742.0,DAL,startperiod,D. Powell,203939.0,Powell,D. Powell,Porzingis,204001.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2021-12-26T03:43:24.0Z,1,REGULAR,2pt,Jump Shot,[],1628373,4.5499342969776615,15.931372549019606,1610612742,0,2,2021-12-26T03:43:37Z,70000,170.0,-10.0,1,left,F. Ntilikina 17' Jump Shot (2 PTS) (D. Powell 1 AST),"[1628373, 203939]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,17.06,Made,2.0,D. Powell,203939.0,1.0,,,,,,,,,,,,,,,
9,PT11M24.00S,2021-12-26T03:43:41.7Z,1,REGULAR,3pt,Jump Shot,[],201144,76.42904073587385,11.27450980392157,1610612762,0,2,2021-12-26T03:43:46Z,90000,-194.0,169.0,1,right,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2021-12-26T03:43:43.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,0,2,2021-12-26T03:43:46Z,100000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M08.00S,2021-12-26T03:43:58.6Z,1,REGULAR,2pt,Jump Shot,[],1628973,12.959921156373195,30.637254901960787,1610612742,0,4,2021-12-26T03:44:07Z,110000,97.0,69.0,1,left,J. Brunson 11' turnaround fadeaway Jump Shot (2 PTS),[1628973],1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,11.9,Made,2.0,,,,,,,,,,,,,,,,,,
12,PT10M55.00S,2021-12-26T03:44:10.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,92.06636005256242,63.970588235294116,1610612762,2,4,2021-12-26T03:44:16Z,120000,70.0,22.0,1,right,D. Mitchell 7' turnaround Jump Shot (2 PTS) (B. Bogdanovic 1 AST),"[1628378, 202711]",1610612762.0,UTA,turnaround,,,Mitchell,D. Mitchell,,,,,7.33,Made,2.0,B. Bogdanovic,202711.0,1.0,,,,,,,,,,,,,,,
14,PT10M48.00S,2021-12-26T03:44:18.5Z,1,REGULAR,3pt,Jump Shot,[],204001,33.85348226018397,69.36274509803921,1610612742,2,4,2021-12-26T03:44:30Z,140000,-97.0,266.0,1,left,MISS K. Porzingis 28' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,28.28,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M45.00S,2021-12-26T03:44:21.5Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,2,4,2021-12-26T03:44:30Z,150000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M45.00S,2021-12-26T03:44:30.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,2,4,2021-12-26T03:44:30Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
