actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
29,PT09M52.00S,2022-01-13T02:14:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,8.065045992115643,46.32352941176471,1610612762,0,2,2022-01-13T02:14:45Z,290000,18.0,23.0,1,left,MISS B. Bogdanovic driving Layup,[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,2.97,Missed,,,,,,,,,,,,,,,,,,
30,PT09M51.00S,2022-01-13T02:14:37.7Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,0,2,2022-01-13T02:14:45Z,300000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M45.00S,2022-01-13T02:14:43.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630596,94.66162943495401,54.65686274509804,1610612739,0,4,2022-01-13T02:16:20Z,310000,23.0,-2.0,1,right,E. Mobley cutting DUNK (2 PTS) (J. Allen 1 AST),"[1630596, 1628386]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,2.34,Made,,,,,,,,,,,,,2.0,J. Allen,1628386.0,1.0,,
33,PT09M24.00S,2022-01-13T02:15:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,9.379106438896187,38.725490196078425,1610612762,2,4,2022-01-13T02:15:10Z,330000,56.0,36.0,1,left,D. Mitchell 6' driving Layup (2 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,6.67,Made,,,,,,,,,,,,,2.0,,,,,
34,PT09M08.00S,2022-01-13T02:15:21.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,88.09132720105124,55.14705882352941,1610612739,2,6,2022-01-13T02:15:26Z,340000,26.0,59.0,1,right,E. Mobley 6' Hook (4 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,6.47,Made,,,,,,,,,,,,,4.0,,,,,
35,PT08M56.00S,2022-01-13T02:15:33.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202711,7.408015768725363,52.69607843137255,1610612762,2,6,2022-01-13T02:15:38Z,350000,-13.0,17.0,1,left,MISS B. Bogdanovic driving DUNK,[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,2.18,Missed,,,,,,,,,,,,,,,,,,
36,PT08M54.00S,2022-01-13T02:15:35.0Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,2,6,2022-01-13T02:15:38Z,360000,,,0,,D. Garland REBOUND (Off:0 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,35.0,3.0,3.0,0.0,,,,,,,,,,,,,,
37,PT08M51.00S,2022-01-13T02:15:40.8Z,1,REGULAR,foul,personal,[],1626220,,,1610612739,2,6,2022-01-13T02:15:59Z,370000,,,0,,R. O'Neale personal FOUL (1 PF),"[1626220, 1628386]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,1146.0,1.0,0.0,Allen,1628386.0,,,,,,,,,
39,PT08M36.00S,2022-01-13T02:16:12.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.00459921156373,52.94117647058824,1610612739,2,8,2022-01-13T02:16:18Z,390000,15.0,4.0,1,right,J. Allen driving DUNK (2 PTS),[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,1.52,Made,,,,,,,,,,,,,2.0,,,,,
40,PT08M32.00S,2022-01-13T02:16:20.8Z,1,REGULAR,foul,technical,['1freethrow'],204060,,,1610612762,2,8,2022-01-13T02:17:20Z,400000,,,0,,J. Ingles technical FOUL (1 Tech),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,1627963.0,0.0,1.0,,,,,,,,,,,
41,PT08M32.00S,2022-01-13T02:17:23.3Z,1,REGULAR,freethrow,1 of 1,[],1629636,,,1610612762,2,9,2022-01-13T02:17:23Z,410000,,,0,,D. Garland technical Free Throw 1 of 1 (1 PTS),[1629636],1610612739.0,CLE,technical,,,Garland,D. Garland,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
42,PT08M19.00S,2022-01-13T02:17:55.2Z,1,REGULAR,3pt,Jump Shot,[],202711,7.013797634691201,4.411764705882348,1610612762,2,9,2022-01-13T02:18:01Z,420000,228.0,13.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,
43,PT08M13.00S,2022-01-13T02:18:01.2Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,2,9,2022-01-13T02:18:01Z,430000,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M03.00S,2022-01-13T02:18:12.4Z,1,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,2,9,2022-01-13T02:18:20Z,440000,,,0,,J. Allen bad pass out-of-bounds TURNOVER (1 TO),[1628386],1610612739.0,CLE,bad pass,,,Allen,J. Allen,,,,,,,,,,,1627963.0,,,,,1.0,,,,,,,,
45,PT07M54.00S,2022-01-13T02:18:31.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,31.061103810775293,75.73529411764706,1610612762,5,9,2022-01-13T02:18:35Z,450000,-129.0,239.0,1,left,R. O'Neale 27' 3PT  (3 PTS) (M. Conley 1 AST),"[1626220, 201144]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,27.19,Made,,,,,,,,,,,,,3.0,M. Conley,201144.0,1.0,,
47,PT07M35.00S,2022-01-13T02:18:50.2Z,1,REGULAR,2pt,Jump Shot,[],1630596,92.0335085413929,21.813725490196077,1610612739,5,11,2022-01-13T02:18:55Z,470000,-141.0,22.0,1,right,E. Mobley 14' Jump Shot (6 PTS) (L. Markkanen 1 AST),"[1630596, 1628374]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,14.27,Made,,,,,,,,,,,,,6.0,L. Markkanen,1628374.0,1.0,,
49,PT07M17.00S,2022-01-13T02:19:08.1Z,1,REGULAR,2pt,Jump Shot,[],1628378,21.337056504599218,36.274509803921575,1610612762,5,11,2022-01-13T02:19:17Z,490000,69.0,148.0,1,left,MISS D. Mitchell 16' step back Shot,[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,16.32,Missed,,,,,,,,,,,,,,,,,,
50,PT07M13.00S,2022-01-13T02:19:12.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,5,11,2022-01-13T02:19:17Z,500000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT06M56.00S,2022-01-13T02:19:30.4Z,1,REGULAR,foul,personal,['2freethrow'],202711,,,1610612739,5,11,2022-01-13T02:19:39Z,510000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Garland 2 FT),"[202711, 1629636]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,1146.0,1.0,0.0,Garland,1629636.0,,,,,,,,,
53,PT06M56.00S,2022-01-13T02:19:42.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,5,11,2022-01-13T02:19:42Z,530000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M56.00S,2022-01-13T02:20:36.7Z,1,REGULAR,substitution,out,[],201144,,,1610612739,5,11,2022-01-13T02:22:43Z,540000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2022-01-13T02:20:36.7Z,1,REGULAR,substitution,out,[],204060,,,1610612739,5,11,2022-01-13T02:22:43Z,550000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M56.00S,2022-01-13T02:20:36.7Z,1,REGULAR,substitution,in,[],203903,,,1610612739,5,11,2022-01-13T02:22:43Z,560000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M56.00S,2022-01-13T02:20:36.7Z,1,REGULAR,substitution,in,[],1629672,,,1610612739,5,11,2022-01-13T02:22:43Z,570000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M56.00S,2022-01-13T02:22:58.8Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,5,12,2022-01-13T02:22:58Z,580000,,,0,,D. Garland Free Throw 1 of 2 (2 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
59,PT06M56.00S,2022-01-13T02:23:10.6Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,5,13,2022-01-13T02:23:10Z,590000,,,0,,D. Garland Free Throw 2 of 2 (3 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
60,PT06M47.00S,2022-01-13T02:23:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.408015768725363,53.18627450980392,1610612762,7,13,2022-01-13T02:23:31Z,600000,-16.0,17.0,1,left,D. Mitchell driving Layup (4 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,2.33,Made,,,,,,,,,,,,,4.0,,,,,
61,PT06M30.00S,2022-01-13T02:23:41.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,74.95072273324573,15.931372549019613,1610612739,7,13,2022-01-13T02:24:21Z,610000,-170.0,183.0,1,right,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,
62,PT06M27.00S,2022-01-13T02:23:44.9Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,7,13,2022-01-13T02:23:47Z,620000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT06M20.00S,2022-01-13T02:23:51.4Z,1,REGULAR,3pt,Jump Shot,[],203903,26.72470433639947,82.35294117647058,1610612762,7,13,2022-01-13T02:23:57Z,630000,-162.0,199.0,1,left,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,
64,PT06M17.00S,2022-01-13T02:23:54.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,7,13,2022-01-13T02:23:57Z,640000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT06M06.00S,2022-01-13T02:24:06.4Z,1,REGULAR,3pt,Jump Shot,[],1630205,74.03088042049934,84.55882352941177,1610612739,7,13,2022-01-13T02:24:11Z,650000,173.0,192.0,1,right,MISS L. Stevens 25' 3PT,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,
66,PT06M03.00S,2022-01-13T02:24:09.4Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612739,7,13,2022-01-13T02:24:13Z,660000,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,,,
67,PT05M56.00S,2022-01-13T02:24:16.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630205,86.38304862023654,58.82352941176471,1610612739,7,13,2022-01-13T02:25:24Z,670000,44.0,75.0,1,right,MISS L. Stevens 8' driving floating Shot,[1630205],1610612739.0,CLE,driving floating,,,Stevens,L. Stevens,,,,,8.74,Missed,,,,,,,,,,,,,,,,,,
68,PT05M53.00S,2022-01-13T02:24:19.4Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,7,13,2022-01-13T02:24:23Z,680000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,
69,PT05M41.00S,2022-01-13T02:24:31.5Z,1,REGULAR,3pt,Jump Shot,[],203903,29.09001314060447,25.980392156862735,1610612762,7,13,2022-01-13T02:24:36Z,690000,120.0,221.0,1,left,MISS J. Clarkson 25' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
70,PT05M39.00S,2022-01-13T02:24:33.5Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,7,13,2022-01-13T02:24:36Z,700000,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,
71,PT05M26.00S,2022-01-13T02:24:46.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,91.11366622864652,4.166666666666657,1610612739,7,16,2022-01-13T02:24:51Z,710000,-229.0,31.0,1,right,L. Markkanen 3PT  (5 PTS) (D. Garland 1 AST),"[1628374, 1629636]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,23.13,Made,,,,,,,,,,,,,5.0,D. Garland,1629636.0,1.0,,
73,PT05M11.00S,2022-01-13T02:25:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,8.853482260183966,43.627450980392155,1610612762,9,16,2022-01-13T02:25:05Z,730000,32.0,31.0,1,left,D. Mitchell driving Layup (6 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,4.43,Made,,,,,,,,,,,,,6.0,,,,,
74,PT04M52.00S,2022-01-13T02:25:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,94.26741130091985,55.14705882352941,1610612739,9,18,2022-01-13T02:25:38Z,740000,26.0,1.0,1,right,L. Stevens driving floating bank Jump Shot (2 PTS) (E. Mobley 1 AST),"[1630205, 1630596]",1610612739.0,CLE,driving floating bank,,,Stevens,L. Stevens,,,,,2.57,Made,,,,,,,,,,,,,2.0,E. Mobley,1630596.0,1.0,,
76,PT04M40.00S,2022-01-13T02:25:32.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,33.295006570302235,28.92156862745098,1610612762,9,18,2022-01-13T02:25:38Z,760000,105.0,260.0,1,left,MISS D. Mitchell 28' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,28.1,Missed,,,,,,,,,,,,,,,,,,
77,PT04M36.00S,2022-01-13T02:25:36.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,9,18,2022-01-13T02:25:38Z,770000,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,76.0,3.0,3.0,0.0,,,,,,,,,,,,,,
78,PT04M31.00S,2022-01-13T02:25:42.9Z,1,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612739,9,18,2022-01-13T02:25:54Z,780000,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Allen 2 FT),"[1626220, 1628386]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,,,,,,,200833.0,2.0,0.0,Allen,1628386.0,,,,,,,,,
80,PT04M31.00S,2022-01-13T02:26:13.2Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,9,19,2022-01-13T02:26:13Z,800000,,,0,,J. Allen Free Throw 1 of 2 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
81,PT04M31.00S,2022-01-13T02:26:13.8Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,9,19,2022-01-13T02:26:21Z,810000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M31.00S,2022-01-13T02:26:13.8Z,1,REGULAR,substitution,out,[],1630205,,,1610612739,9,19,2022-01-13T02:26:21Z,820000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M31.00S,2022-01-13T02:26:13.8Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,9,19,2022-01-13T02:26:21Z,830000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M31.00S,2022-01-13T02:26:13.8Z,1,REGULAR,substitution,in,[],201567,,,1610612739,9,19,2022-01-13T02:26:21Z,840000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M31.00S,2022-01-13T02:26:33.8Z,1,REGULAR,substitution,out,[],1626220,,,1610612739,9,19,2022-01-13T02:26:36Z,850000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M31.00S,2022-01-13T02:26:33.8Z,1,REGULAR,substitution,in,[],1627756,,,1610612739,9,19,2022-01-13T02:26:36Z,860000,,,0,,SUB in: D. Valentine,[1627756],1610612762.0,UTA,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M31.00S,2022-01-13T02:26:48.8Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,9,20,2022-01-13T02:26:48Z,870000,,,0,,J. Allen Free Throw 2 of 2 (4 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
88,PT04M15.00S,2022-01-13T02:27:08.6Z,1,REGULAR,turnover,bad pass,[],202711,,,1610612762,9,20,2022-01-13T02:27:13Z,880000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 1626224]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,1.0,Osman,1626224.0,,,,,,
89,PT04M15.00S,2022-01-13T02:27:08.6Z,1,REGULAR,steal,,[],1626224,,,1610612739,9,20,2022-01-13T02:27:11Z,890000,,,0,,C. Osman STEAL (1 STL),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M59.00S,2022-01-13T02:27:24.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,76.7904073587385,12.25490196078431,1610612739,9,20,2022-01-13T02:27:29Z,900000,-189.0,166.0,1,right,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,
