actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
94,PT02M53.00S,2022-02-26T02:26:14.4Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,25,25,2022-02-26T02:26:18Z,940000,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 1630235]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,1.0,Forrest,1630235.0,,,,,,,
95,PT02M53.00S,2022-02-26T02:26:14.4Z,1,REGULAR,steal,,[],1630235,,,1610612762,25,25,2022-02-26T02:26:16Z,950000,,,0,,T. Forrest STEAL (1 STL),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M53.00S,2022-02-26T02:26:16.9Z,1,REGULAR,foul,personal,[],1627827,,,1610612762,25,25,2022-02-26T02:26:22Z,960000,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1630235]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Forrest,1630235.0
98,PT02M53.00S,2022-02-26T02:26:23.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,25,25,2022-02-26T02:26:23Z,980000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,out,[],1630235,,,1610612762,25,25,2022-02-26T02:29:29Z,990000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,25,25,2022-02-26T02:29:29Z,1000000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,out,[],202711,,,1610612762,25,25,2022-02-26T02:29:29Z,1010000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,25,25,2022-02-26T02:29:29Z,1020000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,out,[],1627827,,,1610612762,25,25,2022-02-26T02:29:29Z,1030000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,out,[],1628973,,,1610612762,25,25,2022-02-26T02:29:29Z,1040000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,in,[],1629672,,,1610612762,25,25,2022-02-26T02:29:29Z,1050000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,in,[],203903,,,1610612762,25,25,2022-02-26T02:29:29Z,1060000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,in,[],1627863,,,1610612762,25,25,2022-02-26T02:29:29Z,1070000,,,0,,SUB in: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,in,[],201144,,,1610612762,25,25,2022-02-26T02:29:29Z,1080000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,in,[],202722,,,1610612762,25,25,2022-02-26T02:29:29Z,1090000,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,in,[],1630182,,,1610612762,25,25,2022-02-26T02:29:29Z,1100000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,out,[],202355,,,1610612762,25,25,2022-02-26T02:29:37Z,1110000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M53.00S,2022-02-26T02:28:44.2Z,1,REGULAR,substitution,in,[],203497,,,1610612762,25,25,2022-02-26T02:29:37Z,1120000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M34.00S,2022-02-26T02:29:49.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203903,67.62483574244416,65.44117647058823,1610612762,25,25,2022-02-26T02:30:42Z,1130000,77.0,252.0,1,right,MISS J. Clarkson 26' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
114,PT02M30.00S,2022-02-26T02:29:53.6Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,25,25,2022-02-26T02:29:55Z,1140000,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,113.0,2.0,1.0,1.0,,,,,,,,,,
115,PT02M29.00S,2022-02-26T02:29:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203497,92.19776609724047,50.245098039215684,1610612762,27,25,2022-02-26T02:29:59Z,1150000,1.0,21.0,1,right,R. Gobert putback Layup (4 PTS),[203497],1610612762.0,UTA,putback,,,Gobert,R. Gobert,,,,,2.08,Made,4.0,,,,,,,,,,,,,,,,,
116,PT02M14.00S,2022-02-26T02:30:08.3Z,1,REGULAR,3pt,Jump Shot,[],1628467,25.969119579500656,82.35294117647058,1610612742,27,25,2022-02-26T02:30:13Z,1160000,-162.0,192.0,1,left,MISS M. Kleber 25' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,
117,PT02M12.00S,2022-02-26T02:30:10.3Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,27,25,2022-02-26T02:30:13Z,1170000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,
118,PT02M07.00S,2022-02-26T02:30:19.8Z,1,REGULAR,foul,personal,[],1629029,,,1610612762,27,25,2022-02-26T02:30:23Z,1180000,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1627863]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,House Jr.,1627863.0
120,PT01M58.00S,2022-02-26T02:30:44.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.14651773981603,44.85294117647059,1610612762,29,25,2022-02-26T02:30:49Z,1200000,-26.0,31.0,1,right,R. Gobert alley-oop DUNK (6 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,4.0,Made,6.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,
122,PT01M44.00S,2022-02-26T02:31:00.4Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,29,25,2022-02-26T02:31:08Z,1220000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (2 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,,,,,2.0,,,,,1627961.0,,,,
123,PT01M31.00S,2022-02-26T02:31:22.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203903,69.20170827858082,29.901960784313726,1610612762,29,25,2022-02-26T02:31:28Z,1230000,-100.0,237.0,1,right,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,
124,PT01M27.00S,2022-02-26T02:31:26.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,29,25,2022-02-26T02:31:28Z,1240000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,
125,PT01M11.00S,2022-02-26T02:31:41.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,27.677398160315374,83.08823529411765,1610612742,29,28,2022-02-26T02:31:47Z,1250000,-165.0,208.0,1,left,L. Doncic 26' 3PT step back (7 PTS) (M. Kleber 2 AST),"[1629029, 1628467]",1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.55,Made,7.0,M. Kleber,1628467.0,2.0,,,,,,,,,,,,,,
127,PT01M02.00S,2022-02-26T02:31:49.9Z,1,REGULAR,3pt,Jump Shot,[],1627863,71.56701708278581,79.65686274509804,1610612762,29,28,2022-02-26T02:31:54Z,1270000,148.0,215.0,1,right,MISS D. House Jr. 26' 3PT,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,
128,PT00M59.50S,2022-02-26T02:31:52.4Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,29,28,2022-02-26T02:31:54Z,1280000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,
129,PT00M53.30S,2022-02-26T02:31:59.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.14520367936925,61.274509803921575,1610612742,29,28,2022-02-26T02:32:04Z,1290000,-56.0,250.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,
130,PT00M51.40S,2022-02-26T02:32:01.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,29,28,2022-02-26T02:32:04Z,1300000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,129.0,3.0,2.0,1.0,,,,,,,,,,
131,PT00M42.10S,2022-02-26T02:32:13.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203915,,,1610612762,29,28,2022-02-26T02:32:18Z,1310000,,,0,,S. Dinwiddie personal FOUL (1 PF) (Gobert 2 FT),"[203915, 203497]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Gobert,203497.0
133,PT00M42.10S,2022-02-26T02:32:42.8Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,30,28,2022-02-26T02:32:42Z,1330000,,,0,,R. Gobert Free Throw 1 of 2 (7 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
134,PT00M42.10S,2022-02-26T02:33:01.6Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,31,28,2022-02-26T02:33:01Z,1340000,,,0,,R. Gobert Free Throw 2 of 2 (8 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
135,PT00M34.80S,2022-02-26T02:33:12.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202722,28.86005256241787,13.480392156862745,1610612742,31,31,2022-02-26T02:33:22Z,1350000,183.0,219.0,1,left,D. Bertans 28' 3PT  (3 PTS) (M. Kleber 3 AST),"[202722, 1628467]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,28.5,Made,3.0,M. Kleber,1628467.0,3.0,,,,,,,,,,,,,,
137,PT00M15.50S,2022-02-26T02:33:36.4Z,1,REGULAR,3pt,Jump Shot,[],201144,70.12155059132719,78.43137254901961,1610612762,31,31,2022-02-26T02:33:42Z,1370000,142.0,228.0,1,right,MISS M. Conley 26' step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
138,PT00M11.00S,2022-02-26T02:33:40.8Z,1,REGULAR,rebound,offensive,[],201144,,,1610612762,31,31,2022-02-26T02:33:40Z,1380000,,,0,,M. Conley REBOUND (Off:1 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,137.0,2.0,1.0,1.0,,,,,,,,,,
139,PT00M09.60S,2022-02-26T02:33:44.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612762,31,31,2022-02-26T02:33:48Z,1390000,,,0,,J. Green shooting personal FOUL (1 PF) (Gobert 2 FT),"[1630182, 203497]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Gobert,203497.0
141,PT00M09.60S,2022-02-26T02:34:10.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612762,31,31,2022-02-26T02:34:10Z,1410000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT00M09.60S,2022-02-26T02:34:10.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,31,31,2022-02-26T02:34:10Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,
143,PT00M09.60S,2022-02-26T02:34:10.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612762,31,31,2022-02-26T02:34:33Z,1430000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
144,PT00M08.30S,2022-02-26T02:34:11.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,31,31,2022-02-26T02:34:33Z,1440000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,,,
145,PT00M00.80S,2022-02-26T02:34:39.5Z,1,REGULAR,3pt,Jump Shot,[],202722,30.831143232588698,66.91176470588235,1610612742,31,34,2022-02-26T02:34:44Z,1450000,-85.0,237.0,1,left,D. Bertans 25' 3PT  (6 PTS) (L. Doncic 6 AST),"[202722, 1629029]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,25.19,Made,6.0,L. Doncic,1629029.0,6.0,,,,,,,,,,,,,,
148,PT00M00.00S,2022-02-26T02:34:42.4Z,1,REGULAR,instantreplay,request,[],0,,,1610612762,31,34,2022-02-26T02:35:52Z,1465000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,101284.0,,,,
147,PT00M00.00S,2022-02-26T02:34:45.3Z,1,REGULAR,period,end,[],0,,,1610612762,31,34,2022-02-26T02:34:45Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-02-26T02:36:47.8Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612762,31,34,2022-02-26T02:37:28Z,1480000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-02-26T02:36:47.8Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612762,31,34,2022-02-26T02:37:28Z,1490000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-02-26T02:37:38.1Z,2,REGULAR,period,start,[],0,,,1610612742,31,34,2022-02-26T02:37:38Z,1500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M45.00S,2022-02-26T02:37:52.5Z,2,REGULAR,3pt,Jump Shot,[],1628467,28.86005256241787,75.0,1610612742,31,34,2022-02-26T02:37:58Z,1510000,-125.0,219.0,1,left,MISS M. Kleber 25' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,
153,PT11M42.00S,2022-02-26T02:37:55.5Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,31,34,2022-02-26T02:37:58Z,1520000,,,0,,M. Conley REBOUND (Off:1 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,152.0,3.0,2.0,1.0,,,,,,,,,,
154,PT11M30.00S,2022-02-26T02:38:11.8Z,2,REGULAR,turnover,lost ball,[],203903,,,1610612762,31,34,2022-02-26T02:38:26Z,1530000,,,0,,J. Clarkson lost ball TURNOVER (1 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,1.0,,,,,,,,,
155,PT11M30.00S,2022-02-26T02:38:15.6Z,2,REGULAR,foul,personal,[],203903,,,1610612742,31,34,2022-02-26T02:38:20Z,1540000,,,0,,J. Clarkson loose ball personal FOUL (1 PF),"[203903, 1628973]",1610612762.0,UTA,loose ball,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Brunson,1628973.0
157,PT11M06.00S,2022-02-26T02:38:54.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203915,12.697109067017081,50.245098039215684,1610612742,31,36,2022-02-26T02:38:59Z,1560000,-1.0,67.0,1,left,S. Dinwiddie 6' turnaround Hook (2 PTS),[203915],1610612742.0,DAL,turnaround,,,Dinwiddie,S. Dinwiddie,,,,,6.69,Made,2.0,,,,,,,,,,,,,,,,,
158,PT10M40.00S,2022-02-26T02:39:19.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,86.15308804204993,50.0,1610612762,33,36,2022-02-26T02:39:28Z,1570000,0.0,78.0,1,right,J. Clarkson 7' fadeaway Jump Shot (2 PTS),[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,7.77,Made,2.0,,,,,,,,,,,,,,,,,
159,PT10M28.00S,2022-02-26T02:39:32.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,11.514454664914586,50.0,1610612742,33,36,2022-02-26T02:39:37Z,1580000,0.0,56.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,5.57,Missed,,,,,,,,,,,,,,,,,,
160,PT10M27.00S,2022-02-26T02:39:33.2Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,33,36,2022-02-26T02:39:37Z,1590000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,159.0,4.0,3.0,1.0,,,,,,,,,,
161,PT10M13.00S,2022-02-26T02:39:47.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,93.38042049934296,45.83333333333333,1610612762,33,36,2022-02-26T02:39:51Z,1600000,-21.0,10.0,1,right,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,2.3,Missed,,,,,,,,,,,,,,,,,,
163,PT10M11.00S,2022-02-26T02:39:49.2Z,2,REGULAR,rebound,defensive,[],202722,,,1610612742,33,36,2022-02-26T02:40:33Z,1620000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,
164,PT10M08.00S,2022-02-26T02:39:52.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202722,24.917871222076215,11.029411764705882,1610612742,33,36,2022-02-26T02:39:59Z,1630000,195.0,182.0,1,left,MISS D. Bertans 26' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,26.65,Missed,,,,,,,,,,,,,,,,,,
165,PT10M05.00S,2022-02-26T02:39:55.1Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,33,36,2022-02-26T02:39:59Z,1640000,,,0,,M. Conley REBOUND (Off:1 Def:3),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,164.0,4.0,3.0,1.0,,,,,,,,,,
166,PT09M59.00S,2022-02-26T02:40:03.7Z,2,REGULAR,foul,personal,[],203915,,,1610612762,33,36,2022-02-26T02:40:17Z,1650000,,,0,,S. Dinwiddie personal FOUL (2 PF),"[203915, 203497]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,1199.0,2.0,0.0,Gobert,203497.0
168,PT09M59.00S,2022-02-26T02:40:13.1Z,2,REGULAR,substitution,out,[],201144,,,1610612762,33,36,2022-02-26T02:40:20Z,1670000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M59.00S,2022-02-26T02:40:13.1Z,2,REGULAR,substitution,out,[],1630182,,,1610612762,33,36,2022-02-26T02:40:20Z,1680000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M59.00S,2022-02-26T02:40:13.1Z,2,REGULAR,substitution,out,[],1628467,,,1610612762,33,36,2022-02-26T02:40:20Z,1690000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M59.00S,2022-02-26T02:40:13.1Z,2,REGULAR,substitution,in,[],1630235,,,1610612762,33,36,2022-02-26T02:40:20Z,1700000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M59.00S,2022-02-26T02:40:13.1Z,2,REGULAR,substitution,in,[],203493,,,1610612762,33,36,2022-02-26T02:40:20Z,1710000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M59.00S,2022-02-26T02:40:13.1Z,2,REGULAR,substitution,in,[],203939,,,1610612762,33,36,2022-02-26T02:40:20Z,1720000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M47.00S,2022-02-26T02:40:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.59198423127464,54.90196078431373,1610612762,33,36,2022-02-26T02:40:45Z,1730000,25.0,17.0,1,right,MISS J. Clarkson Layup - blocked,"[203903, 202722]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,2.99,Missed,,,,,,,,,,,,Bertans,202722.0,,,,,
175,PT09M47.00S,2022-02-26T02:40:41.7Z,2,REGULAR,block,,[],202722,,,1610612762,33,36,2022-02-26T02:40:43Z,1740000,,,0,,D. Bertans BLOCK (1 BLK),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M44.00S,2022-02-26T02:40:44.7Z,2,REGULAR,rebound,defensive,[],202722,,,1610612742,33,36,2022-02-26T02:40:45Z,1750000,,,0,,D. Bertans REBOUND (Off:0 Def:2),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,174.0,2.0,2.0,0.0,,,,,,,,,,
177,PT09M37.00S,2022-02-26T02:40:54.1Z,2,REGULAR,foul,personal,[],1630235,,,1610612742,33,36,2022-02-26T02:40:58Z,1760000,,,0,,T. Forrest personal FOUL (2 PF),"[1630235, 203939]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Powell,203939.0
179,PT09M35.00S,2022-02-26T02:41:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202722,9.411957950065702,47.794117647058826,1610612742,33,38,2022-02-26T02:41:17Z,1780000,11.0,36.0,1,left,D. Bertans alley-oop Layup (8 PTS) (R. Bullock 2 AST),"[202722, 203493]",1610612742.0,DAL,alley-oop,,,Bertans,D. Bertans,,,,,3.76,Made,8.0,R. Bullock,203493.0,2.0,,,,,,,,,,,,,,
181,PT09M20.00S,2022-02-26T02:41:28.8Z,2,REGULAR,turnover,out-of-bounds,[],1630235,,,1610612762,33,38,2022-02-26T02:41:37Z,1800000,,,0,,T. Forrest bad pass out-of-bounds TURNOVER (1 TO),[1630235],1610612762.0,UTA,bad pass,,,Forrest,T. Forrest,,,,,,,,,,,,,,,1.0,,,,,1199.0,,,,
182,PT09M01.00S,2022-02-26T02:41:52.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,13.87976346911958,63.23529411764706,1610612742,33,38,2022-02-26T02:41:59Z,1810000,-66.0,78.0,1,left,MISS J. Brunson 10' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,10.23,Missed,,,,,,,,,,,,,,,,,,
183,PT09M00.00S,2022-02-26T02:41:53.3Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,33,38,2022-02-26T02:41:59Z,1820000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,182.0,5.0,4.0,1.0,,,,,,,,,,
184,PT08M44.00S,2022-02-26T02:42:08.4Z,2,REGULAR,turnover,bad pass,[],1630235,,,1610612762,33,38,2022-02-26T02:42:12Z,1830000,,,0,,T. Forrest bad pass TURNOVER (2 TO),"[1630235, 202722]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,2.0,Bertans,202722.0,,,,,,,
