actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-02-10T03:10:25.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-10T03:10:25Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-10T03:10:27.1Z,1,REGULAR,jumpball,recovered,[],202711,,,1610612762,0,0,2022-02-10T03:10:27Z,40000,,,0,,Jump Ball U. Azubuike vs. K. Looney: Tip to B. Bogdanovic,"[202711, 1628962, 1626172]",1610612762.0,UTA,startperiod,B. Bogdanovic,202711.0,Bogdanovic,B. Bogdanovic,Azubuike,1628962.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-02-10T03:10:38.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,92.19776609724047,52.94117647058824,1610612762,0,0,2022-02-10T03:10:44Z,70000,15.0,21.0,1,right,MISS R. O'Neale cutting Layup,[1626220],1610612762.0,UTA,cutting,,,O'Neale,R. O'Neale,,,,,2.55,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-02-10T03:10:40.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,0,2022-02-10T03:10:44Z,80000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M24.00S,2022-02-10T03:10:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,5.469776609724048,54.90196078431373,1610612744,0,2,2022-02-10T03:11:45Z,90000,-25.0,-1.0,1,left,K. Looney reverse Layup (2 PTS),[1626172],1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,2.45,Made,,,,,2.0,,,,,,,,,,,,,,
10,PT11M10.00S,2022-02-10T03:11:14.3Z,1,REGULAR,3pt,Jump Shot,[],201144,91.40932982917214,3.6764705882352944,1610612762,0,2,2022-02-10T03:11:19Z,100000,-232.0,28.0,1,right,MISS M. Conley 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,23.33,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M08.00S,2022-02-10T03:11:16.3Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,0,2,2022-02-10T03:11:21Z,110000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
12,PT10M55.00S,2022-02-10T03:11:30.2Z,1,REGULAR,3pt,Jump Shot,[],203490,9.017739816031538,95.09803921568627,1610612744,0,5,2022-02-10T03:11:36Z,120000,-225.0,32.0,1,left,O. Porter Jr. 3PT  (3 PTS) (A. Wiggins 1 AST),"[203490, 203952]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,22.78,Made,,,,,3.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,
14,PT10M30.00S,2022-02-10T03:11:53.5Z,1,REGULAR,3pt,Jump Shot,[],201144,90.22667542706965,95.34313725490196,1610612762,0,5,2022-02-10T03:11:58Z,140000,227.0,39.0,1,right,MISS M. Conley 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M27.00S,2022-02-10T03:11:56.5Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,0,5,2022-02-10T03:11:58Z,150000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
