actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
91,PT04M19.00S,2022-01-27T03:25:54.4Z,1,REGULAR,freethrow,1 of 1,[],1626220,,,1610612762,12,24,2022-01-27T03:25:54Z,900000,,,0,,R. O'Neale Free Throw 1 of 1 (5 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
92,PT04M09.00S,2022-01-27T03:26:09.1Z,1,REGULAR,3pt,Jump Shot,[],1626164,79.188567674113,8.088235294117647,1610612756,12,24,2022-01-27T03:26:17Z,910000,-210.0,143.0,1,right,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
93,PT04M07.00S,2022-01-27T03:26:11.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,12,24,2022-01-27T03:26:17Z,920000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,
94,PT04M07.00S,2022-01-27T03:26:13.5Z,1,REGULAR,foul,personal,[],1629672,,,1610612756,12,24,2022-01-27T03:26:55Z,930000,,,0,,E. Paschall loose ball personal FOUL (1 PF),"[1629672, 1630188]",1610612762.0,UTA,loose ball,,,Paschall,E. Paschall,,,,,,,,,,,,,,,2715.0,,1.0,0.0,Smith,1630188.0,,,,,
96,PT04M07.00S,2022-01-27T03:26:27.0Z,1,REGULAR,substitution,out,[],1626220,,,1610612756,12,24,2022-01-27T03:26:29Z,950000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M07.00S,2022-01-27T03:26:27.0Z,1,REGULAR,substitution,in,[],1627863,,,1610612756,12,24,2022-01-27T03:26:29Z,960000,,,0,,SUB in: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M56.00S,2022-01-27T03:26:54.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,84.44480946123521,26.715686274509803,1610612756,12,26,2022-01-27T03:27:01Z,970000,-116.0,94.0,1,right,D. Booker 14' pullup bank Jump Shot (13 PTS),[1626164],1610612756.0,PHX,pullup bank,,,Booker,D. Booker,,,,,14.94,Made,13.0,,,,,,,,,,,,,,,,,,
99,PT03M56.00S,2022-01-27T03:26:59.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203903,,,1610612756,12,26,2022-01-27T03:27:03Z,980000,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Booker 1 FT),"[203903, 1626164]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,1626301.0,,1.0,0.0,Booker,1626164.0,,,,,
101,PT03M56.00S,2022-01-27T03:27:17.9Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,12,27,2022-01-27T03:27:17Z,1000000,,,0,,D. Booker Free Throw 1 of 1 (14 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
102,PT03M42.00S,2022-01-27T03:27:33.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629672,7.835085413929041,50.73529411764706,1610612762,14,27,2022-01-27T03:27:41Z,1010000,-4.0,21.0,1,left,E. Paschall driving DUNK (4 PTS) (J. Clarkson 1 AST),"[1629672, 203903]",1610612762.0,UTA,driving,,,Paschall,E. Paschall,,,,,2.14,Made,4.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,,,
103,PT03M32.00S,2022-01-27T03:27:42.9Z,1,REGULAR,3pt,Jump Shot,[],1630688,88.25558475689881,95.83333333333334,1610612756,14,30,2022-01-27T03:27:48Z,1020000,229.0,58.0,1,right,I. Wainright 3PT  (3 PTS) (D. Booker 3 AST),"[1630688, 1626164]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,23.64,Made,3.0,D. Booker,1626164.0,3.0,,,,,,,,,,,,,,,
105,PT03M20.00S,2022-01-27T03:27:55.9Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612762,14,30,2022-01-27T03:28:01Z,1040000,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 1630188]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,1.0,,,,,,,Smith,1630188.0,
106,PT03M20.00S,2022-01-27T03:27:55.9Z,1,REGULAR,steal,,[],1630188,,,1610612756,14,30,2022-01-27T03:27:58Z,1050000,,,0,,J. Smith STEAL (1 STL),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M20.00S,2022-01-27T03:27:58.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203903,,,1610612756,14,30,2022-01-27T03:28:06Z,1060000,,,0,,J. Clarkson take personal FOUL (2 PF) (Smith 2 FT),"[203903, 1630188]",1610612762.0,UTA,take,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,2715.0,,2.0,0.0,Smith,1630188.0,,,,,
109,PT03M20.00S,2022-01-27T03:28:35.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630188,,,1610612756,14,30,2022-01-27T03:28:35Z,1080000,,,0,,MISS J. Smith Free Throw 1 of 2,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M20.00S,2022-01-27T03:28:35.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,14,30,2022-01-27T03:28:35Z,1090000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,
111,PT03M20.00S,2022-01-27T03:28:36.3Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,14,30,2022-01-27T03:28:38Z,1100000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M20.00S,2022-01-27T03:28:36.3Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,14,30,2022-01-27T03:28:38Z,1110000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M20.00S,2022-01-27T03:28:35.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630188,,,1610612756,14,30,2022-01-27T03:28:54Z,1120000,,,0,,MISS J. Smith Free Throw 2 of 2,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,Missed,,,,,,,,,,,,,,,,,,,
114,PT03M19.00S,2022-01-27T03:28:36.4Z,1,REGULAR,rebound,defensive,[],1629672,,,1610612762,14,30,2022-01-27T03:28:54Z,1130000,,,0,,E. Paschall REBOUND (Off:0 Def:1),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,
115,PT03M06.00S,2022-01-27T03:29:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630235,5.995400788436268,55.392156862745104,1610612762,14,30,2022-01-27T03:29:10Z,1140000,-27.0,4.0,1,left,MISS T. Forrest driving Layup - blocked,"[1630235, 1630188]",1610612762.0,UTA,driving,,,Forrest,T. Forrest,,,,,2.73,Missed,,,,,,,,,,,,,,,Smith,1630188.0,,,
116,PT03M06.00S,2022-01-27T03:29:06.0Z,1,REGULAR,block,,[],1630188,,,1610612762,14,30,2022-01-27T03:29:08Z,1150000,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M03.00S,2022-01-27T03:29:09.0Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,14,30,2022-01-27T03:29:10Z,1160000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,
118,PT03M00.00S,2022-01-27T03:29:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203901,88.78120893561103,49.26470588235294,1610612756,14,30,2022-01-27T03:29:18Z,1170000,-4.0,53.0,1,right,MISS E. Payton Layup - blocked,"[203901, 200752]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,5.31,Missed,,,,,,,,,,,,,,,Gay,200752.0,,,
119,PT03M00.00S,2022-01-27T03:29:11.5Z,1,REGULAR,block,,[],200752,,,1610612756,14,30,2022-01-27T03:29:45Z,1180000,,,0,,R. Gay BLOCK (1 BLK),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M55.00S,2022-01-27T03:29:16.5Z,1,REGULAR,rebound,defensive,[],1629672,,,1610612762,14,30,2022-01-27T03:29:18Z,1190000,,,0,,E. Paschall REBOUND (Off:0 Def:2),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,,,,
121,PT02M55.00S,2022-01-27T03:29:17.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629672,5.732588699080158,46.568627450980394,1610612762,14,30,2022-01-27T03:29:56Z,1200000,17.0,1.0,1,left,MISS E. Paschall alley-oop Layup,[1629672],1610612762.0,UTA,alley-oop,,,Paschall,E. Paschall,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,,
122,PT02M54.00S,2022-01-27T03:29:18.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,14,30,2022-01-27T03:29:23Z,1210000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,,,
123,PT02M54.00S,2022-01-27T03:29:25.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,14,30,2022-01-27T03:29:25Z,1220000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M54.00S,2022-01-27T03:32:40.7Z,1,REGULAR,substitution,out,[],1630235,,,1610612762,14,30,2022-01-27T03:32:43Z,1230000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M54.00S,2022-01-27T03:32:40.7Z,1,REGULAR,substitution,in,[],201144,,,1610612762,14,30,2022-01-27T03:32:43Z,1240000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M44.00S,2022-01-27T03:33:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629672,6.915243101182654,53.92156862745098,1610612762,14,30,2022-01-27T03:33:07Z,1250000,-20.0,13.0,1,left,MISS E. Paschall driving Layup - blocked,"[1629672, 1630188]",1610612762.0,UTA,driving,,,Paschall,E. Paschall,,,,,2.32,Missed,,,,,,,,,,,,,,,Smith,1630188.0,,,
128,PT02M44.00S,2022-01-27T03:33:03.2Z,1,REGULAR,block,,[],1630188,,,1610612762,14,30,2022-01-27T03:33:05Z,1260000,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M42.00S,2022-01-27T03:33:05.2Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,14,30,2022-01-27T03:33:07Z,1270000,,,0,,D. Booker REBOUND (Off:1 Def:5),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,127.0,6.0,5.0,1.0,,,,,,,,,,,
130,PT02M40.00S,2022-01-27T03:33:08.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1626164,87.46714848883047,46.568627450980394,1610612756,14,32,2022-01-27T03:33:28Z,1280000,-17.0,65.0,1,right,D. Booker 6' running Jump Shot (16 PTS),[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,6.75,Made,16.0,,,,,,,,,,,,,,,,,,
131,PT02M19.00S,2022-01-27T03:33:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,7.30946123521682,55.88235294117647,1610612762,14,32,2022-01-27T03:33:34Z,1290000,-29.0,16.0,1,left,MISS J. Clarkson floating Shot - blocked,"[203903, 203901]",1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,3.36,Missed,,,,,,,,,,,,,,,Payton,203901.0,,,
132,PT02M19.00S,2022-01-27T03:33:28.1Z,1,REGULAR,block,,[],203901,,,1610612762,14,32,2022-01-27T03:33:30Z,1300000,,,0,,E. Payton BLOCK (1 BLK),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M18.00S,2022-01-27T03:33:29.1Z,1,REGULAR,rebound,offensive,[],203903,,,1610612762,14,32,2022-01-27T03:33:34Z,1310000,,,0,,J. Clarkson REBOUND (Off:1 Def:0),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,131.0,1.0,0.0,1.0,,,,,,,,,,,
134,PT02M18.00S,2022-01-27T03:33:32.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203903,10.068988173455978,51.9607843137255,1610612762,14,32,2022-01-27T03:33:39Z,1320000,-10.0,42.0,1,left,MISS J. Clarkson floating Shot,[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,4.32,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M18.00S,2022-01-27T03:33:32.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,14,32,2022-01-27T03:33:39Z,1330000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,
136,PT02M18.00S,2022-01-27T03:33:41.4Z,1,REGULAR,substitution,out,[],1629672,,,1610612762,14,32,2022-01-27T03:33:45Z,1340000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M18.00S,2022-01-27T03:33:41.4Z,1,REGULAR,substitution,in,[],202355,,,1610612762,14,32,2022-01-27T03:33:45Z,1350000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M09.00S,2022-01-27T03:34:07.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627863,6.258212877792378,96.56862745098039,1610612762,14,32,2022-01-27T03:34:15Z,1360000,-233.0,6.0,1,left,MISS D. House Jr. 3PT,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
139,PT02M06.00S,2022-01-27T03:34:10.0Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,14,32,2022-01-27T03:34:15Z,1370000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,138.0,3.0,2.0,1.0,,,,,,,,,,,
140,PT02M06.00S,2022-01-27T03:34:12.4Z,1,REGULAR,turnover,traveling,[],202355,,,1610612762,14,32,2022-01-27T03:34:21Z,1380000,,,0,,H. Whiteside traveling TURNOVER (1 TO),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,2715.0,1.0,,,,,,,,,
141,PT01M52.00S,2022-01-27T03:34:44.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200752,,,1610612756,14,32,2022-01-27T03:35:02Z,1390000,,,0,,R. Gay shooting personal FOUL (1 PF) (Booker 2 FT),"[200752, 1626164]",1610612762.0,UTA,shooting,,,Gay,R. Gay,,,,,,,,,,,,,,,1626301.0,,1.0,0.0,Booker,1626164.0,,,,,
143,PT01M52.00S,2022-01-27T03:35:09.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626164,,,1610612756,14,33,2022-01-27T03:35:25Z,1410000,,,0,,D. Booker Free Throw 1 of 2 (17 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
144,PT01M52.00S,2022-01-27T03:35:09.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626164,,,1610612756,14,33,2022-01-27T03:35:25Z,1420000,,,0,,MISS D. Booker Free Throw 2 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
145,PT01M51.00S,2022-01-27T03:35:10.1Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,14,33,2022-01-27T03:35:25Z,1430000,,,0,,H. Whiteside REBOUND (Off:1 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,144.0,4.0,3.0,1.0,,,,,,,,,,,
146,PT01M36.00S,2022-01-27T03:35:40.6Z,1,REGULAR,foul,personal,[],1626164,,,1610612762,14,33,2022-01-27T03:36:05Z,1440000,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 202355]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,2715.0,,1.0,0.0,Whiteside,202355.0,,,,,
148,PT01M30.00S,2022-01-27T03:36:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202355,6.258212877792378,45.09803921568628,1610612762,16,33,2022-01-27T03:36:19Z,1460000,25.0,6.0,1,left,H. Whiteside cutting Layup (2 PTS) (M. Conley 3 AST),"[202355, 201144]",1610612762.0,UTA,cutting,,,Whiteside,H. Whiteside,,,,,2.53,Made,2.0,M. Conley,201144.0,3.0,,,,,,,,,,,,,,,
150,PT01M30.00S,2022-01-27T03:36:14.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626164,,,1610612762,16,33,2022-01-27T03:36:27Z,1480000,,,0,,D. Booker shooting personal FOUL (2 PF) (Whiteside 1 FT),"[1626164, 202355]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,1627962.0,,2.0,0.0,Whiteside,202355.0,,,,,
156,PT01M30.00S,2022-01-27T03:36:36.0Z,1,REGULAR,violation,lane,[],1626164,,,1610612762,16,33,2022-01-27T03:38:18Z,1495000,,,0,,D. Booker lane VIOLATION,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M30.00S,2022-01-27T03:36:36.0Z,1,REGULAR,freethrow,1 of 1,[],202355,,,1610612762,16,33,2022-01-27T03:36:36Z,1500000,,,0,,MISS H. Whiteside Free Throw 1 of 1,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Missed,,,,,,,,,,,,,,,,,,,
153,PT01M30.00S,2022-01-27T03:36:36.0Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612756,16,33,2022-01-27T03:37:05Z,1510000,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,
154,PT01M12.00S,2022-01-27T03:37:20.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630188,92.46057818659659,39.705882352941174,1610612756,16,35,2022-01-27T03:37:26Z,1520000,-51.0,18.0,1,right,J. Smith Hook (2 PTS) (D. Booker 4 AST),"[1630188, 1626164]",1610612756.0,PHX,,,,Smith,J. Smith,,,,,5.47,Made,2.0,D. Booker,1626164.0,4.0,,,,,,,,,,,,,,,
157,PT00M57.80S,2022-01-27T03:37:43.4Z,1,REGULAR,2pt,Layup,[],202355,15.505913272010513,33.13419117647059,1610612762,18,35,2022-01-27T03:37:48Z,1540000,84.0,93.0,1,left,H. Whiteside 12' Layup (4 PTS) (M. Conley 4 AST),"[202355, 201144]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,12.57,Made,4.0,M. Conley,201144.0,4.0,,,,,,,,,,,,,,,
159,PT00M50.70S,2022-01-27T03:37:56.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612756,18,35,2022-01-27T03:38:02Z,1560000,,,0,,D. House Jr. personal FOUL (1 PF) (Booker 2 FT),"[1627863, 1626164]",1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,1627962.0,,1.0,0.0,Booker,1626164.0,,,,,
161,PT00M50.70S,2022-01-27T03:38:19.6Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,18,36,2022-01-27T03:38:19Z,1580000,,,0,,D. Booker Free Throw 1 of 2 (18 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
162,PT00M50.70S,2022-01-27T03:38:20.5Z,1,REGULAR,substitution,out,[],1630188,,,1610612756,18,36,2022-01-27T03:38:23Z,1590000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M50.70S,2022-01-27T03:38:20.5Z,1,REGULAR,substitution,in,[],202687,,,1610612756,18,36,2022-01-27T03:38:23Z,1600000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M50.70S,2022-01-27T03:38:35.0Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,18,37,2022-01-27T03:38:35Z,1610000,,,0,,D. Booker Free Throw 2 of 2 (19 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
165,PT00M33.20S,2022-01-27T03:38:55.2Z,1,REGULAR,3pt,Jump Shot,[],203903,26.757555847568987,78.67647058823529,1610612762,18,37,2022-01-27T03:39:00Z,1620000,-143.0,199.0,1,left,MISS J. Clarkson 24' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M30.50S,2022-01-27T03:38:57.9Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,18,37,2022-01-27T03:39:00Z,1630000,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,
167,PT00M12.20S,2022-01-27T03:39:16.2Z,1,REGULAR,3pt,Jump Shot,[],1626164,69.20170827858082,57.107843137254896,1610612756,18,37,2022-01-27T03:39:21Z,1640000,36.0,237.0,1,right,MISS D. Booker step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,23.96,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M09.20S,2022-01-27T03:39:19.2Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,18,37,2022-01-27T03:39:19Z,1650000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,
169,PT00M06.70S,2022-01-27T03:39:21.7Z,1,REGULAR,turnover,bad pass,[],200752,,,1610612762,18,37,2022-01-27T03:39:27Z,1660000,,,0,,R. Gay bad pass TURNOVER (1 TO),"[200752, 203901]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,1.0,,,,,,,Payton,203901.0,
170,PT00M06.70S,2022-01-27T03:39:21.7Z,1,REGULAR,steal,,[],203901,,,1610612756,18,37,2022-01-27T03:39:23Z,1670000,,,0,,E. Payton STEAL (1 STL),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M03.00S,2022-01-27T03:39:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626164,92.85479632063075,46.81372549019608,1610612756,18,39,2022-01-27T03:39:33Z,1680000,-16.0,15.0,1,right,D. Booker driving Layup (21 PTS) (E. Payton 1 AST),"[1626164, 203901]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,2.17,Made,21.0,E. Payton,203901.0,1.0,,,,,,,,,,,,,,,
173,PT00M00.00S,2022-01-27T03:39:33.5Z,1,REGULAR,3pt,Jump Shot,[],201144,43.840341655716166,7.352941176470589,1610612762,18,39,2022-01-27T03:39:39Z,1700000,213.0,360.0,1,left,MISS M. Conley 41' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,41.81,Missed,,,,,,,,,,,,,,,,,,,
174,PT00M00.00S,2022-01-27T03:39:36.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,18,39,2022-01-27T03:39:36Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,
175,PT00M00.00S,2022-01-27T03:39:37.2Z,1,REGULAR,period,end,[],0,,,1610612762,18,39,2022-01-27T03:39:37Z,1720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-01-27T03:42:54.1Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612762,18,39,2022-01-27T03:43:07Z,1730000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-01-27T03:42:54.1Z,2,REGULAR,substitution,out,['startperiod'],203901,,,1610612762,18,39,2022-01-27T03:43:07Z,1740000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-01-27T03:42:54.1Z,2,REGULAR,substitution,out,['startperiod'],1630688,,,1610612762,18,39,2022-01-27T03:43:07Z,1750000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-01-27T03:42:54.1Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612762,18,39,2022-01-27T03:43:07Z,1760000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-01-27T03:42:54.1Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612762,18,39,2022-01-27T03:43:07Z,1770000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
