actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M14.00S,2026-02-13T00:45:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,93.11760840998686,42.64705882352941,1610612749,3,3,2026-02-13T00:45:25Z,180000,False,-37.0,12.0,1,right,MISS K. Porter Jr. driving Layup - blocked,"[1629645, 1631096]",1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,3.88,Missed,,,,,,,,,,,,,,,Holmgren,1631096.0,,
19,PT10M14.00S,2026-02-13T00:45:21.6Z,1,REGULAR,block,,[],1631096,,,1610612749,3,3,2026-02-13T00:45:23Z,190000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M12.00S,2026-02-13T00:45:23.6Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,3,3,2026-02-13T00:45:25Z,200000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M07.00S,2026-02-13T00:45:28.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,15.850854139290407,94.85294117647058,1610612760,3,3,2026-02-13T00:46:06Z,210000,False,-224.0,96.0,1,left,MISS I. Joe 24' running 3PT,[1630198],1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,24.42,Missed,,,,,,,,,,,,,,,,,,
22,PT10M04.00S,2026-02-13T00:45:31.7Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612749,3,3,2026-02-13T00:45:34Z,220000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M57.00S,2026-02-13T00:45:38.9Z,1,REGULAR,2pt,Jump Shot,[],1631172,93.11760840998686,70.58823529411765,1610612749,3,3,2026-02-13T00:45:51Z,230000,False,103.0,12.0,1,right,MISS O. Dieng 10' pullup Shot,[1631172],1610612749.0,MIL,pullup,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Right,10.36,Missed,,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2026-02-13T00:45:41.9Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,3,3,2026-02-13T00:50:23Z,240000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Right,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M42.00S,2026-02-13T00:45:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,6.521024967148489,42.8921568627451,1610612760,3,3,2026-02-13T00:51:11Z,270000,False,36.0,9.0,1,left,MISS K. Williams pullup Shot,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,3.66,Missed,,,,,,,,,,,,,,,,,,
28,PT09M41.00S,2026-02-13T00:45:54.6Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612749,3,3,2026-02-13T00:45:54Z,280000,False,,,0,,O. Dieng REBOUND (Off:0 Def:2),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M34.00S,2026-02-13T00:46:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.9060446780552,45.34313725490196,1610612749,3,3,2026-02-13T00:46:05Z,290000,False,-23.0,5.0,1,right,MISS K. Kuzma driving Layup,[1628398],1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
31,PT09M32.00S,2026-02-13T00:46:03.3Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,3,3,2026-02-13T00:46:05Z,310000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M28.00S,2026-02-13T00:46:06.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,27.414586070959263,19.852941176470587,1610612760,3,3,2026-02-13T00:53:04Z,320000,False,151.0,205.0,1,left,MISS L. Dort 25' running pullup 3PT,[1629652],1610612760.0,OKC,running pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
33,PT09M27.00S,2026-02-13T00:46:07.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,3,3,2026-02-13T00:46:18Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,32.0,,,,,,,,,,,,,,,,,
35,PT09M14.00S,2026-02-13T00:46:30.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,83.13074901445466,37.254901960784316,1610612749,3,5,2026-02-13T00:53:28Z,350000,False,-64.0,106.0,1,right,K. Porter Jr. 12' driving floating bank Jump Shot (2 PTS),[1629645],1610612749.0,MIL,driving floating bank,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Left,12.38,Made,,,,,,,,,,,2.0,,,,,,,
36,PT09M01.00S,2026-02-13T00:46:42.4Z,1,REGULAR,2pt,Jump Shot,[],1641717,5.601182654402102,80.63725490196079,1610612760,3,5,2026-02-13T00:46:46Z,360000,False,-153.0,0.0,1,left,MISS C. Wallace 15' step back Shot,[1641717],1610612760.0,OKC,step back,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Left,15.32,Missed,,,,,,,,,,,,,,,,,,
37,PT09M00.00S,2026-02-13T00:46:43.4Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612749,3,5,2026-02-13T00:46:46Z,370000,False,,,0,,O. Dieng REBOUND (Off:0 Def:3),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Left,,,36.0,3.0,3.0,0.0,,,,,,,,,,,,,,
38,PT08M53.00S,2026-02-13T00:46:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630579,94.03745072273325,44.36274509803921,1610612749,3,5,2026-02-13T00:54:18Z,380000,False,-28.0,4.0,1,right,MISS J. Sims driving Layup,[1630579],1610612749.0,MIL,driving,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,,
39,PT08M50.00S,2026-02-13T00:46:56.7Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612749,3,5,2026-02-13T00:54:18Z,390000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,,,
40,PT08M50.00S,2026-02-13T00:46:56.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630579,94.40999984741211,50.0,1610612749,3,7,2026-02-13T00:54:24Z,400000,False,0.0,0.0,1,right,J. Sims tip Layup (2 PTS),[1630579],1610612749.0,MIL,tip,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,2.0,,,,,,,
41,PT08M39.00S,2026-02-13T00:47:04.3Z,1,REGULAR,3pt,Jump Shot,[],1629026,27.808804204993432,17.647058823529413,1610612760,6,7,2026-02-13T00:47:09Z,410000,False,162.0,209.0,1,left,K. Williams 26' 3PT  (3 PTS) (L. Dort 1 AST),"[1629026, 1629652]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,26.42,Made,,,,,,,,,,,3.0,L. Dort,1629652.0,1.0,,,,
43,PT08M18.00S,2026-02-13T00:47:26.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,94.82588699080158,54.166666666666664,1610612749,6,9,2026-02-13T00:47:30Z,430000,False,21.0,-4.0,1,right,J. Sims alley-oop DUNK (4 PTS) (O. Dieng 1 AST),"[1630579, 1631172]",1610612749.0,MIL,alley-oop,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,,,,,,,4.0,O. Dieng,1631172.0,1.0,,,,
45,PT08M04.00S,2026-02-13T00:47:39.6Z,1,REGULAR,3pt,Jump Shot,[],1630198,33.590670170827856,35.78431372549019,1610612760,9,9,2026-02-13T00:47:44Z,450000,False,71.0,263.0,1,left,I. Joe 27' 3PT  (6 PTS) (C. Holmgren 1 AST),"[1630198, 1631096]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,27.27,Made,,,,,,,,,,,6.0,C. Holmgren,1631096.0,1.0,,,,
47,PT07M50.00S,2026-02-13T00:47:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,85.62746386333771,41.66666666666667,1610612749,9,11,2026-02-13T00:55:22Z,470000,False,-42.0,83.0,1,right,K. Porter Jr. 9' pullup Jump Shot (4 PTS),[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.25,Made,,,,,,,,,,,4.0,,,,,,,
48,PT07M24.00S,2026-02-13T00:48:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,12.828515111695138,62.254901960784316,1610612760,9,11,2026-02-13T00:48:24Z,480000,False,-61.0,68.0,1,left,MISS C. Wallace 9' pullup Shot,[1641717],1610612760.0,OKC,pullup,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Left,9.16,Missed,,,,,,,,,,,,,,,,,,
49,PT07M21.00S,2026-02-13T00:48:23.3Z,1,REGULAR,rebound,offensive,[],1629026,,,1610612760,9,11,2026-02-13T00:48:24Z,490000,False,,,0,,K. Williams REBOUND (Off:1 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,,,
50,PT07M20.00S,2026-02-13T00:48:23.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,30.699737187910642,28.431372549019606,1610612760,9,11,2026-02-13T00:48:27Z,500000,False,108.0,236.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
51,PT07M18.00S,2026-02-13T00:48:25.3Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612749,9,11,2026-02-13T00:48:27Z,510000,False,,,0,,O. Dieng REBOUND (Off:0 Def:4),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,50.0,4.0,4.0,0.0,,,,,,,,,,,,,,
52,PT07M03.00S,2026-02-13T00:48:42.3Z,1,REGULAR,foul,offensive,[],1630579,,,1610612749,9,11,2026-02-13T00:48:50Z,520000,False,,,0,,J. Sims offensive FOUL (2 PF),"[1630579, 1629652]",1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,,1155.0,2.0,0.0,Dort,1629652.0,,,,,,,,,
54,PT07M03.00S,2026-02-13T00:48:42.3Z,1,REGULAR,turnover,offensive foul,[],1630579,,,1610612749,9,11,2026-02-13T00:48:42Z,540000,False,,,0,,J. Sims offensive foul TURNOVER (2 TO),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,,1155.0,,,,,2.0,,,,,,,,
55,PT07M03.00S,2026-02-13T00:48:51.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,9,11,2026-02-13T00:48:51Z,550000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M03.00S,2026-02-13T00:51:46.2Z,1,REGULAR,substitution,out,[],1630579,,,1610612760,9,11,2026-02-13T00:52:01Z,560000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M03.00S,2026-02-13T00:51:46.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612760,9,11,2026-02-13T00:52:01Z,570000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M46.00S,2026-02-13T00:52:37.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,24.78646517739816,86.02941176470588,1610612760,9,11,2026-02-13T00:52:45Z,580000,False,-180.0,180.0,1,left,MISS I. Joe 25' pullup 3PT,[1630198],1610612760.0,OKC,pullup,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
59,PT06M44.00S,2026-02-13T00:52:41.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,9,11,2026-02-13T00:52:41Z,590000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,58.0,,,,,,,,,,,,,,,,,
61,PT06M33.00S,2026-02-13T00:52:57.4Z,1,REGULAR,3pt,Jump Shot,[],1631260,74.58935611038108,12.009803921568627,1610612749,9,14,2026-02-13T00:53:01Z,610000,False,-190.0,186.0,1,right,A. Green 26' 3PT  (6 PTS) (K. Porter Jr. 1 AST),"[1631260, 1629645]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,26.62,Made,,,,,,,,,,,6.0,K. Porter Jr.,1629645.0,1.0,,,,
63,PT06M21.00S,2026-02-13T00:53:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,5.469776609724048,53.67647058823529,1610612760,11,14,2026-02-13T00:56:30Z,630000,False,-18.0,-1.0,1,left,C. Holmgren alley-oop Layup (2 PTS) (C. Wallace 2 AST),"[1631096, 1641717]",1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,,,2.0,C. Wallace,1641717.0,2.0,,,,
65,PT06M21.00S,2026-02-13T00:53:12.5Z,1,REGULAR,foul,personal,['1freethrow'],1628398,,,1610612760,11,14,2026-02-13T00:53:22Z,650000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Holmgren 1 FT),"[1628398, 1631096]",1610612749.0,MIL,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,1155.0,1.0,0.0,Holmgren,1631096.0,,,,,,,,,
67,PT06M21.00S,2026-02-13T00:53:41.7Z,1,REGULAR,freethrow,1 of 1,[],1631096,,,1610612760,12,14,2026-02-13T00:53:41Z,670000,False,,,0,,C. Holmgren Free Throw 1 of 1 (3 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
68,PT06M02.00S,2026-02-13T00:54:02.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629645,93.11760840998686,48.529411764705884,1610612749,12,16,2026-02-13T00:54:07Z,680000,False,-7.0,12.0,1,right,K. Porter Jr. driving DUNK (6 PTS) (O. Dieng 2 AST),"[1629645, 1631172]",1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,6.0,O. Dieng,1631172.0,2.0,,,,
70,PT05M43.00S,2026-02-13T00:54:19.9Z,1,REGULAR,3pt,Jump Shot,[],1631096,32.14520367936925,53.18627450980392,1610612760,12,16,2026-02-13T00:54:29Z,700000,False,-16.0,250.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,25.02,Missed,,,,,,,,,,,,,,,,,,
71,PT05M40.00S,2026-02-13T00:54:22.9Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612749,12,16,2026-02-13T00:54:29Z,710000,False,,,0,,O. Dieng REBOUND (Off:0 Def:5),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,,,70.0,5.0,5.0,0.0,,,,,,,,,,,,,,
72,PT05M28.00S,2026-02-13T00:54:35.5Z,1,REGULAR,3pt,Jump Shot,[],1628398,71.30420499342969,19.607843137254903,1610612749,12,16,2026-02-13T00:54:41Z,720000,False,-152.0,217.0,1,right,MISS K. Kuzma 26' step back 3PT,[1628398],1610612749.0,MIL,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
73,PT05M24.00S,2026-02-13T00:54:39.5Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,12,16,2026-02-13T00:54:41Z,730000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT05M15.00S,2026-02-13T00:54:49.8Z,1,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612760,12,16,2026-02-13T00:54:56Z,740000,False,,,0,,A. Green shooting personal FOUL (1 PF) (Wallace 2 FT),"[1631260, 1641717]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627526.0,1.0,0.0,Wallace,1641717.0,,,,,,,,,
76,PT05M15.00S,2026-02-13T00:55:16.3Z,1,REGULAR,freethrow,1 of 2,[],1641717,,,1610612760,12,16,2026-02-13T00:55:16Z,760000,False,,,0,,MISS C. Wallace Free Throw 1 of 2,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
77,PT05M15.00S,2026-02-13T00:55:16.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,12,16,2026-02-13T00:55:16Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,
78,PT05M15.00S,2026-02-13T00:55:18.3Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,12,16,2026-02-13T00:55:28Z,780000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M15.00S,2026-02-13T00:55:18.3Z,1,REGULAR,substitution,out,[],1629026,,,1610612760,12,16,2026-02-13T00:55:28Z,790000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M15.00S,2026-02-13T00:55:18.3Z,1,REGULAR,substitution,out,[],1628398,,,1610612760,12,16,2026-02-13T00:55:28Z,800000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M15.00S,2026-02-13T00:55:18.3Z,1,REGULAR,substitution,out,[],1631260,,,1610612760,12,16,2026-02-13T00:55:28Z,810000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M15.00S,2026-02-13T00:55:18.3Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,12,16,2026-02-13T00:55:28Z,820000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M15.00S,2026-02-13T00:55:18.3Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,12,16,2026-02-13T00:55:28Z,830000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M15.00S,2026-02-13T00:55:18.3Z,1,REGULAR,substitution,in,[],1631250,,,1610612760,12,16,2026-02-13T00:55:28Z,840000,False,,,0,,SUB in: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M15.00S,2026-02-13T00:55:18.3Z,1,REGULAR,substitution,in,[],1630560,,,1610612760,12,16,2026-02-13T00:55:28Z,850000,False,,,0,,SUB in: C. Thomas,[1630560],1610612749.0,MIL,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M15.00S,2026-02-13T00:55:39.7Z,1,REGULAR,freethrow,2 of 2,[],1641717,,,1610612760,13,16,2026-02-13T00:55:39Z,860000,False,,,0,,C. Wallace Free Throw 2 of 2 (1 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
87,PT05M08.00S,2026-02-13T00:55:47.7Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612749,13,16,2026-02-13T00:55:52Z,870000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 1629652]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,Dort,1629652.0
88,PT05M08.00S,2026-02-13T00:55:47.7Z,1,REGULAR,steal,,[],1629652,,,1610612760,13,16,2026-02-13T00:55:49Z,880000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
