actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M42.00S,2026-01-14T01:14:41.6Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,2,4,2026-01-14T01:14:41Z,160000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,,,,,,,15.0,2.0,1.0,1.0,,,,,,,,
17,PT10M42.00S,2026-01-14T01:14:43.3Z,1,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612759,2,4,2026-01-14T01:14:52Z,170000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1641717, 1641705]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,2002.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,
19,PT10M42.00S,2026-01-14T01:15:09.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641705,,,1610612759,2,4,2026-01-14T01:15:09Z,190000,False,,,0,,MISS V. Wembanyama Free Throw 1 of 2,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M42.00S,2026-01-14T01:15:09.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,2,4,2026-01-14T01:15:09Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,
21,PT10M42.00S,2026-01-14T01:15:32.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641705,,,1610612759,2,5,2026-01-14T01:15:32Z,210000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (3 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
22,PT10M32.00S,2026-01-14T01:15:43.6Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,2,5,2026-01-14T01:15:47Z,220000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1642264]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Castle,1642264.0,,,,,
23,PT10M32.00S,2026-01-14T01:15:43.6Z,1,REGULAR,steal,,[],1642264,,,1610612759,2,5,2026-01-14T01:15:45Z,230000,False,,,0,,S. Castle STEAL (1 STL),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M26.00S,2026-01-14T01:15:49.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630577,72.7496714848883,80.88235294117648,1610612759,2,5,2026-01-14T01:18:12Z,240000,False,154.0,204.0,1,right,MISS J. Champagnie 25' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
25,PT10M22.00S,2026-01-14T01:15:53.8Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,2,5,2026-01-14T01:15:54Z,250000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT10M07.00S,2026-01-14T01:16:07.6Z,1,REGULAR,3pt,Jump Shot,[],1641717,28.465834428383708,76.47058823529412,1610612760,5,5,2026-01-14T01:16:12Z,260000,False,-132.0,215.0,1,left,C. Wallace 25' 3PT  (3 PTS) (A. Wiggins 1 AST),"[1641717, 1630598]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,25.26,Made,3.0,,,,,,,,,,,,,A. Wiggins,1630598.0,1.0,,
28,PT09M52.00S,2026-01-14T01:16:23.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,91.80354796320631,47.549019607843135,1610612759,5,7,2026-01-14T01:16:27Z,280000,False,-12.0,25.0,1,right,V. Wembanyama alley-oop DUNK (5 PTS) (S. Castle 1 AST),"[1641705, 1642264]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.74,Made,5.0,,,,,,,,,,,,,S. Castle,1642264.0,1.0,,
31,PT09M33.00S,2026-01-14T01:16:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.536793692509855,65.44117647058823,1610612760,5,7,2026-01-14T01:17:05Z,310000,False,-77.0,84.0,1,left,MISS S. Gilgeous-Alexander 11' turnaround fadeaway Shot,[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,11.42,Missed,,,,,,,,,,,,,,,,,,
32,PT09M31.00S,2026-01-14T01:17:00.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,5,7,2026-01-14T01:17:05Z,320000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,31.0,3.0,2.0,1.0,,,,,,,,
33,PT09M18.00S,2026-01-14T01:17:13.6Z,1,REGULAR,3pt,Jump Shot,[],1628368,79.97700394218134,5.392156862745098,1610612759,5,7,2026-01-14T01:17:18Z,330000,False,-223.0,136.0,1,right,MISS D. Fox 26' 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
34,PT09M16.00S,2026-01-14T01:17:15.6Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,5,7,2026-01-14T01:17:18Z,340000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,
35,PT08M57.00S,2026-01-14T01:17:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,5.601182654402102,47.05882352941176,1610612760,7,7,2026-01-14T01:17:37Z,350000,False,15.0,0.0,1,left,J. Williams cutting Layup (2 PTS) (A. Wiggins 2 AST),"[1631114, 1630598]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,,,,,,,,,,,,,A. Wiggins,1630598.0,2.0,,
37,PT08M45.00S,2026-01-14T01:17:48.8Z,1,REGULAR,foul,offensive,[],1628368,,,1610612759,7,7,2026-01-14T01:17:54Z,370000,False,,,0,,D. Fox offensive FOUL (1 PF),"[1628368, 1631114]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,,,,204059.0,1.0,0.0,Williams,1631114.0,,,,,,,,,,,,
39,PT08M45.00S,2026-01-14T01:17:48.8Z,1,REGULAR,turnover,offensive foul,[],1628368,,,1610612759,7,7,2026-01-14T01:17:48Z,390000,False,,,0,,D. Fox offensive foul TURNOVER (1 TO),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,,,,204059.0,,,,,,,,,1.0,,,,,,,
40,PT08M33.00S,2026-01-14T01:18:13.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1631114,5.732588699080158,50.49019607843137,1610612760,9,7,2026-01-14T01:18:20Z,400000,False,-2.0,1.0,1,left,J. Williams driving Layup (4 PTS) (A. Wiggins 3 AST),"[1631114, 1630598]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.29,Made,4.0,,,,,,,,,,,,,A. Wiggins,1630598.0,3.0,,
41,PT08M33.00S,2026-01-14T01:18:16.0Z,1,REGULAR,violation,defensive goaltending,[],1641705,,,1610612760,9,7,2026-01-14T01:18:20Z,410000,False,,,0,,V. Wembanyama defensive goaltending VIOLATION,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,204059.0,,,,,,,,,,,,,,,,
42,PT08M12.00S,2026-01-14T01:18:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,92.32917214191852,48.03921568627451,1610612759,9,7,2026-01-14T01:22:35Z,420000,False,-10.0,20.0,1,right,MISS V. Wembanyama driving Layup,[1641705],1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,,
44,PT08M09.00S,2026-01-14T01:18:50.5Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,9,7,2026-01-14T01:18:50Z,440000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,
45,PT08M02.00S,2026-01-14T01:18:56.9Z,1,REGULAR,2pt,Jump Shot,[],1628983,10.988830486202366,65.93137254901961,1610612760,9,7,2026-01-14T01:19:02Z,450000,False,-80.0,51.0,1,left,MISS S. Gilgeous-Alexander 9' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,9.45,Missed,,,,,,,,,,,,,,,,,,
46,PT08M00.00S,2026-01-14T01:18:58.9Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,9,7,2026-01-14T01:19:02Z,460000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,
47,PT07M55.00S,2026-01-14T01:19:04.5Z,1,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612759,9,7,2026-01-14T01:19:16Z,470000,False,,,0,,C. Wallace shooting personal FOUL (2 PF) (Castle 2 FT),"[1641717, 1642264]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,204059.0,2.0,0.0,Castle,1642264.0,,,,,,,,,,,,
49,PT07M55.00S,2026-01-14T01:19:40.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642264,,,1610612759,9,7,2026-01-14T01:25:12Z,490000,False,,,0,,MISS S. Castle Free Throw 1 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT07M55.00S,2026-01-14T01:19:40.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,9,7,2026-01-14T01:25:12Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,
51,PT07M55.00S,2026-01-14T01:19:41.1Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,9,7,2026-01-14T01:19:44Z,510000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M55.00S,2026-01-14T01:19:41.1Z,1,REGULAR,substitution,in,[],1628436,,,1610612759,9,7,2026-01-14T01:19:44Z,520000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M55.00S,2026-01-14T01:19:40.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642264,,,1610612759,9,8,2026-01-14T01:25:12Z,530000,False,,,0,,S. Castle Free Throw 2 of 2 (3 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
54,PT07M34.00S,2026-01-14T01:20:24.1Z,1,REGULAR,2pt,Jump Shot,[],1628983,10.85742444152431,75.73529411764706,1610612760,11,8,2026-01-14T01:20:27Z,540000,False,-129.0,50.0,1,left,S. Gilgeous-Alexander 13' pullup Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.79,Made,2.0,,,,,,,,,,,,,,,,,
55,PT07M17.00S,2026-01-14T01:20:41.0Z,1,REGULAR,3pt,Jump Shot,[],1630577,93.9060446780552,95.34313725490196,1610612759,11,8,2026-01-14T01:20:47Z,550000,False,227.0,5.0,1,right,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
56,PT07M15.00S,2026-01-14T01:20:43.0Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,11,8,2026-01-14T01:20:47Z,560000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,,,,,,,55.0,1.0,0.0,1.0,,,,,,,,
57,PT07M13.00S,2026-01-14T01:20:45.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642264,70.25295663600527,19.607843137254903,1610612759,11,11,2026-01-14T01:20:50Z,570000,False,-152.0,227.0,1,right,S. Castle 27' 3PT  (6 PTS) (D. Fox 1 AST),"[1642264, 1628368]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,27.33,Made,6.0,,,,,,,,,,,,,D. Fox,1628368.0,1.0,,
59,PT06M55.00S,2026-01-14T01:21:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,4.944152431011826,43.872549019607845,1610612760,11,11,2026-01-14T01:26:39Z,590000,False,31.0,-6.0,1,left,MISS J. Williams driving Layup,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
60,PT06M53.00S,2026-01-14T01:21:05.4Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,11,11,2026-01-14T01:21:07Z,600000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,
61,PT06M48.00S,2026-01-14T01:21:09.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,66.83639947437582,74.26470588235294,1610612759,11,11,2026-01-14T01:27:14Z,610000,False,121.0,259.0,1,right,MISS J. Champagnie 28' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,28.62,Missed,,,,,,,,,,,,,,,,,,
62,PT06M46.00S,2026-01-14T01:21:11.9Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,11,11,2026-01-14T01:21:20Z,620000,False,,,0,,L. Kornet REBOUND (Off:2 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,61.0,2.0,0.0,2.0,,,,,,,,
63,PT06M46.00S,2026-01-14T01:21:13.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,93.24901445466492,53.431372549019606,1610612759,11,11,2026-01-14T01:21:23Z,630000,False,17.0,11.0,1,right,MISS L. Kornet putback Layup,[1628436],1610612759.0,SAS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,,,,,,,,,,
64,PT06M44.00S,2026-01-14T01:21:14.4Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,11,11,2026-01-14T01:21:14Z,640000,False,,,0,,L. Kornet REBOUND (Off:3 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,63.0,3.0,0.0,3.0,,,,,,,,
65,PT06M43.00S,2026-01-14T01:21:14.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,92.59198423127464,51.470588235294116,1610612759,11,11,2026-01-14T01:21:24Z,650000,False,7.0,17.0,1,right,MISS L. Kornet putback Layup,[1628436],1610612759.0,SAS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
66,PT06M42.00S,2026-01-14T01:21:15.8Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,11,11,2026-01-14T01:21:24Z,660000,False,,,0,,L. Kornet REBOUND (Off:4 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,65.0,4.0,0.0,4.0,,,,,,,,
67,PT06M42.00S,2026-01-14T01:21:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,93.11760840998686,52.20588235294118,1610612759,11,13,2026-01-14T01:21:27Z,670000,False,11.0,12.0,1,right,L. Kornet putback Layup (2 PTS),[1628436],1610612759.0,SAS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.64,Made,2.0,,,,,,,,,,,,,,,,,
68,PT06M42.00S,2026-01-14T01:21:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,11,13,2026-01-14T01:21:22Z,680000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M42.00S,2026-01-14T01:23:55.6Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,11,13,2026-01-14T01:24:35Z,690000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M42.00S,2026-01-14T01:23:55.6Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,11,13,2026-01-14T01:24:35Z,700000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M42.00S,2026-01-14T01:23:55.6Z,1,REGULAR,substitution,out,[],1628368,,,1610612760,11,13,2026-01-14T01:24:35Z,710000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M42.00S,2026-01-14T01:23:55.6Z,1,REGULAR,substitution,out,[],1630577,,,1610612760,11,13,2026-01-14T01:24:35Z,720000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M42.00S,2026-01-14T01:23:55.6Z,1,REGULAR,substitution,in,[],1627936,,,1610612760,11,13,2026-01-14T01:24:35Z,730000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M42.00S,2026-01-14T01:23:55.6Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,11,13,2026-01-14T01:24:35Z,740000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M42.00S,2026-01-14T01:23:55.6Z,1,REGULAR,substitution,in,[],1629640,,,1610612760,11,13,2026-01-14T01:24:35Z,750000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M42.00S,2026-01-14T01:23:55.6Z,1,REGULAR,substitution,in,[],1642844,,,1610612760,11,13,2026-01-14T01:24:35Z,760000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M28.00S,2026-01-14T01:25:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630598,31.882391590013142,41.66666666666667,1610612760,14,13,2026-01-14T01:25:13Z,770000,False,42.0,247.0,1,left,A. Wiggins 25' 3PT  (3 PTS) (A. Caruso 1 AST),"[1630598, 1627936]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,25.07,Made,3.0,,,,,,,,,,,,,A. Caruso,1627936.0,1.0,,
80,PT06M08.00S,2026-01-14T01:25:27.9Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,14,13,2026-01-14T01:25:34Z,790000,False,,,0,,S. Castle bad pass TURNOVER (1 TO),"[1642264, 1627936]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Caruso,1627936.0,,,,,
81,PT06M08.00S,2026-01-14T01:25:27.9Z,1,REGULAR,steal,,[],1627936,,,1610612760,14,13,2026-01-14T01:25:29Z,800000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
82,PT06M04.00S,2026-01-14T01:25:31.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627936,2.8416557161629434,46.32352941176471,1610612760,14,13,2026-01-14T01:25:39Z,810000,False,18.0,-26.0,1,left,MISS A. Caruso running Layup - blocked,"[1627936, 203084]",1610612760.0,OKC,running,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,3.17,Missed,,,,,,,,,,,,,,,,,Barnes,203084.0
83,PT06M04.00S,2026-01-14T01:25:31.8Z,1,REGULAR,block,,[],203084,,,1610612760,14,13,2026-01-14T01:25:33Z,820000,False,,,0,,H. Barnes BLOCK (1 BLK),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
