actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
22,PT10M16.00S,2026-02-22T18:13:02.7Z,1,REGULAR,turnover,offensive foul,[],201935,,,1610612739,3,0,2026-02-22T18:13:02Z,220000,False,,,0,,J. Harden offensive foul TURNOVER (2 TO),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,2.0,,,,,,,,,,,,,,,2534.0,,,,
23,PT10M03.00S,2026-02-22T18:13:27.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631096,87.20433639947439,3.431372549019608,1610612760,3,0,2026-02-22T18:13:32Z,230000,False,-233.0,68.0,1,right,MISS C. Holmgren 24' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,24.25,Missed,,,,,,,,,,,,,,,
24,PT09M59.00S,2026-02-22T18:13:31.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,3,0,2026-02-22T18:13:32Z,240000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT09M52.00S,2026-02-22T18:13:38.4Z,1,REGULAR,3pt,Jump Shot,[],1629731,30.831143232588698,29.65686274509804,1610612739,3,0,2026-02-22T18:13:42Z,250000,False,102.0,237.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,25.82,Missed,,,,,,,,,,,,,,,
26,PT09M50.00S,2026-02-22T18:13:40.4Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,3,0,2026-02-22T18:16:30Z,260000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,
27,PT09M42.00S,2026-02-22T18:13:48.1Z,1,REGULAR,3pt,Jump Shot,[],1641717,65.65374507227332,55.88235294117647,1610612760,6,0,2026-02-22T18:13:52Z,270000,False,29.0,270.0,1,right,C. Wallace 27' 3PT  (3 PTS) (I. Hartenstein 1 AST),"[1641717, 1628392]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,27.2,Made,,,,,,,3.0,I. Hartenstein,1628392.0,1.0,,,,,
29,PT09M29.00S,2026-02-22T18:14:00.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,30.17411300919842,28.431372549019606,1610612739,6,0,2026-02-22T18:14:06Z,290000,False,108.0,231.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,25.5,Missed,,,,,,,,,,,,,,,
30,PT09M26.00S,2026-02-22T18:14:03.8Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,6,0,2026-02-22T18:14:06Z,300000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,
31,PT09M15.00S,2026-02-22T18:14:14.4Z,1,REGULAR,3pt,Jump Shot,[],1630198,77.4802890932983,7.8431372549019605,1610612760,9,0,2026-02-22T18:14:18Z,310000,False,-211.0,159.0,1,right,I. Joe 26' 3PT  (3 PTS) (I. Hartenstein 2 AST),"[1630198, 1628392]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,26.42,Made,,,,,,,3.0,I. Hartenstein,1628392.0,2.0,,,,,
33,PT09M14.00S,2026-02-22T18:14:18.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,9,0,2026-02-22T18:14:18Z,330000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M03.00S,2026-02-22T18:17:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,11.383048620236531,40.68627450980392,1610612739,9,2,2026-02-22T18:17:56Z,340000,False,47.0,55.0,1,left,J. Harden 7' driving floating Jump Shot (2 PTS) (J. Allen 1 AST),"[201935, 1628386]",1610612739.0,CLE,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,7.17,Made,,,,,,,2.0,J. Allen,1628386.0,1.0,,,,,
36,PT08M52.00S,2026-02-22T18:18:03.7Z,1,REGULAR,turnover,bad pass,[],1629652,,,1610612760,9,2,2026-02-22T18:18:07Z,360000,False,,,0,,L. Dort bad pass TURNOVER (2 TO),"[1629652, 1630596]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,2.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,
37,PT08M52.00S,2026-02-22T18:18:03.7Z,1,REGULAR,steal,,[],1630596,,,1610612739,9,2,2026-02-22T18:18:06Z,370000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M40.00S,2026-02-22T18:18:16.5Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,9,2,2026-02-22T18:18:19Z,380000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1629652]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,1.0,Dort,1629652.0,,,,,,,,,,,,,,,,,
39,PT08M40.00S,2026-02-22T18:18:16.5Z,1,REGULAR,steal,,[],1629652,,,1610612760,9,2,2026-02-22T18:18:18Z,390000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M34.00S,2026-02-22T18:18:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631096,92.9862023653088,48.529411764705884,1610612760,11,2,2026-02-22T18:18:25Z,400000,False,-7.0,13.0,1,right,C. Holmgren running Layup (5 PTS) (C. Wallace 2 AST),"[1631096, 1641717]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,1.53,Made,,,,,,,5.0,C. Wallace,1641717.0,2.0,,,,,
42,PT08M28.00S,2026-02-22T18:18:27.9Z,1,REGULAR,turnover,bad pass,[],1629731,,,1610612739,11,2,2026-02-22T18:18:30Z,420000,False,,,0,,D. Wade bad pass TURNOVER (1 TO),"[1629731, 1631096]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Left Center,1.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,
43,PT08M28.00S,2026-02-22T18:18:27.9Z,1,REGULAR,steal,,[],1631096,,,1610612760,11,2,2026-02-22T18:18:29Z,430000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
47,PT08M10.00S,2026-02-22T18:18:45.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631096,92.32917214191852,45.34313725490196,1610612760,13,2,2026-02-22T18:40:10Z,470000,False,-23.0,20.0,1,right,C. Holmgren turnaround Jump Shot (7 PTS),[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,3.04,Made,,,,,,,7.0,,,,,,,,
48,PT08M02.00S,2026-02-22T18:18:54.3Z,1,REGULAR,3pt,Jump Shot,[],201935,32.40801576872536,48.03921568627451,1610612739,13,5,2026-02-22T18:18:57Z,480000,False,10.0,252.0,1,left,J. Harden 25' 3PT pullup (5 PTS),[201935],1610612739.0,CLE,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,25.23,Made,,,,,,,5.0,,,,,,,,
49,PT07M46.00S,2026-02-22T18:19:11.5Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612760,13,5,2026-02-22T18:19:16Z,490000,False,,,0,,J. Allen shooting personal FOUL (1 PF) (Joe 2 FT),"[1628386, 1630198]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Joe,1630198.0
51,PT07M46.00S,2026-02-22T18:19:44.0Z,1,REGULAR,freethrow,1 of 2,[],1630198,,,1610612760,14,5,2026-02-22T18:19:44Z,510000,False,,,0,,I. Joe Free Throw 1 of 2 (4 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
52,PT07M46.00S,2026-02-22T18:20:01.8Z,1,REGULAR,freethrow,2 of 2,[],1630198,,,1610612760,15,5,2026-02-22T18:20:01Z,520000,False,,,0,,I. Joe Free Throw 2 of 2 (5 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
53,PT07M37.00S,2026-02-22T18:20:13.9Z,1,REGULAR,3pt,Jump Shot,[],201935,19.398817345597898,7.598039215686274,1610612739,15,5,2026-02-22T18:20:18Z,530000,False,212.0,130.0,1,left,MISS J. Harden 24' step back 3PT,[201935],1610612739.0,CLE,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,24.86,Missed,,,,,,,,,,,,,,,
54,PT07M36.00S,2026-02-22T18:20:15.7Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,15,5,2026-02-22T18:20:15Z,540000,False,,,0,,D. Wade REBOUND (Off:1 Def:0),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,,,53.0,1.0,0.0,1.0,,,,,,,,,
55,PT07M31.00S,2026-02-22T18:20:25.4Z,1,REGULAR,foul,personal,[],1630198,,,1610612739,15,5,2026-02-22T18:20:30Z,550000,False,,,0,,I. Joe personal FOUL (1 PF),"[1630198, 1630596]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Mobley,1630596.0
57,PT07M22.00S,2026-02-22T18:20:49.0Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,15,5,2026-02-22T18:20:54Z,570000,False,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1628378, 1630198]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,2.0,Joe,1630198.0,,,,,,,,,,,,,,,,,
58,PT07M22.00S,2026-02-22T18:20:49.0Z,1,REGULAR,steal,,[],1630198,,,1610612760,15,5,2026-02-22T18:20:50Z,580000,False,,,0,,I. Joe STEAL (2 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
59,PT07M15.00S,2026-02-22T18:20:56.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,94.69448094612353,50.98039215686274,1610612760,17,5,2026-02-22T18:24:59Z,590000,False,5.0,-3.0,1,right,I. Hartenstein alley-oop Layup (2 PTS) (C. Holmgren 1 AST),"[1628392, 1631096]",1610612760.0,OKC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,0.55,Made,,,,,,,2.0,C. Holmgren,1631096.0,1.0,,,,,
61,PT06M59.00S,2026-02-22T18:21:11.9Z,1,REGULAR,turnover,lost ball,[],1628386,,,1610612739,17,5,2026-02-22T18:21:17Z,610000,False,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 1630198]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.0,Joe,1630198.0,,,,,,,,,,,,,,,,,
62,PT06M59.00S,2026-02-22T18:21:11.9Z,1,REGULAR,steal,,[],1630198,,,1610612760,17,5,2026-02-22T18:21:13Z,620000,False,,,0,,I. Joe STEAL (3 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M55.00S,2026-02-22T18:21:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641717,93.11760840998686,50.98039215686274,1610612760,19,5,2026-02-22T18:21:19Z,630000,False,5.0,12.0,1,right,C. Wallace running Layup (5 PTS),[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,1.31,Made,,,,,,,5.0,,,,,,,,
64,PT06M55.00S,2026-02-22T18:21:19.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,19,5,2026-02-22T18:21:19Z,640000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2026-02-22T18:24:02.8Z,1,REGULAR,substitution,out,[],1629652,,,1610612739,19,5,2026-02-22T18:24:22Z,650000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M55.00S,2026-02-22T18:24:02.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,19,5,2026-02-22T18:24:22Z,660000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2026-02-22T18:24:02.8Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,19,5,2026-02-22T18:24:22Z,670000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M55.00S,2026-02-22T18:24:02.8Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,19,5,2026-02-22T18:24:22Z,680000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M55.00S,2026-02-22T18:24:02.8Z,1,REGULAR,substitution,in,[],1642272,,,1610612739,19,5,2026-02-22T18:24:22Z,690000,False,,,0,,SUB in: J. McCain,[1642272],1610612760.0,OKC,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M55.00S,2026-02-22T18:24:02.8Z,1,REGULAR,substitution,in,[],1630241,,,1610612739,19,5,2026-02-22T18:24:22Z,700000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M55.00S,2026-02-22T18:24:02.8Z,1,REGULAR,substitution,in,[],203471,,,1610612739,19,5,2026-02-22T18:24:22Z,710000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M55.00S,2026-02-22T18:24:02.8Z,1,REGULAR,substitution,in,[],1642281,,,1610612739,19,5,2026-02-22T18:24:22Z,720000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M47.00S,2026-02-22T18:25:03.7Z,1,REGULAR,foul,personal,[],1628392,,,1610612739,19,5,2026-02-22T18:25:14Z,730000,False,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1628386]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Allen,1628386.0
75,PT06M39.00S,2026-02-22T18:25:23.0Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612739,19,5,2026-02-22T18:25:30Z,750000,False,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1630198]",1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,3.0,Joe,1630198.0,,,,,,,,,,,,,,,,,
76,PT06M39.00S,2026-02-22T18:25:23.0Z,1,REGULAR,steal,,[],1630198,,,1610612760,19,5,2026-02-22T18:25:24Z,760000,False,,,0,,I. Joe STEAL (4 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
77,PT06M34.00S,2026-02-22T18:25:27.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641717,91.01511169513797,47.549019607843135,1610612760,19,5,2026-02-22T18:25:34Z,770000,False,-12.0,32.0,1,right,MISS C. Wallace running Layup,[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,3.43,Missed,,,,,,,,,,,,,,,
78,PT06M33.00S,2026-02-22T18:25:29.1Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,19,5,2026-02-22T18:25:29Z,780000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,77.0,2.0,1.0,1.0,,,,,,,,,
79,PT06M33.00S,2026-02-22T18:25:31.5Z,1,REGULAR,turnover,out-of-bounds,[],1630198,,,1610612760,19,5,2026-02-22T18:25:37Z,790000,False,,,0,,I. Joe lost ball out-of-bounds TURNOVER (1 TO),[1630198],1610612760.0,OKC,lost ball,,,Joe,I. Joe,,,,,Right Corner 3,24+ Right,1.0,,,,,,,,,,,,,,,1179.0,,,,
80,PT06M24.00S,2026-02-22T18:25:44.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203471,17.0335085413929,95.58823529411765,1610612739,19,5,2026-02-22T18:25:51Z,800000,False,-228.0,108.0,1,left,MISS D. Schröder 25' 3PT,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,25.2,Missed,,,,,,,,,,,,,,,
81,PT06M23.00S,2026-02-22T18:25:45.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,19,5,2026-02-22T18:25:51Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,80.0,,,,,,,,,,,,
83,PT06M14.00S,2026-02-22T18:26:09.7Z,1,REGULAR,turnover,lost ball,[],203471,,,1610612739,19,5,2026-02-22T18:26:13Z,830000,False,,,0,,D. Schröder lost ball TURNOVER (1 TO),"[203471, 1630198]",1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,1.0,Joe,1630198.0,,,,,,,,,,,,,,,,,
84,PT06M14.00S,2026-02-22T18:26:09.7Z,1,REGULAR,steal,,[],1630198,,,1610612760,19,5,2026-02-22T18:26:11Z,840000,False,,,0,,I. Joe STEAL (5 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
85,PT05M53.00S,2026-02-22T18:26:31.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642272,93.24901445466492,93.87254901960785,1610612760,22,5,2026-02-22T18:26:35Z,850000,False,219.0,11.0,1,right,J. McCain 3PT  (3 PTS) (C. Wallace 3 AST),"[1642272, 1641717]",1610612760.0,OKC,,,,McCain,J. McCain,,,,,Right Corner 3,24+ Right,,,,21.97,Made,,,,,,,3.0,C. Wallace,1641717.0,3.0,,,,,
87,PT05M31.00S,2026-02-22T18:26:53.8Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612739,22,5,2026-02-22T18:27:01Z,870000,False,,,0,,D. Schröder bad pass TURNOVER (2 TO),"[203471, 1641717]",1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Right,2.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
