actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
22,PT10M41.00S,2025-12-30T01:12:41.0Z,1,REGULAR,3pt,Jump Shot,[],1629638,66.17936925098554,55.63725490196079,1610612737,4,5,2025-12-30T01:38:11Z,220000,False,28.0,265.0,1,right,MISS N. Alexander-Walker 26' pullup 3PT,[1629638],1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,26.69,Missed,,,,,,,,,,,,,,,
23,PT10M37.00S,2025-12-30T01:12:45.0Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,4,5,2025-12-30T01:12:48Z,230000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
24,PT10M30.00S,2025-12-30T01:12:55.4Z,1,REGULAR,foul,personal,[],1630249,,,1610612760,4,5,2025-12-30T01:15:30Z,240000,False,,,0,,V. Krejčí personal FOUL (1 PF),"[1630249, 1628983]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Gilgeous-Alexander,1628983.0
26,PT10M19.00S,2025-12-30T01:13:23.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,15.193823915900131,35.049019607843135,1610612760,4,5,2025-12-30T01:13:28Z,260000,False,75.0,90.0,1,left,MISS J. Williams 11' fadeaway Shot,[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,11.73,Missed,,,,,,,,,,,,,,,
27,PT10M18.00S,2025-12-30T01:13:24.7Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,4,5,2025-12-30T01:13:28Z,270000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Right,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT10M00.00S,2025-12-30T01:13:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,88.38699080157687,49.01960784313725,1610612737,4,5,2025-12-30T03:04:56Z,280000,False,-5.0,57.0,1,right,MISS O. Okongwu driving floating Shot,[1630168],1610612737.0,ATL,driving floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,5.69,Missed,,,,,,,,,,,,,,,
29,PT09M57.00S,2025-12-30T01:13:50.6Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,4,5,2025-12-30T01:13:50Z,290000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,
30,PT09M57.00S,2025-12-30T01:13:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,94.40999984741211,50.0,1610612737,4,5,2025-12-30T01:13:50Z,300000,False,0.0,0.0,1,right,MISS Z. Risacher tip Layup,[1642258],1610612737.0,ATL,tip,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
31,PT09M56.00S,2025-12-30T01:13:51.1Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,4,5,2025-12-30T01:13:51Z,310000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,
32,PT09M56.00S,2025-12-30T01:13:52.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,93.77463863337714,52.450980392156865,1610612737,4,7,2025-12-30T01:13:58Z,320000,False,12.0,6.0,1,right,O. Okongwu Layup (2 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,1.37,Made,,,,,2.0,,,,,,,,,,
33,PT09M40.00S,2025-12-30T01:14:07.2Z,1,REGULAR,2pt,Jump Shot,[],1628983,21.76412614980289,50.49019607843137,1610612760,6,7,2025-12-30T01:14:11Z,330000,False,-2.0,152.0,1,left,S. Gilgeous-Alexander 15' step back Jump Shot (6 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,15.21,Made,,,,,6.0,,,,,,,,,,
35,PT09M23.00S,2025-12-30T01:14:37.3Z,1,REGULAR,turnover,3-second-violation,[],1630700,,,1610612737,6,7,2025-12-30T01:16:59Z,350000,False,,,0,,D. Daniels 3-second-violation TURNOVER (1 TO),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,,,1628953.0,,,,
36,PT09M18.00S,2025-12-30T01:14:46.5Z,1,REGULAR,turnover,lost ball,[],1631096,,,1610612760,6,7,2025-12-30T01:14:52Z,360000,False,,,0,,C. Holmgren lost ball TURNOVER (1 TO),"[1631096, 1642258]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,1.0,Risacher,1642258.0,,,,,,,,,,,,,,,,,
37,PT09M18.00S,2025-12-30T01:14:46.5Z,1,REGULAR,steal,,[],1642258,,,1610612737,6,7,2025-12-30T02:01:15Z,370000,False,,,0,,Z. Risacher STEAL (1 STL),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M14.00S,2025-12-30T01:14:50.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642258,67.23061760840999,65.93137254901961,1610612737,6,7,2025-12-30T01:30:07Z,380000,False,80.0,256.0,1,right,MISS Z. Risacher 26' running 3PT,[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,26.76,Missed,,,,,,,,,,,,,,,
39,PT09M10.00S,2025-12-30T01:14:54.6Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,6,7,2025-12-30T01:30:07Z,390000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,
40,PT09M02.00S,2025-12-30T01:15:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,13.87976346911958,36.029411764705884,1610612760,8,7,2025-12-30T01:15:07Z,400000,False,70.0,78.0,1,left,S. Gilgeous-Alexander 10' turnaround fadeaway Jump Shot (8 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,10.47,Made,,,,,8.0,,,,,,,,,,
41,PT08M50.00S,2025-12-30T01:15:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,94.1688567674113,51.9607843137255,1610612737,8,9,2025-12-30T01:15:19Z,410000,False,10.0,2.0,1,right,N. Alexander-Walker driving reverse Layup (2 PTS),[1629638],1610612737.0,ATL,driving reverse,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,1.01,Made,,,,,2.0,,,,,,,,,,
42,PT08M35.00S,2025-12-30T01:15:30.5Z,1,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612760,8,9,2025-12-30T01:15:42Z,420000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1642258, 1631096]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Holmgren,1631096.0
44,PT08M35.00S,2025-12-30T01:16:00.8Z,1,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,9,9,2025-12-30T01:16:00Z,440000,False,,,0,,C. Holmgren Free Throw 1 of 2 (1 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
45,PT08M35.00S,2025-12-30T01:16:20.4Z,1,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,10,9,2025-12-30T01:16:20Z,450000,False,,,0,,C. Holmgren Free Throw 2 of 2 (2 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
46,PT08M23.00S,2025-12-30T01:16:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,85.49605781865965,45.588235294117645,1610612737,10,9,2025-12-30T03:05:35Z,460000,False,-22.0,84.0,1,right,MISS D. Daniels 8' driving Layup - blocked,"[1630700, 1631096]",1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,8.67,Missed,,,,,,Holmgren,1631096.0,,,,,,,,
47,PT08M23.00S,2025-12-30T01:16:33.2Z,1,REGULAR,block,,[],1631096,,,1610612737,10,9,2025-12-30T01:16:35Z,470000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M21.00S,2025-12-30T01:16:35.2Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,10,9,2025-12-30T01:16:38Z,480000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,
49,PT08M20.00S,2025-12-30T01:16:36.9Z,1,REGULAR,turnover,bad pass,[],1631096,,,1610612760,10,9,2025-12-30T01:16:42Z,490000,False,,,0,,C. Holmgren bad pass TURNOVER (2 TO),"[1631096, 1630249]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,2.0,Krejčí,1630249.0,,,,,,,,,,,,,,,,,
50,PT08M20.00S,2025-12-30T01:16:36.9Z,1,REGULAR,steal,,[],1630249,,,1610612737,10,9,2025-12-30T01:16:38Z,500000,False,,,0,,V. Krejčí STEAL (1 STL),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
52,PT08M14.00S,2025-12-30T01:16:42.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630168,71.56701708278581,80.3921568627451,1610612737,10,9,2025-12-30T01:16:45Z,520000,False,152.0,215.0,1,right,MISS O. Okongwu 26' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,26.31,Missed,,,,,,,,,,,,,,,
53,PT08M13.00S,2025-12-30T01:16:43.9Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,10,9,2025-12-30T01:16:43Z,530000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,
54,PT08M06.00S,2025-12-30T01:16:51.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641717,9.411957950065702,94.11764705882352,1610612760,13,9,2025-12-30T01:39:11Z,540000,False,-221.0,36.0,1,left,C. Wallace 3PT running (3 PTS) (J. Williams 1 AST),"[1641717, 1631114]",1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,,,,22.35,Made,,,,,3.0,,,J. Williams,1631114.0,1.0,,,,,
56,PT08M02.00S,2025-12-30T01:16:57.7Z,1,REGULAR,foul,offensive,[],1642258,,,1610612737,13,9,2025-12-30T01:17:06Z,560000,False,,,0,,Z. Risacher offensive FOUL (2 PF),"[1642258, 1631114]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1628953.0,2.0,0.0,Williams,1631114.0
58,PT08M02.00S,2025-12-30T01:16:57.7Z,1,REGULAR,turnover,offensive foul,[],1642258,,,1610612737,13,9,2025-12-30T01:16:57Z,580000,False,,,0,,Z. Risacher offensive foul TURNOVER (1 TO),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,,,,,1628953.0,,,,
59,PT08M02.00S,2025-12-30T01:17:15.2Z,1,REGULAR,substitution,out,[],1642258,,,1610612760,13,9,2025-12-30T01:17:17Z,590000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT08M02.00S,2025-12-30T01:17:15.2Z,1,REGULAR,substitution,in,[],1628379,,,1610612760,13,9,2025-12-30T01:17:17Z,600000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M48.00S,2025-12-30T01:17:35.1Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,13,9,2025-12-30T01:17:38Z,610000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1630168]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,1.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,
62,PT07M48.00S,2025-12-30T01:17:35.1Z,1,REGULAR,steal,,[],1630168,,,1610612737,13,9,2025-12-30T01:17:36Z,620000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
63,PT07M42.00S,2025-12-30T01:17:41.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628379,75.1149802890933,82.84313725490196,1610612737,13,12,2025-12-30T01:30:49Z,630000,False,164.0,181.0,1,right,L. Kennard 24' 3PT running (3 PTS) (O. Okongwu 1 AST),"[1628379, 1630168]",1610612737.0,ATL,running,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,24.47,Made,,,,,3.0,,,O. Okongwu,1630168.0,1.0,,,,,
65,PT07M42.00S,2025-12-30T01:17:45.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,13,12,2025-12-30T01:17:45Z,650000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M24.00S,2025-12-30T01:22:04.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631096,9.543363994743759,53.18627450980392,1610612760,13,12,2025-12-30T03:06:00Z,660000,False,-16.0,37.0,1,left,MISS C. Holmgren turnaround Hook,[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,4.05,Missed,,,,,,,,,,,,,,,
67,PT07M22.00S,2025-12-30T01:22:06.3Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,13,12,2025-12-30T01:22:09Z,670000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,
68,PT07M14.00S,2025-12-30T01:22:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.59198423127464,53.18627450980392,1610612737,13,14,2025-12-30T01:22:19Z,680000,False,16.0,17.0,1,right,N. Alexander-Walker driving finger roll Layup (4 PTS),[1629638],1610612737.0,ATL,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,2.33,Made,,,,,4.0,,,,,,,,,,
69,PT07M14.00S,2025-12-30T01:22:18.1Z,1,REGULAR,foul,personal,['1freethrow'],1631096,,,1610612737,13,14,2025-12-30T01:22:27Z,690000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Alexander-Walker 1 FT),"[1631096, 1629638]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Alexander-Walker,1629638.0
71,PT07M14.00S,2025-12-30T01:22:41.4Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,13,14,2025-12-30T01:23:20Z,710000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M14.00S,2025-12-30T01:22:41.4Z,1,REGULAR,substitution,in,[],1642854,,,1610612737,13,14,2025-12-30T01:23:20Z,720000,False,,,0,,SUB in: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M14.00S,2025-12-30T01:22:57.3Z,1,REGULAR,freethrow,1 of 1,[],1629638,,,1610612737,13,15,2025-12-30T01:22:57Z,730000,False,,,0,,N. Alexander-Walker Free Throw 1 of 1 (5 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
74,PT07M06.00S,2025-12-30T01:23:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,6.652431011826544,46.568627450980394,1610612760,15,15,2025-12-30T01:39:36Z,740000,False,17.0,10.0,1,left,J. Williams driving Layup (2 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,1.99,Made,,,,,2.0,,,,,,,,,,
75,PT06M58.00S,2025-12-30T01:23:17.4Z,1,REGULAR,3pt,Jump Shot,[],1629638,67.7562417871222,65.19607843137256,1610612737,15,15,2025-12-30T01:23:23Z,750000,False,76.0,251.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,26.19,Missed,,,,,,,,,,,,,,,
76,PT06M57.00S,2025-12-30T01:23:18.4Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,15,15,2025-12-30T01:23:23Z,760000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,,
77,PT06M50.00S,2025-12-30T01:23:31.4Z,1,REGULAR,turnover,out-of-bounds,[],1641717,,,1610612760,15,15,2025-12-30T01:23:38Z,770000,False,,,0,,C. Wallace bad pass out-of-bounds TURNOVER (1 TO),[1641717],1610612760.0,OKC,bad pass,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,,,,,1628953.0,,,,
78,PT06M38.00S,2025-12-30T01:23:48.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630700,89.17542706964521,55.392156862745104,1610612737,15,17,2025-12-30T01:23:51Z,780000,False,27.0,49.0,1,right,D. Daniels driving floating Jump Shot (4 PTS),[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,5.62,Made,,,,,4.0,,,,,,,,,,
79,PT06M22.00S,2025-12-30T01:24:05.1Z,1,REGULAR,foul,personal,['2freethrow'],1642854,,,1610612760,15,17,2025-12-30T01:24:15Z,790000,False,,,0,,A. Newell shooting personal FOUL (1 PF) (Williams 2 FT),"[1642854, 1631114]",1610612737.0,ATL,shooting,,,Newell,A. Newell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Williams,1631114.0
81,PT06M22.00S,2025-12-30T01:24:33.2Z,1,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,15,17,2025-12-30T01:24:33Z,810000,False,,,0,,MISS J. Williams Free Throw 1 of 2,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
82,PT06M22.00S,2025-12-30T01:24:33.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,15,17,2025-12-30T01:24:33Z,820000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,
