actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-29T23:42:58.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-29T23:42:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-29T23:43:01.1Z,1,REGULAR,jumpball,recovered,[],1631114,,,1610612760,0,0,2026-03-29T23:43:01Z,40000,False,,,0,,Jump Ball C. Holmgren vs. K. Towns: Tip to J. Williams,"[1631114, 1631096, 1626157]",1610612760.0,OKC,startperiod,J. Williams,1631114.0,Williams,J. Williams,Holmgren,1631096.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-03-29T23:43:14.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,22.552562417871222,8.57843137254902,1610612760,3,0,2026-03-29T23:43:18Z,70000,False,207.0,159.0,1,left,L. Dort 26' 3PT  (3 PTS) (C. Holmgren 1 AST),"[1629652, 1631096]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,26.14,Made,3.0,C. Holmgren,1631096.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2026-03-29T23:43:33.2Z,1,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612752,3,0,2026-03-29T23:43:42Z,90000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Towns 2 FT),"[1631096, 1626157]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,1.0,0.0,Towns,1626157.0,,,,,,,,,
11,PT11M26.00S,2026-03-29T23:44:06.9Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,3,1,2026-03-29T23:44:06Z,110000,False,,,0,,K. Towns Free Throw 1 of 2 (1 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
12,PT11M26.00S,2026-03-29T23:44:28.7Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,3,2,2026-03-29T23:44:28Z,120000,False,,,0,,K. Towns Free Throw 2 of 2 (2 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
13,PT11M15.00S,2026-03-29T23:44:42.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,6.1268068331143235,48.77450980392157,1610612760,5,2,2026-03-29T23:44:46Z,130000,False,6.0,5.0,1,left,I. Hartenstein alley-oop DUNK (2 PTS) (J. Williams 1 AST),"[1628392, 1631114]",1610612760.0,OKC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.8,Made,2.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
15,PT10M52.00S,2026-03-29T23:45:03.7Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612752,5,2,2026-03-29T23:45:09Z,150000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1628983]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,
16,PT10M52.00S,2026-03-29T23:45:03.7Z,1,REGULAR,steal,,[],1628983,,,1610612760,5,2,2026-03-29T23:45:05Z,160000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2026-03-29T23:45:16.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631096,24.129434954007884,86.27450980392157,1610612760,5,2,2026-03-29T23:45:20Z,170000,False,-181.0,174.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2026-03-29T23:45:20.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,5,2,2026-03-29T23:45:20Z,180000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,
19,PT10M22.00S,2026-03-29T23:45:33.6Z,1,REGULAR,2pt,Jump Shot,[],1628973,75.64060446780552,49.01960784313725,1610612752,5,2,2026-03-29T23:45:37Z,190000,False,-5.0,176.0,1,right,MISS J. Brunson 17' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,17.66,Missed,,,,,,,,,,,,,,,,,,
