actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-26T00:11:59.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-26T00:11:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-26T00:12:02.5Z,1,REGULAR,jumpball,recovered,[],1631119,,,1610612760,0,0,2026-01-26T00:12:02Z,40000,False,,,0,,Jump Ball C. Holmgren vs. S. Barnes: Tip to J. Williams,"[1631119, 1631096, 1630567]",1610612760.0,OKC,startperiod,J. Williams,1631119.0,Williams,J. Williams,Holmgren,1631096.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-01-26T00:12:13.3Z,1,REGULAR,3pt,Jump Shot,[],1641717,67.7562417871222,25.245098039215684,1610612760,0,0,2026-01-26T00:12:17Z,70000,False,-124.0,251.0,1,right,MISS C. Wallace 27' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,27.95,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-01-26T00:12:15.3Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,0,0,2026-01-26T00:12:17Z,80000,False,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2026-01-26T00:12:28.6Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612760,0,0,2026-01-26T00:12:46Z,90000,False,,,0,,R. Barrett shooting personal FOUL (1 PF) (Dort 2 FT),"[1629628, 1629652]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,,,,,,,1628954.0,1.0,0.0,Dort,1629652.0,,,,,,,,,
11,PT11M33.00S,2026-01-26T00:12:54.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629652,,,1610612760,1,0,2026-01-26T00:13:14Z,110000,False,,,0,,L. Dort Free Throw 1 of 2 (1 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M33.00S,2026-01-26T00:12:54.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629652,,,1610612760,1,0,2026-01-26T00:13:14Z,120000,False,,,0,,MISS L. Dort Free Throw 2 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
13,PT11M30.00S,2026-01-26T00:12:57.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,1,0,2026-01-26T00:13:14Z,130000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M14.00S,2026-01-26T00:13:30.0Z,1,REGULAR,3pt,Jump Shot,[],1630193,9.017739816031538,4.6568627450980395,1610612761,1,3,2026-01-26T00:13:33Z,140000,False,227.0,32.0,1,left,I. Quickley 3PT  (3 PTS) (B. Ingram 1 AST),"[1630193, 1627742]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,22.9,Made,,,,,,,,,,3.0,B. Ingram,1627742.0,1.0,,,,,
16,PT10M59.00S,2026-01-26T00:13:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631119,89.30683311432325,62.254901960784316,1610612760,1,3,2026-01-26T00:13:50Z,160000,False,61.0,48.0,1,right,MISS J. Williams 7' driving floating bank Shot,[1631119],1610612760.0,OKC,driving floating bank,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,,,,
17,PT10M56.00S,2026-01-26T00:13:46.9Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,1,3,2026-01-26T00:13:50Z,170000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M47.00S,2026-01-26T00:13:56.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,13.485545335085414,48.03921568627451,1610612761,1,3,2026-01-26T00:14:04Z,180000,False,10.0,74.0,1,left,MISS B. Ingram 7' fadeaway Shot,[1627742],1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,7.49,Missed,,,,,,,,,,,,,,,,,,
20,PT10M43.00S,2026-01-26T00:14:00.0Z,1,REGULAR,rebound,offensive,[],1627742,,,1610612761,1,3,2026-01-26T00:14:04Z,200000,False,,,0,,B. Ingram REBOUND (Off:1 Def:0),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M43.00S,2026-01-26T00:14:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627742,7.30946123521682,46.32352941176471,1610612761,1,3,2026-01-26T00:14:05Z,210000,False,18.0,16.0,1,left,MISS B. Ingram putback Layup - blocked,"[1627742, 1631119]",1610612761.0,TOR,putback,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,Williams,1631119.0,,,
22,PT10M43.00S,2026-01-26T00:14:00.8Z,1,REGULAR,block,,[],1631119,,,1610612761,1,3,2026-01-26T00:14:02Z,220000,False,,,0,,J. Williams BLOCK (1 BLK),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M41.00S,2026-01-26T00:14:02.8Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,1,3,2026-01-26T00:14:05Z,230000,False,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT10M38.00S,2026-01-26T00:14:05.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630193,3.892904073587385,58.57843137254902,1610612761,1,5,2026-01-26T00:14:09Z,240000,False,-43.0,-16.0,1,left,I. Quickley driving floating bank Jump Shot (5 PTS) (S. Barnes 1 AST),"[1630193, 1630567]",1610612761.0,TOR,driving floating bank,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,,,,,,,,,,5.0,S. Barnes,1630567.0,1.0,,,,,
26,PT10M26.00S,2026-01-26T00:14:17.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,73.66951379763469,83.57843137254902,1610612760,1,5,2026-01-26T00:14:22Z,260000,False,168.0,195.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.73,Missed,,,,,,,,,,,,,,,,,,
27,PT10M23.00S,2026-01-26T00:14:20.3Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,1,5,2026-01-26T00:14:22Z,270000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT10M06.00S,2026-01-26T00:14:37.1Z,1,REGULAR,2pt,Jump Shot,[],1627742,14.011169513797633,65.93137254901961,1610612761,1,7,2026-01-26T00:14:43Z,280000,False,-80.0,79.0,1,left,B. Ingram 11' fadeaway Jump Shot (2 PTS) (I. Quickley 1 AST),"[1627742, 1630193]",1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,11.24,Made,,,,,,,,,,2.0,I. Quickley,1630193.0,1.0,,,,,
31,PT09M52.00S,2026-01-26T00:15:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631119,90.09526938239159,64.4607843137255,1610612760,3,7,2026-01-26T00:15:12Z,310000,False,72.0,41.0,1,right,J. Williams 8' Jump Shot (2 PTS) (C. Wallace 1 AST),"[1631119, 1641717]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,8.29,Made,,,,,,,,,,2.0,C. Wallace,1641717.0,1.0,,,,,
33,PT09M37.00S,2026-01-26T00:15:23.8Z,1,REGULAR,3pt,Jump Shot,[],1627742,32.276609724047304,55.392156862745104,1610612761,3,7,2026-01-26T00:15:28Z,330000,False,-27.0,251.0,1,left,MISS B. Ingram 25' pullup 3PT,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,,
34,PT09M34.00S,2026-01-26T00:15:26.8Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,3,7,2026-01-26T00:15:28Z,340000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M27.00S,2026-01-26T00:15:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,83.78777923784494,47.794117647058826,1610612760,3,7,2026-01-26T00:15:37Z,350000,False,-11.0,100.0,1,right,MISS S. Gilgeous-Alexander 10' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.05,Missed,,,,,,,,,,,,,,,,,,
36,PT09M24.00S,2026-01-26T00:15:36.6Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,3,7,2026-01-26T00:15:37Z,360000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
92,PT09M11.00S,2026-01-26T00:15:41.5Z,1,REGULAR,turnover,lost ball,[],1630567,,,1610612761,3,7,2026-01-26T00:25:48Z,365000,False,,,0,,S. Barnes lost ball TURNOVER (1 TO),"[1630567, 1631119]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Williams,1631119.0
93,PT09M11.00S,2026-01-26T00:15:41.5Z,1,REGULAR,steal,,[],1631119,,,1610612760,3,7,2026-01-26T00:25:48Z,367500,False,,,0,,J. Williams STEAL (1 STL),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
