actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-12-11T00:42:30.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-11T00:42:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-12-11T00:42:31.5Z,1,REGULAR,jumpball,recovered,[],1631221,,,1610612756,0,0,2025-12-11T00:42:31Z,40000,False,,,0,,Jump Ball M. Williams vs. C. Holmgren: Tip to C. Gillespie,"[1631221, 1631109, 1631096]",1610612756.0,PHX,startperiod,C. Gillespie,1631221.0,Gillespie,C. Gillespie,Williams,1631109.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M50.00S,2025-12-11T00:42:37.5Z,1,REGULAR,turnover,lost ball,[],1631221,,,1610612756,0,0,2025-12-11T00:42:41Z,70000,False,,,0,,C. Gillespie lost ball TURNOVER (1 TO),"[1631221, 1641717]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,1.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
8,PT11M50.00S,2025-12-11T00:42:37.5Z,1,REGULAR,steal,,[],1641717,,,1610612760,0,0,2025-12-11T00:42:39Z,80000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
9,PT11M48.00S,2025-12-11T00:42:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641717,5.863994743758213,47.549019607843135,1610612760,2,0,2025-12-11T00:42:48Z,90000,False,12.0,3.0,1,left,C. Wallace running finger roll Layup (2 PTS),[1641717],1610612760.0,OKC,running finger roll,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,1.26,Made,2.0,,,,,,,,,,,,,,
10,PT11M30.00S,2025-12-11T00:42:58.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,93.24901445466492,51.470588235294116,1610612756,2,2,2025-12-11T00:43:03Z,100000,False,7.0,11.0,1,right,M. Williams cutting DUNK (2 PTS) (G. Allen 1 AST),"[1631109, 1628960]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,1.33,Made,2.0,G. Allen,1628960.0,1.0,,,,,,,,,,,
12,PT11M07.00S,2025-12-11T00:43:20.3Z,1,REGULAR,3pt,Jump Shot,[],1641717,5.338370565045992,4.901960784313726,1610612760,5,2,2025-12-11T00:43:24Z,120000,False,225.0,-2.0,1,left,C. Wallace 3PT  (5 PTS) (C. Holmgren 1 AST),"[1641717, 1631096]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,22.55,Made,5.0,C. Holmgren,1631096.0,1.0,,,,,,,,,,,
14,PT10M53.00S,2025-12-11T00:43:35.1Z,1,REGULAR,3pt,Jump Shot,[],1628960,64.86530880420499,24.509803921568626,1610612756,5,2,2025-12-11T00:43:40Z,140000,False,-127.0,278.0,1,right,MISS G. Allen 30' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,30.57,Missed,,,,,,,,,,,,,,,
15,PT10M50.00S,2025-12-11T00:43:38.1Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,5,2,2025-12-11T00:43:40Z,150000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,
16,PT10M43.00S,2025-12-11T00:43:44.8Z,1,REGULAR,2pt,Jump Shot,[],1628983,20.71287779237845,46.32352941176471,1610612760,7,2,2025-12-11T00:43:47Z,160000,False,18.0,142.0,1,left,S. Gilgeous-Alexander 14' pullup Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,14.34,Made,2.0,,,,,,,,,,,,,,
17,PT10M26.00S,2025-12-11T00:44:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,83.13074901445466,52.450980392156865,1610612756,7,2,2025-12-11T00:44:08Z,170000,False,12.0,106.0,1,right,MISS M. Williams 10' floating Shot,[1631109],1610612756.0,PHX,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,10.68,Missed,,,,,,,,,,,,,,,
18,PT10M24.00S,2025-12-11T00:44:03.3Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,7,2,2025-12-11T00:44:08Z,180000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,
19,PT10M09.00S,2025-12-11T00:44:19.2Z,1,REGULAR,2pt,Jump Shot,[],1628983,5.995400788436268,76.22549019607843,1610612760,7,2,2025-12-11T00:44:23Z,190000,False,-131.0,4.0,1,left,MISS S. Gilgeous-Alexander 13' turnaround fadeaway Shot,[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,13.12,Missed,,,,,,,,,,,,,,,
20,PT10M06.00S,2025-12-11T00:44:22.2Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,7,2,2025-12-11T00:44:23Z,200000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,
27,PT09M54.00S,2025-12-11T00:44:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,90.75229960578186,43.627450980392155,1610612756,7,2,2025-12-11T00:47:40Z,225000,False,-32.0,34.0,1,right,MISS M. Williams cutting Layup - blocked,"[1631109, 1628983]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,4.69,Missed,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,
28,PT09M54.00S,2025-12-11T00:44:37.4Z,1,REGULAR,block,,[],1628983,,,1610612756,7,2,2025-12-11T00:45:53Z,227500,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
