actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M47.00S,2026-04-05T23:13:54.9Z,1,REGULAR,3pt,Jump Shot,[],1631096,77.61169513797634,87.5,1610612760,3,4,2026-04-05T23:13:59Z,160000,False,188.0,158.0,1,right,C. Holmgren 24' 3PT  (3 PTS) (J. Williams 1 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,24.52,Made,,,,,3.0,J. Williams,1631114.0,1.0,,,,,,,,,,
18,PT10M26.00S,2026-04-05T23:14:17.2Z,1,REGULAR,2pt,Jump Shot,[],1642271,25.706307490144546,54.41176470588235,1610612762,3,4,2026-04-05T23:15:12Z,180000,False,-22.0,189.0,1,left,MISS K. Filipowski 19' step back Shot - blocked,"[1642271, 1631096]",1610612762.0,UTA,step back,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Center,19.04,Missed,,,,,,,,,Holmgren,1631096.0,,,,,,,,
19,PT10M26.00S,2026-04-05T23:14:17.2Z,1,REGULAR,block,,[],1631096,,,1610612762,3,4,2026-04-05T23:14:21Z,190000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M24.00S,2026-04-05T23:14:19.2Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,3,4,2026-04-05T23:15:12Z,200000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M03.00S,2026-04-05T23:14:38.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,78.66294349540078,76.22549019607843,1610612760,5,4,2026-04-05T23:18:51Z,230000,False,131.0,148.0,1,right,S. Gilgeous-Alexander 19' pullup Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,19.78,Made,,,,,2.0,,,,,,,,,,,,,
24,PT09M41.00S,2026-04-05T23:15:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642846,10.988830486202366,35.78431372549019,1610612762,5,6,2026-04-05T23:15:05Z,240000,False,71.0,51.0,1,left,A. Bailey 8' pullup Jump Shot (2 PTS),[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Right,8.74,Made,,,,,2.0,,,,,,,,,,,,,
25,PT09M25.00S,2026-04-05T23:15:16.8Z,1,REGULAR,turnover,bad pass,[],1629652,,,1610612760,5,6,2026-04-05T23:15:19Z,250000,False,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1641729]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Sensabaugh,1641729.0,,,,,
26,PT09M25.00S,2026-04-05T23:15:16.8Z,1,REGULAR,steal,,[],1641729,,,1610612762,5,6,2026-04-05T23:15:18Z,260000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
27,PT09M21.00S,2026-04-05T23:15:21.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641729,28.86005256241787,21.323529411764707,1610612762,5,6,2026-04-05T23:15:30Z,270000,False,143.0,219.0,1,left,MISS B. Sensabaugh 26' running pullup 3PT,[1641729],1610612762.0,UTA,running pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
28,PT09M16.00S,2026-04-05T23:15:26.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,5,6,2026-04-05T23:17:57Z,280000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M13.00S,2026-04-05T23:15:28.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631096,91.93495400788436,48.77450980392157,1610612760,7,6,2026-04-05T23:15:35Z,290000,False,-6.0,23.0,1,right,C. Holmgren running DUNK (5 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,5.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
31,PT08M57.00S,2026-04-05T23:15:44.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642846,6.521024967148489,51.225490196078425,1610612762,7,6,2026-04-05T23:15:52Z,310000,False,-6.0,9.0,1,left,MISS A. Bailey driving DUNK - blocked,"[1642846, 1628392]",1610612762.0,UTA,driving,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,Hartenstein,1628392.0,,,,,,,,
60,PT08M57.00S,2026-04-05T23:15:44.8Z,1,REGULAR,block,,[],1628392,,,1610612762,7,6,2026-04-05T23:19:34Z,315000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT08M54.00S,2026-04-05T23:15:47.8Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,7,6,2026-04-05T23:19:34Z,320000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT08M52.00S,2026-04-05T23:15:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631114,91.67214191852825,50.245098039215684,1610612760,9,6,2026-04-05T23:15:56Z,330000,False,1.0,26.0,1,right,J. Williams running Layup (2 PTS) (S. Gilgeous-Alexander 2 AST),"[1631114, 1628983]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,2.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,
37,PT08M30.00S,2026-04-05T23:16:11.3Z,1,REGULAR,2pt,Jump Shot,[],1631131,4.944152431011826,27.450980392156865,1610612762,9,8,2026-04-05T23:20:09Z,350000,False,113.0,-6.0,1,left,O. Tshiebwe 11' floating Jump Shot (2 PTS) (B. Sensabaugh 1 AST),"[1631131, 1641729]",1610612762.0,UTA,floating,,,Tshiebwe,O. Tshiebwe,,,,,Mid-Range,8-16 Right,11.29,Made,,,,,2.0,B. Sensabaugh,1641729.0,1.0,,,,,,,,,,
39,PT08M18.00S,2026-04-05T23:16:23.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,94.1688567674113,50.0,1610612760,11,8,2026-04-05T23:16:27Z,370000,False,0.0,2.0,1,right,I. Hartenstein alley-oop DUNK (2 PTS) (J. Williams 2 AST),"[1628392, 1631114]",1610612760.0,OKC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.23,Made,,,,,2.0,J. Williams,1631114.0,2.0,,,,,,,,,,
41,PT08M03.00S,2026-04-05T23:16:38.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642262,9.149145860709593,36.51960784313725,1610612762,11,8,2026-04-05T23:16:45Z,390000,False,67.0,34.0,1,left,MISS C. Williams 7' driving floating Shot,[1642262],1610612762.0,UTA,driving floating,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.53,Missed,,,,,,,,,,,,,,,,,,
42,PT08M00.00S,2026-04-05T23:16:41.7Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,11,8,2026-04-05T23:16:45Z,400000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT07M44.00S,2026-04-05T23:16:57.5Z,1,REGULAR,2pt,Jump Shot,[],1631096,77.34888304862024,47.05882352941176,1610612760,11,8,2026-04-05T23:17:01Z,410000,False,-15.0,160.0,1,right,MISS C. Holmgren 16' turnaround fadeaway Shot,[1631096],1610612760.0,OKC,turnaround fadeaway,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Center,16.11,Missed,,,,,,,,,,,,,,,,,,
44,PT07M41.00S,2026-04-05T23:17:00.5Z,1,REGULAR,rebound,defensive,[],1631131,,,1610612762,11,8,2026-04-05T23:17:01Z,420000,False,,,0,,O. Tshiebwe REBOUND (Off:0 Def:1),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Mid-Range,16-24 Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT07M37.00S,2026-04-05T23:17:07.1Z,1,REGULAR,turnover,out-of-bounds,[],1631131,,,1610612762,11,8,2026-04-05T23:17:11Z,430000,False,,,0,,O. Tshiebwe lost ball out-of-bounds TURNOVER (1 TO),[1631131],1610612762.0,UTA,lost ball,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,1627529.0,,,,
46,PT07M27.00S,2026-04-05T23:17:25.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,91.27792378449409,95.09803921568627,1610612760,11,8,2026-04-05T23:17:30Z,440000,False,225.0,29.0,1,right,MISS J. Williams 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,22.74,Missed,,,,,,,,,,,,,,,,,,
47,PT07M23.00S,2026-04-05T23:17:29.4Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,11,8,2026-04-05T23:17:30Z,450000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,
48,PT07M20.00S,2026-04-05T23:17:32.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631131,5.601182654402102,49.50980392156863,1610612762,11,10,2026-04-05T23:17:38Z,460000,False,2.0,0.0,1,left,O. Tshiebwe running DUNK (4 PTS) (A. Bailey 1 AST),"[1631131, 1642846]",1610612762.0,UTA,running,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,4.0,A. Bailey,1642846.0,1.0,,,,,,,,,,
50,PT07M05.00S,2026-04-05T23:17:46.7Z,1,REGULAR,2pt,Jump Shot,[],1628392,93.38042049934296,66.17647058823529,1610612760,13,10,2026-04-05T23:21:18Z,480000,False,81.0,10.0,1,right,I. Hartenstein 8' floating Jump Shot (4 PTS) (L. Dort 1 AST),"[1628392, 1629652]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Right,8.15,Made,,,,,4.0,L. Dort,1629652.0,1.0,,,,,,,,,,
52,PT06M55.00S,2026-04-05T23:17:57.0Z,1,REGULAR,3pt,Jump Shot,[],1642271,28.203022339027594,18.137254901960784,1610612762,13,10,2026-04-05T23:18:03Z,500000,False,159.0,213.0,1,left,MISS K. Filipowski 26' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,26.57,Missed,,,,,,,,,,,,,,,,,,
53,PT06M51.00S,2026-04-05T23:18:01.0Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,13,10,2026-04-05T23:18:03Z,510000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT06M42.00S,2026-04-05T23:18:10.3Z,1,REGULAR,3pt,Jump Shot,[],1631096,92.06636005256242,3.6764705882352944,1610612760,16,10,2026-04-05T23:18:14Z,520000,False,-232.0,22.0,1,right,C. Holmgren 3PT  (8 PTS) (J. Williams 3 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,23.27,Made,,,,,8.0,J. Williams,1631114.0,3.0,,,,,,,,,,
57,PT06M24.00S,2026-04-05T23:18:29.7Z,1,REGULAR,foul,personal,[],1631096,,,1610612762,16,10,2026-04-05T23:21:52Z,550000,False,,,0,,C. Holmgren personal FOUL (1 PF),"[1631096, 1641729]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Sensabaugh,1641729.0
59,PT06M24.00S,2026-04-05T23:18:43.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,16,10,2026-04-05T23:18:43Z,570000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M21.00S,2026-04-05T23:21:49.0Z,1,REGULAR,3pt,Jump Shot,[],1642846,32.670827858081466,43.627450980392155,1610612762,16,10,2026-04-05T23:22:09Z,580000,False,32.0,255.0,1,left,MISS A. Bailey 25' pullup 3PT,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
62,PT06M16.00S,2026-04-05T23:21:54.0Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,16,10,2026-04-05T23:21:55Z,590000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT06M01.00S,2026-04-05T23:22:08.1Z,1,REGULAR,3pt,Jump Shot,[],1628983,77.61169513797634,12.009803921568627,1610612760,19,10,2026-04-05T23:22:12Z,600000,False,-190.0,158.0,1,right,S. Gilgeous-Alexander 24' 3PT pullup (5 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,24.71,Made,,,,,5.0,,,,,,,,,,,,,
64,PT05M44.00S,2026-04-05T23:22:25.1Z,1,REGULAR,3pt,Jump Shot,[],1641729,29.911300919842315,25.245098039215684,1610612762,19,13,2026-04-05T23:22:29Z,610000,False,124.0,229.0,1,left,B. Sensabaugh 26' 3PT  (3 PTS) (K. Filipowski 1 AST),"[1641729, 1642271]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,26.01,Made,,,,,3.0,K. Filipowski,1642271.0,1.0,,,,,,,,,,
66,PT05M26.00S,2026-04-05T23:22:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,94.30026281208936,51.9607843137255,1610612760,21,13,2026-04-05T23:22:47Z,630000,False,10.0,1.0,1,right,J. Williams cutting Layup (4 PTS) (I. Hartenstein 1 AST),"[1631114, 1628392]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,4.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,
68,PT05M16.00S,2026-04-05T23:22:52.7Z,1,REGULAR,turnover,lost ball,[],1631131,,,1610612762,21,13,2026-04-05T23:22:57Z,650000,False,,,0,,O. Tshiebwe lost ball TURNOVER (2 TO),"[1631131, 1628983]",1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Gilgeous-Alexander,1628983.0,,,,,
69,PT05M16.00S,2026-04-05T23:22:52.7Z,1,REGULAR,steal,,[],1628983,,,1610612760,21,13,2026-04-05T23:22:54Z,660000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT05M08.00S,2026-04-05T23:23:02.5Z,1,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612760,21,13,2026-04-05T23:23:16Z,670000,False,,,0,,K. Filipowski shooting personal FOUL (1 PF) (Williams 2 FT),"[1642271, 1631114]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Williams,1631114.0
72,PT05M08.00S,2026-04-05T23:23:33.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631114,,,1610612760,22,13,2026-04-05T23:23:33Z,690000,False,,,0,,J. Williams Free Throw 1 of 2 (5 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
73,PT05M08.00S,2026-04-05T23:23:33.9Z,1,REGULAR,substitution,out,[],1628392,,,1610612760,22,13,2026-04-05T23:23:42Z,700000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M08.00S,2026-04-05T23:23:33.9Z,1,REGULAR,substitution,out,[],1631131,,,1610612760,22,13,2026-04-05T23:23:42Z,710000,False,,,0,,SUB out: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M08.00S,2026-04-05T23:23:33.9Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,22,13,2026-04-05T23:23:42Z,720000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M08.00S,2026-04-05T23:23:33.9Z,1,REGULAR,substitution,in,[],1629004,,,1610612760,22,13,2026-04-05T23:23:42Z,730000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M08.00S,2026-04-05T23:23:58.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631114,,,1610612760,23,13,2026-04-05T23:23:58Z,740000,False,,,0,,J. Williams Free Throw 2 of 2 (6 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
78,PT04M47.00S,2026-04-05T23:24:21.9Z,1,REGULAR,3pt,Jump Shot,[],1642271,5.732588699080158,4.166666666666666,1610612762,23,13,2026-04-05T23:24:29Z,750000,False,229.0,1.0,1,left,MISS K. Filipowski 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
79,PT04M44.00S,2026-04-05T23:24:24.9Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,23,13,2026-04-05T23:24:29Z,760000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT04M36.00S,2026-04-05T23:24:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,80.23981603153744,61.76470588235294,1610612760,25,13,2026-04-05T23:24:36Z,770000,False,59.0,133.0,1,right,L. Dort 14' step back Jump Shot (2 PTS) (S. Gilgeous-Alexander 3 AST),"[1629652, 1628983]",1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,14.56,Made,,,,,2.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,
82,PT04M18.00S,2026-04-05T23:24:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642846,6.1268068331143235,48.77450980392157,1610612762,25,15,2026-04-05T23:24:58Z,790000,False,6.0,5.0,1,left,A. Bailey cutting Layup (4 PTS) (K. Filipowski 2 AST),"[1642846, 1642271]",1610612762.0,UTA,cutting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,4.0,K. Filipowski,1642271.0,2.0,,,,,,,,,,
84,PT04M09.00S,2026-04-05T23:24:59.7Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,25,15,2026-04-05T23:25:02Z,810000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1629004]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,Mykhailiuk,1629004.0,,,,,
85,PT04M09.00S,2026-04-05T23:24:59.7Z,1,REGULAR,steal,,[],1629004,,,1610612762,25,15,2026-04-05T23:25:01Z,820000,False,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
86,PT04M03.00S,2026-04-05T23:25:06.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629004,5.206964520367937,47.794117647058826,1610612762,25,15,2026-04-05T23:25:12Z,830000,False,11.0,-4.0,1,left,MISS S. Mykhailiuk running Layup - blocked,"[1629004, 1631096]",1610612762.0,UTA,running,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,1.16,Missed,,,,,,,,,Holmgren,1631096.0,,,,,,,,
