actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
88,PT04M42.00S,2025-12-06T02:57:23.4Z,1,REGULAR,substitution,in,[],1628997,,,1610612742,15,17,2025-12-06T03:02:40Z,870000,False,,,0,,SUB in: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M28.00S,2025-12-06T02:57:52.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630314,95.3515111695138,94.85294117647058,1610612742,15,17,2025-12-06T02:58:09Z,890000,False,224.0,-9.0,1,right,MISS B. Williams 3PT,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,Right Corner 3,24+ Right,22.45,Missed,,,,,,,,,,,,,,,,,
91,PT04M28.00S,2025-12-06T02:57:52.9Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,15,17,2025-12-06T02:59:49Z,900000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Right Corner 3,24+ Right,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,
92,PT04M12.00S,2025-12-06T02:58:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,5.995400788436268,50.49019607843137,1610612760,17,17,2025-12-06T02:59:59Z,910000,False,-2.0,4.0,1,left,C. Wallace driving Layup (2 PTS),[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,,Restricted Area,0-8 Center,0.46,Made,2.0,,,,,,,,,,,,,,,,
93,PT04M02.00S,2025-12-06T02:58:21.8Z,1,REGULAR,turnover,out-of-bounds,[],1642843,,,1610612742,17,17,2025-12-06T02:58:32Z,920000,False,,,0,,C. Flagg lost ball out-of-bounds TURNOVER (1 TO),[1642843],1610612742.0,DAL,lost ball,,,Flagg,C. Flagg,,,,,201245.0,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,,,,,,
94,PT03M56.00S,2025-12-06T02:58:35.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,5.995400788436268,47.549019607843135,1610612760,17,17,2025-12-06T03:00:38Z,930000,False,12.0,4.0,1,left,MISS S. Gilgeous-Alexander driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Restricted Area,0-8 Center,1.29,Missed,,,,,,,,,,,,,,,,,
95,PT03M55.00S,2025-12-06T02:58:36.5Z,1,REGULAR,rebound,offensive,[],1641717,,,1610612760,17,17,2025-12-06T03:00:38Z,940000,False,,,0,,C. Wallace REBOUND (Off:1 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,Restricted Area,0-8 Center,,,,,,,94.0,3.0,2.0,1.0,,,,,,,,,
96,PT03M54.00S,2025-12-06T02:58:39.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1641717,5.590000152587891,50.0,1610612760,17,17,2025-12-06T03:00:47Z,950000,False,0.0,0.0,1,left,MISS C. Wallace tip DUNK,[1641717],1610612760.0,OKC,tip,,,Wallace,C. Wallace,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
97,PT03M54.00S,2025-12-06T02:58:39.2Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,17,17,2025-12-06T03:00:47Z,960000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Restricted Area,0-8 Center,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,
98,PT03M44.00S,2025-12-06T02:58:43.4Z,1,REGULAR,3pt,Jump Shot,[],1628997,94.30026281208936,94.85294117647058,1610612742,17,17,2025-12-06T02:58:50Z,970000,False,224.0,1.0,1,right,MISS C. Martin 3PT,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,
99,PT03M41.00S,2025-12-06T02:58:47.1Z,1,REGULAR,rebound,offensive,[],202691,,,1610612742,17,17,2025-12-06T02:58:47Z,980000,False,,,0,,K. Thompson REBOUND (Off:1 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,Right Corner 3,24+ Right,,,,,,,98.0,2.0,1.0,1.0,,,,,,,,,
100,PT03M31.00S,2025-12-06T02:58:59.8Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612742,17,17,2025-12-06T02:59:07Z,990000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Flagg 2 FT),"[1628983, 1642843]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,202027.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Flagg,1642843.0,,
102,PT03M31.00S,2025-12-06T02:59:22.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642843,,,1610612742,17,18,2025-12-06T02:59:22Z,1010000,False,,,0,,C. Flagg Free Throw 1 of 2 (3 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
103,PT03M31.00S,2025-12-06T02:59:22.9Z,1,REGULAR,substitution,out,[],1641717,,,1610612742,17,18,2025-12-06T02:59:27Z,1020000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M31.00S,2025-12-06T02:59:22.9Z,1,REGULAR,substitution,in,[],1629026,,,1610612742,17,18,2025-12-06T02:59:27Z,1030000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M31.00S,2025-12-06T02:59:43.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642843,,,1610612742,17,19,2025-12-06T02:59:43Z,1040000,False,,,0,,C. Flagg Free Throw 2 of 2 (4 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
106,PT03M24.00S,2025-12-06T02:59:54.2Z,1,REGULAR,turnover,out-of-bounds,[],1642349,,,1610612760,17,19,2025-12-06T02:59:59Z,1050000,False,,,0,,A. Mitchell lost ball out-of-bounds TURNOVER (1 TO),[1642349],1610612760.0,OKC,lost ball,,,Mitchell,A. Mitchell,,,,,1627961.0,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,,,,,,
107,PT03M24.00S,2025-12-06T02:59:59.4Z,1,REGULAR,substitution,out,[],1642843,,,1610612742,17,19,2025-12-06T03:00:02Z,1060000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M24.00S,2025-12-06T02:59:59.4Z,1,REGULAR,substitution,in,[],1630230,,,1610612742,17,19,2025-12-06T03:00:02Z,1070000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M05.00S,2025-12-06T03:00:26.8Z,1,REGULAR,foul,personal,[],1642349,,,1610612742,17,19,2025-12-06T03:00:39Z,1080000,False,,,0,,A. Mitchell personal FOUL (1 PF),"[1642349, 1630314]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,202027.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,0.0,Williams,1630314.0,,
111,PT02M59.00S,2025-12-06T03:00:58.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,71.82982917214193,77.69607843137256,1610612742,17,19,2025-12-06T03:01:04Z,1100000,False,138.0,212.0,1,right,MISS N. Marshall 25' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,
112,PT02M54.00S,2025-12-06T03:01:03.7Z,1,REGULAR,rebound,defensive,[],1642382,,,1610612760,17,19,2025-12-06T03:01:04Z,1110000,False,,,0,,B. Carlson REBOUND (Off:0 Def:1),[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,Above the Break 3,24+ Right Center,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,
113,PT02M45.00S,2025-12-06T03:01:12.1Z,1,REGULAR,3pt,Jump Shot,[],1629026,27.808804204993432,21.813725490196077,1610612760,17,19,2025-12-06T03:01:17Z,1120000,False,141.0,209.0,1,left,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,
114,PT02M41.00S,2025-12-06T03:01:16.1Z,1,REGULAR,rebound,offensive,[],1630598,,,1610612760,17,19,2025-12-06T03:01:17Z,1130000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Right Center,,,,,,,113.0,1.0,0.0,1.0,,,,,,,,,
115,PT02M41.00S,2025-12-06T03:01:16.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,5.590000152587891,50.0,1610612760,19,19,2025-12-06T03:01:16Z,1140000,False,0.0,0.0,1,left,A. Wiggins tip Layup (2 PTS),[1630598],1610612760.0,OKC,tip,,,Wiggins,A. Wiggins,,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,
116,PT02M21.00S,2025-12-06T03:01:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,83.13074901445466,34.068627450980394,1610612742,19,19,2025-12-06T03:01:43Z,1150000,False,-80.0,106.0,1,right,MISS C. Martin 13' turnaround fadeaway Shot,[1628997],1610612742.0,DAL,turnaround fadeaway,,,Martin,C. Martin,,,,,,In The Paint (Non-RA),8-16 Left,13.27,Missed,,,,,,,,,,,,,,,,,
117,PT02M18.00S,2025-12-06T03:01:39.1Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,19,19,2025-12-06T03:01:43Z,1160000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,,
118,PT02M11.00S,2025-12-06T03:01:48.4Z,1,REGULAR,foul,personal,['2freethrow'],202691,,,1610612760,19,19,2025-12-06T03:02:07Z,1170000,False,,,0,,K. Thompson shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[202691, 1628983]",1610612742.0,DAL,shooting,,,Thompson,K. Thompson,,,,,202027.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,
120,PT02M11.00S,2025-12-06T03:02:06.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,19,19,2025-12-06T03:02:06Z,1190000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M11.00S,2025-12-06T03:05:01.8Z,1,REGULAR,substitution,out,[],1628997,,,1610612760,19,19,2025-12-06T03:05:20Z,1200000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M11.00S,2025-12-06T03:05:01.8Z,1,REGULAR,substitution,in,[],1626156,,,1610612760,19,19,2025-12-06T03:05:20Z,1210000,False,,,0,,SUB in: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M11.00S,2025-12-06T03:05:33.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,20,19,2025-12-06T03:05:33Z,1220000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
124,PT02M11.00S,2025-12-06T03:05:43.7Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,21,19,2025-12-06T03:05:43Z,1230000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
126,PT01M53.00S,2025-12-06T03:06:21.3Z,1,REGULAR,foul,personal,['2freethrow'],1642382,,,1610612742,21,19,2025-12-06T03:06:28Z,1250000,False,,,0,,B. Carlson shooting personal FOUL (1 PF) (Powell 2 FT),"[1642382, 203939]",1610612760.0,OKC,shooting,,,Carlson,B. Carlson,,,,,202027.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Powell,203939.0,,
128,PT01M53.00S,2025-12-06T03:06:52.2Z,1,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,21,19,2025-12-06T03:06:52Z,1270000,False,,,0,,MISS D. Powell Free Throw 1 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
129,PT01M53.00S,2025-12-06T03:06:52.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,21,19,2025-12-06T03:06:52Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,
130,PT01M53.00S,2025-12-06T03:06:52.2Z,1,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,21,19,2025-12-06T03:07:15Z,1290000,False,,,0,,MISS D. Powell Free Throw 2 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
131,PT01M51.00S,2025-12-06T03:06:54.2Z,1,REGULAR,rebound,defensive,[],1642382,,,1610612760,21,19,2025-12-06T03:07:15Z,1300000,False,,,0,,B. Carlson REBOUND (Off:0 Def:2),[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,
132,PT01M37.00S,2025-12-06T03:07:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,5.469776609724048,48.77450980392157,1610612760,23,19,2025-12-06T03:07:30Z,1310000,False,6.0,-1.0,1,left,K. Williams cutting Layup (2 PTS) (S. Gilgeous-Alexander 3 AST),"[1629026, 1628983]",1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,,Restricted Area,0-8 Center,0.62,Made,2.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,
134,PT01M25.00S,2025-12-06T03:07:35.8Z,1,REGULAR,3pt,Jump Shot,[],1630314,71.43561103810775,25.49019607843137,1610612742,23,22,2025-12-06T03:07:40Z,1330000,False,-123.0,216.0,1,right,B. Williams 24' 3PT pullup (5 PTS) (D. Russell 1 AST),"[1630314, 1626156]",1610612742.0,DAL,pullup,,,Williams,B. Williams,,,,,,Above the Break 3,24+ Left Center,24.83,Made,5.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,
135,PT01M16.00S,2025-12-06T03:07:48.2Z,1,REGULAR,turnover,out-of-bounds,[],1642349,,,1610612760,23,22,2025-12-06T03:07:55Z,1340000,False,,,0,,A. Mitchell lost ball out-of-bounds TURNOVER (2 TO),[1642349],1610612760.0,OKC,lost ball,,,Mitchell,A. Mitchell,,,,,202027.0,Mid-Range,8-16 Right,,,,,,,,,,,2.0,,,,,,,,
136,PT01M02.00S,2025-12-06T03:08:14.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630314,92.72339027595268,50.73529411764706,1610612742,23,24,2025-12-06T03:08:21Z,1350000,False,4.0,16.0,1,right,B. Williams driving Layup (7 PTS),[1630314],1610612742.0,DAL,driving,,,Williams,B. Williams,,,,,,Restricted Area,0-8 Center,1.63,Made,7.0,,,,,,,,,,,,,,,,
137,PT00M48.20S,2025-12-06T03:08:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,12.040078843626807,62.745098039215684,1610612760,25,24,2025-12-06T03:08:32Z,1360000,False,-64.0,61.0,1,left,A. Wiggins 8' Jump Shot (4 PTS) (B. Carlson 1 AST),"[1630598, 1642382]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,In The Paint (Non-RA),8-16 Left,8.8,Made,4.0,B. Carlson,1642382.0,1.0,,,,,,,,,,,,,
141,PT00M35.80S,2025-12-06T03:08:58.1Z,1,REGULAR,substitution,out,[],1629026,,,1610612742,25,24,2025-12-06T03:09:03Z,1390000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M35.80S,2025-12-06T03:08:58.1Z,1,REGULAR,substitution,in,[],1642959,,,1610612742,25,24,2025-12-06T03:09:03Z,1400000,False,,,0,,SUB in: C. Youngblood,[1642959],1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M29.20S,2025-12-06T03:09:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630314,85.62746386333771,65.44117647058823,1610612742,25,24,2025-12-06T03:09:27Z,1410000,False,77.0,83.0,1,right,MISS B. Williams 11' pullup Shot,[1630314],1610612742.0,DAL,pullup,,,Williams,B. Williams,,,,,,In The Paint (Non-RA),8-16 Right,11.31,Missed,,,,,,,,,,,,,,,,,
144,PT00M27.00S,2025-12-06T03:09:24.6Z,1,REGULAR,rebound,defensive,[],1642959,,,1610612760,25,24,2025-12-06T03:09:24Z,1420000,False,,,0,,C. Youngblood REBOUND (Off:0 Def:1),[1642959],1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,
145,PT00M17.50S,2025-12-06T03:09:34.0Z,1,REGULAR,2pt,Jump Shot,[],1628983,21.23850197109067,64.2156862745098,1610612760,27,24,2025-12-06T03:09:39Z,1430000,False,-71.0,147.0,1,left,S. Gilgeous-Alexander 16' turnaround Jump Shot (8 PTS),[1628983],1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Mid-Range,16-24 Left Center,16.34,Made,8.0,,,,,,,,,,,,,,,,
146,PT00M01.60S,2025-12-06T03:09:53.4Z,1,REGULAR,3pt,Jump Shot,[],1626156,70.38436268068331,17.15686274509804,1610612742,27,27,2025-12-06T03:09:57Z,1440000,False,-164.0,226.0,1,right,D. Russell 27' 3PT pullup (3 PTS),[1626156],1610612742.0,DAL,pullup,,,Russell,D. Russell,,,,,,Above the Break 3,24+ Left Center,27.93,Made,3.0,,,,,,,,,,,,,,,,
147,PT00M00.00S,2025-12-06T03:10:17.2Z,1,REGULAR,period,end,[],0,,,1610612760,27,27,2025-12-06T03:10:17Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,27,27,2025-12-06T03:13:16Z,1460000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,out,['startperiod'],1642382,,,1610612760,27,27,2025-12-06T03:13:16Z,1470000,False,,,0,,SUB out: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,out,['startperiod'],1630598,,,1610612760,27,27,2025-12-06T03:13:16Z,1480000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,out,['startperiod'],1642959,,,1610612760,27,27,2025-12-06T03:13:16Z,1490000,False,,,0,,SUB out: C. Youngblood,[1642959],1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,out,['startperiod'],203939,,,1610612760,27,27,2025-12-06T03:13:16Z,1500000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,out,['startperiod'],1630314,,,1610612760,27,27,2025-12-06T03:13:16Z,1510000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,27,27,2025-12-06T03:13:16Z,1520000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,in,['startperiod'],1629026,,,1610612760,27,27,2025-12-06T03:13:16Z,1530000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,in,['startperiod'],1631172,,,1610612760,27,27,2025-12-06T03:13:16Z,1540000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612760,27,27,2025-12-06T03:13:16Z,1550000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,in,['startperiod'],1642948,,,1610612760,27,27,2025-12-06T03:13:16Z,1560000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-12-06T03:10:19.9Z,2,REGULAR,substitution,in,['startperiod'],203076,,,1610612760,27,27,2025-12-06T03:13:16Z,1570000,False,,,0,,SUB in: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-12-06T03:13:39.5Z,2,REGULAR,period,start,[],0,,,1610612760,27,27,2025-12-06T03:13:39Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M39.00S,2025-12-06T03:14:02.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642349,15.062417871222076,47.30392156862745,1610612760,27,27,2025-12-06T03:14:36Z,1590000,False,13.0,89.0,1,left,MISS A. Mitchell 9' driving floating Shot,[1642349],1610612760.0,OKC,driving floating,,,Mitchell,A. Mitchell,,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,,,,,,,,,,,,,,,,,
162,PT11M37.00S,2025-12-06T03:14:04.4Z,2,REGULAR,rebound,defensive,[],203076,,,1610612742,27,27,2025-12-06T03:14:36Z,1600000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,
163,PT11M20.00S,2025-12-06T03:14:18.2Z,2,REGULAR,3pt,Jump Shot,[],202691,96.7969776609724,95.83333333333334,1610612742,27,30,2025-12-06T03:14:23Z,1610000,False,229.0,-22.0,1,right,K. Thompson 3PT  (3 PTS) (D. Russell 2 AST),"[202691, 1626156]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,Right Corner 3,24+ Right,23.03,Made,3.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,,
165,PT11M04.00S,2025-12-06T03:14:34.7Z,2,REGULAR,3pt,Jump Shot,[],1642349,3.235873850197109,95.83333333333334,1610612760,27,30,2025-12-06T03:14:38Z,1630000,False,-229.0,-22.0,1,left,MISS A. Mitchell 3PT,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,Left Corner 3,24+ Left,23.03,Missed,,,,,,,,,,,,,,,,,
166,PT11M02.00S,2025-12-06T03:14:36.7Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612742,27,30,2025-12-06T03:14:38Z,1640000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,Left Corner 3,24+ Left,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,
168,PT10M55.00S,2025-12-06T03:15:00.7Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612742,27,30,2025-12-06T03:15:04Z,1660000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1642349]",1610612742.0,DAL,,,,Russell,D. Russell,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Mitchell,1642349.0,,,,,,
169,PT10M55.00S,2025-12-06T03:15:00.7Z,2,REGULAR,steal,,[],1642349,,,1610612760,27,30,2025-12-06T03:15:02Z,1670000,False,,,0,,A. Mitchell STEAL (1 STL),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
170,PT10M50.00S,2025-12-06T03:15:04.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631114,5.863994743758213,49.26470588235294,1610612760,29,30,2025-12-06T03:15:57Z,1680000,False,4.0,3.0,1,left,J. Williams running DUNK (6 PTS) (A. Mitchell 1 AST),"[1631114, 1642349]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,,Restricted Area,0-8 Center,0.45,Made,6.0,A. Mitchell,1642349.0,1.0,,,,,,,,,,,,,
