actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-27T00:48:30.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-27T00:48:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-11-27T00:48:32.1Z,1,REGULAR,jumpball,recovered,[],1628392,,,1610612760,0,0,2025-11-27T00:48:32Z,40000,False,,,0,,Jump Ball C. Holmgren vs. R. Gobert: Tip to I. Hartenstein,"[1628392, 1631096, 203497]",1610612760.0,OKC,startperiod,I. Hartenstein,1628392.0,Hartenstein,I. Hartenstein,Holmgren,1631096.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-27T00:48:47.9Z,1,REGULAR,3pt,Jump Shot,[],1641717,74.85216819973719,86.02941176470588,1610612760,0,0,2025-11-27T00:49:03Z,70000,False,180.0,184.0,1,right,MISS C. Wallace 25' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-11-27T00:48:47.9Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,0,0,2025-11-27T00:49:35Z,80000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M21.00S,2025-11-27T00:49:21.8Z,1,REGULAR,3pt,Jump Shot,[],1630183,27.808804204993432,18.627450980392158,1610612750,0,3,2025-11-27T00:49:28Z,100000,False,157.0,209.0,1,left,J. McDaniels 26' 3PT  (3 PTS) (A. Edwards 1 AST),"[1630183, 1630162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,26.13,Made,,,,,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,
12,PT10M57.00S,2025-11-27T00:49:46.0Z,1,REGULAR,2pt,Jump Shot,[],1631096,82.21090670170827,22.30392156862745,1610612760,0,3,2025-11-27T00:50:38Z,120000,False,-138.0,115.0,1,right,MISS C. Holmgren 17' turnaround fadeaway Shot,[1631096],1610612760.0,OKC,turnaround fadeaway,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,17.98,Missed,,,,,,,,,,,,,,,,,,
13,PT10M53.00S,2025-11-27T00:49:50.0Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,0,3,2025-11-27T00:49:53Z,130000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M46.00S,2025-11-27T00:49:57.0Z,1,REGULAR,2pt,Jump Shot,[],1630183,16.113666228646515,81.37254901960785,1610612750,0,5,2025-11-27T00:50:02Z,140000,False,-157.0,99.0,1,left,J. McDaniels 18' pullup Jump Shot (5 PTS),[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left,18.55,Made,,,,,5.0,,,,,,,,,,,,,
15,PT10M19.00S,2025-11-27T00:50:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,93.64323258869908,51.71568627450981,1610612760,2,5,2025-11-27T00:50:28Z,150000,False,9.0,7.0,1,right,C. Wallace cutting Layup (2 PTS) (I. Hartenstein 1 AST),"[1641717, 1628392]",1610612760.0,OKC,cutting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,2.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,
17,PT10M01.00S,2025-11-27T00:50:41.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203497,8.886333771353483,50.245098039215684,1610612750,2,5,2025-11-27T00:52:50Z,170000,False,-1.0,31.0,1,left,MISS R. Gobert Hook - blocked,"[203497, 1628392]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,Hartenstein,1628392.0,,,,,,,,
