actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
83,PT05M15.00S,2026-04-13T00:51:52.2Z,1,REGULAR,substitution,out,[],1629599,,,1610612756,5,22,2026-04-13T00:52:18Z,810000,False,,,0,,SUB out: A. Coffey,[1629599],1610612756.0,PHX,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
84,PT05M15.00S,2026-04-13T00:51:52.2Z,1,REGULAR,substitution,out,[],1642345,,,1610612756,5,22,2026-04-13T00:52:18Z,820000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,,,,,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,
85,PT05M15.00S,2026-04-13T00:51:52.2Z,1,REGULAR,substitution,in,[],1642362,,,1610612756,5,22,2026-04-13T00:52:18Z,830000,False,,,0,,SUB in: P. Sandfort,[1642362],1610612760.0,OKC,,,,,,,,,,,Sandfort,P. Sandfort,,,,,,,,,,,,,,,,,,
86,PT05M15.00S,2026-04-13T00:51:52.2Z,1,REGULAR,substitution,in,[],1642863,,,1610612756,5,22,2026-04-13T00:52:18Z,840000,False,,,0,,SUB in: K. Maluach,[1642863],1610612756.0,PHX,,,,,,,,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,
87,PT05M15.00S,2026-04-13T00:51:52.2Z,1,REGULAR,substitution,in,[],1629312,,,1610612756,5,22,2026-04-13T00:52:18Z,850000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612756.0,PHX,,,,,,,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2026-04-13T00:52:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642853,94.30026281208936,51.470588235294116,1610612756,5,22,2026-04-13T00:54:45Z,860000,False,7.0,1.0,1,right,MISS R. Fleming driving Layup,[1642853],1610612756.0,PHX,driving,,,,,,Restricted Area,0-8 Center,0.75,Missed,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,
89,PT04M56.00S,2026-04-13T00:52:27.3Z,1,REGULAR,rebound,offensive,[],1642863,,,1610612756,5,22,2026-04-13T00:54:45Z,870000,False,,,0,,K. Maluach REBOUND (Off:1 Def:0),[1642863],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,Maluach,K. Maluach,88.0,1.0,0.0,1.0,,,,,,,,,,,,,,
90,PT04M56.00S,2026-04-13T00:52:28.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642863,94.40999984741211,50.0,1610612756,5,24,2026-04-13T00:54:49Z,880000,False,0.0,0.0,1,right,K. Maluach tip Layup (2 PTS),[1642863],1610612756.0,PHX,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Maluach,K. Maluach,,,,,2.0,,,,,,,,,,,,,
91,PT04M45.00S,2026-04-13T00:52:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642964,17.296320630749015,47.30392156862745,1610612760,5,24,2026-04-13T00:52:43Z,890000,False,13.0,110.0,1,left,MISS B. Barnhizer 11' pullup Shot,[1642964],1610612760.0,OKC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.09,Missed,Barnhizer,B. Barnhizer,,,,,,,,,,,,,,,,,,
92,PT04M41.00S,2026-04-13T00:52:39.7Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,5,24,2026-04-13T00:52:43Z,900000,False,,,0,,R. Dunn REBOUND (Off:1 Def:6),[1642346],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),8-16 Center,,,Dunn,R. Dunn,91.0,7.0,6.0,1.0,,,,,,,,,,,,,,
93,PT04M36.00S,2026-04-13T00:52:44.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642346,92.85479632063075,58.82352941176471,1610612756,5,26,2026-04-13T00:55:31Z,910000,False,44.0,15.0,1,right,R. Dunn running pullup Jump Shot (10 PTS),[1642346],1610612756.0,PHX,running pullup,,,,,,In The Paint (Non-RA),0-8 Center,4.65,Made,Dunn,R. Dunn,,,,,10.0,,,,,,,,,,,,,
94,PT04M36.00S,2026-04-13T00:52:51.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,5,26,2026-04-13T00:52:51Z,920000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M36.00S,2026-04-13T00:54:58.5Z,1,REGULAR,substitution,out,[],1642272,,,1610612760,5,26,2026-04-13T00:55:17Z,930000,False,,,0,,SUB out: J. McCain,[1642272],1610612760.0,OKC,,,,,,,,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,
96,PT04M36.00S,2026-04-13T00:54:58.5Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,5,26,2026-04-13T00:55:17Z,940000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
97,PT04M36.00S,2026-04-13T00:54:58.5Z,1,REGULAR,substitution,out,[],1642346,,,1610612760,5,26,2026-04-13T00:55:17Z,950000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,,,,,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,
98,PT04M36.00S,2026-04-13T00:54:58.5Z,1,REGULAR,substitution,in,[],1642260,,,1610612760,5,26,2026-04-13T00:55:17Z,960000,False,,,0,,SUB in: N. Topić,[1642260],1610612760.0,OKC,,,,,,,,,,,Topić,N. Topić,,,,,,,,,,,,,,,,,,
99,PT04M36.00S,2026-04-13T00:54:58.5Z,1,REGULAR,substitution,in,[],1642382,,,1610612760,5,26,2026-04-13T00:55:17Z,970000,False,,,0,,SUB in: B. Carlson,[1642382],1610612760.0,OKC,,,,,,,,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,
100,PT04M36.00S,2026-04-13T00:54:58.5Z,1,REGULAR,substitution,in,[],1642886,,,1610612760,5,26,2026-04-13T00:55:17Z,980000,False,,,0,,SUB in: K. Brea,[1642886],1610612756.0,PHX,,,,,,,,,,,Brea,K. Brea,,,,,,,,,,,,,,,,,,
102,PT04M26.00S,2026-04-13T00:55:55.7Z,1,REGULAR,3pt,Jump Shot,[],1642964,6.389618922470433,4.166666666666666,1610612760,8,26,2026-04-13T01:24:41Z,1000000,False,229.0,8.0,1,left,B. Barnhizer 3PT  (3 PTS) (N. Topić 2 AST),"[1642964, 1642260]",1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,22.93,Made,Barnhizer,B. Barnhizer,,,,,3.0,N. Topić,1642260.0,2.0,,,,,,,,,,
104,PT04M10.00S,2026-04-13T00:56:09.5Z,1,REGULAR,turnover,out-of-bounds,[],1642853,,,1610612756,8,26,2026-04-13T00:56:14Z,1020000,False,,,0,,R. Fleming lost ball out-of-bounds TURNOVER (1 TO),[1642853],1610612756.0,PHX,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Fleming,R. Fleming,,,,,,,,,,,1628954.0,1.0,,,,,,
105,PT03M55.00S,2026-04-13T00:56:28.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642362,4.155716162943495,95.34313725490196,1610612760,11,26,2026-04-13T00:56:32Z,1030000,False,-227.0,-13.0,1,left,P. Sandfort 3PT  (3 PTS) (N. Topić 3 AST),"[1642362, 1642260]",1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,22.71,Made,Sandfort,P. Sandfort,,,,,3.0,N. Topić,1642260.0,3.0,,,,,,,,,,
107,PT03M28.00S,2026-04-13T00:56:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642853,93.9060446780552,54.166666666666664,1610612756,11,26,2026-04-13T00:57:03Z,1050000,False,21.0,5.0,1,right,MISS R. Fleming reverse Layup - blocked,"[1642853, 1642382]",1610612756.0,PHX,reverse,,,,,,Restricted Area,0-8 Center,2.13,Missed,Fleming,R. Fleming,,,,,,,,,Carlson,1642382.0,,,,,,,,
108,PT03M28.00S,2026-04-13T00:56:55.7Z,1,REGULAR,block,,[],1642382,,,1610612756,11,26,2026-04-13T00:56:57Z,1060000,False,,,0,,B. Carlson BLOCK (1 BLK),[1642382],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,
109,PT03M25.00S,2026-04-13T00:56:58.7Z,1,REGULAR,rebound,defensive,[],1642382,,,1610612760,11,26,2026-04-13T00:57:03Z,1070000,False,,,0,,B. Carlson REBOUND (Off:1 Def:2),[1642382],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Carlson,B. Carlson,107.0,3.0,2.0,1.0,,,,,,,,,,,,,,
110,PT03M23.00S,2026-04-13T00:57:02.7Z,1,REGULAR,foul,personal,[],1642853,,,1610612760,11,26,2026-04-13T00:57:11Z,1080000,False,,,0,,R. Fleming personal FOUL (1 PF),"[1642853, 1642260]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Center,,,Fleming,R. Fleming,,,,,,,,,,,1628954.0,,1.0,0.0,Topić,1642260.0,,
112,PT03M23.00S,2026-04-13T00:57:08.8Z,1,REGULAR,substitution,out,[],1642853,,,1610612760,11,26,2026-04-13T00:57:12Z,1100000,False,,,0,,SUB out: R. Fleming,[1642853],1610612756.0,PHX,,,,,,,,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,
113,PT03M23.00S,2026-04-13T00:57:08.8Z,1,REGULAR,substitution,in,[],1643047,,,1610612760,11,26,2026-04-13T00:57:12Z,1110000,False,,,0,,SUB in: C. Huntley,[1643047],1610612756.0,PHX,,,,,,,,,,,Huntley,C. Huntley,,,,,,,,,,,,,,,,,,
114,PT03M15.00S,2026-04-13T00:57:35.8Z,1,REGULAR,turnover,out-of-bounds,[],1642260,,,1610612760,11,26,2026-04-13T00:57:40Z,1120000,False,,,0,,N. Topić bad pass out-of-bounds TURNOVER (2 TO),[1642260],1610612760.0,OKC,bad pass,,,,,,Restricted Area,0-8 Center,,,Topić,N. Topić,,,,,,,,,,,201639.0,2.0,,,,,,
115,PT03M02.00S,2026-04-13T00:57:54.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631123,80.3712220762155,50.98039215686274,1610612756,11,26,2026-04-13T01:32:34Z,1130000,False,5.0,132.0,1,right,MISS J. Bouyea 13' driving floating Shot,[1631123],1610612756.0,PHX,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,13.21,Missed,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,
116,PT03M00.00S,2026-04-13T00:57:56.5Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,11,26,2026-04-13T01:32:34Z,1140000,False,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Williams,K. Williams,115.0,2.0,2.0,0.0,,,,,,,,,,,,,,
117,PT02M49.00S,2026-04-13T00:58:07.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642382,9.017739816031538,54.166666666666664,1610612760,11,26,2026-04-13T00:58:10Z,1150000,False,-21.0,32.0,1,left,MISS B. Carlson turnaround fadeaway Shot - blocked,"[1642382, 1642863]",1610612760.0,OKC,turnaround fadeaway,,,,,,Restricted Area,0-8 Center,3.84,Missed,Carlson,B. Carlson,,,,,,,,,Maluach,1642863.0,,,,,,,,
142,PT02M49.00S,2026-04-13T00:58:07.0Z,1,REGULAR,block,,[],1642863,,,1610612760,11,26,2026-04-13T01:02:27Z,1155000,False,,,0,,K. Maluach BLOCK (1 BLK),[1642863],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,
118,PT02M47.00S,2026-04-13T00:58:09.0Z,1,REGULAR,rebound,defensive,[],1631123,,,1610612756,11,26,2026-04-13T00:58:10Z,1160000,False,,,0,,J. Bouyea REBOUND (Off:0 Def:1),[1631123],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,Bouyea,J. Bouyea,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT02M40.00S,2026-04-13T00:58:15.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1643047,93.24901445466492,46.81372549019608,1610612756,11,28,2026-04-13T00:58:21Z,1170000,False,-16.0,11.0,1,right,C. Huntley alley-oop DUNK (2 PTS) (J. Bouyea 2 AST),"[1643047, 1631123]",1610612756.0,PHX,alley-oop,,,,,,Restricted Area,0-8 Center,1.93,Made,Huntley,C. Huntley,,,,,2.0,J. Bouyea,1631123.0,2.0,,,,,,,,,,
121,PT02M25.00S,2026-04-13T00:58:30.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642382,8.360709592641262,46.568627450980394,1610612760,11,28,2026-04-13T01:00:41Z,1190000,False,17.0,26.0,1,left,MISS B. Carlson driving Layup,[1642382],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,3.13,Missed,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,
122,PT02M25.00S,2026-04-13T00:58:30.5Z,1,REGULAR,rebound,defensive,[],1642863,,,1610612756,11,28,2026-04-13T01:00:41Z,1200000,False,,,0,,K. Maluach REBOUND (Off:1 Def:1),[1642863],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,Maluach,K. Maluach,121.0,2.0,1.0,1.0,,,,,,,,,,,,,,
123,PT02M17.00S,2026-04-13T00:58:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631123,93.77463863337714,51.71568627450981,1610612756,11,30,2026-04-13T00:58:45Z,1210000,False,9.0,6.0,1,right,J. Bouyea driving Layup (9 PTS),[1631123],1610612756.0,PHX,driving,,,,,,Restricted Area,0-8 Center,1.05,Made,Bouyea,J. Bouyea,,,,,9.0,,,,,,,,,,,,,
124,PT01M52.00S,2026-04-13T00:59:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642964,18.084756898817346,51.470588235294116,1610612760,11,30,2026-04-13T00:59:05Z,1220000,False,-7.0,117.0,1,left,MISS B. Barnhizer 11' pullup Shot,[1642964],1610612760.0,OKC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.77,Missed,Barnhizer,B. Barnhizer,,,,,,,,,,,,,,,,,,
125,PT01M51.00S,2026-04-13T00:59:04.4Z,1,REGULAR,rebound,defensive,[],1642863,,,1610612756,11,30,2026-04-13T00:59:04Z,1230000,False,,,0,,K. Maluach REBOUND (Off:1 Def:2),[1642863],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),8-16 Center,,,Maluach,K. Maluach,124.0,3.0,2.0,1.0,,,,,,,,,,,,,,
126,PT01M41.00S,2026-04-13T00:59:13.8Z,1,REGULAR,3pt,Jump Shot,[],1629312,73.53810775295663,83.82352941176471,1610612756,11,30,2026-04-13T00:59:17Z,1240000,False,169.0,196.0,1,right,MISS H. Highsmith 25' 3PT,[1629312],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,25.9,Missed,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,
127,PT01M38.00S,2026-04-13T00:59:16.8Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,11,30,2026-04-13T00:59:17Z,1250000,False,,,0,,K. Williams REBOUND (Off:0 Def:3),[1629026],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,Williams,K. Williams,126.0,3.0,3.0,0.0,,,,,,,,,,,,,,
128,PT01M34.00S,2026-04-13T00:59:23.1Z,1,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612760,11,30,2026-04-13T00:59:37Z,1260000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Williams 2 FT),"[1629312, 1629026]",1610612756.0,PHX,shooting,,,,,,Restricted Area,0-8 Center,,,Highsmith,H. Highsmith,,,,,,,,,,,201639.0,,1.0,0.0,Williams,1629026.0,,
130,PT01M34.00S,2026-04-13T00:59:53.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629026,,,1610612760,12,30,2026-04-13T01:00:17Z,1280000,False,,,0,,K. Williams Free Throw 1 of 2 (1 PTS),[1629026],1610612760.0,OKC,,,,,,,,,,Made,Williams,K. Williams,,,,,1.0,,,,,,,,,,,,,
150,PT01M34.00S,2026-04-13T01:00:03.7Z,1,REGULAR,substitution,out,[],1642964,,,1610612760,12,30,2026-04-13T01:03:54Z,1305000,False,,,0,,SUB out: B. Barnhizer,[1642964],1610612760.0,OKC,,,,,,,,,,,Barnhizer,B. Barnhizer,,,,,,,,,,,,,,,,,,
151,PT01M34.00S,2026-04-13T01:00:03.7Z,1,REGULAR,substitution,out,[],1631123,,,1610612760,12,30,2026-04-13T01:03:54Z,1317500,False,,,0,,SUB out: J. Bouyea,[1631123],1610612756.0,PHX,,,,,,,,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,
152,PT01M34.00S,2026-04-13T01:00:03.7Z,1,REGULAR,substitution,in,[],1629652,,,1610612760,12,30,2026-04-13T01:03:54Z,1323750,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
153,PT01M34.00S,2026-04-13T01:00:03.7Z,1,REGULAR,substitution,in,[],1629599,,,1610612760,12,30,2026-04-13T01:03:54Z,1326875,False,,,0,,SUB in: A. Coffey,[1629599],1610612756.0,PHX,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
135,PT01M34.00S,2026-04-13T00:59:53.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629026,,,1610612760,12,30,2026-04-13T01:00:17Z,1330000,False,,,0,,MISS K. Williams Free Throw 2 of 2,[1629026],1610612760.0,OKC,,,,,,,,,,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,
136,PT01M32.00S,2026-04-13T00:59:55.3Z,1,REGULAR,rebound,defensive,[],1642886,,,1610612756,12,30,2026-04-13T01:00:17Z,1340000,False,,,0,,K. Brea REBOUND (Off:0 Def:1),[1642886],1610612756.0,PHX,,,,,,,,,,,Brea,K. Brea,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
143,PT01M17.00S,2026-04-13T01:00:14.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629312,92.59198423127464,52.69607843137255,1610612756,12,32,2026-04-13T01:04:18Z,1345000,False,13.0,17.0,1,right,H. Highsmith driving floating bank Jump Shot (2 PTS),[1629312],1610612756.0,PHX,driving floating bank,,,,,,Restricted Area,0-8 Center,2.18,Made,Highsmith,H. Highsmith,,,,,2.0,,,,,,,,,,,,,
140,PT01M17.00S,2026-04-13T01:00:55.2Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612760,12,32,2026-04-13T01:02:40Z,1380000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M05.00S,2026-04-13T01:03:26.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1642260,6.521024967148489,44.85294117647059,1610612760,14,32,2026-04-13T01:03:38Z,1400000,False,26.0,9.0,1,left,N. Topić driving Layup (2 PTS) (K. Williams 1 AST),"[1642260, 1629026]",1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,2.72,Made,Topić,N. Topić,,,,,2.0,K. Williams,1629026.0,1.0,,,,,,,,,,
146,PT01M05.00S,2026-04-13T01:03:29.6Z,1,REGULAR,violation,defensive goaltending,[],1642863,,,1610612760,14,32,2026-04-13T01:03:38Z,1420000,False,,,0,,K. Maluach defensive goaltending VIOLATION,[1642863],1610612756.0,PHX,,,,,,,,,,,Maluach,K. Maluach,,,,,,,,,,,201639.0,,,,,,,
147,PT00M56.10S,2026-04-13T01:03:45.2Z,1,REGULAR,3pt,Jump Shot,[],1642863,65.39093298291722,41.17647058823529,1610612756,14,32,2026-04-13T01:03:54Z,1430000,False,-44.0,273.0,1,right,MISS K. Maluach 27' 3PT,[1642863],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Center,27.63,Missed,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,
148,PT00M54.40S,2026-04-13T01:03:46.9Z,1,REGULAR,rebound,offensive,[],1629599,,,1610612756,14,32,2026-04-13T01:03:54Z,1440000,False,,,0,,A. Coffey REBOUND (Off:1 Def:1),[1629599],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Center,,,Coffey,A. Coffey,147.0,2.0,1.0,1.0,,,,,,,,,,,,,,
149,PT00M54.40S,2026-04-13T01:03:52.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629599,92.59198423127464,51.470588235294116,1610612756,14,34,2026-04-13T01:04:49Z,1450000,False,7.0,17.0,1,right,A. Coffey tip Layup (7 PTS),[1629599],1610612756.0,PHX,tip,,,,,,Restricted Area,0-8 Center,1.86,Made,Coffey,A. Coffey,,,,,7.0,,,,,,,,,,,,,
154,PT00M40.50S,2026-04-13T01:04:06.4Z,1,REGULAR,3pt,Jump Shot,[],1642362,17.0335085413929,93.38235294117648,1610612760,17,34,2026-04-13T01:04:26Z,1460000,False,-217.0,108.0,1,left,P. Sandfort 24' 3PT  (6 PTS) (L. Dort 1 AST),"[1642362, 1629652]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,24.21,Made,Sandfort,P. Sandfort,,,,,6.0,L. Dort,1629652.0,1.0,,,,,,,,,,
156,PT00M30.80S,2026-04-13T01:04:19.2Z,1,REGULAR,3pt,Jump Shot,[],1642886,69.85873850197109,73.52941176470588,1610612756,17,37,2026-04-13T01:04:29Z,1480000,False,118.0,231.0,1,right,K. Brea 25' 3PT  (3 PTS) (A. Coffey 1 AST),"[1642886, 1629599]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,25.9,Made,Brea,K. Brea,,,,,3.0,A. Coffey,1629599.0,1.0,,,,,,,,,,
158,PT00M17.10S,2026-04-13T01:04:35.9Z,1,REGULAR,2pt,Jump Shot,[],1629026,2.8416557161629434,69.11764705882352,1610612760,19,37,2026-04-13T01:05:49Z,1500000,False,-96.0,-26.0,1,left,K. Williams 9' driving floating Jump Shot (3 PTS) (N. Topić 4 AST),"[1629026, 1642260]",1610612760.0,OKC,driving floating,,,,,,Mid-Range,8-16 Left,9.9,Made,Williams,K. Williams,,,,,3.0,N. Topić,1642260.0,4.0,,,,,,,,,,
160,PT00M00.30S,2026-04-13T01:04:56.8Z,1,REGULAR,3pt,Jump Shot,[],1629599,74.32654402102497,14.950980392156863,1610612756,19,37,2026-04-13T01:05:18Z,1520000,False,-175.0,189.0,1,right,MISS A. Coffey 25' 3PT,[1629599],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,25.76,Missed,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
161,PT00M00.10S,2026-04-13T01:04:57.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,19,37,2026-04-13T01:05:18Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,,,,,160.0,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2026-04-13T01:05:02.9Z,1,REGULAR,period,end,[],0,,,1610612756,19,37,2026-04-13T01:05:02Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-04-13T01:06:42.9Z,2,REGULAR,substitution,out,['startperiod'],1629312,,,1610612756,19,37,2026-04-13T01:07:21Z,1550000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612756.0,PHX,,,,,,,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-04-13T01:06:42.9Z,2,REGULAR,substitution,out,['startperiod'],1642863,,,1610612756,19,37,2026-04-13T01:07:21Z,1560000,False,,,0,,SUB out: K. Maluach,[1642863],1610612756.0,PHX,,,,,,,,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-04-13T01:06:42.9Z,2,REGULAR,substitution,in,['startperiod'],1642346,,,1610612756,19,37,2026-04-13T01:07:21Z,1570000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,,,,,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-04-13T01:06:42.9Z,2,REGULAR,substitution,in,['startperiod'],1642345,,,1610612756,19,37,2026-04-13T01:07:21Z,1580000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,,,,,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-04-13T01:07:34.1Z,2,REGULAR,period,start,[],0,,,1610612756,19,37,2026-04-13T01:07:34Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M37.00S,2026-04-13T01:08:00.5Z,2,REGULAR,foul,personal,['2freethrow'],1642362,,,1610612756,19,37,2026-04-13T01:08:28Z,1600000,False,,,0,,P. Sandfort shooting personal FOUL (1 PF) (Dunn 2 FT),"[1642362, 1642346]",1610612760.0,OKC,shooting,,,,,,Mid-Range,16-24 Right Center,,,Sandfort,P. Sandfort,,,,,,,,,,,1662.0,,1.0,0.0,Dunn,1642346.0,,
170,PT11M37.00S,2026-04-13T01:08:32.8Z,2,REGULAR,freethrow,1 of 2,[],1642346,,,1610612756,19,37,2026-04-13T01:09:00Z,1620000,False,,,0,,MISS R. Dunn Free Throw 1 of 2,[1642346],1610612756.0,PHX,,,,,,,,,,Missed,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,
171,PT11M37.00S,2026-04-13T01:08:32.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,19,37,2026-04-13T01:09:00Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,
172,PT11M37.00S,2026-04-13T01:08:32.8Z,2,REGULAR,freethrow,2 of 2,[],1642346,,,1610612756,19,38,2026-04-13T01:09:00Z,1640000,False,,,0,,R. Dunn Free Throw 2 of 2 (11 PTS),[1642346],1610612756.0,PHX,,,,,,,,,,Made,Dunn,R. Dunn,,,,,11.0,,,,,,,,,,,,,
173,PT11M22.00S,2026-04-13T01:09:04.4Z,2,REGULAR,3pt,Jump Shot,[],1629652,8.09789750328515,95.09803921568627,1610612760,22,38,2026-04-13T01:09:08Z,1650000,False,-225.0,24.0,1,left,L. Dort 3PT  (6 PTS) (N. Topić 5 AST),"[1629652, 1642260]",1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,22.67,Made,Dort,L. Dort,,,,,6.0,N. Topić,1642260.0,5.0,,,,,,,,,,
