actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
351,PT09M18.00S,2025-12-28T21:59:04.0Z,3,REGULAR,foul,personal,['2freethrow'],1642845,,,1610612760,70,67,2025-12-28T21:59:11Z,3480000,False,,,0,,V. Edgecombe shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1642845, 1628983]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627964.0,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,
353,PT09M18.00S,2025-12-28T21:59:29.5Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,71,67,2025-12-28T21:59:29Z,3500000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (17 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
354,PT09M18.00S,2025-12-28T21:59:45.9Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,72,67,2025-12-28T21:59:45Z,3510000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (18 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
355,PT09M05.00S,2025-12-28T22:00:01.7Z,3,REGULAR,3pt,Jump Shot,[],1642845,26.49474375821288,12.990196078431374,1610612755,72,70,2025-12-28T22:00:07Z,3520000,False,185.0,197.0,1,left,V. Edgecombe 27' 3PT pullup (8 PTS),[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,27.0,Made,8.0,,,,,,,,,,,,,,
356,PT08M50.00S,2025-12-28T22:00:16.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,94.95729303547962,62.5,1610612760,72,70,2025-12-28T22:00:32Z,3530000,False,62.0,-5.0,1,right,MISS J. Williams 6' driving Layup,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,6.27,Missed,,,,,,,,,,,,,,,
357,PT08M50.00S,2025-12-28T22:00:16.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,72,70,2025-12-28T22:00:34Z,3540000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,356.0,,,,,,,,,,,,,
358,PT08M50.00S,2025-12-28T22:00:23.8Z,3,REGULAR,foul,personal,[],1628392,,,1610612755,72,70,2025-12-28T22:01:26Z,3550000,False,,,0,,I. Hartenstein loose ball personal FOUL (3 PF),"[1628392, 202331]",1610612760.0,OKC,loose ball,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,3.0,0.0,George,202331.0,,
361,PT08M42.00S,2025-12-28T22:00:38.9Z,3,REGULAR,turnover,lost ball,[],1630178,,,1610612755,72,70,2025-12-28T23:56:56Z,3580000,False,,,0,,T. Maxey lost ball TURNOVER (3 TO),"[1630178, 1629652]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,3.0,Dort,1629652.0,,,,,,,,,,,,,,,,,
362,PT08M42.00S,2025-12-28T22:00:38.9Z,3,REGULAR,steal,,[],1629652,,,1610612760,72,70,2025-12-28T23:56:56Z,3590000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
363,PT08M40.00S,2025-12-28T22:00:42.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631114,92.06636005256242,49.754901960784316,1610612760,74,70,2025-12-28T22:07:20Z,3600000,False,-1.0,22.0,1,right,J. Williams running finger roll Layup (11 PTS),[1631114],1610612760.0,OKC,running finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,2.21,Made,11.0,,,,,,,,,,,,,,
364,PT08M40.00S,2025-12-28T22:00:44.7Z,3,REGULAR,foul,personal,['1freethrow'],1642845,,,1610612760,74,70,2025-12-28T22:00:56Z,3610000,False,,,0,,V. Edgecombe shooting personal FOUL (3 PF) (Williams 1 FT),"[1642845, 1631114]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,3.0,0.0,Williams,1631114.0,,
366,PT08M40.00S,2025-12-28T22:00:57.4Z,3,REGULAR,substitution,out,[],1628392,,,1610612760,74,70,2025-12-28T22:01:26Z,3630000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M40.00S,2025-12-28T22:00:57.4Z,3,REGULAR,substitution,in,[],1627936,,,1610612760,74,70,2025-12-28T22:01:26Z,3640000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT08M40.00S,2025-12-28T22:01:13.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1631114,,,1610612760,75,70,2025-12-28T22:01:13Z,3650000,False,,,0,,J. Williams Free Throw 1 of 1 (12 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
369,PT08M23.00S,2025-12-28T22:01:37.4Z,3,REGULAR,3pt,Jump Shot,[],202331,2.9730617608409986,94.6078431372549,1610612755,75,73,2025-12-28T22:01:41Z,3660000,False,-223.0,-25.0,1,left,P. George 3PT  (12 PTS) (T. Maxey 4 AST),"[202331, 1630178]",1610612755.0,PHI,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,22.44,Made,12.0,,,,,,T. Maxey,1630178.0,4.0,,,,,,
371,PT08M01.00S,2025-12-28T22:01:59.0Z,3,REGULAR,3pt,Jump Shot,[],1631096,88.25558475689881,4.166666666666666,1610612760,78,73,2025-12-28T22:02:10Z,3680000,False,-229.0,58.0,1,right,C. Holmgren 3PT  (21 PTS) (S. Gilgeous-Alexander 3 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,23.64,Made,21.0,,,,,,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,
373,PT07M49.00S,2025-12-28T22:02:11.0Z,3,REGULAR,3pt,Jump Shot,[],1642845,23.866622864651774,13.23529411764706,1610612755,78,73,2025-12-28T22:02:15Z,3700000,False,184.0,172.0,1,left,MISS V. Edgecombe 25' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,25.16,Missed,,,,,,,,,,,,,,,
374,PT07M46.00S,2025-12-28T22:02:14.0Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,78,73,2025-12-28T22:02:15Z,3710000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,373.0,3.0,2.0,1.0,,,,,,,,,,
375,PT07M36.00S,2025-12-28T22:02:23.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,93.64323258869908,54.166666666666664,1610612760,80,73,2025-12-28T22:08:24Z,3720000,False,21.0,7.0,1,right,A. Caruso cutting Layup (4 PTS) (J. Williams 4 AST),"[1627936, 1631114]",1610612760.0,OKC,cutting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,2.2,Made,4.0,,,,,,J. Williams,1631114.0,4.0,,,,,,
377,PT07M36.00S,2025-12-28T22:02:27.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,80,73,2025-12-28T22:02:27Z,3740000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M36.00S,2025-12-28T22:05:02.8Z,3,REGULAR,substitution,out,[],203083,,,1610612755,80,73,2025-12-28T22:05:18Z,3750000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M36.00S,2025-12-28T22:05:02.8Z,3,REGULAR,substitution,in,[],1641737,,,1610612755,80,73,2025-12-28T22:05:18Z,3760000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M17.00S,2025-12-28T22:05:53.4Z,3,REGULAR,foul,offensive,[],1630178,,,1610612755,80,73,2025-12-28T22:06:00Z,3770000,False,,,0,,T. Maxey offensive FOUL (2 PF),"[1630178, 1631114]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1155.0,,,,2.0,0.0,Williams,1631114.0,,
383,PT07M17.00S,2025-12-28T22:05:53.4Z,3,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,80,73,2025-12-28T22:05:53Z,3790000,False,,,0,,T. Maxey offensive foul TURNOVER (4 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,4.0,,,,,,,,,,1155.0,,,,,,,,,
384,PT07M17.00S,2025-12-28T22:05:59.1Z,3,REGULAR,substitution,out,[],1631230,,,1610612760,80,73,2025-12-28T22:06:04Z,3800000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M17.00S,2025-12-28T22:05:59.1Z,3,REGULAR,substitution,in,[],1629656,,,1610612760,80,73,2025-12-28T22:06:04Z,3810000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M05.00S,2025-12-28T22:06:20.5Z,3,REGULAR,foul,offensive,[],1631096,,,1610612760,80,73,2025-12-28T22:06:30Z,3820000,False,,,0,,C. Holmgren offensive FOUL (3 PF),"[1631096, 1630178]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1155.0,,,,3.0,0.0,Maxey,1630178.0,,
388,PT07M05.00S,2025-12-28T22:06:20.5Z,3,REGULAR,turnover,offensive foul,[],1631096,,,1610612760,80,73,2025-12-28T22:06:20Z,3840000,False,,,0,,C. Holmgren offensive foul TURNOVER (5 TO),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Center,5.0,,,,,,,,,,1155.0,,,,,,,,,
389,PT06M51.00S,2025-12-28T22:06:51.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,15.456636005256241,60.78431372549019,1610612755,80,73,2025-12-28T22:06:54Z,3850000,False,-54.0,93.0,1,left,MISS P. George 10' pullup Shot - blocked,"[202331, 1629652]",1610612755.0,PHI,pullup,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,10.73,Missed,,,,,,,,,,,,,,Dort,1629652.0
390,PT06M51.00S,2025-12-28T22:06:51.8Z,3,REGULAR,block,,[],1629652,,,1610612755,80,73,2025-12-28T22:06:53Z,3860000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
391,PT06M49.00S,2025-12-28T22:06:53.8Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,80,73,2025-12-28T22:06:54Z,3870000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,389.0,2.0,2.0,0.0,,,,,,,,,,
392,PT06M43.00S,2025-12-28T22:06:59.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,85.10183968462549,61.51960784313726,1610612760,82,73,2025-12-28T22:07:03Z,3880000,False,58.0,88.0,1,right,S. Gilgeous-Alexander 10' pullup Jump Shot (20 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,10.48,Made,20.0,,,,,,,,,,,,,,
393,PT06M26.00S,2025-12-28T22:07:16.2Z,3,REGULAR,3pt,Jump Shot,[],1630178,26.757555847568987,80.88235294117648,1610612755,82,73,2025-12-28T22:07:24Z,3890000,False,-154.0,199.0,1,left,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,25.19,Missed,,,,,,,,,,,,,,,
394,PT06M25.00S,2025-12-28T22:07:17.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,82,73,2025-12-28T22:07:24Z,3900000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,393.0,,,,,,,,,,,,,
396,PT06M15.00S,2025-12-28T22:07:34.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,85.23324572930355,62.745098039215684,1610612760,82,73,2025-12-28T22:10:53Z,3920000,False,64.0,86.0,1,right,MISS J. Williams 10' fadeaway Shot,[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,10.73,Missed,,,,,,,,,,,,,,,
397,PT06M13.00S,2025-12-28T22:07:36.8Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612755,82,73,2025-12-28T22:07:42Z,3930000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,396.0,1.0,1.0,0.0,,,,,,,,,,
399,PT06M04.00S,2025-12-28T22:07:59.7Z,3,REGULAR,turnover,bad pass,[],202331,,,1610612755,82,73,2025-12-28T22:08:07Z,3950000,False,,,0,,P. George bad pass TURNOVER (3 TO),"[202331, 1631114]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,3.0,Williams,1631114.0,,,,,,,,,,,,,,,,,
400,PT06M04.00S,2025-12-28T22:07:59.7Z,3,REGULAR,steal,,[],1631114,,,1610612760,82,73,2025-12-28T22:08:01Z,3960000,False,,,0,,J. Williams STEAL (2 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
401,PT06M01.00S,2025-12-28T22:08:02.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631114,92.19776609724047,50.73529411764706,1610612760,84,73,2025-12-28T22:08:10Z,3970000,False,4.0,21.0,1,right,J. Williams running Layup (14 PTS),[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,2.11,Made,14.0,,,,,,,,,,,,,,
402,PT05M49.00S,2025-12-28T22:08:13.7Z,3,REGULAR,3pt,Jump Shot,[],202331,6.1268068331143235,3.9215686274509802,1610612755,84,73,2025-12-28T22:08:24Z,3980000,False,230.0,5.0,1,left,MISS P. George 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,,,,23.05,Missed,,,,,,,,,,,,,,,
403,PT05M47.00S,2025-12-28T22:08:15.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,84,73,2025-12-28T22:08:24Z,3990000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,402.0,,,,,,,,,,,,,
404,PT05M47.00S,2025-12-28T22:08:22.6Z,3,REGULAR,foul,personal,[],1629652,,,1610612755,84,73,2025-12-28T22:08:28Z,4000000,False,,,0,,L. Dort loose ball personal FOUL (2 PF),"[1629652, 1641737]",1610612760.0,OKC,loose ball,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,,,,2.0,0.0,Bona,1641737.0,,
406,PT05M34.00S,2025-12-28T22:08:54.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,8.360709592641262,3.6764705882352944,1610612755,84,73,2025-12-28T22:12:04Z,4020000,False,232.0,26.0,1,left,MISS T. Maxey fadeaway 3PT,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,,23.31,Missed,,,,,,,,,,,,,,,
407,PT05M34.00S,2025-12-28T22:08:54.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,84,73,2025-12-28T22:09:02Z,4030000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,406.0,,,,,,,,,,,,,
409,PT05M26.00S,2025-12-28T22:09:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.32917214191852,57.59803921568627,1610612760,86,73,2025-12-28T22:09:12Z,4050000,False,38.0,20.0,1,right,S. Gilgeous-Alexander driving Layup (22 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,4.28,Made,22.0,,,,,,,,,,,,,,
410,PT05M26.00S,2025-12-28T22:09:12.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,86,73,2025-12-28T22:09:12Z,4060000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M26.00S,2025-12-28T22:11:41.9Z,3,REGULAR,substitution,out,[],1642845,,,1610612755,86,73,2025-12-28T22:12:01Z,4070000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M26.00S,2025-12-28T22:11:41.9Z,3,REGULAR,substitution,in,[],1642272,,,1610612755,86,73,2025-12-28T22:12:01Z,4080000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M10.00S,2025-12-28T22:12:22.9Z,3,REGULAR,3pt,Jump Shot,[],1629656,30.962549277266753,32.84313725490196,1610612755,86,73,2025-12-28T22:13:02Z,4090000,False,86.0,239.0,1,left,MISS Q. Grimes 25' step back 3PT,[1629656],1610612755.0,PHI,step back,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,25.35,Missed,,,,,,,,,,,,,,,
414,PT05M07.00S,2025-12-28T22:12:25.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,86,73,2025-12-28T22:14:06Z,4100000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,413.0,,,,,,,,,,,,,
416,PT05M07.00S,2025-12-28T22:12:41.1Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612760,86,73,2025-12-28T22:14:11Z,4120000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M54.00S,2025-12-28T22:14:32.0Z,3,REGULAR,3pt,Jump Shot,[],1629652,69.72733245729303,72.30392156862744,1610612760,86,73,2025-12-28T22:14:37Z,4140000,False,112.0,232.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,25.75,Missed,,,,,,,,,,,,,,,
419,PT04M51.00S,2025-12-28T22:14:35.0Z,3,REGULAR,rebound,defensive,[],202331,,,1610612755,86,73,2025-12-28T22:14:37Z,4150000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,,418.0,3.0,3.0,0.0,,,,,,,,,,
420,PT04M39.00S,2025-12-28T22:14:47.1Z,3,REGULAR,3pt,Jump Shot,[],1642272,3.7614980289093296,95.58823529411765,1610612755,86,76,2025-12-28T22:14:50Z,4160000,False,-228.0,-17.0,1,left,J. McCain 3PT  (7 PTS) (Q. Grimes 1 AST),"[1642272, 1629656]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Left Corner 3,24+ Left,,,,22.85,Made,7.0,,,,,,Q. Grimes,1629656.0,1.0,,,,,,
422,PT04M25.00S,2025-12-28T22:15:01.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,93.24901445466492,49.01960784313725,1610612760,88,76,2025-12-28T22:15:04Z,4180000,False,-5.0,11.0,1,right,C. Holmgren alley-oop DUNK (23 PTS) (S. Gilgeous-Alexander 4 AST),"[1631096, 1628983]",1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,1.2,Made,23.0,,,,,,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,
424,PT04M13.00S,2025-12-28T22:15:12.4Z,3,REGULAR,3pt,Jump Shot,[],1629656,27.677398160315374,78.67647058823529,1610612755,88,79,2025-12-28T22:15:16Z,4200000,False,-143.0,208.0,1,left,Q. Grimes 25' 3PT  (6 PTS) (T. Maxey 5 AST),"[1629656, 1630178]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,25.24,Made,6.0,,,,,,T. Maxey,1630178.0,5.0,,,,,,
426,PT03M58.00S,2025-12-28T22:15:27.7Z,3,REGULAR,3pt,Jump Shot,[],1631096,96.00854139290408,2.2058823529411766,1610612760,88,79,2025-12-28T22:15:32Z,4220000,False,-239.0,-15.0,1,right,MISS C. Holmgren 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,23.95,Missed,,,,,,,,,,,,,,,
427,PT03M56.00S,2025-12-28T22:15:29.7Z,3,REGULAR,rebound,defensive,[],202331,,,1610612755,88,79,2025-12-28T22:15:32Z,4230000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,,,,426.0,4.0,4.0,0.0,,,,,,,,,,
431,PT03M43.00S,2025-12-28T22:15:52.0Z,3,REGULAR,foul,offensive,[],1641737,,,1610612755,88,79,2025-12-28T22:19:55Z,4270000,False,,,0,,A. Bona offensive FOUL (2 PF),"[1641737, 1631096]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,2.0,0.0,Holmgren,1631096.0,,
433,PT03M43.00S,2025-12-28T22:15:52.0Z,3,REGULAR,turnover,offensive foul,[],1641737,,,1610612755,88,79,2025-12-28T22:15:52Z,4290000,False,,,0,,A. Bona offensive foul TURNOVER (1 TO),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,1155.0,,,,,,,,,
434,PT03M43.00S,2025-12-28T22:16:01.9Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,88,79,2025-12-28T22:16:17Z,4300000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M43.00S,2025-12-28T22:16:01.9Z,3,REGULAR,substitution,out,[],1631114,,,1610612760,88,79,2025-12-28T22:16:17Z,4310000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M43.00S,2025-12-28T22:16:01.9Z,3,REGULAR,substitution,out,[],202331,,,1610612760,88,79,2025-12-28T22:16:17Z,4320000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M43.00S,2025-12-28T22:16:01.9Z,3,REGULAR,substitution,in,[],1641717,,,1610612760,88,79,2025-12-28T22:16:17Z,4340000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M43.00S,2025-12-28T22:16:01.9Z,3,REGULAR,substitution,in,[],1642349,,,1610612760,88,79,2025-12-28T22:16:17Z,4350000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M43.00S,2025-12-28T22:16:01.9Z,3,REGULAR,substitution,in,[],1642348,,,1610612760,88,79,2025-12-28T22:16:17Z,4370000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M22.00S,2025-12-28T22:16:28.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,97.58541392904073,3.9215686274509802,1610612760,91,79,2025-12-28T22:16:31Z,4380000,False,-230.0,-30.0,1,right,A. Caruso 3PT  (7 PTS) (S. Gilgeous-Alexander 5 AST),"[1627936, 1628983]",1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,,,,23.23,Made,7.0,,,,,,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,
444,PT03M01.00S,2025-12-28T22:16:48.9Z,3,REGULAR,3pt,Jump Shot,[],1629656,31.09395532194481,19.362745098039216,1610612755,91,79,2025-12-28T22:16:54Z,4400000,False,153.0,240.0,1,left,MISS Q. Grimes 28' pullup 3PT,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,28.46,Missed,,,,,,,,,,,,,,,
445,PT02M58.00S,2025-12-28T22:16:51.9Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,91,79,2025-12-28T22:16:54Z,4410000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,444.0,5.0,3.0,2.0,,,,,,,,,,
446,PT02M50.00S,2025-12-28T22:17:00.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.38042049934296,47.30392156862745,1610612760,93,79,2025-12-28T22:17:04Z,4420000,False,-13.0,10.0,1,right,S. Gilgeous-Alexander finger roll Layup (24 PTS),[1628983],1610612760.0,OKC,finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,1.66,Made,24.0,,,,,,,,,,,,,,
