actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-28T02:47:54.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-28T02:47:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-02-28T02:47:57.7Z,1,REGULAR,jumpball,recovered,[],1629661,,,1610612743,0,0,2026-02-28T02:47:57Z,40000,False,,,0,,Jump Ball N. Jokić vs. C. Holmgren: Tip to C. Johnson,"[1629661, 203999, 1631096]",1610612743.0,DEN,startperiod,C. Johnson,1629661.0,Johnson,C. Johnson,Jokić,203999.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-02-28T02:48:10.7Z,1,REGULAR,2pt,Jump Shot,[],203999,24.78646517739816,42.15686274509804,1610612743,0,0,2026-02-28T02:48:16Z,70000,False,39.0,180.0,1,left,MISS N. Jokić 18' Jump Shot,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,18.47,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2026-02-28T02:48:14.7Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,0,0,2026-02-28T02:48:16Z,80000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2026-02-28T02:48:33.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,70.64717477003943,23.52941176470588,1610612760,0,0,2026-02-28T02:48:40Z,90000,False,-132.0,223.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2026-02-28T02:48:37.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2026-02-28T02:48:40Z,100000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M08.00S,2026-02-28T02:48:48.3Z,1,REGULAR,2pt,Jump Shot,[],203999,11.645860709592641,32.35294117647059,1610612743,0,2,2026-02-28T02:49:55Z,110000,False,88.0,57.0,1,left,N. Jokić 10' fadeaway bank Jump Shot (2 PTS) (C. Braun 1 AST),"[203999, 1631128]",1610612743.0,DEN,fadeaway bank,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Right,10.5,Made,,,,,2.0,C. Braun,1631128.0,1.0,,,,,,,,,,
13,PT11M08.00S,2026-02-28T02:48:53.4Z,1,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612743,0,2,2026-02-28T02:49:02Z,130000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Jokić 1 FT),"[1628392, 203999]",1610612760.0,OKC,shooting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627962.0,1.0,0.0,Jokić,203999.0,,,,,
15,PT11M08.00S,2026-02-28T02:49:13.9Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,0,3,2026-02-28T02:49:14Z,150000,False,,,0,,N. Jokić Free Throw 1 of 1 (3 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
16,PT10M52.00S,2026-02-28T02:49:31.9Z,1,REGULAR,2pt,Jump Shot,[],1628983,97.7168199737188,26.96078431372549,1610612760,0,3,2026-02-28T02:50:31Z,160000,False,-115.0,-31.0,1,right,MISS S. Gilgeous-Alexander 11' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,11.93,Missed,,,,,,,,,,,,,,,,,,
