actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-20T01:10:45.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-20T01:10:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-11-20T01:10:47.1Z,1,REGULAR,jumpball,recovered,[],1641717,,,1610612760,0,0,2025-11-20T01:10:47Z,40000,False,,,0,,Jump Ball C. Holmgren vs. D. Eubanks: Tip to C. Wallace,"[1641717, 1631096, 1629234]",1610612760.0,OKC,startperiod,C. Wallace,1641717.0,Wallace,C. Wallace,Holmgren,1631096.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-20T01:11:03.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,6.1268068331143235,55.392156862745104,1610612760,2,0,2025-11-20T02:15:11Z,70000,False,-27.0,5.0,1,left,C. Holmgren driving finger roll Layup (2 PTS),[1631096],1610612760.0,OKC,driving finger roll,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2025-11-20T01:11:28.0Z,1,REGULAR,3pt,Jump Shot,[],203897,64.20827858081472,28.676470588235293,1610612758,2,0,2025-11-20T01:12:53Z,90000,False,-107.0,284.0,1,right,MISS Z. LaVine 30' pullup 3PT,[203897],1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,30.33,Missed,,,,,,,,,,,,,,,,,,
10,PT11M13.00S,2025-11-20T01:11:31.0Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,2,0,2025-11-20T01:11:33Z,100000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,
11,PT11M01.00S,2025-11-20T01:11:42.8Z,1,REGULAR,3pt,Jump Shot,[],1641717,29.911300919842315,22.794117647058822,1610612760,5,0,2025-11-20T01:11:47Z,110000,False,136.0,229.0,1,left,C. Wallace 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1641717, 1628983]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,26.61,Made,3.0,,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
13,PT10M39.00S,2025-11-20T01:12:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,92.59198423127464,46.81372549019608,1610612758,5,2,2025-11-20T01:12:11Z,130000,False,-16.0,17.0,1,right,P. Achiuwa reverse Layup (2 PTS),[1630173],1610612758.0,SAC,reverse,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.33,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M28.00S,2025-11-20T01:12:16.2Z,1,REGULAR,2pt,Jump Shot,[],1628983,17.95335085413929,28.186274509803923,1610612760,5,2,2025-11-20T01:12:21Z,140000,False,109.0,116.0,1,left,MISS S. Gilgeous-Alexander 15' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,15.95,Missed,,,,,,,,,,,,,,,,,,
15,PT10M25.00S,2025-11-20T01:12:19.2Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,5,2,2025-11-20T01:12:21Z,150000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
16,PT10M18.00S,2025-11-20T01:12:26.3Z,1,REGULAR,3pt,Jump Shot,[],201566,71.43561103810775,18.137254901960784,1610612758,5,2,2025-11-20T01:12:31Z,160000,False,-159.0,216.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
