actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-29T02:40:40.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-29T02:40:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-11-29T02:40:42.0Z,1,REGULAR,jumpball,recovered,[],1641717,,,1610612760,0,0,2025-11-29T02:40:42Z,40000,False,,,0,,Jump Ball C. Holmgren vs. M. Williams: Tip to C. Wallace,"[1641717, 1631096, 1631109]",1610612760.0,OKC,startperiod,C. Wallace,1641717.0,Wallace,C. Wallace,Holmgren,1631096.0,Williams,1631109.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-11-29T02:40:54.1Z,1,REGULAR,3pt,Jump Shot,[],1629652,31.882391590013142,30.392156862745097,1610612760,3,0,2025-11-29T02:40:58Z,70000,False,98.0,247.0,1,left,L. Dort 26' 3PT  (3 PTS) (C. Wallace 1 AST),"[1629652, 1641717]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,26.59,Made,3.0,C. Wallace,1641717.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-11-29T02:41:10.8Z,1,REGULAR,turnover,bad pass,[],1631109,,,1610612756,3,0,2025-11-29T02:41:17Z,90000,False,,,0,,M. Williams bad pass TURNOVER (1 TO),"[1631109, 1629652]",1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Dort,1629652.0,,,,,,,,,,,
10,PT11M29.00S,2025-11-29T02:41:10.8Z,1,REGULAR,steal,,[],1629652,,,1610612760,3,0,2025-11-29T02:41:13Z,100000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2025-11-29T02:41:15.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,4.28712220762155,52.20588235294118,1610612760,5,0,2025-11-29T02:41:20Z,110000,False,-11.0,-12.0,1,left,L. Dort running Layup (5 PTS),[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.64,Made,5.0,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2025-11-29T02:41:24.5Z,1,REGULAR,2pt,Jump Shot,[],1631221,85.62746386333771,71.07843137254902,1610612756,5,0,2025-11-29T02:41:29Z,120000,False,105.0,83.0,1,right,MISS C. Gillespie 13' step back Shot,[1631221],1610612756.0,PHX,step back,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Right,13.39,Missed,,,,,,,,,,,,,,,,,,
13,PT11M12.00S,2025-11-29T02:41:26.5Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,5,0,2025-11-29T02:41:29Z,130000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Right,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,
14,PT11M04.00S,2025-11-29T02:41:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,6.521024967148489,54.41176470588235,1610612760,5,0,2025-11-29T02:42:50Z,140000,False,-22.0,9.0,1,left,MISS C. Holmgren cutting Layup,[1631096],1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
15,PT11M02.00S,2025-11-29T02:41:37.5Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,5,0,2025-11-29T02:41:38Z,150000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,
