actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
416,PT05M33.00S,2025-10-29T01:34:21.0Z,3,REGULAR,3pt,Jump Shot,[],1628983,71.96123521681997,17.15686274509804,1610612760,71,77,2025-10-29T01:34:28Z,4120000,False,-164.0,211.0,1,right,MISS S. Gilgeous-Alexander 26' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,26.74,Missed,,,,,,,,,,,,,,,,,,
417,PT05M31.00S,2025-10-29T01:34:23.1Z,3,REGULAR,rebound,offensive,[],1630598,,,1610612760,71,77,2025-10-29T01:34:23Z,4130000,False,,,0,,A. Wiggins REBOUND (Off:3 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,416.0,5.0,2.0,3.0,,,,,,,,,,,,,,
418,PT05M30.00S,2025-10-29T01:34:24.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,93.11760840998686,47.549019607843135,1610612760,71,77,2025-10-29T01:34:34Z,4140000,False,-12.0,12.0,1,right,MISS A. Wiggins putback Layup,[1630598],1610612760.0,OKC,putback,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
419,PT05M27.00S,2025-10-29T01:34:27.4Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,71,77,2025-10-29T01:34:34Z,4150000,False,,,0,,D. Sabonis REBOUND (Off:5 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,418.0,14.0,9.0,5.0,,,,,,,,,,,,,,
420,PT05M22.00S,2025-10-29T01:34:41.7Z,3,REGULAR,foul,personal,[],1642349,,,1610612758,71,77,2025-10-29T01:34:51Z,4160000,False,,,0,,A. Mitchell personal FOUL (2 PF),"[1642349, 1627734]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1628951.0,,,,2.0,0.0,Sabonis,1627734.0,,
422,PT05M14.00S,2025-10-29T01:35:00.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.783837056504599,50.98039215686274,1610612758,71,77,2025-10-29T01:35:08Z,4180000,False,-5.0,11.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 1628392]",1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
423,PT05M14.00S,2025-10-29T01:35:00.1Z,3,REGULAR,block,,[],1628392,,,1610612758,71,77,2025-10-29T01:35:03Z,4190000,False,,,0,,I. Hartenstein BLOCK (2 BLK),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
424,PT05M10.00S,2025-10-29T01:35:04.1Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,71,77,2025-10-29T01:35:08Z,4200000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:7),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,422.0,8.0,7.0,1.0,,,,,,,,,,,,,,
425,PT04M58.00S,2025-10-29T01:35:15.9Z,3,REGULAR,2pt,Jump Shot,[],1628983,75.24638633377135,45.588235294117645,1610612760,71,77,2025-10-29T01:35:22Z,4210000,False,-22.0,180.0,1,right,MISS S. Gilgeous-Alexander 18' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,18.16,Missed,,,,,,,,,,,,,,,,,,
426,PT04M55.00S,2025-10-29T01:35:18.9Z,3,REGULAR,rebound,defensive,[],203471,,,1610612758,71,77,2025-10-29T01:35:22Z,4220000,False,,,0,,D. Schröder REBOUND (Off:0 Def:3),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Center,,,425.0,3.0,3.0,0.0,,,,,,,,,,,,,,
427,PT04M44.00S,2025-10-29T01:35:31.9Z,3,REGULAR,2pt,Jump Shot,[],203471,23.078186596583443,24.019607843137255,1610612758,71,79,2025-10-29T01:35:35Z,4230000,False,130.0,164.0,1,left,D. Schröder 20' pullup Jump Shot (6 PTS),[203471],1610612758.0,SAC,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Right Center,20.95,Made,,,,,6.0,,,,,,,,,,,,,
428,PT04M44.00S,2025-10-29T01:36:33.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612760,71,79,2025-10-29T01:36:44Z,4240000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M44.00S,2025-10-29T01:36:46.4Z,3,REGULAR,substitution,out,[],1641717,,,1610612760,71,79,2025-10-29T01:37:07Z,4250000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M44.00S,2025-10-29T01:36:46.4Z,3,REGULAR,substitution,out,[],1628392,,,1610612760,71,79,2025-10-29T01:37:07Z,4260000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M44.00S,2025-10-29T01:36:46.4Z,3,REGULAR,substitution,in,[],1627936,,,1610612760,71,79,2025-10-29T01:37:07Z,4270000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M44.00S,2025-10-29T01:36:46.4Z,3,REGULAR,substitution,in,[],1631119,,,1610612760,71,79,2025-10-29T01:37:07Z,4280000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M21.00S,2025-10-29T01:37:27.8Z,3,REGULAR,3pt,Jump Shot,[],1642349,95.48291721419186,95.83333333333334,1610612760,71,79,2025-10-29T01:37:32Z,4290000,False,229.0,-10.0,1,right,MISS A. Mitchell 3PT,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
434,PT04M18.00S,2025-10-29T01:37:30.8Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,71,79,2025-10-29T01:37:32Z,4300000,False,,,0,,D. Sabonis REBOUND (Off:5 Def:10),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,433.0,15.0,10.0,5.0,,,,,,,,,,,,,,
435,PT04M11.00S,2025-10-29T01:37:38.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,19.66162943495401,40.68627450980392,1610612758,71,81,2025-10-29T01:37:42Z,4310000,False,47.0,132.0,1,left,D. Schröder 14' pullup Jump Shot (8 PTS),[203471],1610612758.0,SAC,pullup,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,14.03,Made,,,,,8.0,,,,,,,,,,,,,
436,PT03M57.00S,2025-10-29T01:37:51.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,80.76544021024968,57.35294117647059,1610612760,71,81,2025-10-29T01:37:58Z,4320000,False,37.0,128.0,1,right,MISS S. Gilgeous-Alexander 13' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,13.35,Missed,,,,,,,,,,,,,,,,,,
437,PT03M55.00S,2025-10-29T01:37:54.1Z,3,REGULAR,rebound,offensive,[],1631119,,,1610612760,71,81,2025-10-29T01:37:54Z,4330000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,436.0,3.0,2.0,1.0,,,,,,,,,,,,,,
438,PT03M53.00S,2025-10-29T01:37:55.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627936,66.44218134034165,46.07843137254902,1610612760,71,81,2025-10-29T01:38:02Z,4340000,False,-20.0,263.0,1,right,MISS A. Caruso 26' 3PT,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,26.36,Missed,,,,,,,,,,,,,,,,,,
439,PT03M53.00S,2025-10-29T01:37:55.9Z,3,REGULAR,rebound,defensive,[],203471,,,1610612758,71,81,2025-10-29T01:41:45Z,4350000,False,,,0,,D. Schröder REBOUND (Off:0 Def:4),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,438.0,4.0,4.0,0.0,,,,,,,,,,,,,,
440,PT03M44.00S,2025-10-29T01:38:05.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203471,30.042706964520367,19.852941176470587,1610612758,71,81,2025-10-29T01:42:51Z,4360000,False,151.0,230.0,1,left,MISS D. Schröder 27' running 3PT,[203471],1610612758.0,SAC,running,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,27.49,Missed,,,,,,,,,,,,,,,,,,
441,PT03M41.00S,2025-10-29T01:38:08.1Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,71,81,2025-10-29T01:38:09Z,4370000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:7),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,440.0,7.0,7.0,0.0,,,,,,,,,,,,,,
442,PT03M30.00S,2025-10-29T01:38:19.8Z,3,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612760,71,81,2025-10-29T01:38:25Z,4380000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628370, 1628983]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1627539.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
444,PT03M30.00S,2025-10-29T01:38:47.5Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,72,81,2025-10-29T01:38:47Z,4400000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (19 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
445,PT03M30.00S,2025-10-29T01:38:48.3Z,3,REGULAR,substitution,out,[],1630598,,,1610612760,72,81,2025-10-29T01:39:19Z,4410000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M30.00S,2025-10-29T01:38:48.3Z,3,REGULAR,substitution,out,[],203897,,,1610612760,72,81,2025-10-29T01:39:19Z,4420000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M30.00S,2025-10-29T01:38:48.3Z,3,REGULAR,substitution,out,[],1627734,,,1610612760,72,81,2025-10-29T01:39:19Z,4430000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M30.00S,2025-10-29T01:38:48.3Z,3,REGULAR,substitution,out,[],203471,,,1610612760,72,81,2025-10-29T01:39:19Z,4440000,False,,,0,,SUB out: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M30.00S,2025-10-29T01:38:48.3Z,3,REGULAR,substitution,in,[],1642382,,,1610612760,72,81,2025-10-29T01:39:19Z,4450000,False,,,0,,SUB in: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M30.00S,2025-10-29T01:38:48.3Z,3,REGULAR,substitution,in,[],1629234,,,1610612760,72,81,2025-10-29T01:39:19Z,4460000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M30.00S,2025-10-29T01:38:48.3Z,3,REGULAR,substitution,in,[],201566,,,1610612760,72,81,2025-10-29T01:39:19Z,4470000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M30.00S,2025-10-29T01:38:48.3Z,3,REGULAR,substitution,in,[],201942,,,1610612760,72,81,2025-10-29T01:39:19Z,4480000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M30.00S,2025-10-29T01:39:20.4Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,73,81,2025-10-29T01:39:20Z,4490000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (20 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
455,PT03M11.00S,2025-10-29T01:39:52.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,19.793035479632064,55.88235294117647,1610612758,73,81,2025-10-29T01:39:58Z,4510000,False,-29.0,134.0,1,left,MISS D. DeRozan 13' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,13.68,Missed,,,,,,,,,,,,,,,,,,
456,PT03M10.00S,2025-10-29T01:39:53.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,73,81,2025-10-29T01:39:58Z,4520000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,455.0,,,,,,,,,,,,,,,,,
458,PT02M54.00S,2025-10-29T01:40:19.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642349,90.3580814717477,47.05882352941176,1610612760,73,81,2025-10-29T01:40:23Z,4540000,False,-15.0,38.0,1,right,MISS A. Mitchell driving Layup,[1642349],1610612760.0,OKC,driving,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
459,PT02M54.00S,2025-10-29T01:40:19.7Z,3,REGULAR,rebound,defensive,[],201566,,,1610612758,73,81,2025-10-29T01:40:23Z,4550000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:4),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,458.0,5.0,4.0,1.0,,,,,,,,,,,,,,
460,PT02M49.00S,2025-10-29T01:40:25.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631165,31.35676741130092,33.57843137254902,1610612758,73,81,2025-10-29T01:42:30Z,4560000,False,82.0,242.0,1,left,MISS K. Ellis 25' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
461,PT02M45.00S,2025-10-29T01:40:29.8Z,3,REGULAR,rebound,defensive,[],1631119,,,1610612760,73,81,2025-10-29T01:40:31Z,4570000,False,,,0,,J. Williams REBOUND (Off:1 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,460.0,4.0,3.0,1.0,,,,,,,,,,,,,,
462,PT02M36.00S,2025-10-29T01:40:37.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,81.2910643889619,36.029411764705884,1610612760,75,81,2025-10-29T01:40:40Z,4580000,False,-70.0,123.0,1,right,S. Gilgeous-Alexander 14' pullup Jump Shot (22 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,14.18,Made,,,,,22.0,,,,,,,,,,,,,
463,PT02M20.00S,2025-10-29T01:40:53.1Z,3,REGULAR,3pt,Jump Shot,[],201942,8.886333771353483,3.9215686274509802,1610612758,75,81,2025-10-29T01:40:56Z,4590000,False,230.0,31.0,1,left,MISS D. DeRozan 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
464,PT02M18.00S,2025-10-29T01:40:55.1Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,75,81,2025-10-29T01:40:56Z,4600000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:8),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Right Corner 3,24+ Right,,,463.0,8.0,8.0,0.0,,,,,,,,,,,,,,
465,PT02M04.00S,2025-10-29T01:41:09.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642349,93.24901445466492,51.71568627450981,1610612760,75,81,2025-10-29T01:41:13Z,4610000,False,9.0,11.0,1,right,MISS A. Mitchell cutting Layup,[1642349],1610612760.0,OKC,cutting,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,1.4,Missed,,,,,,,,,,,,,,,,,,
466,PT02M03.00S,2025-10-29T01:41:10.3Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612758,75,81,2025-10-29T01:41:13Z,4620000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:3),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,465.0,4.0,3.0,1.0,,,,,,,,,,,,,,
467,PT01M45.00S,2025-10-29T01:41:28.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,7.5722733245729295,58.57843137254902,1610612758,75,81,2025-10-29T01:41:32Z,4630000,False,-43.0,19.0,1,left,MISS M. Monk driving Layup - blocked,"[1628370, 1628983]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0
469,PT01M45.00S,2025-10-29T01:41:28.4Z,3,REGULAR,block,,[],1628983,,,1610612758,75,81,2025-10-29T01:41:36Z,4635000,False,,,0,,S. Gilgeous-Alexander BLOCK (2 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
468,PT01M43.00S,2025-10-29T01:41:30.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,75,81,2025-10-29T01:41:32Z,4640000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:9),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,467.0,9.0,9.0,0.0,,,,,,,,,,,,,,
470,PT01M37.00S,2025-10-29T01:41:37.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642382,92.46057818659659,49.01960784313725,1610612760,77,81,2025-10-29T01:41:47Z,4650000,False,-5.0,18.0,1,right,B. Carlson alley-oop DUNK (2 PTS) (J. Williams 3 AST),"[1642382, 1631119]",1610612760.0,OKC,alley-oop,,,Carlson,B. Carlson,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,2.0,,,,,J. Williams,1631119.0,3.0,,,,,,
472,PT01M19.00S,2025-10-29T01:41:54.2Z,3,REGULAR,3pt,Jump Shot,[],201566,30.56833114323259,68.38235294117648,1610612758,77,81,2025-10-29T01:41:59Z,4670000,False,-92.0,235.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
473,PT01M16.00S,2025-10-29T01:41:57.2Z,3,REGULAR,rebound,defensive,[],1642382,,,1610612760,77,81,2025-10-29T01:41:59Z,4680000,False,,,0,,B. Carlson REBOUND (Off:0 Def:1),[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Above the Break 3,24+ Left Center,,,472.0,1.0,1.0,0.0,,,,,,,,,,,,,,
474,PT01M00.00S,2025-10-29T01:42:14.5Z,3,REGULAR,3pt,Jump Shot,[],1631119,82.7365308804205,94.11764705882352,1610612760,77,81,2025-10-29T01:42:20Z,4690000,False,221.0,110.0,1,right,MISS J. Williams 24' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,24.64,Missed,,,,,,,,,,,,,,,,,,
475,PT00M56.00S,2025-10-29T01:42:18.5Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612758,77,81,2025-10-29T01:42:20Z,4700000,False,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,474.0,2.0,2.0,0.0,,,,,,,,,,,,,,
476,PT00M53.80S,2025-10-29T01:42:21.0Z,3,REGULAR,turnover,lost ball,[],1628370,,,1610612758,77,81,2025-10-29T01:42:24Z,4710000,False,,,0,,M. Monk lost ball TURNOVER (1 TO),"[1628370, 1642349]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Mitchell,1642349.0,,,,,,,,,,
477,PT00M53.80S,2025-10-29T01:42:21.0Z,3,REGULAR,steal,,[],1642349,,,1610612760,77,81,2025-10-29T01:42:22Z,4720000,False,,,0,,A. Mitchell STEAL (2 STL),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
478,PT00M52.20S,2025-10-29T01:42:23.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642349,92.72339027595268,49.01960784313725,1610612760,79,81,2025-10-29T01:42:32Z,4730000,False,-5.0,16.0,1,right,A. Mitchell driving Layup (10 PTS),[1642349],1610612760.0,OKC,driving,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,10.0,,,,,,,,,,,,,
479,PT00M52.20S,2025-10-29T01:42:25.6Z,3,REGULAR,foul,personal,['1freethrow'],1628370,,,1610612760,79,81,2025-10-29T01:42:49Z,4740000,False,,,0,,M. Monk shooting personal FOUL (2 PF) (Mitchell 1 FT),"[1628370, 1642349]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1148.0,,,,2.0,0.0,Mitchell,1642349.0,,
481,PT00M52.20S,2025-10-29T01:42:56.2Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1642349,,,1610612760,80,81,2025-10-29T01:42:56Z,4760000,False,,,0,,A. Mitchell Free Throw 1 of 1 (11 PTS),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
482,PT00M33.30S,2025-10-29T01:43:20.3Z,3,REGULAR,2pt,Jump Shot,[],201942,21.23850197109067,52.20588235294118,1610612758,80,81,2025-10-29T01:43:26Z,4770000,False,-11.0,147.0,1,left,MISS D. DeRozan 14' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,14.75,Missed,,,,,,,,,,,,,,,,,,
483,PT00M30.60S,2025-10-29T01:43:23.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,80,81,2025-10-29T01:43:26Z,4780000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,8-16 Center,,,482.0,,,,,,,,,,,,,,,,,
485,PT00M26.00S,2025-10-29T01:43:35.3Z,3,REGULAR,turnover,lost ball,[],1642349,,,1610612760,80,81,2025-10-29T01:43:43Z,4800000,False,,,0,,A. Mitchell lost ball TURNOVER (3 TO),"[1642349, 201942]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,DeRozan,201942.0,,,,,,,,,,
486,PT00M26.00S,2025-10-29T01:43:35.3Z,3,REGULAR,steal,,[],201942,,,1610612758,80,81,2025-10-29T01:43:37Z,4810000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
487,PT00M22.40S,2025-10-29T01:43:41.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642382,,,1610612758,80,81,2025-10-29T01:44:02Z,4820000,False,,,0,,B. Carlson shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1642382, 201942]",1610612760.0,OKC,shooting,,,Carlson,B. Carlson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1148.0,,,,1.0,0.0,DeRozan,201942.0,,
489,PT00M22.40S,2025-10-29T01:44:10.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612758,80,82,2025-10-29T01:44:10Z,4840000,False,,,0,,D. DeRozan Free Throw 1 of 2 (15 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
490,PT00M22.40S,2025-10-29T01:44:11.0Z,3,REGULAR,substitution,out,[],1628370,,,1610612758,80,82,2025-10-29T01:44:13Z,4850000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M22.40S,2025-10-29T01:44:11.0Z,3,REGULAR,substitution,in,[],1642269,,,1610612758,80,82,2025-10-29T01:44:13Z,4860000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M22.40S,2025-10-29T01:44:18.1Z,3,REGULAR,substitution,out,[],1627936,,,1610612758,80,82,2025-10-29T01:44:26Z,4870000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M22.40S,2025-10-29T01:44:18.1Z,3,REGULAR,substitution,in,[],1642959,,,1610612758,80,82,2025-10-29T01:44:26Z,4880000,False,,,0,,SUB in: C. Youngblood,[1642959],1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,,,,,,,,,,,,,,,,,,,,,,
