actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-08T01:10:34.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-08T01:10:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-08T01:10:36.2Z,1,REGULAR,jumpball,recovered,[],1641718,,,1610612762,0,0,2026-01-08T01:10:36Z,40000,False,,,0,,Jump Ball J. Nurkić vs. C. Holmgren: Tip to K. George,"[1641718, 203994, 1631096]",1610612762.0,UTA,startperiod,K. George,1641718.0,George,K. George,Nurkić,203994.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-01-08T01:10:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,5.206964520367937,47.30392156862745,1610612762,0,2,2026-01-08T01:10:52Z,70000,False,13.0,-4.0,1,left,K. George cutting Layup (2 PTS) (J. Nurkić 1 AST),"[1641718, 203994]",1610612762.0,UTA,cutting,,,George,K. George,,,,,Restricted Area,0-8 Center,1.4,Made,2.0,J. Nurkić,203994.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2026-01-08T01:11:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,87.99277266754271,40.44117647058824,1610612760,2,2,2026-01-08T01:11:15Z,90000,False,-48.0,60.0,1,right,A. Wiggins 7' driving floating Jump Shot (2 PTS) (J. Williams 1 AST),"[1630598, 1631114]",1610612760.0,OKC,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.7,Made,2.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
11,PT11M09.00S,2026-01-08T01:11:23.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,4.944152431011826,51.470588235294116,1610612762,2,4,2026-01-08T01:11:26Z,110000,False,-7.0,-6.0,1,left,L. Markkanen driving DUNK (2 PTS) (J. Nurkić 2 AST),"[1628374, 203994]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,0.95,Made,2.0,J. Nurkić,203994.0,2.0,,,,,,,,,,,,,,
13,PT10M51.00S,2026-01-08T01:11:41.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,67.62483574244416,20.588235294117645,1610612760,2,4,2026-01-08T01:11:46Z,130000,False,-147.0,252.0,1,right,MISS L. Dort 29' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,29.16,Missed,,,,,,,,,,,,,,,,,,
14,PT10M49.00S,2026-01-08T01:11:43.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,2,4,2026-01-08T01:11:46Z,140000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Left Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M41.00S,2026-01-08T01:11:52.0Z,1,REGULAR,3pt,Jump Shot,[],1629004,3.4986859395532193,94.85294117647058,1610612762,2,4,2026-01-08T01:11:57Z,150000,False,-224.0,-20.0,1,left,MISS S. Mykhailiuk 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,22.52,Missed,,,,,,,,,,,,,,,,,,
16,PT10M38.00S,2026-01-08T01:11:55.0Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,2,4,2026-01-08T01:11:57Z,160000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M32.00S,2026-01-08T01:12:01.8Z,1,REGULAR,3pt,Jump Shot,[],1631114,75.3777923784494,12.990196078431374,1610612760,2,4,2026-01-08T01:12:07Z,170000,False,-185.0,179.0,1,right,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
18,PT10M28.00S,2026-01-08T01:12:05.8Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612762,2,4,2026-01-08T01:12:07Z,180000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M20.00S,2026-01-08T01:12:13.3Z,1,REGULAR,3pt,Jump Shot,[],1641718,30.17411300919842,68.13725490196079,1610612762,2,4,2026-01-08T01:12:20Z,190000,False,-91.0,231.0,1,left,MISS K. George 24' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,,
20,PT10M17.00S,2026-01-08T01:12:16.5Z,1,REGULAR,rebound,offensive,[],203994,,,1610612762,2,4,2026-01-08T01:12:16Z,200000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:1),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Left Center,,,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,
21,PT10M15.00S,2026-01-08T01:12:18.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,6.389618922470433,50.245098039215684,1610612762,2,4,2026-01-08T01:12:22Z,210000,False,-1.0,8.0,1,left,MISS J. Nurkić putback Layup,[203994],1610612762.0,UTA,putback,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
22,PT10M13.00S,2026-01-08T01:12:20.0Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,2,4,2026-01-08T01:12:22Z,220000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT10M03.00S,2026-01-08T01:12:32.9Z,1,REGULAR,foul,personal,['2freethrow'],1641718,,,1610612760,2,4,2026-01-08T01:12:41Z,230000,False,,,0,,K. George shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1641718, 1628983]",1610612762.0,UTA,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,
25,PT10M03.00S,2026-01-08T01:12:56.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,2,4,2026-01-08T01:12:56Z,250000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M03.00S,2026-01-08T01:12:56.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,2,4,2026-01-08T01:12:56Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
27,PT10M03.00S,2026-01-08T01:13:09.2Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,3,4,2026-01-08T01:13:09Z,270000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
28,PT09M45.00S,2026-01-08T01:13:29.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,11.383048620236531,96.07843137254902,1610612762,3,4,2026-01-08T01:13:32Z,280000,False,-230.0,55.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
29,PT09M43.00S,2026-01-08T01:13:31.0Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,3,4,2026-01-08T01:13:32Z,290000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
30,PT09M34.00S,2026-01-08T01:13:41.7Z,1,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612760,3,4,2026-01-08T01:13:46Z,300000,False,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1628374, 1631096]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,1.0,0.0,Holmgren,1631096.0,,,,,
32,PT09M34.00S,2026-01-08T01:14:08.7Z,1,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,4,4,2026-01-08T01:14:08Z,320000,False,,,0,,C. Holmgren Free Throw 1 of 2 (1 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
