actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
80,PT05M58.00S,2026-02-08T03:27:20.9Z,1,REGULAR,3pt,Jump Shot,[],1642270,66.04796320630749,56.86274509803921,1610612757,16,8,2026-02-08T03:27:25Z,800000,False,34.0,267.0,1,right,D. Clingan 26' 3PT  (5 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,26.88,Made,,,,,,,,,,5.0,,,,,,,,
81,PT05M46.00S,2026-02-08T03:27:32.7Z,1,REGULAR,3pt,Jump Shot,[],1641765,33.327858081471746,61.029411764705884,1610612763,16,11,2026-02-08T03:27:37Z,810000,False,-55.0,261.0,1,left,O. Prosper 26' 3PT  (3 PTS) (J. Small 1 AST),"[1641765, 1642914]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Center,26.66,Made,,,,,,,,,,3.0,,,,,,J. Small,1642914.0,1.0
83,PT05M28.00S,2026-02-08T03:27:53.1Z,1,REGULAR,foul,personal,[],1641707,,,1610612757,16,11,2026-02-08T03:28:00Z,830000,False,,,0,,T. Hendricks personal FOUL (1 PF),"[1641707, 201950]",1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,201639.0,1.0,0.0,Holiday,201950.0,,,
85,PT05M28.00S,2026-02-08T03:28:00.9Z,1,REGULAR,substitution,out,[],201950,,,1610612757,16,11,2026-02-08T03:28:09Z,850000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M28.00S,2026-02-08T03:28:00.9Z,1,REGULAR,substitution,out,[],1631321,,,1610612757,16,11,2026-02-08T03:28:09Z,860000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M28.00S,2026-02-08T03:28:00.9Z,1,REGULAR,substitution,in,[],1631104,,,1610612757,16,11,2026-02-08T03:28:09Z,870000,False,,,0,,SUB in: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M28.00S,2026-02-08T03:28:00.9Z,1,REGULAR,substitution,in,[],1630249,,,1610612757,16,11,2026-02-08T03:28:09Z,880000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M18.00S,2026-02-08T03:28:22.2Z,1,REGULAR,3pt,Jump Shot,[],203924,92.85479632063075,95.34313725490196,1610612757,16,11,2026-02-08T03:28:28Z,890000,False,227.0,15.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,22.72,Missed,,,,,,,,,,,,,,,,,,
90,PT05M15.00S,2026-02-08T03:28:25.2Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,16,11,2026-02-08T03:28:28Z,900000,False,,,0,,D. Clingan REBOUND (Off:2 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Right Corner 3,24+ Right,,,89.0,7.0,5.0,2.0,,,,,,,,,,,,,,
91,PT05M12.00S,2026-02-08T03:28:28.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642270,93.51182654402102,47.30392156862745,1610612757,18,11,2026-02-08T03:28:38Z,910000,False,-13.0,8.0,1,right,D. Clingan driving DUNK (7 PTS),[1642270],1610612757.0,POR,driving,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,,,7.0,,,,,,,,
92,PT04M53.00S,2026-02-08T03:28:47.0Z,1,REGULAR,3pt,Jump Shot,[],1641765,6.1268068331143235,97.54901960784314,1610612763,18,14,2026-02-08T03:28:51Z,920000,False,-238.0,5.0,1,left,O. Prosper 3PT  (6 PTS) (T. Hendricks 1 AST),"[1641765, 1641707]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Left Corner 3,24+ Left,23.78,Made,,,,,,,,,,6.0,,,,,,T. Hendricks,1641707.0,1.0
94,PT04M40.00S,2026-02-08T03:29:00.4Z,1,REGULAR,turnover,lost ball,[],1631104,,,1610612757,18,14,2026-02-08T03:29:04Z,940000,False,,,0,,B. Wesley lost ball TURNOVER (1 TO),"[1631104, 1642383]",1610612757.0,POR,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Clayton Jr.,1642383.0,,,,,,,,,
95,PT04M40.00S,2026-02-08T03:29:00.4Z,1,REGULAR,steal,,[],1642383,,,1610612763,18,14,2026-02-08T03:29:03Z,950000,False,,,0,,W. Clayton Jr. STEAL (1 STL),[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
96,PT04M38.00S,2026-02-08T03:29:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642383,8.09789750328515,49.01960784313725,1610612763,18,16,2026-02-08T03:29:09Z,960000,False,5.0,24.0,1,left,W. Clayton Jr. running Layup (2 PTS),[1642383],1610612763.0,MEM,running,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,,,,,,2.0,,,,,,,,
97,PT04M38.00S,2026-02-08T03:29:09.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,18,16,2026-02-08T03:29:09Z,970000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M25.00S,2026-02-08T03:32:23.7Z,1,REGULAR,foul,personal,['2freethrow'],1642383,,,1610612757,18,16,2026-02-08T03:32:35Z,980000,False,,,0,,W. Clayton Jr. shooting personal FOUL (1 PF) (Wesley 2 FT),"[1642383, 1631104]",1610612763.0,MEM,shooting,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202053.0,1.0,0.0,Wesley,1631104.0,,,
100,PT04M25.00S,2026-02-08T03:32:47.4Z,1,REGULAR,freethrow,1 of 2,[],1631104,,,1610612757,18,16,2026-02-08T03:32:47Z,1000000,False,,,0,,MISS B. Wesley Free Throw 1 of 2,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT04M25.00S,2026-02-08T03:32:47.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,18,16,2026-02-08T03:32:47Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
102,PT04M25.00S,2026-02-08T03:32:59.9Z,1,REGULAR,freethrow,2 of 2,[],1631104,,,1610612757,19,16,2026-02-08T03:32:59Z,1020000,False,,,0,,B. Wesley Free Throw 2 of 2 (1 PTS),[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
103,PT04M09.00S,2026-02-08T03:33:17.7Z,1,REGULAR,3pt,Jump Shot,[],1642942,24.655059132720105,12.5,1610612763,19,16,2026-02-08T03:33:22Z,1030000,False,188.0,179.0,1,left,MISS J. Mashack 25' 3PT,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
104,PT04M05.00S,2026-02-08T03:33:21.7Z,1,REGULAR,rebound,defensive,[],1631104,,,1610612757,19,16,2026-02-08T03:33:22Z,1040000,False,,,0,,B. Wesley REBOUND (Off:0 Def:1),[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Right Center,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT03M46.00S,2026-02-08T03:33:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630249,90.09526938239159,47.794117647058826,1610612757,21,16,2026-02-08T03:33:45Z,1050000,False,-11.0,41.0,1,right,V. Krejčí driving finger roll Layup (2 PTS) (C. Love 1 AST),"[1630249, 1631126]",1610612757.0,POR,driving finger roll,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,4.21,Made,,,,,,,,,,2.0,,,,,,C. Love,1631126.0,1.0
107,PT03M32.00S,2026-02-08T03:33:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641765,17.16491458607096,59.068627450980394,1610612763,21,16,2026-02-08T03:34:01Z,1070000,False,-45.0,109.0,1,left,MISS O. Prosper 11' pullup Shot,[1641765],1610612763.0,MEM,pullup,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Center,11.79,Missed,,,,,,,,,,,,,,,,,,
109,PT03M29.00S,2026-02-08T03:33:58.2Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612757,21,16,2026-02-08T03:34:01Z,1090000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),8-16 Center,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT03M22.00S,2026-02-08T03:34:04.9Z,1,REGULAR,3pt,Jump Shot,[],1631126,84.97043363994744,4.411764705882353,1610612757,21,16,2026-02-08T03:34:11Z,1100000,False,-228.0,89.0,1,right,MISS C. Love 24' 3PT,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Left Corner 3,24+ Left,24.46,Missed,,,,,,,,,,,,,,,,,,
111,PT03M16.00S,2026-02-08T03:34:10.9Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612763,21,16,2026-02-08T03:34:11Z,1110000,False,,,0,,O. Prosper REBOUND (Off:0 Def:2),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Left Corner 3,24+ Left,,,110.0,2.0,2.0,0.0,,,,,,,,,,,,,,
112,PT03M07.00S,2026-02-08T03:34:19.5Z,1,REGULAR,2pt,Jump Shot,[],1641707,21.50131406044678,43.627450980392155,1610612763,21,18,2026-02-08T03:34:24Z,1120000,False,32.0,150.0,1,left,T. Hendricks 15' driving floating Jump Shot (2 PTS),[1641707],1610612763.0,MEM,driving floating,,,Hendricks,T. Hendricks,,,,,Mid-Range,8-16 Center,15.3,Made,,,,,,,,,,2.0,,,,,,,,
113,PT02M49.00S,2026-02-08T03:34:39.0Z,1,REGULAR,turnover,bad pass,[],1631104,,,1610612757,21,18,2026-02-08T03:34:47Z,1130000,False,,,0,,B. Wesley bad pass TURNOVER (2 TO),"[1631104, 1642383]",1610612757.0,POR,,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,Clayton Jr.,1642383.0,,,,,,,,,
114,PT02M49.00S,2026-02-08T03:34:39.0Z,1,REGULAR,steal,,[],1642383,,,1610612763,21,18,2026-02-08T03:34:41Z,1140000,False,,,0,,W. Clayton Jr. STEAL (2 STL),[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
115,PT02M43.00S,2026-02-08T03:34:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642914,7.966491458607096,44.6078431372549,1610612763,21,20,2026-02-08T03:34:50Z,1150000,False,27.0,22.0,1,left,J. Small running Layup (2 PTS) (W. Clayton Jr. 1 AST),"[1642914, 1642383]",1610612763.0,MEM,running,,,Small,J. Small,,,,,Restricted Area,0-8 Center,3.51,Made,,,,,,,,,,2.0,,,,,,W. Clayton Jr.,1642383.0,1.0
116,PT02M29.00S,2026-02-08T03:34:57.2Z,1,REGULAR,turnover,lost ball,[],1631126,,,1610612757,21,20,2026-02-08T03:35:02Z,1160000,False,,,0,,C. Love lost ball TURNOVER (1 TO),"[1631126, 1642942]",1610612757.0,POR,,,,Love,C. Love,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,Mashack,1642942.0,,,,,,,,,
117,PT02M29.00S,2026-02-08T03:34:57.2Z,1,REGULAR,steal,,[],1642942,,,1610612763,21,20,2026-02-08T03:34:59Z,1170000,False,,,0,,J. Mashack STEAL (3 STL),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
118,PT02M26.00S,2026-02-08T03:35:01.2Z,1,REGULAR,turnover,bad pass,[],1642942,,,1610612763,21,20,2026-02-08T03:35:04Z,1180000,False,,,0,,J. Mashack bad pass TURNOVER (1 TO),"[1642942, 1630249]",1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,Krejčí,1630249.0,,,,,,,,,
119,PT02M26.00S,2026-02-08T03:35:01.2Z,1,REGULAR,steal,,[],1630249,,,1610612757,21,20,2026-02-08T03:35:03Z,1190000,False,,,0,,V. Krejčí STEAL (1 STL),[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
120,PT02M18.00S,2026-02-08T03:35:08.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631126,92.72339027595268,44.85294117647059,1610612757,23,20,2026-02-08T03:35:13Z,1200000,False,-26.0,16.0,1,right,C. Love driving reverse Layup (2 PTS) (V. Krejčí 1 AST),"[1631126, 1630249]",1610612757.0,POR,driving reverse,,,Love,C. Love,,,,,Restricted Area,0-8 Center,3.02,Made,,,,,,,,,,2.0,,,,,,V. Krejčí,1630249.0,1.0
122,PT02M16.00S,2026-02-08T03:35:17.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,23,20,2026-02-08T03:35:17Z,1220000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M16.00S,2026-02-08T03:36:05.5Z,1,REGULAR,substitution,out,[],203924,,,1610612763,23,20,2026-02-08T03:36:43Z,1230000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M16.00S,2026-02-08T03:36:05.5Z,1,REGULAR,substitution,out,[],1642270,,,1610612763,23,20,2026-02-08T03:36:43Z,1240000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M16.00S,2026-02-08T03:36:05.5Z,1,REGULAR,substitution,out,[],1641765,,,1610612763,23,20,2026-02-08T03:36:43Z,1250000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M16.00S,2026-02-08T03:36:05.5Z,1,REGULAR,substitution,out,[],1642942,,,1610612763,23,20,2026-02-08T03:36:43Z,1260000,False,,,0,,SUB out: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M16.00S,2026-02-08T03:36:05.5Z,1,REGULAR,substitution,out,[],1641707,,,1610612763,23,20,2026-02-08T03:36:43Z,1270000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M16.00S,2026-02-08T03:36:05.5Z,1,REGULAR,substitution,in,[],1631321,,,1610612763,23,20,2026-02-08T03:36:43Z,1280000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M16.00S,2026-02-08T03:36:05.5Z,1,REGULAR,substitution,in,[],1641712,,,1610612763,23,20,2026-02-08T03:36:43Z,1290000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M16.00S,2026-02-08T03:36:05.5Z,1,REGULAR,substitution,in,[],1641713,,,1610612763,23,20,2026-02-08T03:36:43Z,1300000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M16.00S,2026-02-08T03:36:05.5Z,1,REGULAR,substitution,in,[],203484,,,1610612763,23,20,2026-02-08T03:36:43Z,1310000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M16.00S,2026-02-08T03:36:05.5Z,1,REGULAR,substitution,in,[],203937,,,1610612763,23,20,2026-02-08T03:36:43Z,1320000,False,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M12.00S,2026-02-08T03:37:00.5Z,1,REGULAR,foul,personal,['2freethrow'],1631321,,,1610612763,23,20,2026-02-08T03:37:22Z,1330000,False,,,0,,S. Cissoko shooting personal FOUL (1 PF) (Small 2 FT),"[1631321, 1642914]",1610612757.0,POR,shooting,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,1.0,0.0,Small,1642914.0,,,
135,PT02M12.00S,2026-02-08T03:37:26.1Z,1,REGULAR,freethrow,1 of 2,[],1642914,,,1610612763,23,21,2026-02-08T03:37:26Z,1350000,False,,,0,,J. Small Free Throw 1 of 2 (3 PTS),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
136,PT02M12.00S,2026-02-08T03:37:42.8Z,1,REGULAR,freethrow,2 of 2,[],1642914,,,1610612763,23,22,2026-02-08T03:37:42Z,1360000,False,,,0,,J. Small Free Throw 2 of 2 (4 PTS),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
137,PT02M00.00S,2026-02-08T03:37:58.7Z,1,REGULAR,foul,personal,['2freethrow'],203937,,,1610612757,23,22,2026-02-08T03:38:14Z,1370000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Wesley 2 FT),"[203937, 1631104]",1610612763.0,MEM,shooting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,203592.0,1.0,0.0,Wesley,1631104.0,,,
140,PT02M00.00S,2026-02-08T03:38:33.5Z,1,REGULAR,freethrow,1 of 2,[],1631104,,,1610612757,24,22,2026-02-08T03:38:52Z,1390000,False,,,0,,B. Wesley Free Throw 1 of 2 (2 PTS),[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
141,PT02M00.00S,2026-02-08T03:38:33.5Z,1,REGULAR,freethrow,2 of 2,[],1631104,,,1610612757,24,22,2026-02-08T03:38:52Z,1400000,False,,,0,,MISS B. Wesley Free Throw 2 of 2,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT01M58.00S,2026-02-08T03:38:35.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,24,22,2026-02-08T03:38:52Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,
144,PT01M58.00S,2026-02-08T03:39:13.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612757,24,22,2026-02-08T03:39:13Z,1430000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M56.00S,2026-02-08T03:40:50.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631104,91.93495400788436,54.166666666666664,1610612757,26,22,2026-02-08T03:40:57Z,1440000,False,21.0,23.0,1,right,B. Wesley cutting Layup (4 PTS) (R. Rupert 1 AST),"[1631104, 1641712]",1610612757.0,POR,cutting,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,,,,,,4.0,,,,,,R. Rupert,1641712.0,1.0
147,PT01M44.00S,2026-02-08T03:41:01.8Z,1,REGULAR,3pt,Jump Shot,[],203484,13.748357424441524,4.901960784313726,1610612763,26,25,2026-02-08T03:41:05Z,1460000,False,225.0,77.0,1,left,K. Caldwell-Pope 3PT  (7 PTS) (W. Clayton Jr. 2 AST),"[203484, 1642383]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.82,Made,,,,,,,,,,7.0,,,,,,W. Clayton Jr.,1642383.0,2.0
149,PT01M32.00S,2026-02-08T03:41:14.7Z,1,REGULAR,3pt,Jump Shot,[],1631104,76.16622864651774,11.029411764705882,1610612757,29,25,2026-02-08T03:41:18Z,1480000,False,-195.0,172.0,1,right,B. Wesley 25' 3PT  (7 PTS) (C. Love 2 AST),"[1631104, 1631126]",1610612757.0,POR,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,25.96,Made,,,,,,,,,,7.0,,,,,,C. Love,1631126.0,2.0
151,PT01M18.00S,2026-02-08T03:41:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,7.966491458607096,55.88235294117647,1610612763,29,25,2026-02-08T03:41:32Z,1500000,False,-29.0,22.0,1,left,MISS K. Caldwell-Pope driving Layup,[203484],1610612763.0,MEM,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
152,PT01M14.00S,2026-02-08T03:41:31.5Z,1,REGULAR,rebound,offensive,[],1642914,,,1610612763,29,25,2026-02-08T03:41:32Z,1510000,False,,,0,,J. Small REBOUND (Off:1 Def:0),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Restricted Area,0-8 Center,,,151.0,1.0,0.0,1.0,,,,,,,,,,,,,,
153,PT01M14.00S,2026-02-08T03:41:31.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642914,5.590000152587891,50.0,1610612763,29,27,2026-02-08T03:41:31Z,1520000,False,0.0,0.0,1,left,J. Small putback Layup (6 PTS),[1642914],1610612763.0,MEM,putback,,,Small,J. Small,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,6.0,,,,,,,,
154,PT01M03.00S,2026-02-08T03:41:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631126,91.93495400788436,43.13725490196079,1610612757,31,27,2026-02-08T03:41:46Z,1530000,False,-34.0,23.0,1,right,C. Love driving floating bank Jump Shot (4 PTS),[1631126],1610612757.0,POR,driving floating bank,,,Love,C. Love,,,,,Restricted Area,0-8 Center,4.15,Made,,,,,,,,,,4.0,,,,,,,,
155,PT00M50.00S,2026-02-08T03:41:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,8.492115637319317,54.166666666666664,1610612763,31,27,2026-02-08T03:42:01Z,1540000,False,-21.0,27.0,1,left,MISS G. Jackson driving Layup,[1641713],1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
156,PT00M47.70S,2026-02-08T03:41:59.6Z,1,REGULAR,rebound,defensive,[],1631321,,,1610612757,31,27,2026-02-08T03:42:01Z,1550000,False,,,0,,S. Cissoko REBOUND (Off:0 Def:2),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,,,
157,PT00M30.10S,2026-02-08T03:42:17.1Z,1,REGULAR,3pt,Jump Shot,[],1630249,67.09921156373193,43.38235294117647,1610612757,31,27,2026-02-08T03:42:21Z,1560000,False,-33.0,257.0,1,right,MISS V. Krejčí 25' 3PT,[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,25.89,Missed,,,,,,,,,,,,,,,,,,
158,PT00M27.20S,2026-02-08T03:42:20.0Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,31,27,2026-02-08T03:42:21Z,1570000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,,
159,PT00M07.30S,2026-02-08T03:42:39.9Z,1,REGULAR,3pt,Jump Shot,[],1642914,32.802233902759525,47.05882352941176,1610612763,31,30,2026-02-08T03:42:45Z,1580000,False,15.0,256.0,1,left,J. Small 25' 3PT step back (9 PTS),[1642914],1610612763.0,MEM,step back,,,Small,J. Small,,,,,Above the Break 3,24+ Center,25.62,Made,,,,,,,,,,9.0,,,,,,,,
160,PT00M00.00S,2026-02-08T03:42:51.4Z,1,REGULAR,3pt,Jump Shot,[],1631126,69.72733245729303,23.284313725490197,1610612757,31,30,2026-02-08T03:42:59Z,1590000,False,-134.0,232.0,1,right,MISS C. Love 26' pullup 3PT,[1631126],1610612757.0,POR,pullup,,,Love,C. Love,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2026-02-08T03:42:54.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,31,30,2026-02-08T03:42:54Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,160.0,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2026-02-08T03:43:01.7Z,1,REGULAR,period,end,[],0,,,1610612757,31,30,2026-02-08T03:43:01Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-02-08T03:44:58.9Z,2,REGULAR,substitution,out,['startperiod'],1631104,,,1610612757,31,30,2026-02-08T03:45:22Z,1620000,False,,,0,,SUB out: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-02-08T03:44:58.9Z,2,REGULAR,substitution,out,['startperiod'],1631126,,,1610612757,31,30,2026-02-08T03:45:22Z,1630000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-02-08T03:44:58.9Z,2,REGULAR,substitution,out,['startperiod'],1642383,,,1610612757,31,30,2026-02-08T03:45:22Z,1640000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
