actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
20,PT10M26.00S,2025-11-27T03:14:29.1Z,1,REGULAR,foul,personal,['1freethrow'],1628436,,,1610612757,6,4,2025-11-27T03:14:40Z,190000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Avdija 1 FT),"[1628436, 1630166]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202053.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,
22,PT10M26.00S,2025-11-27T03:14:52.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630166,,,1610612757,7,4,2025-11-27T03:14:52Z,210000,False,,,0,,D. Avdija Free Throw 1 of 1 (5 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2025-11-27T03:15:07.8Z,1,REGULAR,3pt,Jump Shot,[],1628368,30.831143232588698,32.1078431372549,1610612759,7,4,2025-11-27T03:18:08Z,220000,False,89.0,237.0,1,left,MISS D. Fox 25' pullup 3PT,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
24,PT10M10.00S,2025-11-27T03:15:09.8Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,7,4,2025-11-27T03:15:17Z,230000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,
25,PT10M03.00S,2025-11-27T03:15:16.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,69.72733245729303,23.284313725490197,1610612757,7,4,2025-11-27T06:07:49Z,240000,False,-134.0,232.0,1,right,MISS T. Camara 26' running pullup 3PT,[1641739],1610612757.0,POR,running pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
26,PT10M01.00S,2025-11-27T03:15:18.6Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,7,4,2025-11-27T03:15:23Z,250000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,
27,PT10M01.00S,2025-11-27T03:15:22.5Z,1,REGULAR,foul,offensive,[],1628368,,,1610612759,7,4,2025-11-27T03:20:33Z,260000,False,,,0,,D. Fox offensive FOUL (1 PF),"[1628368, 1631321]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,101284.0,1.0,0.0,Cissoko,1631321.0,,,,,,,,,
29,PT10M01.00S,2025-11-27T03:15:22.5Z,1,REGULAR,turnover,offensive foul,[],1628368,,,1610612759,7,4,2025-11-27T03:15:22Z,280000,False,,,0,,D. Fox offensive foul TURNOVER (1 TO),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,101284.0,,,,,1.0,,,,,,,,
30,PT09M54.00S,2025-11-27T03:15:44.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,91.5407358738502,59.80392156862745,1610612757,9,4,2025-11-27T03:15:48Z,290000,False,49.0,27.0,1,right,J. Grant driving Layup (2 PTS) (D. Avdija 1 AST),"[203924, 1630166]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,5.59,Made,2.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,,,
32,PT09M53.00S,2025-11-27T03:15:53.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,9,4,2025-11-27T03:15:53Z,310000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M40.00S,2025-11-27T03:18:53.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628436,9.937582128777924,50.245098039215684,1610612759,9,6,2025-11-27T03:18:57Z,320000,False,-1.0,41.0,1,left,L. Kornet Hook (2 PTS) (D. Fox 3 AST),"[1628436, 1628368]",1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,4.09,Made,2.0,D. Fox,1628368.0,3.0,,,,,,,,,,,,,,
35,PT09M27.00S,2025-11-27T03:19:08.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,88.51839684625493,54.90196078431373,1610612757,9,6,2025-11-27T03:22:22Z,340000,False,25.0,55.0,1,right,MISS D. Avdija 6' driving floating Shot,[1630166],1610612757.0,POR,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,,,,,,,,,,,,,,
36,PT09M25.00S,2025-11-27T03:19:10.3Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,9,6,2025-11-27T03:22:22Z,350000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,35.0,2.0,1.0,1.0,,,,
37,PT09M25.00S,2025-11-27T03:19:11.9Z,1,REGULAR,2pt,Layup,['2ndchance'],1642270,79.36925098554534,78.28584558823529,1610612757,11,6,2025-11-27T03:22:43Z,360000,False,141.0,141.0,1,right,D. Clingan 20' tip Layup (2 PTS),[1642270],1610612757.0,POR,tip,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Right Center,20.0,Made,2.0,,,,,,,,,,,,,,,,,
38,PT09M10.00S,2025-11-27T03:19:23.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,6.521024967148489,3.1862745098039214,1610612759,11,6,2025-11-27T03:19:27Z,370000,False,234.0,9.0,1,left,MISS D. Fox 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
39,PT09M10.00S,2025-11-27T03:19:23.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,11,6,2025-11-27T03:19:27Z,380000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,38.0,,,,,,,
41,PT08M58.00S,2025-11-27T03:19:44.7Z,1,REGULAR,turnover,bad pass,[],1630166,,,1610612757,11,6,2025-11-27T03:19:48Z,400000,False,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 203084]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,Barnes,203084.0,,
42,PT08M58.00S,2025-11-27T03:19:44.7Z,1,REGULAR,steal,,[],203084,,,1610612759,11,6,2025-11-27T03:19:47Z,410000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M51.00S,2025-11-27T03:19:54.5Z,1,REGULAR,foul,personal,[],203924,,,1610612759,11,6,2025-11-27T03:20:02Z,420000,False,,,0,,J. Grant personal FOUL (1 PF),"[203924, 203084]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,,,,,,,1627524.0,1.0,0.0,Barnes,203084.0,,,,,,,,,
45,PT08M44.00S,2025-11-27T03:20:17.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630577,32.670827858081466,62.254901960784316,1610612759,11,9,2025-11-27T03:20:21Z,440000,False,-61.0,255.0,1,left,J. Champagnie 26' 3PT  (3 PTS) (L. Kornet 1 AST),"[1630577, 1628436]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,26.19,Made,3.0,L. Kornet,1628436.0,1.0,,,,,,,,,,,,,,
47,PT08M35.00S,2025-11-27T03:20:26.5Z,1,REGULAR,2pt,Hook,[],1641739,88.64980289093299,33.088235294117645,1610612757,11,9,2025-11-27T03:24:12Z,460000,False,-85.0,54.0,1,right,MISS T. Camara 10' driving Hook,[1641739],1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,10.05,Missed,,,,,,,,,,,,,,,,,,
48,PT08M32.00S,2025-11-27T03:20:29.5Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,11,9,2025-11-27T03:20:31Z,470000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,
49,PT08M23.00S,2025-11-27T03:20:39.8Z,1,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612759,11,9,2025-11-27T03:20:50Z,480000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Fox 2 FT),"[1630166, 1628368]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,,,1627524.0,1.0,0.0,Fox,1628368.0,,,,,,,,,
51,PT08M23.00S,2025-11-27T03:21:05.6Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,11,10,2025-11-27T03:21:05Z,500000,False,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
52,PT08M23.00S,2025-11-27T03:21:19.9Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,11,11,2025-11-27T03:21:19Z,510000,False,,,0,,D. Fox Free Throw 2 of 2 (2 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
53,PT08M13.00S,2025-11-27T03:21:31.8Z,1,REGULAR,3pt,Jump Shot,[],1641739,69.72733245729303,70.09803921568627,1610612757,14,11,2025-11-27T03:21:36Z,520000,False,100.0,232.0,1,right,T. Camara 25' 3PT  (5 PTS) (D. Avdija 2 AST),"[1641739, 1630166]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,25.29,Made,5.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,,,,
55,PT08M00.00S,2025-11-27T03:21:43.8Z,1,REGULAR,3pt,Jump Shot,[],1630170,27.677398160315374,19.11764705882353,1610612759,14,14,2025-11-27T03:21:48Z,540000,False,154.0,208.0,1,left,D. Vassell 25' 3PT  (7 PTS) (D. Fox 4 AST),"[1630170, 1628368]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.88,Made,7.0,D. Fox,1628368.0,4.0,,,,,,,,,,,,,,
57,PT07M48.00S,2025-11-27T03:21:57.0Z,1,REGULAR,3pt,Jump Shot,[],1641739,73.40670170827858,17.401960784313726,1610612757,14,14,2025-11-27T03:22:01Z,560000,False,-163.0,197.0,1,right,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
58,PT07M44.00S,2025-11-27T03:22:01.0Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,14,14,2025-11-27T03:22:01Z,570000,False,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,
59,PT07M38.00S,2025-11-27T03:22:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,16.507884362680684,36.029411764705884,1610612759,14,14,2025-11-27T03:22:10Z,580000,False,70.0,103.0,1,left,MISS D. Vassell 12' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Right,12.42,Missed,,,,,,,,,,,,,,,,,,
60,PT07M35.00S,2025-11-27T03:22:08.8Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,14,14,2025-11-27T03:22:10Z,590000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,
61,PT07M23.00S,2025-11-27T03:22:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,87.46714848883047,57.107843137254896,1610612757,14,14,2025-11-27T03:22:26Z,600000,False,36.0,65.0,1,right,MISS J. Grant 7' driving floating Shot,[203924],1610612757.0,POR,driving floating,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,,
62,PT07M20.00S,2025-11-27T03:22:24.6Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,14,14,2025-11-27T03:22:26Z,610000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,
63,PT07M00.00S,2025-11-27T03:22:44.4Z,1,REGULAR,2pt,Jump Shot,[],1630170,21.50131406044678,62.00980392156863,1610612759,14,14,2025-11-27T03:22:48Z,620000,False,-60.0,150.0,1,left,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,16.12,Missed,,,,,,,,,,,,,,,,,,
64,PT06M57.00S,2025-11-27T03:22:47.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,14,14,2025-11-27T03:22:48Z,630000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,
65,PT06M53.00S,2025-11-27T03:22:51.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203924,74.98357424441524,14.705882352941178,1610612757,14,14,2025-11-27T03:22:58Z,640000,False,-176.0,183.0,1,right,MISS J. Grant 25' running 3PT,[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
66,PT06M50.00S,2025-11-27T03:22:54.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,14,14,2025-11-27T03:26:05Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,65.0,,,,,,,
68,PT06M50.00S,2025-11-27T03:22:59.8Z,1,REGULAR,substitution,out,[],203924,,,1610612757,14,14,2025-11-27T03:25:49Z,670000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M50.00S,2025-11-27T03:22:59.8Z,1,REGULAR,substitution,out,[],1628368,,,1610612757,14,14,2025-11-27T03:25:49Z,680000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M50.00S,2025-11-27T03:22:59.8Z,1,REGULAR,substitution,out,[],1628436,,,1610612757,14,14,2025-11-27T03:25:49Z,690000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M50.00S,2025-11-27T03:22:59.8Z,1,REGULAR,substitution,in,[],1631200,,,1610612757,14,14,2025-11-27T03:25:49Z,700000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M50.00S,2025-11-27T03:22:59.8Z,1,REGULAR,substitution,in,[],1631110,,,1610612757,14,14,2025-11-27T03:25:49Z,710000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M50.00S,2025-11-27T03:22:59.8Z,1,REGULAR,substitution,in,[],1642844,,,1610612757,14,14,2025-11-27T03:25:49Z,720000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M50.00S,2025-11-27T03:23:22.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,14,14,2025-11-27T03:26:27Z,730000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M43.00S,2025-11-27T03:26:30.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631321,86.02168199737189,94.36274509803921,1610612757,14,14,2025-11-27T03:26:37Z,750000,False,222.0,79.0,1,right,MISS S. Cissoko 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
77,PT06M40.00S,2025-11-27T03:26:33.7Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,14,14,2025-11-27T03:26:37Z,760000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,76.0,1.0,0.0,1.0,,,,
78,PT06M32.00S,2025-11-27T03:26:41.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630166,90.09526938239159,35.294117647058826,1610612757,16,14,2025-11-27T03:26:46Z,770000,False,-74.0,41.0,1,right,D. Avdija 8' fadeaway Jump Shot (7 PTS),[1630166],1610612757.0,POR,fadeaway,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Left,8.4,Made,7.0,,,,,,,,,,,,,,,,,
79,PT06M11.00S,2025-11-27T03:27:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,8.754927726675426,43.13725490196079,1610612759,16,14,2025-11-27T03:28:41Z,780000,False,34.0,30.0,1,left,MISS D. Vassell driving finger roll Layup,[1630170],1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
80,PT06M09.00S,2025-11-27T03:27:05.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,16,14,2025-11-27T03:27:07Z,790000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,79.0,2.0,2.0,0.0,,,,
81,PT06M06.00S,2025-11-27T03:27:08.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630166,93.51182654402102,51.470588235294116,1610612757,18,14,2025-11-27T03:27:14Z,800000,False,7.0,8.0,1,right,D. Avdija running DUNK (9 PTS),[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.13,Made,9.0,,,,,,,,,,,,,,,,,
82,PT05M50.00S,2025-11-27T03:27:22.8Z,1,REGULAR,3pt,Jump Shot,[],1631110,30.699737187910642,65.68627450980392,1610612759,18,14,2025-11-27T03:27:26Z,810000,False,-78.0,236.0,1,left,MISS J. Sochan 24' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
83,PT05M48.00S,2025-11-27T03:27:24.8Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,18,14,2025-11-27T03:27:26Z,820000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,82.0,3.0,2.0,1.0,,,,
84,PT05M38.00S,2025-11-27T03:27:35.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641739,89.83245729303549,47.549019607843135,1610612757,20,14,2025-11-27T03:27:42Z,830000,False,-12.0,43.0,1,right,T. Camara turnaround Hook (7 PTS),[1641739],1610612757.0,POR,turnaround,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,7.0,,,,,,,,,,,,,,,,,
85,PT05M24.00S,2025-11-27T03:27:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642844,17.821944809461236,36.27450980392157,1610612759,20,14,2025-11-27T03:27:53Z,840000,False,69.0,115.0,1,left,MISS D. Harper 13' pullup Shot,[1642844],1610612759.0,SAS,pullup,,,Harper,D. Harper,,,,,In The Paint (Non-RA),8-16 Right,13.39,Missed,,,,,,,,,,,,,,,,,,
86,PT05M22.00S,2025-11-27T03:27:51.7Z,1,REGULAR,rebound,offensive,[],1642844,,,1610612759,20,14,2025-11-27T03:27:51Z,850000,False,,,0,,D. Harper REBOUND (Off:1 Def:0),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,85.0,1.0,0.0,1.0,,,,
87,PT05M21.00S,2025-11-27T03:27:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642844,8.886333771353483,47.30392156862745,1610612759,20,14,2025-11-27T03:31:17Z,860000,False,13.0,31.0,1,left,MISS D. Harper putback Layup - blocked,"[1642844, 1641739]",1610612759.0,SAS,putback,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,Camara,1641739.0
