actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
17,PT10M48.00S,2025-12-27T03:15:26.2Z,1,REGULAR,3pt,Jump Shot,[],202695,67.36202365308804,32.35294117647059,1610612746,4,0,2025-12-27T03:15:30Z,170000,False,-88.0,254.0,1,right,MISS K. Leonard 26' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.92,,,,,,,,,
18,PT10M46.00S,2025-12-27T03:15:28.2Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,4,0,2025-12-27T03:15:30Z,180000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,
19,PT10M37.00S,2025-12-27T03:15:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.652431011826544,43.38235294117647,1610612757,6,0,2025-12-27T03:15:49Z,190000,False,33.0,10.0,1,left,D. Avdija driving finger roll Layup (4 PTS),[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,4.0,3.46,,,,,,,,,
20,PT10M22.00S,2025-12-27T03:15:52.6Z,1,REGULAR,3pt,Jump Shot,[],201572,64.33968462549278,23.774509803921568,1610612746,6,3,2025-12-27T03:15:57Z,200000,False,-131.0,283.0,1,right,B. Lopez 31' 3PT  (3 PTS) (K. Leonard 1 AST),"[201572, 202695]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,3.0,31.16,K. Leonard,202695.0,1.0,,,,,,
22,PT10M01.00S,2025-12-27T03:16:13.4Z,1,REGULAR,3pt,Jump Shot,[],1642270,34.90473061760841,37.745098039215684,1610612757,9,3,2025-12-27T03:16:17Z,220000,False,61.0,276.0,1,left,D. Clingan 28' 3PT  (3 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,3.0,28.23,,,,,,,,,
23,PT09M49.00S,2025-12-27T03:16:25.3Z,1,REGULAR,3pt,Jump Shot,[],201935,71.30420499342969,77.45098039215686,1610612746,9,3,2025-12-27T03:17:03Z,230000,False,137.0,217.0,1,right,MISS J. Harden 25' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,25.7,,,,,,,,,
24,PT09M46.00S,2025-12-27T03:16:28.3Z,1,REGULAR,rebound,defensive,[],1631200,,,1610612757,9,3,2025-12-27T03:16:29Z,240000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,
25,PT09M41.00S,2025-12-27T03:16:33.7Z,1,REGULAR,turnover,bad pass,[],1631200,,,1610612757,9,3,2025-12-27T03:16:38Z,250000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631200, 202695]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.0,Leonard,202695.0,,,,,,,,,,,,,,,,,
26,PT09M41.00S,2025-12-27T03:16:33.7Z,1,REGULAR,steal,,[],202695,,,1610612746,9,3,2025-12-27T03:16:35Z,260000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M38.00S,2025-12-27T03:16:36.6Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612746,9,3,2025-12-27T03:16:42Z,270000,False,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 1631200]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,2.0,Murray,1631200.0,,,,,,,,,,,,,,,,,
28,PT09M38.00S,2025-12-27T03:16:36.6Z,1,REGULAR,steal,,[],1631200,,,1610612757,9,3,2025-12-27T03:16:40Z,280000,False,,,0,,K. Murray STEAL (2 STL),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M32.00S,2025-12-27T03:16:43.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,28.597240473061763,18.137254901960784,1610612757,12,3,2025-12-27T03:16:47Z,290000,False,159.0,216.0,1,left,D. Avdija 26' 3PT  (7 PTS) (K. Murray 1 AST),"[1630166, 1631200]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,7.0,26.86,K. Murray,1631200.0,1.0,,,,,,
31,PT09M17.00S,2025-12-27T03:16:59.5Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612746,12,3,2025-12-27T03:17:07Z,310000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Lopez 2 FT),"[1642270, 201572]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,203593.0,1.0,0.0,Lopez,201572.0,,,,,,,,,,,,
33,PT09M17.00S,2025-12-27T03:17:27.1Z,1,REGULAR,freethrow,1 of 2,[],201572,,,1610612746,12,4,2025-12-27T03:17:27Z,330000,False,,,0,,B. Lopez Free Throw 1 of 2 (4 PTS),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,
34,PT09M17.00S,2025-12-27T03:17:41.8Z,1,REGULAR,freethrow,2 of 2,[],201572,,,1610612746,12,5,2025-12-27T03:17:41Z,340000,False,,,0,,B. Lopez Free Throw 2 of 2 (5 PTS),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,
35,PT09M04.00S,2025-12-27T03:18:00.9Z,1,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,12,5,2025-12-27T03:18:07Z,350000,False,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (1 TO),[1630166],1610612757.0,POR,bad pass,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Left,1.0,,,203593.0,,,,,,,,,,,,,,,,
36,PT08M47.00S,2025-12-27T03:18:30.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,67.49342969776609,67.64705882352942,1610612746,12,5,2025-12-27T03:18:36Z,360000,False,88.0,253.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,26.8,,,,,,,,,
37,PT08M43.00S,2025-12-27T03:18:34.9Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612746,12,5,2025-12-27T03:18:36Z,370000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,36.0,1.0,0.0,1.0,,
38,PT08M36.00S,2025-12-27T03:18:42.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202695,68.54467805519053,24.019607843137255,1610612746,12,5,2025-12-27T03:18:46Z,380000,False,-130.0,243.0,1,right,MISS K. Leonard 27' pullup 3PT,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,27.57,,,,,,,,,
39,PT08M33.00S,2025-12-27T03:18:45.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,12,5,2025-12-27T03:18:46Z,390000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,
40,PT08M24.00S,2025-12-27T03:18:54.2Z,1,REGULAR,3pt,Jump Shot,[],1631101,28.597240473061763,81.12745098039215,1610612757,12,5,2025-12-27T03:19:00Z,400000,False,-156.0,216.0,1,left,MISS S. Sharpe 26' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.65,,,,,,,,,
41,PT08M19.00S,2025-12-27T03:18:59.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,12,5,2025-12-27T03:19:00Z,410000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,
42,PT08M10.00S,2025-12-27T03:19:07.8Z,1,REGULAR,3pt,Jump Shot,[],201572,67.62483574244416,24.264705882352942,1610612746,12,5,2025-12-27T03:19:12Z,420000,False,-129.0,252.0,1,right,MISS B. Lopez 28' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,28.28,,,,,,,,,
43,PT08M07.00S,2025-12-27T03:19:10.8Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,12,5,2025-12-27T03:19:12Z,430000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,42.0,1.0,1.0,0.0,,
44,PT07M54.00S,2025-12-27T03:19:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631200,6.389618922470433,51.225490196078425,1610612757,14,5,2025-12-27T03:19:28Z,440000,False,-6.0,8.0,1,left,K. Murray cutting Layup (2 PTS) (D. Clingan 1 AST),"[1631200, 1642270]",1610612757.0,POR,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,0.97,D. Clingan,1642270.0,1.0,,,,,,
46,PT07M31.00S,2025-12-27T03:19:46.6Z,1,REGULAR,3pt,Jump Shot,[],201572,91.67214191852825,93.87254901960785,1610612746,14,8,2025-12-27T03:19:51Z,460000,False,219.0,26.0,1,right,B. Lopez 3PT  (8 PTS) (J. Collins 1 AST),"[201572, 1628381]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,8.0,22.09,J. Collins,1628381.0,1.0,,,,,,
49,PT07M24.00S,2025-12-27T03:19:58.6Z,1,REGULAR,substitution,out,[],1631200,,,1610612757,14,8,2025-12-27T03:20:03Z,490000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M24.00S,2025-12-27T03:19:58.6Z,1,REGULAR,substitution,in,[],1631321,,,1610612757,14,8,2025-12-27T03:20:03Z,500000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M10.00S,2025-12-27T03:20:29.3Z,1,REGULAR,3pt,Jump Shot,[],1641739,6.915243101182654,5.392156862745098,1610612757,14,8,2025-12-27T03:20:33Z,510000,False,223.0,13.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,22.34,,,,,,,,,
52,PT07M08.00S,2025-12-27T03:20:31.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,14,8,2025-12-27T03:20:33Z,520000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,51.0,1.0,1.0,0.0,,
55,PT07M03.00S,2025-12-27T03:20:49.5Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612746,14,8,2025-12-27T03:20:53Z,550000,False,,,0,,D. Clingan shooting personal FOUL (2 PF) (Collins 2 FT),"[1642270, 1628381]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,202058.0,2.0,0.0,Collins,1628381.0,,,,,,,,,,,,
57,PT07M03.00S,2025-12-27T03:21:11.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628381,,,1610612746,14,9,2025-12-27T03:21:11Z,570000,False,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,
58,PT07M03.00S,2025-12-27T03:21:11.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628381,,,1610612746,14,10,2025-12-27T03:21:35Z,580000,False,,,0,,J. Collins Free Throw 2 of 2 (2 PTS),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,
59,PT06M52.00S,2025-12-27T03:21:42.8Z,1,REGULAR,3pt,Jump Shot,[],1631101,23.99802890932983,87.00980392156863,1610612757,17,10,2025-12-27T03:21:53Z,590000,False,-185.0,173.0,1,left,S. Sharpe 25' 3PT step back (5 PTS),[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,5.0,25.34,,,,,,,,,
60,PT06M37.00S,2025-12-27T03:21:58.5Z,1,REGULAR,3pt,Jump Shot,[],201572,63.81406044678055,33.82352941176471,1610612746,17,10,2025-12-27T03:22:03Z,600000,False,-81.0,288.0,1,right,MISS B. Lopez 29' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,29.88,,,,,,,,,
61,PT06M35.00S,2025-12-27T03:22:00.5Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,17,10,2025-12-27T03:22:03Z,610000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,60.0,2.0,2.0,0.0,,
62,PT06M22.00S,2025-12-27T03:22:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,18.084756898817346,43.872549019607845,1610612757,19,10,2025-12-27T03:22:21Z,620000,False,31.0,117.0,1,left,D. Avdija 12' pullup Jump Shot (9 PTS) (S. Sharpe 1 AST),"[1630166, 1631101]",1610612757.0,POR,pullup,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,9.0,12.14,S. Sharpe,1631101.0,1.0,,,,,,
64,PT06M21.00S,2025-12-27T03:22:19.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,19,10,2025-12-27T03:22:19Z,640000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M21.00S,2025-12-27T03:24:44.0Z,1,REGULAR,substitution,out,[],1631101,,,1610612746,19,10,2025-12-27T03:25:40Z,650000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M21.00S,2025-12-27T03:24:44.0Z,1,REGULAR,substitution,in,[],1631126,,,1610612746,19,10,2025-12-27T03:25:40Z,660000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M04.00S,2025-12-27T03:26:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,83.26215505913272,49.01960784313725,1610612746,19,12,2025-12-27T03:26:28Z,670000,False,-5.0,105.0,1,right,J. Harden 10' driving floating bank Jump Shot (2 PTS) (B. Lopez 1 AST),"[201935, 201572]",1610612746.0,LAC,driving floating bank,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,2.0,10.49,B. Lopez,201572.0,1.0,,,,,,
69,PT05M40.00S,2025-12-27T03:26:27.4Z,1,REGULAR,3pt,Jump Shot,[],1631321,17.821944809461236,4.901960784313726,1610612757,19,12,2025-12-27T03:26:31Z,690000,False,225.0,115.0,1,left,MISS S. Cissoko 25' 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,25.31,,,,,,,,,
70,PT05M37.00S,2025-12-27T03:26:30.4Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,19,12,2025-12-27T03:26:31Z,700000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,69.0,2.0,2.0,0.0,,
71,PT05M29.00S,2025-12-27T03:26:38.3Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,19,12,2025-12-27T03:26:42Z,710000,False,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1631321]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,3.0,Cissoko,1631321.0,,,,,,,,,,,,,,,,,
72,PT05M29.00S,2025-12-27T03:26:38.3Z,1,REGULAR,steal,,[],1631321,,,1610612757,19,12,2025-12-27T03:26:39Z,720000,False,,,0,,S. Cissoko STEAL (1 STL),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
73,PT05M25.00S,2025-12-27T03:26:42.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631126,7.178055190538765,51.71568627450981,1610612757,21,12,2025-12-27T03:27:50Z,730000,False,-9.0,15.0,1,left,C. Love running finger roll Layup (2 PTS) (S. Cissoko 1 AST),"[1631126, 1631321]",1610612757.0,POR,running finger roll,,,Love,C. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,1.73,S. Cissoko,1631321.0,1.0,,,,,,
76,PT04M59.00S,2025-12-27T03:27:26.8Z,1,REGULAR,3pt,Jump Shot,[],202695,68.80749014454665,29.166666666666668,1610612746,21,15,2025-12-27T03:27:31Z,760000,False,-104.0,241.0,1,right,K. Leonard 26' 3PT  (3 PTS) (K. Dunn 1 AST),"[202695, 1627739]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,3.0,26.23,K. Dunn,1627739.0,1.0,,,,,,
78,PT04M37.00S,2025-12-27T03:27:48.8Z,1,REGULAR,3pt,Jump Shot,[],1642270,30.17411300919842,28.431372549019606,1610612757,24,15,2025-12-27T03:31:08Z,780000,False,108.0,231.0,1,left,D. Clingan 25' 3PT  (6 PTS) (S. Cissoko 2 AST),"[1642270, 1631321]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,6.0,25.5,S. Cissoko,1631321.0,2.0,,,,,,
80,PT04M17.00S,2025-12-27T03:28:08.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,79.97700394218134,50.0,1610612746,24,17,2025-12-27T03:28:58Z,800000,False,0.0,136.0,1,right,K. Dunn 13' floating Jump Shot (2 PTS) (J. Harden 1 AST),"[1627739, 201935]",1610612746.0,LAC,floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,2.0,13.57,J. Harden,201935.0,1.0,,,,,,
83,PT03M59.00S,2025-12-27T03:28:31.7Z,1,REGULAR,substitution,out,[],202695,,,1610612757,24,17,2025-12-27T03:28:45Z,830000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M59.00S,2025-12-27T03:28:31.7Z,1,REGULAR,substitution,out,[],201572,,,1610612757,24,17,2025-12-27T03:28:45Z,840000,False,,,0,,SUB out: B. Lopez,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M59.00S,2025-12-27T03:28:31.7Z,1,REGULAR,substitution,in,[],201587,,,1610612757,24,17,2025-12-27T03:28:45Z,850000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M59.00S,2025-12-27T03:28:31.7Z,1,REGULAR,substitution,in,[],1642949,,,1610612757,24,17,2025-12-27T03:28:45Z,860000,False,,,0,,SUB in: Y. Niederhäuser,[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M59.00S,2025-12-27T03:28:54.5Z,1,REGULAR,substitution,out,[],1627739,,,1610612757,24,17,2025-12-27T03:29:03Z,870000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M59.00S,2025-12-27T03:28:54.5Z,1,REGULAR,substitution,in,[],203992,,,1610612757,24,17,2025-12-27T03:29:03Z,880000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M52.00S,2025-12-27T03:29:18.5Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612757,24,17,2025-12-27T03:29:37Z,890000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Avdija 2 FT),"[1628381, 1630166]",1610612746.0,LAC,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,1630879.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,
91,PT03M52.00S,2025-12-27T03:29:55.2Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,25,17,2025-12-27T03:29:55Z,910000,False,,,0,,D. Avdija Free Throw 1 of 2 (10 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,Made,10.0,,,,,,,,,,
