actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
177,PT00M03.20S,2025-12-28T23:38:46.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,31,30,2025-12-28T23:39:25Z,1710000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
178,PT00M03.20S,2025-12-28T23:38:46.0Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,31,30,2025-12-28T23:39:25Z,1720000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,
179,PT00M00.00S,2025-12-28T23:39:28.5Z,1,REGULAR,heave,,[],0,,,1610612757,31,30,2025-12-28T23:41:37Z,1730000,False,,,0,,POR Heave,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,53.05,,,,,,,,,,,,,,,,,
180,PT00M00.00S,2025-12-28T23:39:28.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,31,30,2025-12-28T23:39:49Z,1740000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,179.0,,,,,,,,,
181,PT00M00.00S,2025-12-28T23:39:42.0Z,1,REGULAR,period,end,[],0,,,1610612757,31,30,2025-12-28T23:39:42Z,1750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-12-28T23:40:18.0Z,2,REGULAR,substitution,out,['startperiod'],1631126,,,1610612757,31,30,2025-12-28T23:41:49Z,1760000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-12-28T23:40:18.0Z,2,REGULAR,substitution,out,['startperiod'],1641739,,,1610612757,31,30,2025-12-28T23:41:49Z,1770000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-12-28T23:40:18.0Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612757,31,30,2025-12-28T23:41:49Z,1780000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-12-28T23:40:18.0Z,2,REGULAR,substitution,out,['startperiod'],1642864,,,1610612757,31,30,2025-12-28T23:41:49Z,1790000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-12-28T23:40:18.0Z,2,REGULAR,substitution,in,['startperiod'],1642905,,,1610612757,31,30,2025-12-28T23:41:49Z,1800000,False,,,0,,SUB in: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-12-28T23:40:18.0Z,2,REGULAR,substitution,in,['startperiod'],1641712,,,1610612757,31,30,2025-12-28T23:41:49Z,1810000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-12-28T23:40:18.0Z,2,REGULAR,substitution,in,['startperiod'],1629014,,,1610612757,31,30,2025-12-28T23:41:49Z,1820000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-12-28T23:40:18.0Z,2,REGULAR,substitution,in,['startperiod'],1630568,,,1610612757,31,30,2025-12-28T23:41:49Z,1830000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2025-12-28T23:42:06.4Z,2,REGULAR,period,start,[],0,,,1610612738,31,30,2025-12-28T23:42:06Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M46.00S,2025-12-28T23:42:19.4Z,2,REGULAR,2pt,Jump Shot,[],1628401,23.73521681997372,29.411764705882355,1610612738,31,30,2025-12-28T23:42:25Z,1850000,False,103.0,171.0,1,left,MISS D. White 19' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Right Center,,,19.92,Missed,,,,,,,,,,,,,,,,
192,PT11M45.00S,2025-12-28T23:42:20.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,31,30,2025-12-28T23:42:25Z,1860000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,191.0,,,,,,,,,
194,PT11M29.00S,2025-12-28T23:42:48.8Z,2,REGULAR,turnover,bad pass,[],1642905,,,1610612757,31,30,2025-12-28T23:43:50Z,1880000,False,,,0,,Yang bad pass TURNOVER (2 TO),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,,,,,,,,,
195,PT11M29.00S,2025-12-28T23:42:52.1Z,2,REGULAR,foul,personal,[],1630166,,,1610612738,31,30,2025-12-29T01:43:53Z,1890000,False,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 1631248]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,1627541.0,,,,,,,,,,,,,,1.0,0.0,Scheierman,1631248.0,,
199,PT11M19.00S,2025-12-28T23:44:18.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629014,6.521024967148489,45.588235294117645,1610612738,31,30,2025-12-28T23:44:29Z,1920000,False,22.0,9.0,1,left,MISS A. Simons driving Layup,[1629014],1610612738.0,BOS,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,2.38,Missed,,,,,,,,,,,,,,,,
201,PT11M19.00S,2025-12-28T23:44:18.1Z,2,REGULAR,rebound,offensive,[],1630568,,,1610612738,31,30,2025-12-28T23:44:29Z,1940000,False,,,0,,L. Garza REBOUND (Off:1 Def:0),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,,,,,,199.0,1.0,0.0,1.0,,,,,,
202,PT11M19.00S,2025-12-28T23:44:26.1Z,2,REGULAR,foul,personal,['2freethrow'],1641712,,,1610612738,31,30,2025-12-28T23:44:30Z,1950000,False,,,0,,R. Rupert shooting personal FOUL (2 PF) (Garza 2 FT),"[1641712, 1630568]",1610612757.0,POR,shooting,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,1627541.0,,,,,,,,,,,,,,2.0,0.0,Garza,1630568.0,,
204,PT11M19.00S,2025-12-28T23:44:46.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630568,,,1610612738,31,31,2025-12-28T23:44:46Z,1970000,False,,,0,,L. Garza Free Throw 1 of 2 (1 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
205,PT11M19.00S,2025-12-28T23:45:01.2Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630568,,,1610612738,31,32,2025-12-28T23:45:01Z,1980000,False,,,0,,L. Garza Free Throw 2 of 2 (2 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
206,PT11M09.00S,2025-12-28T23:45:12.4Z,2,REGULAR,3pt,Jump Shot,[],1641712,92.46057818659659,95.34313725490196,1610612757,31,32,2025-12-28T23:45:22Z,1990000,False,227.0,18.0,1,right,MISS R. Rupert 3PT,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Right Corner 3,24+ Right,,,22.74,Missed,,,,,,,,,,,,,,,,
207,PT11M07.00S,2025-12-28T23:45:14.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,31,32,2025-12-28T23:45:22Z,2000000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,206.0,,,,,,,,,
208,PT11M07.00S,2025-12-28T23:45:21.9Z,2,REGULAR,foul,personal,[],1642905,,,1610612738,31,32,2025-12-28T23:45:27Z,2010000,False,,,0,,Yang loose ball personal FOUL (2 PF),"[1642905, 1628401]",1610612757.0,POR,loose ball,,,Hansen,Yang,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,,,,,,,,,,,,,,2.0,0.0,White,1628401.0,,
210,PT10M56.00S,2025-12-28T23:45:38.9Z,2,REGULAR,2pt,Jump Shot,[],1628401,18.084756898817346,69.11764705882352,1610612738,31,32,2025-12-28T23:45:42Z,2030000,False,-96.0,117.0,1,left,MISS D. White 15' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,8-16 Left,,,15.15,Missed,,,,,,,,,,,,,,,,
211,PT10M53.00S,2025-12-28T23:45:41.9Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,31,32,2025-12-28T23:45:42Z,2040000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,,,,,,,210.0,1.0,1.0,0.0,,,,,,
212,PT10M37.00S,2025-12-28T23:46:03.1Z,2,REGULAR,foul,offensive,[],1641712,,,1610612757,31,32,2025-12-28T23:46:10Z,2050000,False,,,0,,R. Rupert offensive FOUL (3 PF),"[1641712, 1631248]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Left Center,1627519.0,,,,,,,,,,,,,,3.0,0.0,Scheierman,1631248.0,,
214,PT10M37.00S,2025-12-28T23:46:03.1Z,2,REGULAR,turnover,offensive foul,[],1641712,,,1610612757,31,32,2025-12-28T23:46:03Z,2070000,False,,,0,,R. Rupert offensive foul TURNOVER (1 TO),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Left Center,1627519.0,1.0,,,,,,,,,,,,,,,,,,
215,PT10M25.00S,2025-12-28T23:46:23.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,18.74178712220762,93.13725490196079,1610612738,31,32,2025-12-28T23:46:30Z,2080000,False,-216.0,124.0,1,left,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,24.87,Missed,,,,,,,,,,,,,,,,
216,PT10M21.00S,2025-12-28T23:46:27.6Z,2,REGULAR,rebound,defensive,[],1642905,,,1610612757,31,32,2025-12-28T23:46:30Z,2090000,False,,,0,,Yang REBOUND (Off:0 Def:3),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,215.0,3.0,3.0,0.0,,,,,,
217,PT10M17.00S,2025-12-28T23:46:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,94.82588699080158,50.0,1610612757,33,32,2025-12-28T23:46:39Z,2100000,False,0.0,-4.0,1,right,D. Avdija running Layup (8 PTS) (R. Rupert 1 AST),"[1630166, 1641712]",1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,0.39,Made,8.0,,,R. Rupert,1641712.0,1.0,,,,,,,,,,
219,PT10M05.00S,2025-12-28T23:46:43.2Z,2,REGULAR,3pt,Jump Shot,[],1630573,22.158344283837057,90.44117647058823,1610612738,33,32,2025-12-28T23:46:52Z,2120000,False,-202.0,156.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,25.53,Missed,,,,,,,,,,,,,,,,
220,PT10M04.00S,2025-12-28T23:46:44.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,33,32,2025-12-28T23:46:52Z,2130000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,219.0,,,,,,,,,
221,PT10M04.00S,2025-12-28T23:46:50.5Z,2,REGULAR,foul,personal,[],1631248,,,1610612757,33,32,2025-12-28T23:46:56Z,2140000,False,,,0,,B. Scheierman loose ball personal FOUL (1 PF),"[1631248, 1641712]",1610612738.0,BOS,loose ball,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,,,,,,,,,,,,,,1.0,0.0,Rupert,1641712.0,,
223,PT09M52.00S,2025-12-28T23:47:12.0Z,2,REGULAR,3pt,Jump Shot,[],1631101,69.20170827858082,29.411764705882355,1610612757,36,32,2025-12-28T23:47:16Z,2160000,False,-103.0,237.0,1,right,S. Sharpe 25' 3PT pullup (8 PTS),[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,25.84,Made,8.0,,,,,,,,,,,,,,,
224,PT09M38.00S,2025-12-28T23:47:27.1Z,2,REGULAR,foul,offensive,[],1630568,,,1610612738,36,32,2025-12-28T23:47:36Z,2170000,False,,,0,,L. Garza offensive FOUL (3 PF),"[1630568, 1631101]",1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,1627541.0,,,,,,,,,,,,,,3.0,0.0,Sharpe,1631101.0,,
226,PT09M38.00S,2025-12-28T23:47:27.1Z,2,REGULAR,turnover,offensive foul,[],1630568,,,1610612738,36,32,2025-12-28T23:47:27Z,2190000,False,,,0,,L. Garza offensive foul TURNOVER (1 TO),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,1627541.0,1.0,,,,,,,,,,,,,,,,,,
227,PT09M38.00S,2025-12-28T23:47:45.3Z,2,REGULAR,substitution,out,[],1630568,,,1610612757,36,32,2025-12-28T23:47:54Z,2200000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M38.00S,2025-12-28T23:47:45.3Z,2,REGULAR,substitution,in,[],1629674,,,1610612757,36,32,2025-12-28T23:47:54Z,2210000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M26.00S,2025-12-28T23:48:15.2Z,2,REGULAR,turnover,out-of-bounds,[],1631200,,,1610612757,36,32,2025-12-28T23:48:24Z,2220000,False,,,0,,K. Murray bad pass out-of-bounds TURNOVER (1 TO),[1631200],1610612757.0,POR,bad pass,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right,1627519.0,1.0,,,,,,,,,,,,,,,,,,
230,PT09M26.00S,2025-12-28T23:48:20.4Z,2,REGULAR,substitution,out,[],1641712,,,1610612738,36,32,2025-12-28T23:48:24Z,2230000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT09M26.00S,2025-12-28T23:48:20.4Z,2,REGULAR,substitution,in,[],1631126,,,1610612738,36,32,2025-12-28T23:48:24Z,2240000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M12.00S,2025-12-28T23:48:43.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,29.25427069645204,77.69607843137256,1610612738,36,32,2025-12-28T23:48:48Z,2250000,False,-138.0,222.0,1,left,MISS A. Simons 26' pullup 3PT,[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,26.21,Missed,,,,,,,,,,,,,,,,
233,PT09M08.00S,2025-12-28T23:48:47.5Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,36,32,2025-12-28T23:48:49Z,2260000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,232.0,2.0,2.0,0.0,,,,,,
234,PT09M01.00S,2025-12-28T23:48:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,94.82588699080158,48.77450980392157,1610612757,38,32,2025-12-28T23:49:00Z,2270000,False,-6.0,-4.0,1,right,S. Sharpe driving Layup (10 PTS),[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,0.72,Made,10.0,,,,,,,,,,,,,,,
235,PT09M00.00S,2025-12-28T23:48:59.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,38,32,2025-12-28T23:48:59Z,2280000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT09M00.00S,2025-12-28T23:51:10.5Z,2,REGULAR,substitution,out,[],1630166,,,1610612738,38,32,2025-12-28T23:51:44Z,2290000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT09M00.00S,2025-12-28T23:51:10.5Z,2,REGULAR,substitution,out,[],1629014,,,1610612738,38,32,2025-12-28T23:51:44Z,2300000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT09M00.00S,2025-12-28T23:51:10.5Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,38,32,2025-12-28T23:51:44Z,2310000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT09M00.00S,2025-12-28T23:51:10.5Z,2,REGULAR,substitution,in,[],1631321,,,1610612738,38,32,2025-12-28T23:51:44Z,2320000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT09M00.00S,2025-12-28T23:51:10.5Z,2,REGULAR,substitution,in,[],1642864,,,1610612738,38,32,2025-12-28T23:51:44Z,2330000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT09M00.00S,2025-12-28T23:51:10.5Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,38,32,2025-12-28T23:51:44Z,2340000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M47.00S,2025-12-28T23:52:07.7Z,2,REGULAR,3pt,Jump Shot,[],1628401,17.69053876478318,5.147058823529411,1610612738,38,32,2025-12-28T23:52:13Z,2350000,False,224.0,114.0,1,left,MISS D. White 25' step back 3PT,[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,25.15,Missed,,,,,,,,,,,,,,,,
243,PT08M43.00S,2025-12-28T23:52:11.7Z,2,REGULAR,rebound,offensive,[],1642864,,,1610612738,38,32,2025-12-28T23:52:13Z,2360000,False,,,0,,H. González REBOUND (Off:1 Def:0),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,242.0,1.0,0.0,1.0,,,,,,
244,PT08M43.00S,2025-12-28T23:52:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642864,5.590000152587891,50.0,1610612738,38,34,2025-12-28T23:52:12Z,2370000,False,0.0,0.0,1,left,H. González tip Layup (4 PTS),[1642864],1610612738.0,BOS,tip,,,González,H. González,,,,,Mid-Range,8-16 Left,,,0.0,Made,4.0,,,,,,,,,,,,,,,
245,PT08M20.00S,2025-12-28T23:52:35.3Z,2,REGULAR,3pt,Jump Shot,[],1642905,72.09264126149803,19.11764705882353,1610612757,41,34,2025-12-28T23:52:43Z,2380000,False,-154.0,210.0,1,right,Yang 26' 3PT  (3 PTS) (S. Sharpe 1 AST),"[1642905, 1631101]",1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Left Center,,,26.05,Made,3.0,,,S. Sharpe,1631101.0,1.0,,,,,,,,,,
247,PT08M04.00S,2025-12-28T23:52:50.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,29.911300919842315,80.14705882352942,1610612738,41,34,2025-12-28T23:52:55Z,2400000,False,-151.0,229.0,1,left,MISS D. White 27' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,27.39,Missed,,,,,,,,,,,,,,,,
248,PT08M00.00S,2025-12-28T23:52:54.6Z,2,REGULAR,rebound,defensive,[],1631321,,,1610612757,41,34,2025-12-28T23:52:55Z,2410000,False,,,0,,S. Cissoko REBOUND (Off:0 Def:1),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,247.0,1.0,1.0,0.0,,,,,,
249,PT07M55.00S,2025-12-28T23:52:59.0Z,2,REGULAR,turnover,bad pass,[],1631126,,,1610612757,41,34,2025-12-28T23:53:02Z,2420000,False,,,0,,C. Love bad pass TURNOVER (3 TO),"[1631126, 1642864]",1610612757.0,POR,,,,Love,C. Love,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,González,1642864.0,,,,,,,,,,,,,
250,PT07M55.00S,2025-12-28T23:52:59.0Z,2,REGULAR,steal,,[],1642864,,,1610612738,41,34,2025-12-28T23:53:00Z,2430000,False,,,0,,H. González STEAL (1 STL),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
251,PT07M50.00S,2025-12-28T23:53:06.6Z,2,REGULAR,foul,personal,[],1631101,,,1610612738,41,34,2025-12-28T23:53:11Z,2440000,False,,,0,,S. Sharpe personal FOUL (1 PF),"[1631101, 1628401]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,1627541.0,,,,,,,,,,,,,,1.0,0.0,White,1628401.0,,
253,PT07M50.00S,2025-12-28T23:53:11.6Z,2,REGULAR,substitution,out,[],1631248,,,1610612738,41,34,2025-12-28T23:53:14Z,2460000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M50.00S,2025-12-28T23:53:11.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,41,34,2025-12-28T23:53:14Z,2470000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M41.00S,2025-12-28T23:53:34.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,19.793035479632064,90.44117647058823,1610612738,41,37,2025-12-28T23:53:40Z,2480000,False,-202.0,134.0,1,left,P. Pritchard 24' 3PT pullup (6 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,24.24,Made,6.0,,,,,,,,,,,,,,,
257,PT07M25.00S,2025-12-28T23:53:50.8Z,2,REGULAR,3pt,Jump Shot,[],1631101,64.60249671484888,18.627450980392158,1610612757,41,37,2025-12-28T23:53:58Z,2490000,False,-157.0,280.0,1,right,MISS S. Sharpe 32' pullup bank 3PT,[1631101],1610612757.0,POR,pullup bank,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,32.11,Missed,,,,,,,,,,,,,,,,
258,PT07M23.00S,2025-12-28T23:53:52.8Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,41,37,2025-12-28T23:53:58Z,2500000,False,,,0,,N. Queta REBOUND (Off:0 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,257.0,2.0,2.0,0.0,,,,,,
259,PT07M16.00S,2025-12-28T23:54:04.6Z,2,REGULAR,foul,offensive,[],1629674,,,1610612738,41,37,2025-12-28T23:54:10Z,2510000,False,,,0,,N. Queta offensive FOUL (2 PF),"[1629674, 1631321]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,1162.0,,,,,,,,,,,,,,2.0,0.0,Cissoko,1631321.0,,
261,PT07M16.00S,2025-12-28T23:54:04.6Z,2,REGULAR,turnover,offensive foul,[],1629674,,,1610612738,41,37,2025-12-28T23:54:04Z,2530000,False,,,0,,N. Queta offensive foul TURNOVER (2 TO),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,1162.0,2.0,,,,,,,,,,,,,,,,,,
262,PT07M16.00S,2025-12-28T23:54:10.2Z,2,REGULAR,substitution,out,[],1642905,,,1610612757,41,37,2025-12-28T23:54:21Z,2540000,False,,,0,,SUB out: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M16.00S,2025-12-28T23:54:10.2Z,2,REGULAR,substitution,out,[],1631200,,,1610612757,41,37,2025-12-28T23:54:21Z,2550000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M16.00S,2025-12-28T23:54:10.2Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,41,37,2025-12-28T23:54:21Z,2560000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT07M16.00S,2025-12-28T23:54:10.2Z,2,REGULAR,substitution,in,[],1642270,,,1610612757,41,37,2025-12-28T23:54:21Z,2570000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M12.00S,2025-12-28T23:54:30.5Z,2,REGULAR,turnover,bad pass,[],1631126,,,1610612757,41,37,2025-12-28T23:55:33Z,2580000,False,,,0,,C. Love bad pass TURNOVER (4 TO),"[1631126, 1642864]",1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,,4.0,,,,González,1642864.0,,,,,,,,,,,,,
267,PT07M12.00S,2025-12-28T23:54:30.5Z,2,REGULAR,steal,,[],1642864,,,1610612738,41,37,2025-12-28T23:54:32Z,2590000,False,,,0,,H. González STEAL (2 STL),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
