actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-02T02:11:52.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-02T02:11:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-02-02T02:11:54.5Z,1,REGULAR,jumpball,recovered,[],1641739,,,1610612757,0,0,2026-02-02T02:11:54Z,40000,False,,,0,,Jump Ball D. Clingan vs. J. Allen: Tip to T. Camara,"[1641739, 1642270, 1628386]",1610612757.0,POR,startperiod,T. Camara,1641739.0,Camara,T. Camara,Clingan,1642270.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-02-02T02:12:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,6.652431011826544,53.92156862745098,1610612757,2,0,2026-02-02T02:12:11Z,70000,False,-20.0,10.0,1,left,S. Sharpe driving Layup (2 PTS),[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.2,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M24.00S,2026-02-02T02:12:27.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642281,87.46714848883047,38.72549019607843,1610612739,2,0,2026-02-02T02:12:35Z,80000,False,-56.0,65.0,1,right,MISS J. Tyson 8' floating Shot,[1642281],1610612739.0,CLE,floating,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),8-16 Left,8.63,Missed,,,,,,,,,,,,,,,,,,
9,PT11M20.00S,2026-02-02T02:12:31.8Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,2,0,2026-02-02T02:12:35Z,90000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Left,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M02.00S,2026-02-02T02:12:49.0Z,1,REGULAR,3pt,Jump Shot,[],1642270,29.517082785808146,27.941176470588236,1610612757,2,0,2026-02-02T02:12:55Z,100000,False,110.0,225.0,1,left,MISS D. Clingan 25' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
11,PT10M59.00S,2026-02-02T02:12:52.0Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,2,0,2026-02-02T02:12:55Z,110000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
13,PT10M43.00S,2026-02-02T02:13:25.1Z,1,REGULAR,3pt,Jump Shot,[],1630241,90.09526938239159,95.83333333333334,1610612739,2,3,2026-02-02T02:13:29Z,130000,False,229.0,41.0,1,right,S. Merrill 3PT  (3 PTS) (D. Mitchell 1 AST),"[1630241, 1628378]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Right Corner 3,24+ Right,23.28,Made,3.0,,,,,D. Mitchell,1628378.0,1.0,,,,,,,,,,
15,PT10M30.00S,2026-02-02T02:13:36.7Z,1,REGULAR,3pt,Jump Shot,[],1631321,6.783837056504599,4.411764705882353,1610612757,2,3,2026-02-02T02:13:45Z,150000,False,228.0,11.0,1,left,MISS S. Cissoko 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2026-02-02T02:13:39.7Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,2,3,2026-02-02T02:13:45Z,160000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,
