actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
347,PT01M15.00S,2026-01-10T04:07:29.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,50,53,2026-01-10T04:07:29Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,346.0,,,,,,,,
348,PT01M15.00S,2026-01-10T04:07:53.4Z,2,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,50,54,2026-01-10T04:07:53Z,3470000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (9 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
349,PT01M05.00S,2026-01-10T04:08:07.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641708,,,1610612757,50,54,2026-01-10T04:08:19Z,3480000,False,,,0,,A. Thompson personal FOUL (2 PF) (Avdija 2 FT),"[1641708, 1630166]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1627961.0,2.0,0.0,Avdija,1630166.0,,,
351,PT01M05.00S,2026-01-10T04:08:35.9Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,51,54,2026-01-10T04:08:35Z,3500000,False,,,0,,D. Avdija Free Throw 1 of 2 (5 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
352,PT01M05.00S,2026-01-10T04:08:56.7Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,52,54,2026-01-10T04:08:56Z,3510000,False,,,0,,D. Avdija Free Throw 2 of 2 (6 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
353,PT00M51.60S,2026-01-10T04:09:13.6Z,2,REGULAR,3pt,Jump Shot,[],1627827,77.61169513797634,90.44117647058823,1610612745,52,54,2026-01-10T04:09:18Z,3520000,False,202.0,158.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,25.66,Missed,,,,,,,,,,,,,,,
354,PT00M49.40S,2026-01-10T04:09:15.8Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,52,54,2026-01-10T04:09:18Z,3530000,False,,,0,,D. Clingan REBOUND (Off:2 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,353.0,,,,,,7.0,5.0,2.0
356,PT00M33.70S,2026-01-10T04:09:49.0Z,2,REGULAR,3pt,Jump Shot,[],1631126,33.85348226018397,66.66666666666666,1610612757,55,54,2026-01-10T04:09:53Z,3550000,False,-83.0,266.0,1,left,C. Love 27' 3PT  (10 PTS) (D. Avdija 3 AST),"[1631126, 1630166]",1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Center,,,,27.85,Made,10.0,D. Avdija,1630166.0,3.0,,,,,,,,,,,
358,PT00M18.20S,2026-01-10T04:10:10.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642270,,,1610612745,55,54,2026-01-10T04:10:21Z,3570000,False,,,0,,D. Clingan shooting personal FOUL (2 PF) (Thompson 2 FT),"[1642270, 1641708]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201245.0,2.0,0.0,Thompson,1641708.0,,,
360,PT00M18.20S,2026-01-10T04:10:44.6Z,2,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,55,55,2026-01-10T04:10:44Z,3590000,False,,,0,,A. Thompson Free Throw 1 of 2 (14 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
361,PT00M18.20S,2026-01-10T04:10:45.6Z,2,REGULAR,substitution,out,[],203500,,,1610612745,55,55,2026-01-10T04:10:56Z,3600000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT00M18.20S,2026-01-10T04:10:45.6Z,2,REGULAR,substitution,in,[],1629006,,,1610612745,55,55,2026-01-10T04:10:56Z,3610000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT00M18.20S,2026-01-10T04:11:11.8Z,2,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,55,56,2026-01-10T04:11:11Z,3620000,False,,,0,,A. Thompson Free Throw 2 of 2 (15 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
364,PT00M03.20S,2026-01-10T04:11:29.4Z,2,REGULAR,3pt,Jump Shot,[],1630166,30.042706964520367,71.56862745098039,1610612757,55,56,2026-01-10T04:11:35Z,3630000,False,-108.0,230.0,1,left,MISS D. Avdija 25' step back 3PT,[1630166],1610612757.0,POR,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,25.39,Missed,,,,,,,,,,,,,,,
365,PT00M00.10S,2026-01-10T04:11:32.5Z,2,REGULAR,rebound,defensive,[],201142,,,1610612745,55,56,2026-01-10T04:11:32Z,3640000,False,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,364.0,,,,,,5.0,5.0,0.0
366,PT00M00.00S,2026-01-10T04:11:41.2Z,2,REGULAR,period,end,[],0,,,1610612745,55,56,2026-01-10T04:11:41Z,3650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2026-01-10T04:24:08.2Z,3,REGULAR,substitution,out,['startperiod'],1631126,,,1610612745,55,56,2026-01-10T04:26:40Z,3660000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2026-01-10T04:24:08.2Z,3,REGULAR,substitution,out,['startperiod'],1627827,,,1610612745,55,56,2026-01-10T04:26:40Z,3670000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2026-01-10T04:24:08.2Z,3,REGULAR,substitution,out,['startperiod'],1629006,,,1610612745,55,56,2026-01-10T04:26:40Z,3680000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2026-01-10T04:24:08.2Z,3,REGULAR,substitution,in,['startperiod'],1631321,,,1610612745,55,56,2026-01-10T04:26:40Z,3690000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2026-01-10T04:24:08.2Z,3,REGULAR,substitution,in,['startperiod'],1631106,,,1610612745,55,56,2026-01-10T04:26:40Z,3700000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2026-01-10T04:24:08.2Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612745,55,56,2026-01-10T04:26:40Z,3710000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2026-01-10T04:26:53.1Z,3,REGULAR,period,start,[],0,,,1610612757,55,56,2026-01-10T04:26:53Z,3720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M48.00S,2026-01-10T04:27:03.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,91.27792378449409,62.00980392156863,1610612757,55,56,2026-01-10T04:27:10Z,3730000,False,60.0,29.0,1,right,MISS D. Avdija 6' driving Layup,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,6.69,Missed,,,,,,,,,,,,,,,
376,PT11M45.00S,2026-01-10T04:27:06.8Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,55,56,2026-01-10T04:27:10Z,3750000,False,,,0,,A. Thompson REBOUND (Off:2 Def:5),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,374.0,,,,,,7.0,5.0,2.0
377,PT11M33.00S,2026-01-10T04:27:19.1Z,3,REGULAR,3pt,Jump Shot,[],201142,29.911300919842315,29.166666666666668,1610612745,55,56,2026-01-10T04:27:23Z,3760000,False,104.0,229.0,1,left,MISS K. Durant 25' pullup 3PT,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,25.13,Missed,,,,,,,,,,,,,,,
378,PT11M30.00S,2026-01-10T04:27:22.1Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,55,56,2026-01-10T04:27:23Z,3770000,False,,,0,,D. Clingan REBOUND (Off:2 Def:6),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,377.0,,,,,,8.0,6.0,2.0
379,PT11M22.00S,2026-01-10T04:27:30.8Z,3,REGULAR,3pt,Jump Shot,[],1630166,74.98357424441524,82.84313725490196,1610612757,58,56,2026-01-10T04:27:36Z,3780000,False,164.0,183.0,1,right,D. Avdija 24' 3PT step back (9 PTS),[1630166],1610612757.0,POR,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,24.56,Made,9.0,,,,,,,,,,,,,,
380,PT10M54.00S,2026-01-10T04:27:57.5Z,3,REGULAR,3pt,Jump Shot,[],1631106,22.28975032851511,10.53921568627451,1610612745,58,59,2026-01-10T04:28:01Z,3790000,False,197.0,157.0,1,left,T. Eason 25' 3PT  (6 PTS) (K. Durant 1 AST),"[1631106, 201142]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,25.21,Made,6.0,K. Durant,201142.0,1.0,,,,,,,,,,,
382,PT10M42.00S,2026-01-10T04:28:09.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,89.83245729303549,41.42156862745098,1610612757,58,59,2026-01-10T04:28:17Z,3810000,False,-43.0,43.0,1,right,MISS S. Sharpe 6' driving Layup - blocked,"[1631101, 203500]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,6.08,Missed,,,,,Adams,203500.0,,,,,,,,,
383,PT10M42.00S,2026-01-10T04:28:09.7Z,3,REGULAR,block,,[],203500,,,1610612757,58,59,2026-01-10T04:28:12Z,3820000,False,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
384,PT10M42.00S,2026-01-10T04:28:09.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,58,59,2026-01-10T04:28:17Z,3830000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,382.0,,,,,,,,
386,PT10M40.00S,2026-01-10T04:28:31.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642270,73.14388961892247,17.401960784313726,1610612757,58,59,2026-01-10T04:28:36Z,3850000,False,-163.0,200.0,1,right,MISS D. Clingan 25' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,25.79,Missed,,,,,,,,,,,,,,,
387,PT10M35.00S,2026-01-10T04:28:36.5Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,58,59,2026-01-10T04:28:36Z,3860000,False,,,0,,T. Eason REBOUND (Off:2 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,386.0,,,,,,3.0,1.0,2.0
388,PT10M20.00S,2026-01-10T04:28:50.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,19.398817345597898,58.82352941176471,1610612745,58,61,2026-01-10T04:28:55Z,3870000,False,-44.0,130.0,1,left,J. Smith Jr. 13' pullup Jump Shot (11 PTS) (S. Adams 2 AST),"[1631095, 203500]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,13.71,Made,11.0,S. Adams,203500.0,2.0,,,,,,,,,,,
390,PT10M08.00S,2026-01-10T04:29:02.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,92.06636005256242,48.77450980392157,1610612757,60,61,2026-01-10T04:29:08Z,3890000,False,-6.0,22.0,1,right,D. Clingan cutting DUNK (2 PTS) (D. Avdija 4 AST),"[1642270, 1630166]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,2.29,Made,2.0,D. Avdija,1630166.0,4.0,,,,,,,,,,,
396,PT09M56.00S,2026-01-10T04:29:31.5Z,3,REGULAR,turnover,bad pass,[],1641708,,,1610612745,60,61,2026-01-10T04:31:39Z,3925000,False,,,0,,A. Thompson bad pass TURNOVER (2 TO),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,,,,,,,,,,,
394,PT09M56.00S,2026-01-10T04:29:45.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,60,61,2026-01-10T04:31:39Z,3930000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT09M48.00S,2026-01-10T04:32:47.5Z,3,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,60,61,2026-01-10T04:32:57Z,3950000,False,,,0,,D. Avdija lost ball out-of-bounds TURNOVER (5 TO),[1630166],1610612757.0,POR,lost ball,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,5.0,,,,,,,,,,,,201245.0,,,,,,,
398,PT09M35.00S,2026-01-10T04:33:11.7Z,3,REGULAR,foul,personal,['2freethrow'],1631321,,,1610612745,60,61,2026-01-10T04:33:19Z,3960000,False,,,0,,S. Cissoko shooting personal FOUL (4 PF) (Thompson 2 FT),"[1631321, 1641708]",1610612757.0,POR,shooting,,,Cissoko,S. Cissoko,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,200834.0,4.0,0.0,Thompson,1641708.0,,,
400,PT09M35.00S,2026-01-10T04:33:40.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1641708,,,1610612745,60,62,2026-01-10T04:34:05Z,3980000,False,,,0,,A. Thompson Free Throw 1 of 2 (16 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
401,PT09M35.00S,2026-01-10T04:33:41.3Z,3,REGULAR,substitution,out,[],1631321,,,1610612745,60,62,2026-01-10T04:33:45Z,3990000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT09M35.00S,2026-01-10T04:33:41.3Z,3,REGULAR,substitution,in,[],1641712,,,1610612745,60,62,2026-01-10T04:33:45Z,4000000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT09M35.00S,2026-01-10T04:33:40.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1641708,,,1610612745,60,62,2026-01-10T04:34:05Z,4010000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
404,PT09M32.00S,2026-01-10T04:33:43.1Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,60,62,2026-01-10T04:34:05Z,4020000,False,,,0,,D. Clingan REBOUND (Off:2 Def:7),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,403.0,,,,,,9.0,7.0,2.0
405,PT09M22.00S,2026-01-10T04:34:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,88.51839684625493,50.245098039215684,1610612757,62,62,2026-01-10T04:34:20Z,4030000,False,1.0,55.0,1,right,D. Clingan cutting Layup (4 PTS) (D. Avdija 5 AST),"[1642270, 1630166]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,5.54,Made,4.0,D. Avdija,1630166.0,5.0,,,,,,,,,,,
407,PT08M59.00S,2026-01-10T04:34:35.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,18.610381077529567,50.98039215686274,1610612745,62,64,2026-01-10T04:34:58Z,4050000,False,-5.0,122.0,1,left,J. Smith Jr. 12' step back Jump Shot (13 PTS) (S. Adams 3 AST),"[1631095, 203500]",1610612745.0,HOU,step back,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,12.25,Made,13.0,S. Adams,203500.0,3.0,,,,,,,,,,,
408,PT08M44.00S,2026-01-10T04:34:50.6Z,3,REGULAR,3pt,Jump Shot,[],1642270,69.33311432325887,28.186274509803923,1610612757,62,64,2026-01-10T04:34:55Z,4060000,False,-109.0,236.0,1,right,MISS D. Clingan 25' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,25.98,Missed,,,,,,,,,,,,,,,
409,PT08M41.00S,2026-01-10T04:34:53.6Z,3,REGULAR,rebound,defensive,[],201142,,,1610612745,62,64,2026-01-10T04:34:55Z,4070000,False,,,0,,K. Durant REBOUND (Off:0 Def:6),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,408.0,,,,,,6.0,6.0,0.0
410,PT08M32.00S,2026-01-10T04:35:05.1Z,3,REGULAR,turnover,out-of-bounds,[],1631106,,,1610612745,62,64,2026-01-10T04:35:12Z,4080000,False,,,0,,T. Eason step out-of-bounds TURNOVER (3 TO),[1631106],1610612745.0,HOU,step,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Right,3.0,,,,,,,,,,,,201245.0,,,,,,,
411,PT08M32.00S,2026-01-10T04:35:09.2Z,3,REGULAR,substitution,out,[],1631106,,,1610612757,62,64,2026-01-10T04:35:12Z,4090000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT08M32.00S,2026-01-10T04:35:09.2Z,3,REGULAR,substitution,in,[],1642263,,,1610612757,62,64,2026-01-10T04:35:12Z,4100000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT08M23.00S,2026-01-10T04:35:25.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631101,72.22404730617609,18.872549019607842,1610612757,65,64,2026-01-10T04:35:30Z,4110000,False,-156.0,209.0,1,right,S. Sharpe 26' 3PT pullup (16 PTS) (D. Avdija 6 AST),"[1631101, 1630166]",1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,26.02,Made,16.0,D. Avdija,1630166.0,6.0,,,,,,,,,,,
415,PT07M57.00S,2026-01-10T04:35:52.2Z,3,REGULAR,3pt,Jump Shot,[],201142,31.61957950065703,62.99019607843137,1610612745,65,67,2026-01-10T04:35:57Z,4130000,False,-65.0,245.0,1,left,K. Durant 25' 3PT  (17 PTS) (R. Sheppard 1 AST),"[201142, 1642263]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,25.32,Made,17.0,R. Sheppard,1642263.0,1.0,,,,,,,,,,,
417,PT07M41.00S,2026-01-10T04:36:07.9Z,3,REGULAR,3pt,Jump Shot,[],1631101,70.77858081471747,18.627450980392158,1610612757,65,67,2026-01-10T04:36:13Z,4150000,False,-157.0,222.0,1,right,MISS S. Sharpe 27' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,27.2,Missed,,,,,,,,,,,,,,,
418,PT07M37.00S,2026-01-10T04:36:11.9Z,3,REGULAR,rebound,defensive,[],201142,,,1610612745,65,67,2026-01-10T04:36:13Z,4160000,False,,,0,,K. Durant REBOUND (Off:0 Def:7),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,417.0,,,,,,7.0,7.0,0.0
419,PT07M32.00S,2026-01-10T04:36:16.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642263,7.046649145860711,3.9215686274509802,1610612745,65,67,2026-01-10T04:37:33Z,4170000,False,230.0,14.0,1,left,MISS R. Sheppard running 3PT,[1642263],1610612745.0,HOU,running,,,Sheppard,R. Sheppard,,,,,Right Corner 3,24+ Right,,,,23.08,Missed,,,,,,,,,,,,,,,
420,PT07M29.00S,2026-01-10T04:36:19.4Z,3,REGULAR,rebound,defensive,[],1631101,,,1610612757,65,67,2026-01-10T04:36:21Z,4180000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,419.0,,,,,,3.0,2.0,1.0
421,PT07M26.00S,2026-01-10T04:36:22.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,69.46452036793693,73.77450980392157,1610612757,68,67,2026-01-10T04:36:27Z,4190000,False,119.0,235.0,1,right,T. Camara 26' 3PT running (21 PTS) (S. Sharpe 2 AST),"[1641739, 1631101]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,26.29,Made,21.0,S. Sharpe,1631101.0,2.0,,,,,,,,,,,
424,PT07M10.00S,2026-01-10T04:36:38.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,7.30946123521682,49.01960784313725,1610612745,68,69,2026-01-10T04:36:47Z,4210000,False,5.0,16.0,1,left,A. Thompson driving DUNK (18 PTS),[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,1.69,Made,18.0,,,,,,,,,,,,,,
425,PT07M01.00S,2026-01-10T04:36:48.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.85479632063075,51.71568627450981,1610612757,70,69,2026-01-10T04:36:53Z,4220000,False,9.0,15.0,1,right,D. Avdija driving Layup (11 PTS),[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,1.7,Made,11.0,,,,,,,,,,,,,,
426,PT06M36.00S,2026-01-10T04:37:12.9Z,3,REGULAR,3pt,Jump Shot,[],1642263,31.61957950065703,65.19607843137256,1610612745,70,72,2026-01-10T04:37:17Z,4230000,False,-76.0,245.0,1,left,R. Sheppard 25' 3PT  (10 PTS) (K. Durant 2 AST),"[1642263, 201142]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,25.62,Made,10.0,K. Durant,201142.0,2.0,,,,,,,,,,,
428,PT06M20.00S,2026-01-10T04:37:33.8Z,3,REGULAR,foul,personal,[],1641708,,,1610612757,70,72,2026-01-10T04:37:41Z,4250000,False,,,0,,A. Thompson personal FOUL (3 PF),"[1641708, 1630166]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1627961.0,3.0,0.0,Avdija,1630166.0,,,
430,PT06M20.00S,2026-01-10T04:37:39.8Z,3,REGULAR,substitution,out,[],1631101,,,1610612757,70,72,2026-01-10T04:37:59Z,4270000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M20.00S,2026-01-10T04:37:39.8Z,3,REGULAR,substitution,out,[],1641708,,,1610612757,70,72,2026-01-10T04:37:59Z,4280000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M20.00S,2026-01-10T04:37:39.8Z,3,REGULAR,substitution,out,[],203500,,,1610612757,70,72,2026-01-10T04:37:59Z,4290000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M20.00S,2026-01-10T04:37:39.8Z,3,REGULAR,substitution,in,[],1631126,,,1610612757,70,72,2026-01-10T04:37:59Z,4300000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT06M20.00S,2026-01-10T04:37:39.8Z,3,REGULAR,substitution,in,[],203991,,,1610612757,70,72,2026-01-10T04:37:59Z,4310000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M20.00S,2026-01-10T04:37:39.8Z,3,REGULAR,substitution,in,[],1629006,,,1610612757,70,72,2026-01-10T04:37:59Z,4320000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT06M07.00S,2026-01-10T04:38:24.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,89.43823915900131,57.107843137254896,1610612757,70,72,2026-01-10T04:38:30Z,4330000,False,36.0,47.0,1,right,MISS D. Clingan reverse Layup,[1642270],1610612757.0,POR,reverse,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,5.87,Missed,,,,,,,,,,,,,,,
437,PT06M06.00S,2026-01-10T04:38:25.1Z,3,REGULAR,rebound,defensive,[],203991,,,1610612745,70,72,2026-01-10T04:38:30Z,4340000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,436.0,,,,,,2.0,1.0,1.0
