actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
90,PT05M49.00S,2026-03-29T22:24:19.7Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,13,6,2026-03-29T22:24:19Z,880000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT05M40.00S,2026-03-29T22:24:27.4Z,1,REGULAR,turnover,bad pass,[],1642882,,,1610612764,13,6,2026-03-29T22:24:31Z,890000,False,,,0,,J. Reese bad pass TURNOVER (1 TO),"[1642882, 1629057]",1610612764.0,WAS,,,,Reese,J. Reese,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Williams III,1629057.0
92,PT05M40.00S,2026-03-29T22:24:27.4Z,1,REGULAR,steal,,[],1629057,,,1610612757,13,6,2026-03-29T22:24:28Z,900000,False,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
93,PT05M37.00S,2026-03-29T22:24:31.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,94.82588699080158,50.73529411764706,1610612757,15,6,2026-03-29T22:24:37Z,910000,False,4.0,-4.0,1,right,D. Avdija running finger roll Layup (7 PTS) (M. Thybulle 1 AST),"[1630166, 1629680]",1610612757.0,POR,running finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,7.0,,,,,,,,M. Thybulle,1629680.0,1.0,,,
95,PT05M24.00S,2026-03-29T22:24:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630536,7.046649145860711,51.71568627450981,1610612764,15,8,2026-03-29T22:24:48Z,930000,False,-9.0,14.0,1,left,S. Cooper driving reverse Layup (2 PTS),[1630536],1610612764.0,WAS,driving reverse,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,2.0,,,,,,,,,,,,,
96,PT05M11.00S,2026-03-29T22:24:58.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629057,91.01511169513797,43.13725490196079,1610612757,15,8,2026-03-29T22:25:02Z,940000,False,-34.0,32.0,1,right,MISS R. Williams III Hook,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
97,PT05M09.00S,2026-03-29T22:25:00.0Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,15,8,2026-03-29T22:25:02Z,950000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,,
98,PT05M03.00S,2026-03-29T22:25:06.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641731,11.383048620236531,37.5,1610612764,15,8,2026-03-29T22:32:47Z,960000,False,62.0,55.0,1,left,MISS B. Coulibaly 8' running Layup,[1641731],1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Right,8.29,Missed,,,,,,,,,,,,,,,,,,
99,PT05M00.00S,2026-03-29T22:25:09.6Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,15,8,2026-03-29T22:32:47Z,970000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Right,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT04M41.00S,2026-03-29T22:25:27.6Z,1,REGULAR,3pt,Jump Shot,[],1631200,90.62089356110381,2.450980392156863,1610612757,15,8,2026-03-29T22:25:31Z,980000,False,-238.0,36.0,1,right,MISS K. Murray 24' 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,24.04,Missed,,,,,,,,,,,,,,,,,,
101,PT04M38.00S,2026-03-29T22:25:30.6Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,15,8,2026-03-29T22:25:31Z,990000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Left Corner 3,24+ Left,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT04M35.00S,2026-03-29T22:25:37.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,15,8,2026-03-29T22:25:37Z,1000000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M35.00S,2026-03-29T22:27:47.4Z,1,REGULAR,substitution,out,[],1630166,,,1610612764,15,8,2026-03-29T22:28:03Z,1010000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M35.00S,2026-03-29T22:27:47.4Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,15,8,2026-03-29T22:28:03Z,1020000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M35.00S,2026-03-29T22:27:47.4Z,1,REGULAR,substitution,in,[],1630703,,,1610612764,15,8,2026-03-29T22:28:03Z,1030000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M35.00S,2026-03-29T22:27:47.4Z,1,REGULAR,substitution,in,[],1642860,,,1610612764,15,8,2026-03-29T22:28:03Z,1040000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M35.00S,2026-03-29T22:28:09.4Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,15,8,2026-03-29T22:28:13Z,1050000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M35.00S,2026-03-29T22:28:09.4Z,1,REGULAR,substitution,in,[],1630551,,,1610612764,15,8,2026-03-29T22:28:13Z,1060000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M21.00S,2026-03-29T22:28:45.9Z,1,REGULAR,2pt,Jump Shot,[],1630536,21.895532194480946,49.754901960784316,1610612764,15,8,2026-03-29T22:28:51Z,1070000,False,1.0,153.0,1,left,MISS S. Cooper 15' driving floating Shot,[1630536],1610612764.0,WAS,driving floating,,,Cooper,S. Cooper,,,,,Mid-Range,8-16 Center,15.33,Missed,,,,,,,,,,,,,,,,,,
110,PT04M17.00S,2026-03-29T22:28:49.9Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,15,8,2026-03-29T22:28:51Z,1080000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Center,,,109.0,3.0,2.0,1.0,,,,,,,,,,,,,,
111,PT04M10.00S,2026-03-29T22:28:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,92.72339027595268,47.549019607843135,1610612757,17,8,2026-03-29T22:29:00Z,1090000,False,-12.0,16.0,1,right,R. Williams III cutting Layup (2 PTS) (S. Henderson 2 AST),"[1629057, 1630703]",1610612757.0,POR,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,2.0,,,,,,,,S. Henderson,1630703.0,2.0,,,
113,PT03M52.00S,2026-03-29T22:29:14.4Z,1,REGULAR,2pt,Jump Shot,[],1642882,21.369908015768726,50.245098039215684,1610612764,17,8,2026-03-29T22:29:18Z,1110000,False,-1.0,148.0,1,left,MISS J. Reese 14' pullup Shot,[1642882],1610612764.0,WAS,pullup,,,Reese,J. Reese,,,,,Mid-Range,8-16 Center,14.84,Missed,,,,,,,,,,,,,,,,,,
114,PT03M50.00S,2026-03-29T22:29:16.4Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,17,8,2026-03-29T22:29:18Z,1120000,False,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Center,,,113.0,3.0,3.0,0.0,,,,,,,,,,,,,,
115,PT03M39.00S,2026-03-29T22:29:27.0Z,1,REGULAR,3pt,Jump Shot,[],1630703,79.97700394218134,91.66666666666666,1610612757,17,8,2026-03-29T22:29:31Z,1130000,False,208.0,136.0,1,right,MISS S. Henderson 24' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
116,PT03M38.00S,2026-03-29T22:29:28.0Z,1,REGULAR,rebound,defensive,[],1642882,,,1610612764,17,8,2026-03-29T22:29:31Z,1140000,False,,,0,,J. Reese REBOUND (Off:0 Def:1),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Above the Break 3,24+ Right Center,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT03M24.00S,2026-03-29T22:29:42.3Z,1,REGULAR,2pt,Jump Shot,[],1642860,12.828515111695138,19.852941176470587,1610612764,17,8,2026-03-29T22:29:46Z,1150000,False,151.0,68.0,1,left,MISS W. Riley 16' pullup Shot,[1642860],1610612764.0,WAS,pullup,,,Riley,W. Riley,,,,,Mid-Range,16-24 Right,16.54,Missed,,,,,,,,,,,,,,,,,,
118,PT03M23.00S,2026-03-29T22:29:43.3Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,17,8,2026-03-29T22:29:46Z,1160000,False,,,0,,T. Camara REBOUND (Off:1 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right,,,117.0,4.0,3.0,1.0,,,,,,,,,,,,,,
119,PT03M06.00S,2026-03-29T22:30:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,93.38042049934296,54.166666666666664,1610612757,19,8,2026-03-29T22:30:09Z,1170000,False,21.0,10.0,1,right,M. Thybulle driving finger roll Layup (2 PTS),[1629680],1610612757.0,POR,driving finger roll,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,2.3,Made,,,,,2.0,,,,,,,,,,,,,
120,PT02M47.00S,2026-03-29T22:30:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,7.703679369250986,56.61764705882353,1610612764,19,8,2026-03-29T22:30:22Z,1180000,False,-33.0,20.0,1,left,MISS W. Riley driving Layup,[1642860],1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,,
121,PT02M46.00S,2026-03-29T22:30:19.7Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,19,8,2026-03-29T22:30:22Z,1190000,False,,,0,,R. Williams III REBOUND (Off:0 Def:4),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,120.0,4.0,4.0,0.0,,,,,,,,,,,,,,
122,PT02M41.00S,2026-03-29T22:30:25.5Z,1,REGULAR,turnover,lost ball,[],1631200,,,1610612757,19,8,2026-03-29T22:30:28Z,1200000,False,,,0,,K. Murray lost ball TURNOVER (1 TO),"[1631200, 1630264]",1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Gill,1630264.0
123,PT02M41.00S,2026-03-29T22:30:25.5Z,1,REGULAR,steal,,[],1630264,,,1610612764,19,8,2026-03-29T22:30:27Z,1210000,False,,,0,,A. Gill STEAL (1 STL),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
124,PT02M19.00S,2026-03-29T22:30:47.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630551,6.521024967148489,53.92156862745098,1610612764,19,8,2026-03-29T22:30:51Z,1220000,False,-20.0,9.0,1,left,MISS J. Champagnie cutting Layup - blocked,"[1630551, 1629057]",1610612764.0,WAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.15,Missed,,,,,,Williams III,1629057.0,,,,,,,,,,,
125,PT02M19.00S,2026-03-29T22:30:47.8Z,1,REGULAR,block,,[],1629057,,,1610612764,19,8,2026-03-29T22:30:49Z,1230000,False,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT02M16.00S,2026-03-29T22:30:50.8Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,19,8,2026-03-29T22:30:51Z,1240000,False,,,0,,S. Henderson REBOUND (Off:0 Def:2),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT02M13.00S,2026-03-29T22:30:53.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630703,94.69448094612353,52.450980392156865,1610612757,19,8,2026-03-29T22:30:59Z,1250000,False,12.0,-3.0,1,right,MISS S. Henderson running Layup,[1630703],1610612757.0,POR,running,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,,,,
128,PT02M11.00S,2026-03-29T22:30:55.6Z,1,REGULAR,rebound,defensive,[],1630536,,,1610612764,19,8,2026-03-29T22:30:59Z,1260000,False,,,0,,S. Cooper REBOUND (Off:0 Def:1),[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT02M05.00S,2026-03-29T22:31:01.9Z,1,REGULAR,2pt,Jump Shot,[],1630536,9.543363994743759,85.04901960784314,1610612764,19,10,2026-03-29T22:31:08Z,1270000,False,-175.0,37.0,1,left,S. Cooper 17' step back Jump Shot (4 PTS),[1630536],1610612764.0,WAS,step back,,,Cooper,S. Cooper,,,,,Mid-Range,16-24 Left,17.91,Made,,,,,4.0,,,,,,,,,,,,,
130,PT01M46.00S,2026-03-29T22:31:22.6Z,1,REGULAR,foul,personal,['2freethrow'],1642860,,,1610612757,19,10,2026-03-29T22:31:31Z,1280000,False,,,0,,W. Riley shooting personal FOUL (1 PF) (Camara 2 FT),"[1642860, 1641739]",1610612764.0,WAS,shooting,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1662.0,1.0,0.0,Camara,1641739.0,,,,,,
132,PT01M46.00S,2026-03-29T22:31:47.0Z,1,REGULAR,freethrow,1 of 2,[],1641739,,,1610612757,20,10,2026-03-29T22:31:47Z,1300000,False,,,0,,T. Camara Free Throw 1 of 2 (1 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
133,PT01M46.00S,2026-03-29T22:31:47.5Z,1,REGULAR,substitution,out,[],1629680,,,1610612757,20,10,2026-03-29T22:32:06Z,1310000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M46.00S,2026-03-29T22:31:47.5Z,1,REGULAR,substitution,out,[],1629057,,,1610612757,20,10,2026-03-29T22:32:06Z,1320000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M46.00S,2026-03-29T22:31:47.5Z,1,REGULAR,substitution,out,[],1630536,,,1610612757,20,10,2026-03-29T22:32:06Z,1330000,False,,,0,,SUB out: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M46.00S,2026-03-29T22:31:47.5Z,1,REGULAR,substitution,out,[],1642882,,,1610612757,20,10,2026-03-29T22:32:06Z,1340000,False,,,0,,SUB out: J. Reese,[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M46.00S,2026-03-29T22:31:47.5Z,1,REGULAR,substitution,in,[],1643257,,,1610612757,20,10,2026-03-29T22:32:06Z,1350000,False,,,0,,SUB in: J. Kent,[1643257],1610612757.0,POR,,,,Kent,J. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M46.00S,2026-03-29T22:31:47.5Z,1,REGULAR,substitution,in,[],201950,,,1610612757,20,10,2026-03-29T22:32:06Z,1360000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M46.00S,2026-03-29T22:31:47.5Z,1,REGULAR,substitution,in,[],1641778,,,1610612757,20,10,2026-03-29T22:32:06Z,1370000,False,,,0,,SUB in: L. Black,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M46.00S,2026-03-29T22:31:47.5Z,1,REGULAR,substitution,in,[],1642364,,,1610612757,20,10,2026-03-29T22:32:06Z,1380000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M46.00S,2026-03-29T22:32:11.9Z,1,REGULAR,freethrow,2 of 2,[],1641739,,,1610612757,21,10,2026-03-29T22:32:11Z,1390000,False,,,0,,T. Camara Free Throw 2 of 2 (2 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
142,PT01M34.00S,2026-03-29T22:32:26.0Z,1,REGULAR,3pt,Jump Shot,[],1642364,9.674770039421814,95.58823529411765,1610612764,21,10,2026-03-29T22:32:29Z,1400000,False,-228.0,38.0,1,left,MISS J. Watkins 3PT,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
143,PT01M30.00S,2026-03-29T22:32:30.0Z,1,REGULAR,rebound,defensive,[],1643257,,,1610612757,21,10,2026-03-29T22:32:29Z,1410000,False,,,0,,J. Kent REBOUND (Off:0 Def:1),[1643257],1610612757.0,POR,,,,Kent,J. Kent,,,,,Left Corner 3,24+ Left,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT01M19.00S,2026-03-29T22:32:42.9Z,1,REGULAR,foul,offensive,[],1630703,,,1610612757,21,10,2026-03-29T22:33:15Z,1420000,False,,,0,,S. Henderson offensive FOUL (1 PF),"[1630703, 1630551]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1193.0,1.0,0.0,Champagnie,1630551.0,,,,,,
146,PT01M19.00S,2026-03-29T22:32:42.9Z,1,REGULAR,turnover,offensive foul,[],1630703,,,1610612757,21,10,2026-03-29T22:33:07Z,1440000,False,,,0,,S. Henderson offensive foul TURNOVER (1 TO),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,200832.0,,,,,,,,1.0,,
147,PT01M19.00S,2026-03-29T22:33:01.3Z,1,REGULAR,substitution,out,[],1641739,,,1610612764,21,10,2026-03-29T22:33:03Z,1450000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M19.00S,2026-03-29T22:33:01.3Z,1,REGULAR,substitution,in,[],1631321,,,1610612764,21,10,2026-03-29T22:33:03Z,1460000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M54.80S,2026-03-29T22:33:25.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,21,10,2026-03-29T22:33:32Z,1470000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,200832.0,,,,,,,,,,
150,PT00M36.90S,2026-03-29T22:33:57.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630703,83.13074901445466,37.254901960784316,1610612757,23,10,2026-03-29T22:34:02Z,1480000,False,-64.0,106.0,1,right,S. Henderson 12' turnaround Jump Shot (6 PTS),[1630703],1610612757.0,POR,turnaround,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Left,12.38,Made,,,,,6.0,,,,,,,,,,,,,
151,PT00M21.50S,2026-03-29T22:34:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,7.178055190538765,52.94117647058824,1610612764,23,12,2026-03-29T22:34:30Z,1490000,False,-15.0,15.0,1,left,A. Gill turnaround Jump Shot (2 PTS),[1630264],1610612764.0,WAS,turnaround,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,2.0,,,,,,,,,,,,,
152,PT00M13.70S,2026-03-29T22:34:34.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642364,,,1610612757,23,12,2026-03-29T22:34:40Z,1500000,False,,,0,,J. Watkins personal FOUL (1 PF) (Henderson 2 FT),"[1642364, 1630703]",1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Above the Break 3,24+ Center,,,,,,,,,,1193.0,1.0,0.0,Henderson,1630703.0,,,,,,
154,PT00M13.70S,2026-03-29T22:34:59.9Z,1,REGULAR,freethrow,1 of 2,[],1630703,,,1610612757,23,12,2026-03-29T22:34:59Z,1520000,False,,,0,,MISS S. Henderson Free Throw 1 of 2,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
155,PT00M13.70S,2026-03-29T22:34:59.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,23,12,2026-03-29T22:34:59Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,
156,PT00M13.70S,2026-03-29T22:35:12.6Z,1,REGULAR,freethrow,2 of 2,[],1630703,,,1610612757,24,12,2026-03-29T22:35:12Z,1540000,False,,,0,,S. Henderson Free Throw 2 of 2 (7 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
157,PT00M05.80S,2026-03-29T22:35:25.0Z,1,REGULAR,foul,personal,[],201950,,,1610612764,24,12,2026-03-29T22:35:31Z,1550000,False,,,0,,J. Holiday take personal FOUL (1 PF),"[201950, 1642860]",1610612757.0,POR,take,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1662.0,1.0,0.0,Riley,1642860.0,,,,,,
159,PT00M01.30S,2026-03-29T22:35:47.7Z,1,REGULAR,3pt,Jump Shot,[],1642860,37.00722733245729,23.52941176470588,1610612764,24,15,2026-03-29T22:35:52Z,1570000,False,132.0,295.0,1,left,W. Riley 32' 3PT pullup (3 PTS) (J. Champagnie 1 AST),"[1642860, 1630551]",1610612764.0,WAS,pullup,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,32.37,Made,,,,,3.0,,,,,,,,J. Champagnie,1630551.0,1.0,,,
161,PT00M00.10S,2026-03-29T22:35:56.4Z,1,REGULAR,heave,,[],0,,,1610612757,24,15,2026-03-29T22:41:48Z,1590000,False,,,0,,POR Heave,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,58.68,,,,,,,,,,,,,,,,,,,
162,PT00M00.10S,2026-03-29T22:35:56.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,24,15,2026-03-29T22:36:43Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,161.0,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2026-03-29T22:36:00.8Z,1,REGULAR,period,end,[],0,,,1610612757,24,15,2026-03-29T22:36:00Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-03-29T22:36:56.8Z,2,REGULAR,substitution,out,['startperiod'],1630703,,,1610612757,24,15,2026-03-29T22:38:28Z,1620000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-03-29T22:36:56.8Z,2,REGULAR,substitution,out,['startperiod'],1631200,,,1610612757,24,15,2026-03-29T22:38:28Z,1630000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-03-29T22:36:56.8Z,2,REGULAR,substitution,out,['startperiod'],1643257,,,1610612757,24,15,2026-03-29T22:38:28Z,1640000,False,,,0,,SUB out: J. Kent,[1643257],1610612757.0,POR,,,,Kent,J. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-03-29T22:36:56.8Z,2,REGULAR,substitution,in,['startperiod'],1642270,,,1610612757,24,15,2026-03-29T22:38:28Z,1650000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-03-29T22:36:56.8Z,2,REGULAR,substitution,in,['startperiod'],1630166,,,1610612757,24,15,2026-03-29T22:38:28Z,1660000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-03-29T22:36:56.8Z,2,REGULAR,substitution,in,['startperiod'],1629680,,,1610612757,24,15,2026-03-29T22:38:28Z,1670000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-03-29T22:38:39.8Z,2,REGULAR,period,start,[],0,,,1610612764,24,15,2026-03-29T22:38:39Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
