actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT05M38.00S,2025-11-04T03:22:44.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629060,25.969119579500656,26.47058823529412,1610612747,14,16,2025-11-04T03:31:27Z,810000,False,118.0,192.0,1,left,R. Hachimura 22' turnaround Jump Shot (6 PTS),[1629060],1610612747.0,LAL,turnaround,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,22.48,Made,6.0,,,,,,,,,,,,,,,,,
83,PT05M18.00S,2025-11-04T03:23:03.8Z,1,REGULAR,3pt,Jump Shot,[],1641739,95.22010512483574,94.85294117647058,1610612757,17,16,2025-11-04T03:23:12Z,820000,False,224.0,-8.0,1,right,T. Camara 3PT step back (6 PTS),[1641739],1610612757.0,POR,step back,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,22.44,Made,6.0,,,,,,,,,,,,,,,,,
84,PT05M09.00S,2025-11-04T03:23:15.5Z,1,REGULAR,foul,personal,[],201950,,,1610612747,17,16,2025-11-04T03:23:21Z,830000,False,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1631222]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1628484.0,,,,,,,1.0,0.0,LaRavia,1631222.0
86,PT05M09.00S,2025-11-04T03:23:21.3Z,1,REGULAR,substitution,out,[],1641739,,,1610612747,17,16,2025-11-04T03:23:31Z,850000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M09.00S,2025-11-04T03:23:21.3Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,17,16,2025-11-04T03:23:31Z,860000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M09.00S,2025-11-04T03:23:21.3Z,1,REGULAR,substitution,in,[],1631321,,,1610612747,17,16,2025-11-04T03:23:31Z,870000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M09.00S,2025-11-04T03:23:21.3Z,1,REGULAR,substitution,in,[],1629020,,,1610612747,17,16,2025-11-04T03:23:31Z,880000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M05.00S,2025-11-04T03:23:43.4Z,1,REGULAR,violation,kicked ball,[],1631321,,,1610612747,17,16,2025-11-04T03:23:49Z,890000,False,,,0,,S. Cissoko kicked ball VIOLATION,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,
91,PT05M03.00S,2025-11-04T03:24:00.2Z,1,REGULAR,turnover,bad pass,[],1631222,,,1610612747,17,16,2025-11-04T03:24:04Z,900000,False,,,0,,J. LaRavia bad pass TURNOVER (1 TO),"[1631222, 1629057]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,,,,1.0,Williams III,1629057.0,,,,,,,,,,,,,,
92,PT05M03.00S,2025-11-04T03:24:00.2Z,1,REGULAR,steal,,[],1629057,,,1610612757,17,16,2025-11-04T03:24:01Z,910000,False,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
93,PT05M00.00S,2025-11-04T03:24:02.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629057,93.24901445466492,48.28431372549019,1610612757,19,16,2025-11-04T03:24:08Z,920000,False,-9.0,11.0,1,right,R. Williams III running DUNK (4 PTS),[1629057],1610612757.0,POR,running,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.4,Made,4.0,,,,,,,,,,,,,,,,,
94,PT04M46.00S,2025-11-04T03:24:23.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,19,16,2025-11-04T03:24:23Z,930000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M31.00S,2025-11-04T03:27:32.4Z,1,REGULAR,3pt,Jump Shot,[],1631222,21.369908015768726,9.068627450980392,1610612747,19,16,2025-11-04T03:27:36Z,940000,False,205.0,148.0,1,left,MISS J. LaRavia 25' pullup 3PT,[1631222],1610612747.0,LAL,pullup,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
96,PT04M27.00S,2025-11-04T03:27:36.4Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,19,16,2025-11-04T03:27:36Z,950000,False,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,95.0,2.0,1.0,1.0,,,,,,
97,PT04M27.00S,2025-11-04T03:27:36.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629028,5.590000152587891,50.0,1610612747,19,18,2025-11-04T03:27:36Z,960000,False,0.0,0.0,1,left,D. Ayton tip DUNK (8 PTS),[1629028],1610612747.0,LAL,tip,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
98,PT04M17.00S,2025-11-04T03:27:46.7Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612757,19,18,2025-11-04T03:27:52Z,970000,False,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 1629020]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,,,,1.0,Vanderbilt,1629020.0,,,,,,,,,,,,,,
99,PT04M17.00S,2025-11-04T03:27:46.7Z,1,REGULAR,steal,,[],1629020,,,1610612747,19,18,2025-11-04T03:27:48Z,980000,False,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
100,PT04M17.00S,2025-11-04T03:27:51.7Z,1,REGULAR,turnover,out-of-bounds,[],1629020,,,1610612747,19,18,2025-11-04T03:27:58Z,990000,False,,,0,,J. Vanderbilt step out-of-bounds TURNOVER (1 TO),[1629020],1610612747.0,LAL,step,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Right,,,,1.0,,,,,,1628951.0,,,,,,,,,,
101,PT04M17.00S,2025-11-04T03:27:53.8Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,19,18,2025-11-04T03:27:57Z,1000000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M17.00S,2025-11-04T03:27:53.8Z,1,REGULAR,substitution,in,[],1629637,,,1610612757,19,18,2025-11-04T03:27:57Z,1010000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M01.00S,2025-11-04T03:28:21.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203924,75.3777923784494,85.7843137254902,1610612757,22,18,2025-11-04T03:28:25Z,1020000,False,179.0,179.0,1,right,J. Grant 25' 3PT  (4 PTS) (S. Cissoko 1 AST),"[203924, 1631321]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.3,Made,4.0,,,,S. Cissoko,1631321.0,1.0,,,,,,,,,,,
105,PT03M39.00S,2025-11-04T03:28:43.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,20.18725361366623,51.9607843137255,1610612747,22,20,2025-11-04T03:28:47Z,1040000,False,-10.0,137.0,1,left,J. LaRavia 13' turnaround fadeaway Jump Shot (2 PTS),[1631222],1610612747.0,LAL,turnaround fadeaway,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,13.76,Made,2.0,,,,,,,,,,,,,,,,,
106,PT03M31.00S,2025-11-04T03:28:51.8Z,1,REGULAR,3pt,Jump Shot,[],201950,72.22404730617609,19.362745098039216,1610612757,22,20,2025-11-04T03:28:56Z,1050000,False,-153.0,209.0,1,right,MISS J. Holiday 25' pullup 3PT,[201950],1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
107,PT03M27.00S,2025-11-04T03:28:55.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,22,20,2025-11-04T03:28:56Z,1060000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,
108,PT03M16.00S,2025-11-04T03:29:06.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,14.668199737187912,50.49019607843137,1610612747,22,20,2025-11-04T03:29:10Z,1070000,False,-2.0,85.0,1,left,MISS J. LaRavia 8' driving floating bank Shot,[1631222],1610612747.0,LAL,driving floating bank,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,8.54,Missed,,,,,,,,,,,,,,,,,,
109,PT03M14.00S,2025-11-04T03:29:08.8Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,22,20,2025-11-04T03:29:10Z,1080000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,108.0,2.0,1.0,1.0,,,,,,
110,PT03M08.00S,2025-11-04T03:29:14.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203924,92.85479632063075,40.44117647058824,1610612757,24,20,2025-11-04T03:29:21Z,1090000,False,-48.0,15.0,1,right,J. Grant running Layup (6 PTS),[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,5.0,Made,6.0,,,,,,,,,,,,,,,,,
112,PT03M00.00S,2025-11-04T03:29:26.1Z,1,REGULAR,foul,personal,[],1629057,,,1610612747,24,20,2025-11-04T03:29:38Z,1110000,False,,,0,,R. Williams III personal FOUL (1 PF),"[1629057, 1629637]",1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628951.0,,,,,,,1.0,0.0,Hayes,1629637.0
114,PT03M00.00S,2025-11-04T03:29:38.6Z,1,REGULAR,substitution,out,[],201950,,,1610612747,24,20,2025-11-04T03:29:54Z,1130000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M00.00S,2025-11-04T03:29:38.6Z,1,REGULAR,substitution,out,[],1629057,,,1610612747,24,20,2025-11-04T03:29:54Z,1140000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M00.00S,2025-11-04T03:29:38.6Z,1,REGULAR,substitution,out,[],1642355,,,1610612747,24,20,2025-11-04T03:29:54Z,1150000,False,,,0,,SUB out: B. James,[1642355],1610612747.0,LAL,,,,James,B. James,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M00.00S,2025-11-04T03:29:38.6Z,1,REGULAR,substitution,out,[],1631222,,,1610612747,24,20,2025-11-04T03:29:54Z,1160000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M00.00S,2025-11-04T03:29:38.6Z,1,REGULAR,substitution,in,[],1642270,,,1610612747,24,20,2025-11-04T03:29:54Z,1170000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M00.00S,2025-11-04T03:29:38.6Z,1,REGULAR,substitution,in,[],1631126,,,1610612747,24,20,2025-11-04T03:29:54Z,1180000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M00.00S,2025-11-04T03:29:38.6Z,1,REGULAR,substitution,in,[],1642261,,,1610612747,24,20,2025-11-04T03:29:54Z,1190000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M00.00S,2025-11-04T03:29:38.6Z,1,REGULAR,substitution,in,[],203935,,,1610612747,24,20,2025-11-04T03:29:54Z,1200000,False,,,0,,SUB in: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M49.00S,2025-11-04T03:30:08.2Z,1,REGULAR,turnover,lost ball,[],1642261,,,1610612747,24,20,2025-11-04T03:30:14Z,1210000,False,,,0,,D. Knecht lost ball TURNOVER (1 TO),"[1642261, 203924]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Mid-Range,16-24 Center,,,,1.0,Grant,203924.0,,,,,,,,,,,,,,
123,PT02M49.00S,2025-11-04T03:30:08.2Z,1,REGULAR,steal,,[],203924,,,1610612757,24,20,2025-11-04T03:30:09Z,1220000,False,,,0,,J. Grant STEAL (1 STL),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
124,PT02M43.00S,2025-11-04T03:30:18.3Z,1,REGULAR,turnover,traveling,[],203924,,,1610612757,24,20,2025-11-04T03:30:30Z,1230000,False,,,0,,J. Grant traveling TURNOVER (2 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right,,,,2.0,,,,,,1628484.0,,,,,,,,,,
125,PT02M43.00S,2025-11-04T03:30:21.2Z,1,REGULAR,substitution,out,[],1631321,,,1610612747,24,20,2025-11-04T03:30:27Z,1240000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M43.00S,2025-11-04T03:30:21.2Z,1,REGULAR,substitution,in,[],1641739,,,1610612747,24,20,2025-11-04T03:30:27Z,1250000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M43.00S,2025-11-04T03:30:21.2Z,1,REGULAR,substitution,out,[],1631200,,,1610612747,24,20,2025-11-04T03:30:34Z,1260000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M43.00S,2025-11-04T03:30:21.2Z,1,REGULAR,substitution,in,[],1630166,,,1610612747,24,20,2025-11-04T03:30:34Z,1270000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M28.00S,2025-11-04T03:30:49.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642261,21.107095926412615,34.068627450980394,1610612747,24,22,2025-11-04T03:30:53Z,1280000,False,80.0,146.0,1,left,D. Knecht 16' pullup Jump Shot (4 PTS) (J. Vanderbilt 1 AST),"[1642261, 1629020]",1610612747.0,LAL,pullup,,,Knecht,D. Knecht,,,,,Mid-Range,16-24 Right Center,16.62,Made,4.0,,,,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,,
131,PT02M14.00S,2025-11-04T03:31:02.2Z,1,REGULAR,3pt,Jump Shot,[],1630166,66.04796320630749,52.94117647058824,1610612757,27,22,2025-11-04T03:31:06Z,1300000,False,15.0,267.0,1,right,D. Avdija 26' 3PT  (7 PTS) (T. Camara 2 AST),"[1630166, 1641739]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,26.7,Made,7.0,,,,T. Camara,1641739.0,2.0,,,,,,,,,,,
133,PT01M55.00S,2025-11-04T03:31:21.7Z,1,REGULAR,turnover,bad pass,[],1641733,,,1610612747,27,22,2025-11-04T03:31:29Z,1320000,False,,,0,,N. Smith Jr. bad pass TURNOVER (1 TO),"[1641733, 1641739]",1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Camara,1641739.0,,,,,,,,,,,,,,
134,PT01M55.00S,2025-11-04T03:31:21.7Z,1,REGULAR,steal,,[],1641739,,,1610612757,27,22,2025-11-04T03:31:35Z,1330000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT01M53.00S,2025-11-04T03:31:26.1Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612757,27,22,2025-11-04T03:31:40Z,1340000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Avdija 2 FT),"[203935, 1630166]",1610612747.0,LAL,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628951.0,,,,,,,1.0,0.0,Avdija,1630166.0
137,PT01M53.00S,2025-11-04T03:31:53.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630166,,,1610612757,28,22,2025-11-04T03:31:53Z,1360000,False,,,0,,D. Avdija Free Throw 1 of 2 (8 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
138,PT01M53.00S,2025-11-04T03:31:53.7Z,1,REGULAR,substitution,out,[],203924,,,1610612757,28,22,2025-11-04T03:32:02Z,1370000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M53.00S,2025-11-04T03:31:53.7Z,1,REGULAR,substitution,out,[],1629020,,,1610612757,28,22,2025-11-04T03:32:02Z,1380000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M53.00S,2025-11-04T03:31:53.7Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,28,22,2025-11-04T03:32:02Z,1390000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M53.00S,2025-11-04T03:31:53.7Z,1,REGULAR,substitution,in,[],1629060,,,1610612757,28,22,2025-11-04T03:32:02Z,1400000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M53.00S,2025-11-04T03:32:15.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630166,,,1610612757,29,22,2025-11-04T03:32:15Z,1410000,False,,,0,,D. Avdija Free Throw 2 of 2 (9 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
143,PT01M39.00S,2025-11-04T03:32:31.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.389618922470433,52.450980392156865,1610612747,29,22,2025-11-04T03:32:35Z,1420000,False,-12.0,8.0,1,left,MISS J. Hayes alley-oop DUNK,[1629637],1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,,
144,PT01M38.00S,2025-11-04T03:32:32.6Z,1,REGULAR,rebound,defensive,[],1631126,,,1610612757,29,22,2025-11-04T03:32:35Z,1430000,False,,,0,,C. Love REBOUND (Off:0 Def:1),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,
145,PT01M31.00S,2025-11-04T03:32:39.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,72.22404730617609,15.441176470588236,1610612757,29,22,2025-11-04T03:39:16Z,1440000,False,-173.0,209.0,1,right,MISS T. Camara 27' running pullup 3PT,[1641739],1610612757.0,POR,running pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,27.09,Missed,,,,,,,,,,,,,,,,,,
146,PT01M29.00S,2025-11-04T03:32:41.1Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,29,22,2025-11-04T03:32:46Z,1450000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,145.0,1.0,1.0,0.0,,,,,,
147,PT01M21.00S,2025-11-04T03:32:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,7.5722733245729295,42.40196078431372,1610612747,29,22,2025-11-04T03:32:54Z,1460000,False,38.0,19.0,1,left,MISS R. Hachimura Layup - blocked,"[1629060, 1630166]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,Avdija,1630166.0,,,,
148,PT01M21.00S,2025-11-04T03:32:49.3Z,1,REGULAR,block,,[],1630166,,,1610612747,29,22,2025-11-04T03:32:51Z,1470000,False,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT01M19.00S,2025-11-04T03:32:51.3Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,29,22,2025-11-04T03:32:54Z,1480000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,147.0,2.0,2.0,0.0,,,,,,
150,PT01M14.00S,2025-11-04T03:32:55.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631101,65.1281208935611,72.05882352941177,1610612757,29,22,2025-11-04T03:40:29Z,1490000,False,110.0,275.0,1,right,MISS S. Sharpe 29' running pullup 3PT,[1631101],1610612757.0,POR,running pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,29.66,Missed,,,,,,,,,,,,,,,,,,
151,PT01M11.00S,2025-11-04T03:32:58.8Z,1,REGULAR,rebound,offensive,[],1631126,,,1610612757,29,22,2025-11-04T03:40:29Z,1500000,False,,,0,,C. Love REBOUND (Off:1 Def:1),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,150.0,2.0,1.0,1.0,,,,,,
152,PT01M07.00S,2025-11-04T03:33:06.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629060,,,1610612757,29,22,2025-11-04T03:33:15Z,1510000,False,,,0,,R. Hachimura personal FOUL (1 PF) (Avdija 2 FT),"[1629060, 1630166]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,,,,,,,,1628484.0,,,,,,,1.0,0.0,Avdija,1630166.0
154,PT01M07.00S,2025-11-04T03:33:28.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630166,,,1610612757,30,22,2025-11-04T03:33:28Z,1530000,False,,,0,,D. Avdija Free Throw 1 of 2 (10 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
155,PT01M07.00S,2025-11-04T03:33:29.0Z,1,REGULAR,substitution,out,[],1641733,,,1610612757,30,22,2025-11-04T03:33:33Z,1540000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M07.00S,2025-11-04T03:33:29.0Z,1,REGULAR,substitution,in,[],1642355,,,1610612757,30,22,2025-11-04T03:33:33Z,1550000,False,,,0,,SUB in: B. James,[1642355],1610612747.0,LAL,,,,James,B. James,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M07.00S,2025-11-04T03:33:44.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630166,,,1610612757,31,22,2025-11-04T03:33:44Z,1560000,False,,,0,,D. Avdija Free Throw 2 of 2 (11 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
158,PT01M01.00S,2025-11-04T03:33:53.5Z,1,REGULAR,foul,personal,[],1641739,,,1610612747,31,22,2025-11-04T03:34:00Z,1570000,False,,,0,,T. Camara personal FOUL (1 PF),"[1641739, 203935]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628951.0,,,,,,,1.0,0.0,Smart,203935.0
160,PT00M52.50S,2025-11-04T03:34:14.8Z,1,REGULAR,3pt,Jump Shot,[],203935,33.459264126149804,59.31372549019608,1610612747,31,22,2025-11-04T03:34:20Z,1590000,False,-47.0,262.0,1,left,MISS M. Smart 26' step back 3PT - blocked,"[203935, 1642270]",1610612747.0,LAL,step back,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,26.61,Missed,,,,,,,,,,,,,Clingan,1642270.0,,,,
161,PT00M52.50S,2025-11-04T03:34:14.8Z,1,REGULAR,block,,[],1642270,,,1610612747,31,22,2025-11-04T03:34:17Z,1600000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
162,PT00M50.20S,2025-11-04T03:34:17.1Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,31,22,2025-11-04T03:34:20Z,1610000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:3),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,160.0,3.0,3.0,0.0,,,,,,
163,PT00M36.40S,2025-11-04T03:34:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630166,90.88370565045992,94.85294117647058,1610612757,31,22,2025-11-04T03:34:35Z,1620000,False,224.0,33.0,1,right,MISS D. Avdija 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
