actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
31,PT09M31.00S,2026-02-04T04:17:09.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631109,5.590000152587891,50.0,1610612756,9,4,2026-02-04T04:19:38Z,310000,False,0.0,0.0,1,left,MISS M. Williams tip Layup,[1631109],1610612756.0,PHX,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
32,PT09M29.00S,2026-02-04T04:17:11.1Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,9,4,2026-02-04T04:19:38Z,320000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,
33,PT09M23.00S,2026-02-04T04:17:16.5Z,1,REGULAR,3pt,Jump Shot,[],1641739,74.72076215505913,85.04901960784314,1610612757,9,4,2026-02-04T04:17:20Z,330000,False,175.0,185.0,1,right,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,25.49,Missed,,,,,,,,,,,,,,,,
34,PT09M21.00S,2026-02-04T04:17:18.6Z,1,REGULAR,rebound,offensive,[],201950,,,1610612757,9,4,2026-02-04T04:17:18Z,340000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,
35,PT09M19.00S,2026-02-04T04:17:20.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201950,67.09921156373193,50.49019607843137,1610612757,9,4,2026-02-04T04:18:39Z,350000,False,2.0,257.0,1,right,MISS J. Holiday 25' step back 3PT,[201950],1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,25.68,Missed,,,,,,,,,,,,,,,,
36,PT09M17.00S,2026-02-04T04:17:22.9Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,9,4,2026-02-04T04:17:25Z,360000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,35.0,3.0,2.0,1.0,,,,,,,,
37,PT09M08.00S,2026-02-04T04:17:31.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,67.36202365308804,27.450980392156865,1610612757,12,4,2026-02-04T04:17:36Z,370000,False,-113.0,254.0,1,right,T. Camara 27' 3PT  (3 PTS) (J. Holiday 1 AST),"[1641739, 201950]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,27.82,Made,3.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,
39,PT09M06.00S,2026-02-04T04:17:37.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,12,4,2026-02-04T04:17:37Z,390000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M52.00S,2026-02-04T04:21:26.7Z,1,REGULAR,turnover,lost ball,[],1631109,,,1610612756,12,4,2026-02-04T04:21:30Z,400000,False,,,0,,M. Williams lost ball TURNOVER (1 TO),"[1631109, 201950]",1610612756.0,PHX,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,Holiday,201950.0,,,,,,
41,PT08M52.00S,2026-02-04T04:21:26.7Z,1,REGULAR,steal,,[],201950,,,1610612757,12,4,2026-02-04T04:21:28Z,410000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M49.00S,2026-02-04T04:21:30.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641739,92.46057818659659,50.73529411764706,1610612757,14,4,2026-02-04T04:21:35Z,420000,False,4.0,18.0,1,right,T. Camara running DUNK (5 PTS) (J. Holiday 2 AST),"[1641739, 201950]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,1.88,Made,5.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,
44,PT08M39.00S,2026-02-04T04:21:41.0Z,1,REGULAR,foul,offensive,[],1628415,,,1610612756,14,4,2026-02-04T04:21:52Z,440000,False,,,0,,D. Brooks offensive FOUL (1 PF),"[1628415, 1641739]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,1626301.0,,,,,,,,,,,,,,,,1.0,0.0,Camara,1641739.0
46,PT08M39.00S,2026-02-04T04:21:41.0Z,1,REGULAR,turnover,offensive foul,[],1628415,,,1610612756,14,4,2026-02-04T04:21:41Z,460000,False,,,0,,D. Brooks offensive foul TURNOVER (2 TO),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,1626301.0,2.0,,,,,,,,,,,,,,,,,,
47,PT08M39.00S,2026-02-04T04:21:52.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612757,14,4,2026-02-04T04:22:06Z,470000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612756.0,PHX,,,,,,,,,,,,1626301.0,,,,,,,,,,,,,,,,,,,
48,PT08M21.00S,2026-02-04T04:22:25.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,91.14651773981603,45.34313725490196,1610612757,16,4,2026-02-04T04:22:50Z,480000,False,-23.0,31.0,1,right,J. Grant driving finger roll Layup (2 PTS),[203924],1610612757.0,POR,driving finger roll,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,3.85,Made,2.0,,,,,,,,,,,,,,,
49,PT08M04.00S,2026-02-04T04:22:43.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,7.30946123521682,50.0,1610612756,16,6,2026-02-04T04:22:47Z,490000,False,0.0,16.0,1,left,M. Williams DUNK (2 PTS) (C. Gillespie 1 AST),"[1631109, 1631221]",1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,1.62,Made,2.0,C. Gillespie,1631221.0,1.0,,,,,,,,,,,,
51,PT08M04.00S,2026-02-04T04:22:46.3Z,1,REGULAR,foul,personal,['1freethrow'],201950,,,1610612756,16,6,2026-02-04T04:22:57Z,510000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Williams 1 FT),"[201950, 1631109]",1610612757.0,POR,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1628954.0,,,,,,,,,,,,,,,,1.0,0.0,Williams,1631109.0
53,PT08M04.00S,2026-02-04T04:23:12.5Z,1,REGULAR,freethrow,1 of 1,[],1631109,,,1610612756,16,7,2026-02-04T04:23:12Z,530000,False,,,0,,M. Williams Free Throw 1 of 1 (3 PTS),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
54,PT07M49.00S,2026-02-04T04:23:27.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642270,87.20433639947439,45.83333333333333,1610612757,16,7,2026-02-04T04:24:29Z,540000,False,-21.0,68.0,1,right,MISS D. Clingan 7' Hook,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,7.09,Missed,,,,,,,,,,,,,,,,
55,PT07M49.00S,2026-02-04T04:23:27.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,16,7,2026-02-04T04:23:34Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,54.0,,,,,,,,,,,
57,PT07M41.00S,2026-02-04T04:23:53.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203924,89.17542706964521,97.54901960784314,1610612757,16,7,2026-02-04T04:23:59Z,570000,False,238.0,49.0,1,right,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,,,24.28,Missed,,,,,,,,,,,,,,,,
58,PT07M39.00S,2026-02-04T04:23:57.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,16,7,2026-02-04T04:23:57Z,580000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,57.0,,,,,,,,,,,
60,PT07M39.00S,2026-02-04T04:24:00.2Z,1,REGULAR,substitution,out,[],201950,,,1610612757,16,7,2026-02-04T04:24:09Z,600000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M39.00S,2026-02-04T04:24:00.2Z,1,REGULAR,substitution,in,[],1631104,,,1610612757,16,7,2026-02-04T04:24:09Z,610000,False,,,0,,SUB in: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M37.00S,2026-02-04T04:24:19.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631101,87.46714848883047,3.431372549019608,1610612757,19,7,2026-02-04T04:24:23Z,620000,False,-233.0,65.0,1,right,S. Sharpe 24' 3PT  (3 PTS) (B. Wesley 1 AST),"[1631101, 1631104]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,,,24.18,Made,3.0,B. Wesley,1631104.0,1.0,,,,,,,,,,,,
64,PT07M14.00S,2026-02-04T04:24:41.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,6.652431011826544,51.71568627450981,1610612756,19,9,2026-02-04T04:24:45Z,640000,False,-9.0,10.0,1,left,M. Williams cutting DUNK (5 PTS) (G. Allen 1 AST),"[1631109, 1628960]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,1.32,Made,5.0,G. Allen,1628960.0,1.0,,,,,,,,,,,,
66,PT07M08.00S,2026-02-04T04:24:48.4Z,1,REGULAR,3pt,Jump Shot,[],1641739,69.59592641261499,71.07843137254902,1610612757,22,9,2026-02-04T04:24:52Z,660000,False,105.0,233.0,1,right,T. Camara 25' 3PT pullup (8 PTS),[1641739],1610612757.0,POR,pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,25.6,Made,8.0,,,,,,,,,,,,,,,
68,PT06M49.00S,2026-02-04T04:25:10.3Z,1,REGULAR,substitution,out,[],1631221,,,1610612756,22,9,2026-02-04T04:25:23Z,680000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M49.00S,2026-02-04T04:25:10.3Z,1,REGULAR,substitution,in,[],1630692,,,1610612756,22,9,2026-02-04T04:25:23Z,690000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M47.00S,2026-02-04T04:25:35.3Z,1,REGULAR,3pt,Jump Shot,[],1628415,27.677398160315374,20.34313725490196,1610612756,22,9,2026-02-04T04:25:40Z,700000,False,148.0,208.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,25.52,Missed,,,,,,,,,,,,,,,,
71,PT06M45.00S,2026-02-04T04:25:37.3Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,22,9,2026-02-04T04:25:40Z,710000,False,,,0,,D. Clingan REBOUND (Off:1 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,70.0,4.0,3.0,1.0,,,,,,,,
111,PT06M37.00S,2026-02-04T04:25:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,90.75229960578186,44.85294117647059,1610612757,22,9,2026-02-04T04:31:17Z,715000,False,-26.0,34.0,1,right,MISS S. Sharpe driving Layup - blocked,"[1631101, 1631109]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,4.29,Missed,,,,,,,,,,,Williams,1631109.0,,,,
112,PT06M37.00S,2026-02-04T04:25:41.2Z,1,REGULAR,block,,[],1631109,,,1610612757,22,9,2026-02-04T04:30:58Z,717500,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT06M36.00S,2026-02-04T04:25:42.2Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,22,9,2026-02-04T04:31:17Z,718750,False,,,0,,D. Clingan REBOUND (Off:2 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,111.0,5.0,3.0,2.0,,,,,,,,
72,PT06M35.00S,2026-02-04T04:25:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,91.01511169513797,45.34313725490196,1610612757,24,9,2026-02-04T04:31:05Z,720000,False,-23.0,32.0,1,right,D. Clingan putback Layup (11 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,3.96,Made,11.0,,,,,,,,,,,,,,,
73,PT06M20.00S,2026-02-04T04:26:02.1Z,1,REGULAR,3pt,Jump Shot,[],1628960,32.14520367936925,36.27450980392157,1610612756,24,9,2026-02-04T04:26:09Z,730000,False,69.0,250.0,1,left,MISS G. Allen 25' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,25.9,Missed,,,,,,,,,,,,,,,,
74,PT06M19.00S,2026-02-04T04:26:03.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,24,9,2026-02-04T04:26:09Z,740000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,73.0,,,,,,,,,,,
76,PT06M05.00S,2026-02-04T04:26:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,91.40932982917214,50.49019607843137,1610612757,26,9,2026-02-04T04:26:29Z,760000,False,2.0,28.0,1,right,J. Grant driving Layup (4 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,2.84,Made,4.0,,,,,,,,,,,,,,,
77,PT05M51.00S,2026-02-04T04:26:39.7Z,1,REGULAR,foul,personal,[],1631101,,,1610612756,26,9,2026-02-04T04:26:51Z,770000,False,,,0,,S. Sharpe personal FOUL (1 PF),"[1631101, 1628960]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Right,202027.0,,,,,,,,,,,,,,,,1.0,0.0,Allen,1628960.0
79,PT05M51.00S,2026-02-04T04:26:50.6Z,1,REGULAR,substitution,out,[],1631109,,,1610612756,26,9,2026-02-04T04:26:54Z,790000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M51.00S,2026-02-04T04:26:50.6Z,1,REGULAR,substitution,in,[],1642345,,,1610612756,26,9,2026-02-04T04:26:54Z,800000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M46.00S,2026-02-04T04:27:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,7.30946123521682,51.9607843137255,1610612756,26,11,2026-02-04T04:27:12Z,810000,False,-10.0,16.0,1,left,G. Allen driving finger roll Layup (4 PTS) (J. Goodwin 1 AST),"[1628960, 1630692]",1610612756.0,PHX,driving finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,1.89,Made,4.0,J. Goodwin,1630692.0,1.0,,,,,,,,,,,,
82,PT05M30.00S,2026-02-04T04:27:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,93.64323258869908,53.431372549019606,1610612757,28,11,2026-02-04T04:27:28Z,820000,False,17.0,7.0,1,right,T. Camara cutting Layup (10 PTS) (D. Clingan 1 AST),"[1641739, 1642270]",1610612757.0,POR,cutting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,1.87,Made,10.0,D. Clingan,1642270.0,1.0,,,,,,,,,,,,
84,PT05M18.00S,2026-02-04T04:27:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,7.5722733245729295,47.549019607843135,1610612756,28,13,2026-02-04T04:27:42Z,840000,False,12.0,19.0,1,left,D. Brooks driving Layup (4 PTS),[1628415],1610612756.0,PHX,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,2.24,Made,4.0,,,,,,,,,,,,,,,
