actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
92,PT06M10.00S,2026-01-18T03:28:10.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,15,14,2026-01-18T03:28:10Z,920000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,
93,PT06M10.00S,2026-01-18T03:28:10.7Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,15,14,2026-01-18T03:28:24Z,930000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT06M10.00S,2026-01-18T03:28:10.7Z,1,REGULAR,substitution,out,[],2544,,,1610612757,15,14,2026-01-18T03:28:24Z,940000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT06M10.00S,2026-01-18T03:28:10.7Z,1,REGULAR,substitution,in,[],203924,,,1610612757,15,14,2026-01-18T03:28:24Z,950000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT06M10.00S,2026-01-18T03:28:10.7Z,1,REGULAR,substitution,in,[],1641733,,,1610612757,15,14,2026-01-18T03:28:24Z,960000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT06M10.00S,2026-01-18T03:28:35.1Z,1,REGULAR,freethrow,2 of 2,[],1631321,,,1610612757,16,14,2026-01-18T03:28:35Z,970000,False,,,0,,S. Cissoko Free Throw 2 of 2 (3 PTS),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
98,PT05M57.00S,2026-01-18T03:28:52.0Z,1,REGULAR,3pt,Jump Shot,[],203935,33.196452036793694,51.225490196078425,1610612747,16,14,2026-01-18T03:28:56Z,980000,False,-6.0,260.0,1,left,MISS M. Smart 25' pullup 3PT,[203935],1610612747.0,LAL,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.96,,,,,,,,,
99,PT05M53.00S,2026-01-18T03:28:56.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,16,14,2026-01-18T03:28:56Z,990000,False,,,0,,D. Clingan REBOUND (Off:1 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,98.0,4.0,3.0,1.0,,,,,
100,PT05M46.00S,2026-01-18T03:29:07.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612757,16,14,2026-01-18T03:29:13Z,1000000,False,,,0,,M. Smart shooting personal FOUL (2 PF) (Grant 2 FT),"[203935, 203924]",1610612747.0,LAL,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,203593.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,
102,PT05M46.00S,2026-01-18T03:29:33.8Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,16,14,2026-01-18T03:29:33Z,1020000,False,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
103,PT05M46.00S,2026-01-18T03:29:33.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,16,14,2026-01-18T03:29:33Z,1030000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,,,,
104,PT05M46.00S,2026-01-18T03:29:39.7Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,16,14,2026-01-18T03:29:44Z,1040000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M46.00S,2026-01-18T03:29:39.7Z,1,REGULAR,substitution,in,[],1629057,,,1610612757,16,14,2026-01-18T03:29:44Z,1050000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M46.00S,2026-01-18T03:29:59.1Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,17,14,2026-01-18T03:29:59Z,1060000,False,,,0,,J. Grant Free Throw 2 of 2 (1 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
107,PT05M29.00S,2026-01-18T03:30:19.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,17.427726675427067,62.00980392156863,1610612747,17,16,2026-01-18T03:30:26Z,1070000,False,-60.0,111.0,1,left,M. Smart 12' driving floating bank Jump Shot (7 PTS),[203935],1610612747.0,LAL,driving floating bank,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,7.0,,,,12.64,,,,,,,,,
108,PT05M29.00S,2026-01-18T03:30:21.5Z,1,REGULAR,foul,personal,['1freethrow'],203924,,,1610612747,17,16,2026-01-18T03:30:28Z,1080000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Smart 1 FT),"[203924, 203935]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Left,203593.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
110,PT05M29.00S,2026-01-18T03:30:29.0Z,1,REGULAR,substitution,out,[],1631321,,,1610612747,17,16,2026-01-18T03:30:59Z,1100000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M29.00S,2026-01-18T03:30:29.0Z,1,REGULAR,substitution,out,[],1628467,,,1610612747,17,16,2026-01-18T03:30:59Z,1110000,False,,,0,,SUB out: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M29.00S,2026-01-18T03:30:29.0Z,1,REGULAR,substitution,in,[],1641871,,,1610612747,17,16,2026-01-18T03:30:59Z,1120000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT05M29.00S,2026-01-18T03:30:29.0Z,1,REGULAR,substitution,in,[],1631166,,,1610612747,17,16,2026-01-18T03:30:59Z,1130000,False,,,0,,SUB in: D. Timme,[1631166],1610612747.0,LAL,,,,Timme,D. Timme,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT05M29.00S,2026-01-18T03:30:57.7Z,1,REGULAR,freethrow,1 of 1,[],203935,,,1610612747,17,16,2026-01-18T03:31:01Z,1140000,False,,,0,,MISS M. Smart Free Throw 1 of 1,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
115,PT05M26.00S,2026-01-18T03:31:00.7Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,17,16,2026-01-18T03:31:01Z,1150000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,
116,PT05M14.00S,2026-01-18T03:31:12.2Z,1,REGULAR,turnover,bad pass,[],1631126,,,1610612757,17,16,2026-01-18T03:31:15Z,1160000,False,,,0,,C. Love bad pass TURNOVER (1 TO),"[1631126, 203935]",1610612757.0,POR,,,,Love,C. Love,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,
117,PT05M14.00S,2026-01-18T03:31:12.2Z,1,REGULAR,steal,,[],203935,,,1610612747,17,16,2026-01-18T03:31:13Z,1170000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT05M09.00S,2026-01-18T03:31:17.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641733,8.360709592641262,3.431372549019608,1610612747,17,16,2026-01-18T03:31:24Z,1180000,False,233.0,26.0,1,left,MISS N. Smith Jr. running 3PT,[1641733],1610612747.0,LAL,running,,,Smith Jr.,N. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,23.43,,,,,,,,,
119,PT05M05.00S,2026-01-18T03:31:21.3Z,1,REGULAR,rebound,defensive,[],1641871,,,1610612757,17,16,2026-01-18T03:31:24Z,1190000,False,,,0,,D. Reath REBOUND (Off:0 Def:1),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,
120,PT04M56.00S,2026-01-18T03:31:30.0Z,1,REGULAR,3pt,Jump Shot,[],1631101,78.9257555847569,90.68627450980392,1610612757,17,16,2026-01-18T03:31:40Z,1200000,False,203.0,146.0,1,right,MISS S. Sharpe 25' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.01,,,,,,,,,
121,PT04M55.00S,2026-01-18T03:31:31.0Z,1,REGULAR,rebound,offensive,[],1641871,,,1610612757,17,16,2026-01-18T03:31:40Z,1210000,False,,,0,,D. Reath REBOUND (Off:1 Def:1),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,120.0,2.0,1.0,1.0,,,,,
122,PT04M55.00S,2026-01-18T03:31:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641871,94.40999984741211,50.0,1610612757,19,16,2026-01-18T03:31:35Z,1220000,False,0.0,0.0,1,right,D. Reath tip Layup (2 PTS),[1641871],1610612757.0,POR,tip,,,Reath,D. Reath,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,,,,0.0,,,,,,,,,
123,PT04M55.00S,2026-01-18T03:31:36.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641733,,,1610612757,19,16,2026-01-18T03:31:42Z,1230000,False,,,0,,N. Smith Jr. shooting personal FOUL (1 PF) (Reath 1 FT),"[1641733, 1641871]",1610612747.0,LAL,shooting,,,Smith Jr.,N. Smith Jr.,,,,,Restricted Area,0-8 Center,203593.0,1.0,0.0,Reath,1641871.0,,,,,,,,,,,,,,,
125,PT04M55.00S,2026-01-18T03:31:42.8Z,1,REGULAR,substitution,out,[],203935,,,1610612757,19,16,2026-01-18T03:31:47Z,1250000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT04M55.00S,2026-01-18T03:31:42.8Z,1,REGULAR,substitution,in,[],1629020,,,1610612757,19,16,2026-01-18T03:31:47Z,1260000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT04M55.00S,2026-01-18T03:32:18.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1641871,,,1610612757,20,16,2026-01-18T03:32:18Z,1270000,False,,,0,,D. Reath Free Throw 1 of 1 (3 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
128,PT04M42.00S,2026-01-18T03:32:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631166,19.004599211563733,59.31372549019608,1610612747,20,18,2026-01-18T03:32:38Z,1280000,False,-47.0,126.0,1,left,D. Timme 13' driving floating Jump Shot (2 PTS) (N. Smith Jr. 1 AST),"[1631166, 1641733]",1610612747.0,LAL,driving floating,,,Timme,D. Timme,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,,,,13.44,,,,,N. Smith Jr.,1641733.0,1.0,,
130,PT04M24.00S,2026-01-18T03:32:52.2Z,1,REGULAR,turnover,bad pass,[],1629057,,,1610612757,20,18,2026-01-18T03:32:56Z,1300000,False,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 1629060]",1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Hachimura,1629060.0,,,,,,,,,,
131,PT04M24.00S,2026-01-18T03:32:52.2Z,1,REGULAR,steal,,[],1629060,,,1610612747,20,18,2026-01-18T03:32:53Z,1310000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
132,PT04M17.00S,2026-01-18T03:32:58.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631166,7.703679369250986,4.411764705882353,1610612747,20,21,2026-01-18T03:35:25Z,1320000,False,228.0,20.0,1,left,D. Timme 3PT running (5 PTS) (R. Hachimura 1 AST),"[1631166, 1629060]",1610612747.0,LAL,running,,,Timme,D. Timme,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,,,,22.88,,,,,R. Hachimura,1629060.0,1.0,,
134,PT04M05.00S,2026-01-18T03:33:12.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631166,,,1610612757,20,21,2026-01-18T03:33:22Z,1340000,False,,,0,,D. Timme shooting personal FOUL (1 PF) (Williams III 2 FT),"[1631166, 1629057]",1610612747.0,LAL,shooting,,,Timme,D. Timme,,,,,Restricted Area,0-8 Center,1628954.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,
136,PT04M05.00S,2026-01-18T03:33:37.3Z,1,REGULAR,freethrow,1 of 2,[],1629057,,,1610612757,21,21,2026-01-18T03:33:37Z,1360000,False,,,0,,R. Williams III Free Throw 1 of 2 (1 PTS),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
137,PT04M05.00S,2026-01-18T03:33:51.8Z,1,REGULAR,freethrow,2 of 2,[],1629057,,,1610612757,22,21,2026-01-18T03:33:51Z,1370000,False,,,0,,R. Williams III Free Throw 2 of 2 (2 PTS),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
138,PT03M49.00S,2026-01-18T03:34:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631166,6.521024967148489,56.127450980392155,1610612747,22,21,2026-01-18T03:34:13Z,1380000,False,-31.0,9.0,1,left,MISS D. Timme driving Layup - blocked,"[1631166, 1629057]",1610612747.0,LAL,driving,,,Timme,D. Timme,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.18,,,,,,,,Williams III,1629057.0
139,PT03M49.00S,2026-01-18T03:34:09.0Z,1,REGULAR,block,,[],1629057,,,1610612747,22,21,2026-01-18T03:34:10Z,1390000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
140,PT03M49.00S,2026-01-18T03:34:09.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,22,21,2026-01-18T03:34:13Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,138.0,,,,,,,,
142,PT03M43.00S,2026-01-18T03:34:31.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629020,5.601182654402102,48.529411764705884,1610612747,22,23,2026-01-18T03:34:36Z,1420000,False,7.0,0.0,1,left,J. Vanderbilt alley-oop DUNK (2 PTS) (N. Smith Jr. 2 AST),"[1629020, 1641733]",1610612747.0,LAL,alley-oop,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,0.74,,,,,N. Smith Jr.,1641733.0,2.0,,
145,PT03M28.00S,2026-01-18T03:34:50.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,90.3580814717477,50.0,1610612757,24,23,2026-01-18T03:39:01Z,1450000,False,0.0,38.0,1,right,S. Sharpe driving Layup (6 PTS),[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,3.81,,,,,,,,,
146,PT03M20.00S,2026-01-18T03:34:52.9Z,1,REGULAR,turnover,bad pass,[],1641733,,,1610612747,24,23,2026-01-18T03:34:59Z,1460000,False,,,0,,N. Smith Jr. bad pass TURNOVER (1 TO),"[1641733, 1631101]",1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Sharpe,1631101.0,,,,,,,,,,
147,PT03M20.00S,2026-01-18T03:34:52.9Z,1,REGULAR,steal,,[],1631101,,,1610612757,24,23,2026-01-18T03:34:56Z,1470000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
148,PT03M12.00S,2026-01-18T03:35:01.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203924,93.9060446780552,52.20588235294118,1610612757,24,23,2026-01-18T03:40:22Z,1480000,False,11.0,5.0,1,right,MISS J. Grant running Layup,[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.2,,,,,,,,,
149,PT03M10.00S,2026-01-18T03:35:03.8Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612757,24,23,2026-01-18T03:40:22Z,1490000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,148.0,2.0,1.0,1.0,,,,,
150,PT03M08.00S,2026-01-18T03:35:14.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629060,,,1610612757,24,23,2026-01-18T03:38:47Z,1500000,False,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Reath 2 FT),"[1629060, 1641871]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,203593.0,1.0,0.0,Reath,1641871.0,,,,,,,,,,,,,,,
153,PT03M08.00S,2026-01-18T03:35:35.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,24,23,2026-01-18T03:38:30Z,1530000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT03M08.00S,2026-01-18T03:38:58.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1641871,,,1610612757,25,23,2026-01-18T03:38:58Z,1550000,False,,,0,,D. Reath Free Throw 1 of 2 (4 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
156,PT03M08.00S,2026-01-18T03:39:06.1Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,25,23,2026-01-18T03:39:08Z,1560000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT03M08.00S,2026-01-18T03:39:06.1Z,1,REGULAR,substitution,in,[],1641712,,,1610612757,25,23,2026-01-18T03:39:08Z,1570000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT03M08.00S,2026-01-18T03:39:16.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1641871,,,1610612757,26,23,2026-01-18T03:39:16Z,1580000,False,,,0,,D. Reath Free Throw 2 of 2 (5 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
159,PT02M57.00S,2026-01-18T03:39:31.0Z,1,REGULAR,turnover,out-of-bounds,[],1641733,,,1610612747,26,23,2026-01-18T03:39:39Z,1590000,False,,,0,,N. Smith Jr. lost ball out-of-bounds TURNOVER (2 TO),[1641733],1610612747.0,LAL,lost ball,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,2003.0,,,,,,,2.0,,,,,,,,,,,,
160,PT02M57.00S,2026-01-18T03:39:54.5Z,1,REGULAR,substitution,out,[],1629057,,,1610612757,26,23,2026-01-18T03:39:57Z,1600000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT02M57.00S,2026-01-18T03:39:54.5Z,1,REGULAR,substitution,in,[],1642270,,,1610612757,26,23,2026-01-18T03:39:57Z,1610000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT02M50.00S,2026-01-18T03:40:05.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641733,,,1610612757,26,23,2026-01-18T03:40:15Z,1620000,False,,,0,,N. Smith Jr. personal FOUL (2 PF) (Love 2 FT),"[1641733, 1631126]",1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,2003.0,2.0,0.0,Love,1631126.0,,,,,,,,,,,,,,,
164,PT02M50.00S,2026-01-18T03:40:25.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631126,,,1610612757,27,23,2026-01-18T03:40:25Z,1640000,False,,,0,,C. Love Free Throw 1 of 2 (1 PTS),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
165,PT02M50.00S,2026-01-18T03:40:26.1Z,1,REGULAR,substitution,out,[],1641871,,,1610612757,27,23,2026-01-18T03:40:29Z,1650000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT02M50.00S,2026-01-18T03:40:26.1Z,1,REGULAR,substitution,in,[],1641739,,,1610612757,27,23,2026-01-18T03:40:29Z,1660000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT02M50.00S,2026-01-18T03:40:43.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631126,,,1610612757,28,23,2026-01-18T03:40:43Z,1670000,False,,,0,,C. Love Free Throw 2 of 2 (2 PTS),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
168,PT02M26.00S,2026-01-18T03:41:10.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631166,6.915243101182654,48.529411764705884,1610612747,28,25,2026-01-18T03:41:14Z,1680000,False,7.0,13.0,1,left,D. Timme driving Hook (7 PTS),[1631166],1610612747.0,LAL,driving,,,Timme,D. Timme,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,1.45,,,,,,,,,
169,PT02M10.00S,2026-01-18T03:41:26.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631166,,,1610612757,28,25,2026-01-18T03:41:36Z,1690000,False,,,0,,D. Timme shooting personal FOUL (2 PF) (Grant 2 FT),"[1631166, 203924]",1610612747.0,LAL,shooting,,,Timme,D. Timme,,,,,Restricted Area,0-8 Center,203593.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,
171,PT02M10.00S,2026-01-18T03:41:58.9Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,29,25,2026-01-18T03:41:58Z,1710000,False,,,0,,J. Grant Free Throw 1 of 2 (2 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
172,PT02M10.00S,2026-01-18T03:41:59.7Z,1,REGULAR,substitution,out,[],1631222,,,1610612757,29,25,2026-01-18T03:42:09Z,1720000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT02M10.00S,2026-01-18T03:41:59.7Z,1,REGULAR,substitution,out,[],1641733,,,1610612757,29,25,2026-01-18T03:42:09Z,1730000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT02M10.00S,2026-01-18T03:41:59.7Z,1,REGULAR,substitution,in,[],2544,,,1610612757,29,25,2026-01-18T03:42:09Z,1740000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT02M10.00S,2026-01-18T03:41:59.7Z,1,REGULAR,substitution,in,[],1642355,,,1610612757,29,25,2026-01-18T03:42:09Z,1750000,False,,,0,,SUB in: B. James,[1642355],1610612747.0,LAL,,,,James,B. James,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT02M10.00S,2026-01-18T03:42:32.4Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,30,25,2026-01-18T03:42:32Z,1760000,False,,,0,,J. Grant Free Throw 2 of 2 (3 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
177,PT02M02.00S,2026-01-18T03:42:50.6Z,1,REGULAR,foul,personal,[],1641739,,,1610612747,30,25,2026-01-18T03:43:01Z,1770000,False,,,0,,T. Camara personal FOUL (2 PF),"[1641739, 2544]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,2003.0,2.0,0.0,James,2544.0,,,,,,,,,,,,,,,
179,PT02M02.00S,2026-01-18T03:43:03.6Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,30,25,2026-01-18T03:43:17Z,1790000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT02M02.00S,2026-01-18T03:43:03.6Z,1,REGULAR,substitution,in,[],1641733,,,1610612747,30,25,2026-01-18T03:43:17Z,1800000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
