actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-21T03:15:12.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-21T03:15:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2026-02-21T03:15:14.3Z,1,REGULAR,jumpball,recovered,[],1631128,,,1610612743,0,0,2026-02-21T03:15:14Z,40000,False,,,0,,Jump Ball N. Jokić vs. D. Clingan: Tip to C. Braun,"[1631128, 203999, 1642270]",1610612743.0,DEN,startperiod,C. Braun,1631128.0,Braun,C. Braun,Jokić,203999.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-02-21T03:15:25.7Z,1,REGULAR,2pt,Jump Shot,[],203999,90.22667542706965,20.833333333333336,1610612743,0,2,2026-02-21T03:15:33Z,70000,False,-146.0,39.0,1,right,N. Jokić 15' pullup Jump Shot (2 PTS) (C. Johnson 1 AST),"[203999, 1629661]",1610612743.0,DEN,pullup,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,15.1,Made,2.0,C. Johnson,1629661.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2026-02-21T03:15:42.1Z,1,REGULAR,3pt,Jump Shot,[],1642270,30.17411300919842,68.13725490196079,1610612757,3,2,2026-02-21T03:15:46Z,90000,False,-91.0,231.0,1,left,D. Clingan 24' 3PT  (3 PTS) (D. Avdija 1 AST),"[1642270, 1630166]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,24.83,Made,3.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,,,
11,PT11M16.00S,2026-02-21T03:15:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,88.78120893561103,58.82352941176471,1610612743,3,2,2026-02-21T03:16:05Z,110000,False,44.0,53.0,1,right,MISS N. Jokić 6' turnaround Shot,[203999],1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2026-02-21T03:15:58.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,3,2,2026-02-21T03:16:02Z,120000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M05.00S,2026-02-21T03:16:06.2Z,1,REGULAR,3pt,Jump Shot,[],1642270,32.14520367936925,38.48039215686275,1610612757,6,2,2026-02-21T03:16:10Z,130000,False,58.0,250.0,1,left,D. Clingan 25' 3PT  (6 PTS) (D. Avdija 2 AST),"[1642270, 1630166]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,25.63,Made,6.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,,,,
15,PT10M49.00S,2026-02-21T03:16:23.1Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,6,2,2026-02-21T03:16:26Z,150000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1641739]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Camara,1641739.0,,,,,,,
16,PT10M49.00S,2026-02-21T03:16:23.1Z,1,REGULAR,steal,,[],1641739,,,1610612757,6,2,2026-02-21T03:16:24Z,160000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2026-02-21T03:16:27.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,8.754927726675426,45.83333333333333,1610612757,8,2,2026-02-21T03:16:36Z,170000,False,21.0,30.0,1,left,D. Avdija running alley-oop Layup (2 PTS) (J. Holiday 1 AST),"[1630166, 201950]",1610612757.0,POR,running alley-oop,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.63,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
