actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
254,PT06M47.00S,2026-02-10T03:52:12.6Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,43,47,2026-02-10T03:52:16Z,2480000,False,,,0,,V. Edgecombe REBOUND (Off:2 Def:2),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,253.0,,,,,,4.0,2.0,2.0,,,,,
255,PT06M31.00S,2026-02-10T03:52:29.1Z,2,REGULAR,3pt,Jump Shot,[],203083,6.258212877792378,96.32352941176471,1610612755,43,50,2026-02-10T03:52:32Z,2490000,False,-232.0,6.0,1,left,A. Drummond 3PT  (7 PTS) (M. Beauchamp 1 AST),"[203083, 1630699]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,23.17,Made,7.0,M. Beauchamp,1630699.0,1.0,,,,,,,,,,,,,,
257,PT06M19.00S,2026-02-10T03:52:40.8Z,2,REGULAR,3pt,Jump Shot,[],203924,72.09264126149803,75.73529411764706,1610612757,43,50,2026-02-10T03:52:44Z,2510000,False,129.0,210.0,1,right,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.61,Missed,,,,,,,,,,,,,,,,,,
258,PT06M16.00S,2026-02-10T03:52:43.8Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,43,50,2026-02-10T03:52:44Z,2520000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,257.0,,,,,,3.0,3.0,0.0,,,,,
259,PT06M02.00S,2026-02-10T03:52:57.4Z,2,REGULAR,3pt,Jump Shot,[],1642845,29.77989487516426,25.49019607843137,1610612755,43,53,2026-02-10T03:53:01Z,2530000,False,123.0,227.0,1,left,V. Edgecombe 25' 3PT  (7 PTS) (T. Watford 2 AST),"[1642845, 1630570]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,25.83,Made,7.0,T. Watford,1630570.0,2.0,,,,,,,,,,,,,,
261,PT06M00.00S,2026-02-10T03:53:01.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,43,53,2026-02-10T03:53:01Z,2550000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M00.00S,2026-02-10T03:53:24.9Z,2,REGULAR,substitution,out,[],1630166,,,1610612757,43,53,2026-02-10T03:55:46Z,2560000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M00.00S,2026-02-10T03:53:24.9Z,2,REGULAR,substitution,out,[],1642270,,,1610612757,43,53,2026-02-10T03:55:46Z,2570000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M00.00S,2026-02-10T03:53:24.9Z,2,REGULAR,substitution,in,[],1629057,,,1610612757,43,53,2026-02-10T03:55:46Z,2580000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M00.00S,2026-02-10T03:53:24.9Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,43,53,2026-02-10T03:55:46Z,2590000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M43.00S,2026-02-10T03:56:20.3Z,2,REGULAR,3pt,Jump Shot,[],1641739,68.01905387647832,72.54901960784314,1610612757,43,53,2026-02-10T03:56:24Z,2600000,False,113.0,248.0,1,right,MISS T. Camara 27' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,27.25,Missed,,,,,,,,,,,,,,,,,,
269,PT05M40.00S,2026-02-10T03:56:23.3Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,43,53,2026-02-10T03:56:24Z,2610000,False,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,268.0,,,,,,4.0,2.0,2.0,,,,,
282,PT05M31.00S,2026-02-10T03:56:27.4Z,2,REGULAR,turnover,out-of-bounds,[],1642845,,,1610612755,43,53,2026-02-10T03:59:13Z,2615000,False,,,0,,V. Edgecombe lost ball out-of-bounds TURNOVER (2 TO),[1642845],1610612755.0,PHI,lost ball,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,,,,,,,,,,2.0,,
273,PT05M31.00S,2026-02-10T03:56:41.3Z,2,REGULAR,substitution,out,[],203083,,,1610612757,43,53,2026-02-10T03:56:46Z,2650000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M31.00S,2026-02-10T03:56:41.3Z,2,REGULAR,substitution,in,[],1641737,,,1610612757,43,53,2026-02-10T03:56:46Z,2660000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M06.00S,2026-02-10T03:57:15.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,92.46057818659659,52.450980392156865,1610612757,45,53,2026-02-10T03:58:37Z,2670000,False,12.0,18.0,1,right,J. Grant driving finger roll Layup (7 PTS) (V. Krejčí 1 AST),"[203924, 1630249]",1610612757.0,POR,driving finger roll,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.21,Made,7.0,V. Krejčí,1630249.0,1.0,,,,,,,,,,,,,,
277,PT04M54.00S,2026-02-10T03:57:28.0Z,2,REGULAR,turnover,bad pass,[],1642845,,,1610612755,45,53,2026-02-10T03:57:31Z,2690000,False,,,0,,V. Edgecombe bad pass TURNOVER (3 TO),"[1642845, 1641739]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,3.0,Camara,1641739.0
278,PT04M54.00S,2026-02-10T03:57:28.0Z,2,REGULAR,steal,,[],1641739,,,1610612757,45,53,2026-02-10T03:57:30Z,2700000,False,,,0,,T. Camara STEAL (2 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
279,PT04M42.00S,2026-02-10T03:57:39.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,88.64980289093299,2.696078431372549,1610612757,48,53,2026-02-10T03:57:44Z,2710000,False,-237.0,54.0,1,right,T. Camara 24' 3PT step back (14 PTS) (V. Krejčí 2 AST),"[1641739, 1630249]",1610612757.0,POR,step back,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,24.26,Made,14.0,V. Krejčí,1630249.0,2.0,,,,,,,,,,,,,,
281,PT04M39.00S,2026-02-10T03:57:48.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,48,53,2026-02-10T03:57:48Z,2730000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M39.00S,2026-02-10T03:58:15.4Z,2,REGULAR,substitution,out,[],1630570,,,1610612755,48,53,2026-02-10T04:00:18Z,2740000,False,,,0,,SUB out: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M39.00S,2026-02-10T03:58:15.4Z,2,REGULAR,substitution,out,[],1642845,,,1610612755,48,53,2026-02-10T04:00:18Z,2750000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M39.00S,2026-02-10T03:58:15.4Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,48,53,2026-02-10T04:00:18Z,2760000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M39.00S,2026-02-10T03:58:15.4Z,2,REGULAR,substitution,in,[],1642348,,,1610612755,48,53,2026-02-10T04:00:18Z,2770000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M17.00S,2026-02-10T04:01:37.2Z,2,REGULAR,3pt,Jump Shot,[],1626162,28.07161629434954,73.52941176470588,1610612755,48,56,2026-02-10T04:01:42Z,2790000,False,-118.0,211.0,1,left,K. Oubre Jr. 24' 3PT  (12 PTS) (T. Maxey 2 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,24.19,Made,12.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
290,PT03M50.00S,2026-02-10T04:02:06.1Z,2,REGULAR,foul,personal,['2freethrow'],1642348,,,1610612757,48,56,2026-02-10T04:02:20Z,2810000,False,,,0,,J. Edwards shooting personal FOUL (1 PF) (Henderson 2 FT),"[1642348, 1630703]",1610612755.0,PHI,shooting,,,Edwards,J. Edwards,,,,,Mid-Range,16-24 Right,,,,,,,,1627524.0,1.0,0.0,Henderson,1630703.0,,,,,,,,
292,PT03M50.00S,2026-02-10T04:02:32.7Z,2,REGULAR,freethrow,1 of 2,[],1630703,,,1610612757,49,56,2026-02-10T04:02:32Z,2830000,False,,,0,,S. Henderson Free Throw 1 of 2 (6 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
293,PT03M50.00S,2026-02-10T04:02:47.2Z,2,REGULAR,freethrow,2 of 2,[],1630703,,,1610612757,50,56,2026-02-10T04:02:47Z,2840000,False,,,0,,S. Henderson Free Throw 2 of 2 (7 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
294,PT03M39.00S,2026-02-10T04:02:59.2Z,2,REGULAR,3pt,Jump Shot,[],1642348,8.886333771353483,96.32352941176471,1610612755,50,59,2026-02-10T04:03:03Z,2850000,False,-232.0,31.0,1,left,J. Edwards 3PT  (8 PTS) (M. Beauchamp 2 AST),"[1642348, 1630699]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,23.37,Made,8.0,M. Beauchamp,1630699.0,2.0,,,,,,,,,,,,,,
296,PT03M31.00S,2026-02-10T04:03:08.5Z,2,REGULAR,turnover,bad pass,[],1641739,,,1610612757,50,59,2026-02-10T04:03:14Z,2870000,False,,,0,,T. Camara bad pass TURNOVER (2 TO),"[1641739, 1626162]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Oubre Jr.,1626162.0
297,PT03M31.00S,2026-02-10T04:03:08.5Z,2,REGULAR,steal,,[],1626162,,,1610612755,50,59,2026-02-10T04:03:12Z,2880000,False,,,0,,K. Oubre Jr. STEAL (4 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
298,PT03M27.00S,2026-02-10T04:03:12.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630699,6.783837056504599,47.549019607843135,1610612755,50,59,2026-02-10T04:11:36Z,2890000,False,12.0,11.0,1,left,MISS M. Beauchamp alley-oop Layup,[1630699],1610612755.0,PHI,alley-oop,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
299,PT03M25.00S,2026-02-10T04:03:14.5Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,50,59,2026-02-10T04:11:36Z,2900000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,298.0,,,,,,2.0,1.0,1.0,,,,,
300,PT03M21.00S,2026-02-10T04:03:18.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630249,90.3580814717477,2.941176470588235,1610612757,53,59,2026-02-10T04:03:26Z,2910000,False,-235.0,38.0,1,right,V. Krejčí 3PT running (3 PTS) (J. Grant 1 AST),"[1630249, 203924]",1610612757.0,POR,running,,,Krejčí,V. Krejčí,,,,,Left Corner 3,24+ Left,23.84,Made,3.0,J. Grant,203924.0,1.0,,,,,,,,,,,,,,
302,PT03M06.00S,2026-02-10T04:03:32.3Z,2,REGULAR,3pt,Jump Shot,[],1630178,32.802233902759525,70.09803921568627,1610612755,53,59,2026-02-10T04:12:17Z,2930000,False,-100.0,256.0,1,left,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.48,Missed,,,,,,,,,,,,,,,,,,
303,PT03M03.00S,2026-02-10T04:03:35.3Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,53,59,2026-02-10T04:03:37Z,2940000,False,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,302.0,,,,,,4.0,3.0,1.0,,,,,
304,PT02M58.00S,2026-02-10T04:03:42.7Z,2,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,53,59,2026-02-10T04:03:53Z,2950000,False,,,0,,J. Grant lost ball out-of-bounds TURNOVER (1 TO),[203924],1610612757.0,POR,lost ball,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,,,,1627524.0,,,,,,,,,,1.0,,
305,PT02M58.00S,2026-02-10T04:03:45.7Z,2,REGULAR,substitution,out,[],1630703,,,1610612755,53,59,2026-02-10T04:03:58Z,2960000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M58.00S,2026-02-10T04:03:45.7Z,2,REGULAR,substitution,in,[],201950,,,1610612755,53,59,2026-02-10T04:03:58Z,2970000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M45.00S,2026-02-10T04:04:21.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,18.610381077529567,94.11764705882352,1610612755,53,59,2026-02-10T04:04:26Z,2980000,False,-221.0,122.0,1,left,MISS K. Oubre Jr. 25' step back 3PT,[1626162],1610612755.0,PHI,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
308,PT02M40.00S,2026-02-10T04:04:26.5Z,2,REGULAR,rebound,offensive,[],1630699,,,1610612755,53,59,2026-02-10T04:04:26Z,2990000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:0),[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Left Center,,,,,,,307.0,,,,,,1.0,0.0,1.0,,,,,
309,PT02M38.00S,2026-02-10T04:04:28.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630178,11.12023653088042,50.73529411764706,1610612755,53,61,2026-02-10T04:04:31Z,3000000,False,-4.0,52.0,1,left,T. Maxey driving floating Jump Shot (16 PTS) (M. Beauchamp 3 AST),"[1630178, 1630699]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,16.0,M. Beauchamp,1630699.0,3.0,,,,,,,,,,,,,,
311,PT02M31.00S,2026-02-10T04:04:35.5Z,2,REGULAR,3pt,Jump Shot,[],1630249,90.88370565045992,96.56862745098039,1610612757,53,61,2026-02-10T04:04:41Z,3020000,False,233.0,33.0,1,right,MISS V. Krejčí 3PT,[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,23.52,Missed,,,,,,,,,,,,,,,,,,
312,PT02M28.00S,2026-02-10T04:04:38.4Z,2,REGULAR,rebound,offensive,[],201950,,,1610612757,53,61,2026-02-10T04:04:38Z,3030000,False,,,0,,J. Holiday REBOUND (Off:2 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,,,311.0,,,,,,3.0,1.0,2.0,,,,,
313,PT02M18.00S,2026-02-10T04:04:49.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201950,85.10183968462549,3.1862745098039214,1610612757,56,61,2026-02-10T04:04:52Z,3040000,False,-234.0,88.0,1,right,J. Holiday 24' 3PT  (6 PTS) (J. Grant 2 AST),"[201950, 203924]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,24.99,Made,6.0,J. Grant,203924.0,2.0,,,,,,,,,,,,,,
315,PT01M57.00S,2026-02-10T04:05:08.9Z,2,REGULAR,3pt,Jump Shot,[],1630699,5.863994743758213,96.32352941176471,1610612755,56,61,2026-02-10T04:05:12Z,3060000,False,-232.0,3.0,1,left,MISS M. Beauchamp 3PT,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
316,PT01M54.00S,2026-02-10T04:05:11.9Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,56,61,2026-02-10T04:05:12Z,3070000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,,315.0,,,,,,2.0,1.0,1.0,,,,,
317,PT01M49.00S,2026-02-10T04:05:16.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,69.07030223390277,70.58823529411765,1610612757,59,61,2026-02-10T04:05:22Z,3080000,False,103.0,238.0,1,right,T. Camara 25' 3PT running pullup (17 PTS),[1641739],1610612757.0,POR,running pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,25.95,Made,17.0,,,,,,,,,,,,,,,,,
318,PT01M26.00S,2026-02-10T04:05:42.0Z,2,REGULAR,foul,offensive,[],1630178,,,1610612755,59,61,2026-02-10T04:05:50Z,3090000,False,,,0,,T. Maxey charge offensive FOUL (1 PF),"[1630178, 1641739]",1610612755.0,PHI,charge,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627524.0,1.0,0.0,Camara,1641739.0,,,,,,,,
320,PT01M26.00S,2026-02-10T04:05:42.0Z,2,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,59,61,2026-02-10T04:05:42Z,3110000,False,,,0,,T. Maxey offensive foul TURNOVER (2 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627524.0,,,,,,,,,,2.0,,
321,PT01M26.00S,2026-02-10T04:05:49.1Z,2,REGULAR,substitution,out,[],1630249,,,1610612757,59,61,2026-02-10T04:05:55Z,3120000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M26.00S,2026-02-10T04:05:49.1Z,2,REGULAR,substitution,out,[],1630699,,,1610612757,59,61,2026-02-10T04:05:55Z,3130000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M26.00S,2026-02-10T04:05:49.1Z,2,REGULAR,substitution,in,[],1630166,,,1610612757,59,61,2026-02-10T04:05:55Z,3140000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M26.00S,2026-02-10T04:05:49.1Z,2,REGULAR,substitution,in,[],1642845,,,1610612757,59,61,2026-02-10T04:05:55Z,3150000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M13.00S,2026-02-10T04:06:15.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203924,79.05716162943496,89.95098039215686,1610612757,62,61,2026-02-10T04:06:19Z,3160000,False,200.0,144.0,1,right,J. Grant 24' 3PT  (10 PTS) (R. Williams III 2 AST),"[203924, 1629057]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.65,Made,10.0,R. Williams III,1629057.0,2.0,,,,,,,,,,,,,,
327,PT00M54.80S,2026-02-10T04:06:35.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203924,,,1610612755,62,61,2026-02-10T04:06:44Z,3180000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[203924, 1626162]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627961.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
329,PT00M54.80S,2026-02-10T04:07:11.0Z,2,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,62,62,2026-02-10T04:07:11Z,3200000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (13 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
330,PT00M54.80S,2026-02-10T04:07:11.7Z,2,REGULAR,substitution,out,[],1641737,,,1610612755,62,62,2026-02-10T04:07:20Z,3210000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M54.80S,2026-02-10T04:07:11.7Z,2,REGULAR,substitution,in,[],203083,,,1610612755,62,62,2026-02-10T04:07:20Z,3220000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M54.80S,2026-02-10T04:07:31.9Z,2,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,62,63,2026-02-10T04:07:31Z,3230000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (14 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
333,PT00M37.80S,2026-02-10T04:07:51.2Z,2,REGULAR,3pt,Jump Shot,[],203924,81.15965834428384,3.1862745098039214,1610612757,62,63,2026-02-10T04:07:55Z,3240000,False,-234.0,125.0,1,right,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,26.52,Missed,,,,,,,,,,,,,,,,,,
334,PT00M34.80S,2026-02-10T04:07:54.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,62,63,2026-02-10T04:07:55Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,333.0,,,,,,,,,,,,,
336,PT00M20.60S,2026-02-10T04:08:28.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630166,85.3646517739816,48.529411764705884,1610612757,62,63,2026-02-10T04:16:41Z,3270000,False,-7.0,85.0,1,right,MISS D. Avdija 8' fadeaway Shot,[1630166],1610612757.0,POR,fadeaway,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,8.54,Missed,,,,,,,,,,,,,,,,,,
337,PT00M17.60S,2026-02-10T04:08:31.1Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612757,62,63,2026-02-10T04:16:41Z,3280000,False,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,336.0,,,,,,5.0,3.0,2.0,,,,,
338,PT00M17.60S,2026-02-10T04:08:31.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612757,62,63,2026-02-10T04:08:46Z,3290000,False,0.0,0.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612757.0,POR,tip,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
339,PT00M16.80S,2026-02-10T04:08:31.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,62,63,2026-02-10T04:08:46Z,3300000,False,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,338.0,,,,,,5.0,3.0,2.0,,,,,
340,PT00M16.10S,2026-02-10T04:08:33.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1626162,6.783837056504599,51.470588235294116,1610612755,62,65,2026-02-10T04:09:54Z,3310000,False,-7.0,11.0,1,left,K. Oubre Jr. running DUNK (16 PTS) (A. Drummond 3 AST),"[1626162, 203083]",1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.35,Made,16.0,A. Drummond,203083.0,3.0,,,,,,,,,,,,,,
342,PT00M03.10S,2026-02-10T04:08:50.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642348,,,1610612757,62,65,2026-02-10T04:08:59Z,3330000,False,,,0,,J. Edwards personal FOUL (2 PF) (Avdija 2 FT),"[1642348, 1630166]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,204059.0,2.0,0.0,Avdija,1630166.0,,,,,,,,
344,PT00M03.10S,2026-02-10T04:09:24.2Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,63,65,2026-02-10T04:09:24Z,3350000,False,,,0,,D. Avdija Free Throw 1 of 2 (9 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
345,PT00M03.10S,2026-02-10T04:09:42.1Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,64,65,2026-02-10T04:09:42Z,3360000,False,,,0,,D. Avdija Free Throw 2 of 2 (10 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
