actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-12-15T02:11:48.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-15T02:11:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-12-15T02:11:49.3Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612757,0,0,2025-12-15T02:11:49Z,40000,False,,,0,,Jump Ball D. Clingan vs. Q. Post: Tip to D. Avdija,"[1630166, 1642270, 1642366]",1610612757.0,POR,startperiod,D. Avdija,1630166.0,Avdija,D. Avdija,Clingan,1642270.0,Post,1642366.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-12-15T02:12:07.2Z,1,REGULAR,3pt,Jump Shot,[],203924,26.49474375821288,79.90196078431373,1610612757,3,0,2025-12-15T02:12:10Z,70000,False,-150.0,197.0,1,left,J. Grant 24' 3PT  (3 PTS) (D. Avdija 1 AST),"[203924, 1630166]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,24.7,Made,3.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2025-12-15T02:12:26.0Z,1,REGULAR,3pt,Jump Shot,[],1642366,92.46057818659659,3.6764705882352944,1610612744,3,0,2025-12-15T02:12:32Z,90000,False,-232.0,18.0,1,right,MISS Q. Post 3PT - blocked,"[1642366, 203924]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,Grant,203924.0,,,,,,,,,,,,
10,PT11M20.00S,2025-12-15T02:12:26.0Z,1,REGULAR,block,,[],203924,,,1610612744,3,0,2025-12-15T02:12:29Z,100000,False,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
11,PT11M18.00S,2025-12-15T02:12:28.0Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,3,0,2025-12-15T02:13:00Z,110000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,
12,PT11M13.00S,2025-12-15T02:12:33.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,28.991458607095925,25.245098039215684,1610612757,3,0,2025-12-15T02:13:14Z,120000,False,124.0,220.0,1,left,MISS T. Camara 25' running pullup 3PT,[1641739],1610612757.0,POR,running pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
13,PT11M10.00S,2025-12-15T02:12:36.7Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,3,0,2025-12-15T02:12:44Z,130000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
14,PT11M00.00S,2025-12-15T02:12:46.3Z,1,REGULAR,3pt,Jump Shot,[],1630541,69.85873850197109,69.85294117647058,1610612744,3,0,2025-12-15T02:12:50Z,140000,False,99.0,231.0,1,right,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2025-12-15T02:12:50.3Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,3,0,2025-12-15T02:12:50Z,150000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
