actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-28T02:12:03.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-28T02:12:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-28T02:12:06.8Z,1,REGULAR,jumpball,recovered,[],1642843,,,1610612742,0,0,2026-03-28T02:12:06Z,40000,False,,,0,,Jump Ball D. Powell vs. D. Clingan: Tip to C. Flagg,"[1642843, 203939, 1642270]",1610612742.0,DAL,startperiod,C. Flagg,1642843.0,Flagg,C. Flagg,Powell,203939.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-03-28T02:12:18.5Z,1,REGULAR,3pt,Jump Shot,[],1629023,6.783837056504599,96.32352941176471,1610612742,0,0,2026-03-28T02:12:22Z,70000,False,-232.0,11.0,1,left,MISS P. Washington 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2026-03-28T02:12:21.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,0,0,2026-03-28T02:12:22Z,80000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2026-03-28T02:12:28.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,85.49605781865965,52.20588235294118,1610612757,0,0,2026-03-28T02:12:32Z,90000,False,11.0,84.0,1,right,MISS J. Grant 8' driving floating Shot,[203924],1610612757.0,POR,driving floating,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,8.45,Missed,,,,,,,,,,,,,,,,,,
10,PT11M33.00S,2026-03-28T02:12:29.4Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,0,0,2026-03-28T02:12:32Z,100000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M13.00S,2026-03-28T02:12:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,5.469776609724048,47.549019607843135,1610612742,0,2,2026-03-28T02:12:54Z,110000,False,12.0,-1.0,1,left,C. Flagg cutting Layup (2 PTS) (D. Powell 1 AST),"[1642843, 203939]",1610612742.0,DAL,cutting,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,2.0,D. Powell,203939.0,1.0,,,,,,,,,,
13,PT10M48.00S,2026-03-28T02:13:18.3Z,1,REGULAR,turnover,out-of-bounds,[],1642270,,,1610612757,0,2,2026-03-28T02:13:26Z,130000,False,,,0,,D. Clingan lost ball out-of-bounds TURNOVER (1 TO),[1642270],1610612757.0,POR,lost ball,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628951.0,1.0,,,,,,,,
14,PT10M25.00S,2026-03-28T02:13:51.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203939,6.521024967148489,48.28431372549019,1610612742,0,4,2026-03-28T02:14:29Z,140000,False,9.0,9.0,1,left,D. Powell cutting Layup (2 PTS) (M. Christie 1 AST),"[203939, 1631108]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,2.0,M. Christie,1631108.0,1.0,,,,,,,,,,
16,PT10M19.00S,2026-03-28T02:13:59.6Z,1,REGULAR,foul,personal,['2freethrow'],1631108,,,1610612757,0,4,2026-03-28T02:14:09Z,160000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Grant 2 FT),"[1631108, 203924]",1610612742.0,DAL,shooting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,1.0,0.0,Grant,203924.0,,,,
18,PT10M19.00S,2026-03-28T02:14:27.9Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,1,4,2026-03-28T02:14:27Z,180000,False,,,0,,J. Grant Free Throw 1 of 2 (1 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
19,PT10M19.00S,2026-03-28T02:14:44.6Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,2,4,2026-03-28T02:14:44Z,190000,False,,,0,,J. Grant Free Throw 2 of 2 (2 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M11.00S,2026-03-28T02:14:59.9Z,1,REGULAR,turnover,out-of-bounds,[],203939,,,1610612742,2,4,2026-03-28T02:15:06Z,200000,False,,,0,,D. Powell bad pass out-of-bounds TURNOVER (1 TO),[203939],1610612742.0,DAL,bad pass,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202007.0,1.0,,,,,,,,
21,PT10M04.00S,2026-03-28T02:15:14.7Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612757,2,4,2026-03-28T02:15:26Z,210000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Avdija 2 FT),"[203939, 1630166]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627539.0,,1.0,0.0,Avdija,1630166.0,,,,
23,PT10M04.00S,2026-03-28T02:15:39.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630166,,,1610612757,2,4,2026-03-28T02:15:39Z,230000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2026-03-28T02:15:39.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,2,4,2026-03-28T02:15:39Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2026-03-28T02:15:53.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630166,,,1610612757,3,4,2026-03-28T02:15:53Z,250000,False,,,0,,D. Avdija Free Throw 2 of 2 (1 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
26,PT09M52.00S,2026-03-28T02:16:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,11.645860709592641,50.73529411764706,1610612742,3,6,2026-03-28T02:16:25Z,260000,False,-4.0,57.0,1,left,C. Flagg driving floating Jump Shot (4 PTS),[1642843],1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,5.71,Made,,,,,4.0,,,,,,,,,,,,,
27,PT09M44.00S,2026-03-28T02:16:17.7Z,1,REGULAR,3pt,Jump Shot,[],201950,71.17279894875165,21.07843137254902,1610612757,6,6,2026-03-28T02:16:43Z,270000,False,-145.0,218.0,1,right,J. Holiday 26' 3PT step back (3 PTS),[201950],1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.2,Made,,,,,3.0,,,,,,,,,,,,,
28,PT09M30.00S,2026-03-28T02:16:30.1Z,1,REGULAR,2pt,Jump Shot,[],1642843,25.18068331143233,32.35294117647059,1610612742,6,6,2026-03-28T02:16:35Z,280000,False,88.0,184.0,1,left,MISS C. Flagg 20' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,20.42,Missed,,,,,,,,,,,,,,,,,,
29,PT09M26.00S,2026-03-28T02:16:34.1Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,6,6,2026-03-28T02:16:35Z,290000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Right Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M19.00S,2026-03-28T02:16:43.3Z,1,REGULAR,3pt,Jump Shot,[],1642270,66.96780551905388,44.36274509803921,1610612757,6,6,2026-03-28T02:17:13Z,300000,False,-28.0,258.0,1,right,MISS D. Clingan 25' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
31,PT09M16.00S,2026-03-28T02:16:46.3Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,6,6,2026-03-28T02:17:13Z,310000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M58.00S,2026-03-28T02:17:02.1Z,1,REGULAR,2pt,Jump Shot,[],1631108,9.411957950065702,14.705882352941178,1610612742,6,6,2026-03-28T02:17:05Z,320000,False,176.0,36.0,1,left,MISS M. Christie 18' pullup Shot,[1631108],1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Mid-Range,16-24 Right,18.01,Missed,,,,,,,,,,,,,,,,,,
33,PT08M56.00S,2026-03-28T02:17:04.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,6,6,2026-03-28T02:17:05Z,330000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Right,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT08M47.00S,2026-03-28T02:17:13.5Z,1,REGULAR,3pt,Jump Shot,[],203924,93.38042049934296,95.34313725490196,1610612757,9,6,2026-03-28T02:17:17Z,340000,False,227.0,10.0,1,right,J. Grant 3PT  (5 PTS) (D. Avdija 1 AST),"[203924, 1630166]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,22.69,Made,,,,,5.0,D. Avdija,1630166.0,1.0,,,,,,,,,,
36,PT08M25.00S,2026-03-28T02:17:35.1Z,1,REGULAR,2pt,Jump Shot,[],1630230,15.456636005256241,67.40196078431373,1610612742,9,6,2026-03-28T02:17:39Z,360000,False,-87.0,93.0,1,left,MISS N. Marshall 12' pullup Shot,[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,12.72,Missed,,,,,,,,,,,,,,,,,,
37,PT08M23.00S,2026-03-28T02:17:37.1Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,9,6,2026-03-28T02:17:39Z,370000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT08M16.00S,2026-03-28T02:17:49.9Z,1,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,9,6,2026-03-28T02:20:57Z,395000,False,,,0,,J. Grant lost ball out-of-bounds TURNOVER (1 TO),[203924],1610612757.0,POR,lost ball,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628951.0,1.0,,,,,,,,
41,PT08M08.00S,2026-03-28T02:17:58.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642843,6.389618922470433,51.71568627450981,1610612742,9,8,2026-03-28T02:20:57Z,410000,False,-9.0,8.0,1,left,C. Flagg driving DUNK (6 PTS) (N. Marshall 1 AST),"[1642843, 1630230]",1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,6.0,N. Marshall,1630230.0,1.0,,,,,,,,,,
43,PT07M48.00S,2026-03-28T02:18:19.6Z,1,REGULAR,3pt,Jump Shot,[],201950,77.7431011826544,91.42156862745098,1610612757,9,8,2026-03-28T02:21:56Z,430000,False,207.0,157.0,1,right,MISS J. Holiday 25' step back 3PT - blocked,"[201950, 1631108]",1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,Christie,1631108.0,,
