actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-04-13T00:43:21.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-13T00:43:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-13T00:43:23.6Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612757,0,0,2026-04-13T00:43:23Z,40000,False,,,0,,Jump Ball D. Clingan vs. M. Raynaud: Tip to D. Avdija,"[1630166, 1642270, 1642875]",1610612757.0,POR,startperiod,D. Avdija,1630166.0,Avdija,D. Avdija,Clingan,1642270.0,Raynaud,1642875.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-04-13T00:43:38.3Z,1,REGULAR,3pt,Jump Shot,[],201950,91.5407358738502,95.34313725490196,1610612757,0,0,2026-04-13T00:43:41Z,70000,False,227.0,27.0,1,right,MISS J. Holiday 3PT - blocked,"[201950, 1642363]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,22.83,Missed,Clifford,1642363.0,,,,,,,,,,,,,,,,
8,PT11M42.00S,2026-04-13T00:43:38.3Z,1,REGULAR,block,,[],1642363,,,1610612757,0,0,2026-04-13T00:43:40Z,80000,False,,,0,,N. Clifford BLOCK (1 BLK),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2026-04-13T00:43:41.3Z,1,REGULAR,rebound,offensive,[],201950,,,1610612757,0,0,2026-04-13T00:43:41Z,90000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,
10,PT11M37.00S,2026-04-13T00:43:43.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201950,87.72996057818659,36.76470588235294,1610612757,2,0,2026-04-13T00:43:47Z,100000,False,-66.0,63.0,1,right,J. Holiday 9' fadeaway Jump Shot (2 PTS),[201950],1610612757.0,POR,fadeaway,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Left,9.12,Made,,,,,,,2.0,,,,,,,,,,,
11,PT11M15.00S,2026-04-13T00:44:06.9Z,1,REGULAR,3pt,Jump Shot,[],1642875,33.196452036793694,63.48039215686274,1610612758,2,0,2026-04-13T00:45:23Z,110000,False,-67.0,260.0,1,left,MISS M. Raynaud 26' 3PT,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Center,26.81,Missed,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2026-04-13T00:44:08.9Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,2,0,2026-04-13T00:45:23Z,120000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M00.00S,2026-04-13T00:44:19.8Z,1,REGULAR,3pt,Jump Shot,[],1642270,73.01248357424441,85.04901960784314,1610612757,5,0,2026-04-13T00:44:23Z,130000,False,175.0,201.0,1,right,D. Clingan 26' 3PT  (3 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,26.68,Made,,,,,,,3.0,,,,,,,,,,,
14,PT10M48.00S,2026-04-13T00:44:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,9.937582128777924,38.72549019607843,1610612758,5,0,2026-04-13T00:44:37Z,140000,False,56.0,41.0,1,left,MISS M. Raynaud 6' driving floating Shot,[1642875],1610612758.0,SAC,driving floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,,,,,
15,PT10M46.00S,2026-04-13T00:44:34.7Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,5,0,2026-04-13T00:44:37Z,150000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,
16,PT10M35.00S,2026-04-13T00:44:45.7Z,1,REGULAR,3pt,Jump Shot,[],1641739,84.1819973718791,94.6078431372549,1610612757,5,0,2026-04-13T00:44:49Z,160000,False,223.0,96.0,1,right,MISS T. Camara 24' pullup 3PT,[1641739],1610612757.0,POR,pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,24.29,Missed,,,,,,,,,,,,,,,,,,
17,PT10M32.00S,2026-04-13T00:44:48.7Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,5,0,2026-04-13T00:44:49Z,170000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,16.0,3.0,2.0,1.0,,,,,,,,,,,,
18,PT10M29.00S,2026-04-13T00:44:50.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,70.38436268068331,23.284313725490197,1610612757,8,0,2026-04-13T00:44:53Z,180000,False,-134.0,226.0,1,right,D. Avdija 26' 3PT  (3 PTS) (D. Clingan 1 AST),"[1630166, 1642270]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,26.24,Made,,,,,,,3.0,D. Clingan,1642270.0,1.0,,,,,,,,
20,PT10M09.00S,2026-04-13T00:45:11.4Z,1,REGULAR,3pt,Jump Shot,[],1631342,33.065045992115635,31.862745098039213,1610612758,8,3,2026-04-13T00:45:14Z,200000,False,91.0,258.0,1,left,D. Plowden 27' 3PT  (3 PTS) (N. Clifford 1 AST),"[1631342, 1642363]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Right Center,27.38,Made,,,,,,,3.0,N. Clifford,1642363.0,1.0,,,,,,,,
22,PT09M52.00S,2026-04-13T00:45:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,87.46714848883047,50.98039215686274,1610612757,10,3,2026-04-13T00:47:43Z,220000,False,5.0,65.0,1,right,D. Avdija 6' driving floating Jump Shot (5 PTS),[1630166],1610612757.0,POR,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.55,Made,,,,,,,5.0,,,,,,,,,,,
23,PT09M38.00S,2026-04-13T00:45:42.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,11.383048620236531,50.98039215686274,1610612758,10,5,2026-04-13T00:45:45Z,230000,False,-5.0,55.0,1,left,P. Achiuwa floating Jump Shot (2 PTS) (D. Plowden 1 AST),"[1630173, 1631342]",1610612758.0,SAC,floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,,,,,,,2.0,D. Plowden,1631342.0,1.0,,,,,,,,
25,PT09M24.00S,2026-04-13T00:45:57.2Z,1,REGULAR,2pt,Jump Shot,[],201950,79.71419185282524,33.57843137254902,1610612757,12,5,2026-04-13T00:46:00Z,250000,False,-82.0,138.0,1,right,J. Holiday 16' pullup Jump Shot (4 PTS) (D. Avdija 1 AST),"[201950, 1630166]",1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,16.07,Made,,,,,,,4.0,D. Avdija,1630166.0,1.0,,,,,,,,
27,PT09M07.00S,2026-04-13T00:46:14.1Z,1,REGULAR,3pt,Jump Shot,[],1642875,32.40801576872536,49.26470588235294,1610612758,12,8,2026-04-13T00:46:17Z,270000,False,4.0,252.0,1,left,M. Raynaud 25' 3PT  (3 PTS) (D. Carter 1 AST),"[1642875, 1642269]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Center,25.21,Made,,,,,,,3.0,D. Carter,1642269.0,1.0,,,,,,,,
29,PT08M57.00S,2026-04-13T00:46:23.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,93.77463863337714,49.50980392156863,1610612757,14,8,2026-04-13T00:46:26Z,290000,False,-2.0,6.0,1,right,D. Clingan cutting DUNK (5 PTS) (S. Henderson 1 AST),"[1642270, 1630703]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,5.0,S. Henderson,1630703.0,1.0,,,,,,,,
