actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
259,PT05M48.00S,2026-04-03T03:00:11.1Z,2,REGULAR,foul,personal,['1freethrow'],1642270,,,1610612740,45,53,2026-04-03T03:00:18Z,2580000,False,,,0,,D. Clingan shooting personal FOUL (3 PF) (Murphy III 1 FT),"[1642270, 1630530]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1627526.0,3.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
261,PT05M48.00S,2026-04-03T03:00:23.3Z,2,REGULAR,substitution,out,[],1642270,,,1610612740,45,53,2026-04-03T03:00:27Z,2600000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M48.00S,2026-04-03T03:00:23.3Z,2,REGULAR,substitution,in,[],1629057,,,1610612740,45,53,2026-04-03T03:00:27Z,2610000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M48.00S,2026-04-03T03:00:39.5Z,2,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,45,54,2026-04-03T03:00:39Z,2620000,False,,,0,,T. Murphy III Free Throw 1 of 1 (7 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
264,PT05M28.00S,2026-04-03T03:01:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,80.50262812089356,35.049019607843135,1610612757,45,54,2026-04-03T03:10:25Z,2630000,False,-75.0,131.0,1,right,MISS R. Williams III 15' Jump Shot,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,15.07,,,,,,,,,,,
265,PT05M24.00S,2026-04-03T03:01:05.4Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612740,45,54,2026-04-03T03:01:07Z,2640000,False,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,264.0,,,,,2.0,2.0,0.0,,,,,
266,PT05M15.00S,2026-04-03T03:01:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,7.966491458607096,59.31372549019608,1610612740,45,54,2026-04-03T03:01:17Z,2650000,False,-47.0,22.0,1,left,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.17,,,,,,,,,,,
267,PT05M13.00S,2026-04-03T03:01:15.7Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,45,54,2026-04-03T03:01:17Z,2660000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,266.0,,,,,3.0,3.0,0.0,,,,,
268,PT05M10.00S,2026-04-03T03:01:18.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630703,93.51182654402102,50.73529411764706,1610612757,47,54,2026-04-03T03:01:25Z,2670000,False,4.0,8.0,1,right,S. Henderson running DUNK (12 PTS) (D. Avdija 4 AST),"[1630703, 1630166]",1610612757.0,POR,running,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,,0.93,D. Avdija,1630166.0,4.0,,,,,,,,
271,PT04M55.00S,2026-04-03T03:01:53.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,17.427726675427067,35.53921568627451,1610612740,47,56,2026-04-03T03:01:57Z,2700000,False,72.0,111.0,1,left,J. Fears 13' driving floating Jump Shot (13 PTS),[1642847],1610612740.0,NOP,driving floating,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,13.0,,13.27,,,,,,,,,,,
272,PT04M39.00S,2026-04-03T03:02:08.5Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612757,47,56,2026-04-03T03:02:14Z,2710000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1630180]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Bey,1630180.0,,
273,PT04M39.00S,2026-04-03T03:02:08.5Z,2,REGULAR,steal,,[],1630180,,,1610612740,47,56,2026-04-03T03:02:10Z,2720000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
274,PT04M37.00S,2026-04-03T03:02:16.1Z,2,REGULAR,foul,offensive,[],1630180,,,1610612740,47,56,2026-04-03T03:02:27Z,2730000,False,,,0,,S. Bey charge offensive FOUL (1 PF),"[1630180, 1641739]",1610612740.0,NOP,charge,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1155.0,1.0,0.0,Camara,1641739.0,,,,,,,,,,,,,,,
276,PT04M37.00S,2026-04-03T03:02:16.1Z,2,REGULAR,turnover,offensive foul,[],1630180,,,1610612740,47,56,2026-04-03T03:02:16Z,2750000,False,,,0,,S. Bey offensive foul TURNOVER (1 TO),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1155.0,,,,,,,,,,,,,,,1.0,,,,
277,PT04M32.00S,2026-04-03T03:02:31.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630166,88.25558475689881,55.63725490196079,1610612757,49,56,2026-04-03T03:02:36Z,2760000,False,28.0,58.0,1,right,D. Avdija 6' driving floating Jump Shot (9 PTS),[1630166],1610612757.0,POR,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,9.0,,6.44,,,,,,,,,,,
278,PT04M22.00S,2026-04-03T03:02:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,7.440867279894875,42.15686274509804,1610612740,49,58,2026-04-03T03:02:58Z,2770000,False,39.0,17.0,1,left,T. Murphy III alley-oop Layup (9 PTS) (D. Queen 5 AST),"[1630530, 1642852]",1610612740.0,NOP,alley-oop,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,4.29,D. Queen,1642852.0,5.0,,,,,,,,
280,PT04M22.00S,2026-04-03T03:02:47.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630703,,,1610612740,49,58,2026-04-03T03:02:56Z,2790000,False,,,0,,S. Henderson shooting personal FOUL (2 PF) (Murphy III 1 FT),"[1630703, 1630530]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1627526.0,2.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
282,PT04M22.00S,2026-04-03T03:02:56.9Z,2,REGULAR,substitution,out,[],1630703,,,1610612740,49,58,2026-04-03T03:03:33Z,2810000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M22.00S,2026-04-03T03:02:56.9Z,2,REGULAR,substitution,in,[],201950,,,1610612740,49,58,2026-04-03T03:03:33Z,2820000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M22.00S,2026-04-03T03:03:15.7Z,2,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,49,59,2026-04-03T03:03:15Z,2830000,False,,,0,,T. Murphy III Free Throw 1 of 1 (10 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
285,PT04M09.00S,2026-04-03T03:03:30.8Z,2,REGULAR,turnover,lost ball,[],1641739,,,1610612757,49,59,2026-04-03T03:03:36Z,2840000,False,,,0,,T. Camara lost ball TURNOVER (1 TO),"[1641739, 1642852]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Queen,1642852.0,,
286,PT04M09.00S,2026-04-03T03:03:30.8Z,2,REGULAR,steal,,[],1642852,,,1610612740,49,59,2026-04-03T03:03:33Z,2850000,False,,,0,,D. Queen STEAL (1 STL),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
287,PT04M04.00S,2026-04-03T03:03:35.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,7.30946123521682,54.166666666666664,1610612740,49,59,2026-04-03T03:03:40Z,2860000,False,-21.0,16.0,1,left,MISS T. Murphy III running Layup,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.64,,,,,,,,,,,
288,PT04M01.00S,2026-04-03T03:03:37.5Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,49,59,2026-04-03T03:03:37Z,2870000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,,287.0,,,,,1.0,1.0,0.0,,,,,
294,PT03M55.00S,2026-04-03T03:03:57.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,90.22667542706965,45.83333333333333,1610612757,49,59,2026-04-03T03:06:19Z,2905000,False,-21.0,39.0,1,right,MISS D. Avdija driving Layup - blocked,"[1630166, 1642847]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.46,,,,,,,,,,Fears,1642847.0
295,PT03M55.00S,2026-04-03T03:03:57.1Z,2,REGULAR,block,,[],1642847,,,1610612757,49,59,2026-04-03T03:06:19Z,2907500,False,,,0,,J. Fears BLOCK (1 BLK),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
296,PT03M55.00S,2026-04-03T03:03:57.1Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,49,59,2026-04-03T03:27:35Z,2908750,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,294.0,,,,,3.0,3.0,0.0,,,,,
292,PT03M55.00S,2026-04-03T03:04:09.2Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612740,49,59,2026-04-03T03:06:21Z,2910000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M49.00S,2026-04-03T03:06:48.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,28.86005256241787,74.75490196078431,1610612740,49,59,2026-04-03T03:06:54Z,2930000,False,-124.0,219.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.14,,,,,,,,,,,
298,PT03M48.00S,2026-04-03T03:06:49.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,49,59,2026-04-03T03:06:54Z,2940000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,297.0,,,,,,,,,,,,
300,PT03M31.00S,2026-04-03T03:07:11.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,89.83245729303549,44.36274509803921,1610612757,49,59,2026-04-03T03:07:17Z,2960000,False,-28.0,43.0,1,right,MISS T. Camara driving reverse Layup,[1641739],1610612757.0,POR,driving reverse,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.15,,,,,,,,,,,
301,PT03M28.00S,2026-04-03T03:07:16.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,49,59,2026-04-03T03:07:16Z,2970000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,300.0,,,,,,,,,,,,
303,PT03M26.00S,2026-04-03T03:07:31.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630166,91.67214191852825,75.73529411764706,1610612757,51,59,2026-04-03T03:07:37Z,2990000,False,129.0,26.0,1,right,D. Avdija 13' Jump Shot (11 PTS) (J. Holiday 2 AST),"[1630166, 201950]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,,Made,11.0,,13.13,J. Holiday,201950.0,2.0,,,,,,,,
306,PT03M09.00S,2026-04-03T03:07:51.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629680,,,1610612740,51,59,2026-04-03T03:08:01Z,3020000,False,,,0,,M. Thybulle personal FOUL (1 PF) (Fears 2 FT),"[1629680, 1642847]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,1179.0,1.0,0.0,Fears,1642847.0,,,,,,,,,,,,,,,
308,PT03M09.00S,2026-04-03T03:08:20.7Z,2,REGULAR,freethrow,1 of 2,[],1642847,,,1610612740,51,59,2026-04-03T03:08:20Z,3040000,False,,,0,,MISS J. Fears Free Throw 1 of 2,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
309,PT03M09.00S,2026-04-03T03:08:20.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,51,59,2026-04-03T03:08:20Z,3050000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,
310,PT03M09.00S,2026-04-03T03:08:38.8Z,2,REGULAR,freethrow,2 of 2,[],1642847,,,1610612740,51,60,2026-04-03T03:08:38Z,3060000,False,,,0,,J. Fears Free Throw 2 of 2 (14 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
311,PT02M55.00S,2026-04-03T03:08:51.7Z,2,REGULAR,3pt,Jump Shot,[],201950,84.83902759526939,3.6764705882352944,1610612757,51,60,2026-04-03T03:08:57Z,3070000,False,-232.0,90.0,1,right,MISS J. Holiday 24' 3PT,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left,,,,,,Missed,,,24.85,,,,,,,,,,,
312,PT02M51.00S,2026-04-03T03:08:55.7Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612757,51,60,2026-04-03T03:08:57Z,3080000,False,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left,,,,,,,,311.0,,,,,4.0,2.0,2.0,,,,,
313,PT02M49.00S,2026-04-03T03:08:58.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,90.09526938239159,1.715686274509804,1610612757,54,60,2026-04-03T03:09:04Z,3090000,False,-241.0,41.0,1,right,T. Camara 24' 3PT  (12 PTS) (J. Holiday 3 AST),"[1641739, 201950]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,Made,12.0,,24.48,J. Holiday,201950.0,3.0,,,,,,,,
315,PT02M31.00S,2026-04-03T03:09:15.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,6.652431011826544,59.80392156862745,1610612740,54,60,2026-04-03T03:09:18Z,3110000,False,-49.0,10.0,1,left,MISS D. Queen cutting Layup,[1642852],1610612740.0,NOP,cutting,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.0,,,,,,,,,,,
316,PT02M29.00S,2026-04-03T03:09:17.3Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,54,60,2026-04-03T03:09:18Z,3120000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,315.0,,,,,2.0,2.0,0.0,,,,,
317,PT02M25.00S,2026-04-03T03:09:21.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630166,89.96386333771353,96.32352941176471,1610612757,57,60,2026-04-03T03:09:28Z,3130000,False,232.0,42.0,1,right,D. Avdija 3PT running (14 PTS) (J. Holiday 4 AST),"[1630166, 201950]",1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,,,Made,14.0,,23.53,J. Holiday,201950.0,4.0,,,,,,,,
319,PT02M24.00S,2026-04-03T03:09:28.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,57,60,2026-04-03T03:09:28Z,3150000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M24.00S,2026-04-03T03:10:43.5Z,2,REGULAR,substitution,out,[],1642852,,,1610612740,57,60,2026-04-03T03:11:04Z,3160000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M24.00S,2026-04-03T03:10:43.5Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,57,60,2026-04-03T03:11:04Z,3170000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M24.00S,2026-04-03T03:10:43.5Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,57,60,2026-04-03T03:13:29Z,3175000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M24.00S,2026-04-03T03:10:43.5Z,2,REGULAR,substitution,in,[],1642274,,,1610612740,57,60,2026-04-03T03:13:29Z,3177500,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M12.00S,2026-04-03T03:11:22.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612740,57,60,2026-04-03T03:11:29Z,3180000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Williamson 2 FT),"[1630166, 1629627]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,1155.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
324,PT02M12.00S,2026-04-03T03:11:49.3Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,57,61,2026-04-03T03:11:49Z,3200000,False,,,0,,Z. Williamson Free Throw 1 of 2 (8 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
325,PT02M12.00S,2026-04-03T03:12:05.4Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,57,62,2026-04-03T03:12:05Z,3210000,False,,,0,,Z. Williamson Free Throw 2 of 2 (9 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
327,PT01M52.00S,2026-04-03T03:12:38.6Z,2,REGULAR,foul,personal,[],1642847,,,1610612757,57,62,2026-04-03T03:12:46Z,3230000,False,,,0,,J. Fears personal FOUL (1 PF),"[1642847, 1630166]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,8-16 Right,1627526.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
329,PT01M52.00S,2026-04-03T03:12:46.3Z,2,REGULAR,substitution,out,[],1629627,,,1610612757,57,62,2026-04-03T03:13:09Z,3250000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT01M52.00S,2026-04-03T03:12:46.3Z,2,REGULAR,substitution,in,[],1630530,,,1610612757,57,62,2026-04-03T03:13:51Z,3265000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M42.00S,2026-04-03T03:13:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.72339027595268,46.32352941176471,1610612757,57,62,2026-04-03T03:22:36Z,3270000,False,-18.0,16.0,1,right,MISS J. Holiday cutting Layup,[201950],1610612757.0,POR,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.43,,,,,,,,,,,
332,PT01M40.00S,2026-04-03T03:13:15.1Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,57,62,2026-04-03T03:13:17Z,3280000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,331.0,,,,,4.0,4.0,0.0,,,,,
335,PT01M23.00S,2026-04-03T03:13:32.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,11.12023653088042,61.274509803921575,1610612740,57,62,2026-04-03T03:13:36Z,3290000,False,-56.0,52.0,1,left,MISS H. Jones 7' pullup Shot,[1630529],1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.67,,,,,,,,,,,
336,PT01M21.00S,2026-04-03T03:13:34.5Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,57,62,2026-04-03T03:13:36Z,3300000,False,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,335.0,,,,,5.0,3.0,2.0,,,,,
338,PT01M10.00S,2026-04-03T03:13:45.7Z,2,REGULAR,3pt,Jump Shot,[],1630166,65.39093298291722,42.8921568627451,1610612757,60,62,2026-04-03T03:13:54Z,3320000,False,-36.0,273.0,1,right,D. Avdija 27' 3PT  (17 PTS) (M. Thybulle 1 AST),"[1630166, 1629680]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,Made,17.0,,27.51,M. Thybulle,1629680.0,1.0,,,,,,,,
342,PT00M49.10S,2026-04-03T03:14:11.9Z,2,REGULAR,3pt,Jump Shot,[],1630530,14.71747700394218,3.4543504901960786,1610612740,60,65,2026-04-03T03:24:49Z,3350000,False,233.0,86.0,1,left,T. Murphy III 24' 3PT step back (13 PTS) (H. Jones 1 AST),"[1630530, 1630529]",1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,,Made,13.0,,24.8,H. Jones,1630529.0,1.0,,,,,,,,
345,PT00M32.40S,2026-04-03T03:14:57.4Z,2,REGULAR,3pt,Jump Shot,[],201950,69.59592641261499,24.264705882352942,1610612757,60,65,2026-04-03T03:15:01Z,3370000,False,-129.0,233.0,1,right,MISS J. Holiday 26' step back 3PT,[201950],1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.64,,,,,,,,,,,
346,PT00M29.00S,2026-04-03T03:15:00.8Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,60,65,2026-04-03T03:15:01Z,3380000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,,,345.0,,,,,5.0,5.0,0.0,,,,,
347,PT00M27.30S,2026-04-03T03:15:03.4Z,2,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,60,65,2026-04-03T03:15:10Z,3390000,False,,,0,,T. Murphy III bad pass out-of-bounds TURNOVER (1 TO),[1630530],1610612740.0,NOP,bad pass,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,1627526.0,,,,,,,,,,,,,,,1.0,,,,
348,PT00M10.60S,2026-04-03T03:15:31.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,88.91261498028909,50.98039215686274,1610612757,60,65,2026-04-03T03:15:34Z,3400000,False,5.0,52.0,1,right,MISS D. Avdija driving Layup - blocked,"[1630166, 1642274]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.19,,,,,,,,,,Missi,1642274.0
349,PT00M10.60S,2026-04-03T03:15:31.5Z,2,REGULAR,block,,[],1642274,,,1610612757,60,65,2026-04-03T03:15:33Z,3410000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
350,PT00M08.00S,2026-04-03T03:15:34.1Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,60,65,2026-04-03T03:15:34Z,3420000,False,,,0,,Y. Missi REBOUND (Off:4 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,348.0,,,,,6.0,2.0,4.0,,,,,
351,PT00M02.00S,2026-04-03T03:15:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,8.623521681997373,46.81372549019608,1610612740,60,65,2026-04-03T03:15:44Z,3430000,False,16.0,29.0,1,left,MISS S. Bey driving Layup,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.27,,,,,,,,,,,
352,PT00M02.00S,2026-04-03T03:15:40.1Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612757,60,65,2026-04-03T03:15:44Z,3440000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:2),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,351.0,,,,,3.0,2.0,1.0,,,,,
353,PT00M00.00S,2026-04-03T03:15:52.0Z,2,REGULAR,period,end,[],0,,,1610612757,60,65,2026-04-03T03:15:52Z,3450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2026-04-03T03:26:41.6Z,3,REGULAR,substitution,out,['startperiod'],1629680,,,1610612757,60,65,2026-04-03T03:30:58Z,3460000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
