actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-26T02:12:05.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-26T02:12:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-26T02:12:08.0Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612757,0,0,2026-03-26T02:12:08Z,40000,False,,,0,,Jump Ball D. Clingan vs. J. Sims: Tip to D. Avdija,"[1630166, 1642270, 1630579]",1610612757.0,POR,startperiod,D. Avdija,1630166.0,Avdija,D. Avdija,Clingan,1642270.0,Sims,1630579.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2026-03-26T02:12:28.3Z,1,REGULAR,3pt,Jump Shot,[],201950,90.88370565045992,4.411764705882353,1610612757,3,0,2026-03-26T02:12:34Z,70000,False,-228.0,33.0,1,right,J. Holiday 3PT  (3 PTS) (D. Avdija 1 AST),"[201950, 1630166]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.03,Made,3.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2026-03-26T02:12:41.8Z,1,REGULAR,3pt,Jump Shot,[],1631157,30.436925098554536,25.49019607843137,1610612749,3,0,2026-03-26T02:12:59Z,90000,False,123.0,234.0,1,left,MISS R. Rollins 26' pullup 3PT,[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2026-03-26T02:12:43.8Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,3,0,2026-03-26T02:12:48Z,100000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M02.00S,2026-03-26T02:13:02.7Z,1,REGULAR,foul,personal,['2freethrow'],1631250,,,1610612757,3,0,2026-03-26T02:13:11Z,110000,False,,,0,,P. Nance shooting personal FOUL (1 PF) (Avdija 2 FT),"[1631250, 1630166]",1610612749.0,MIL,shooting,,,Nance,P. Nance,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1201.0,1.0,0.0,Avdija,1630166.0,,,,,
13,PT11M02.00S,2026-03-26T02:13:31.8Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,4,0,2026-03-26T02:13:31Z,130000,False,,,0,,D. Avdija Free Throw 1 of 2 (1 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2026-03-26T02:13:46.5Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,5,0,2026-03-26T02:13:46Z,140000,False,,,0,,D. Avdija Free Throw 2 of 2 (2 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M46.00S,2026-03-26T02:14:04.2Z,1,REGULAR,turnover,lost ball,[],1631172,,,1610612749,5,0,2026-03-26T02:14:08Z,150000,False,,,0,,O. Dieng lost ball TURNOVER (1 TO),"[1631172, 1642270]",1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Clingan,1642270.0,,
16,PT10M46.00S,2026-03-26T02:14:04.2Z,1,REGULAR,steal,,[],1642270,,,1610612757,5,0,2026-03-26T02:16:53Z,160000,False,,,0,,D. Clingan STEAL (1 STL),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
