actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
84,PT05M24.00S,2025-12-24T03:23:06.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,13,18,2025-12-24T03:23:11Z,840000,False,,,0,,D. Clingan REBOUND (Off:1 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,,,,83.0,4.0,3.0,1.0,,,,,,,,,,,,,
85,PT05M19.00S,2025-12-24T03:23:14.9Z,1,REGULAR,foul,personal,[],1626145,,,1610612757,13,18,2025-12-24T03:23:35Z,850000,False,,,0,,T. Jones personal FOUL (1 PF),"[1626145, 1631101]",1610612753.0,ORL,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1148.0,1.0,0.0,Sharpe,1631101.0,,,
87,PT05M19.00S,2025-12-24T03:23:21.9Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,13,18,2025-12-24T03:23:39Z,870000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M19.00S,2025-12-24T03:23:21.9Z,1,REGULAR,substitution,out,[],1631200,,,1610612757,13,18,2025-12-24T03:23:39Z,890000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M19.00S,2025-12-24T03:23:21.9Z,1,REGULAR,substitution,out,[],1626145,,,1610612757,13,18,2025-12-24T03:23:39Z,900000,False,,,0,,SUB out: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M19.00S,2025-12-24T03:23:21.9Z,1,REGULAR,substitution,in,[],1631321,,,1610612757,13,18,2025-12-24T03:23:39Z,910000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M19.00S,2025-12-24T03:23:21.9Z,1,REGULAR,substitution,in,[],1631126,,,1610612757,13,18,2025-12-24T03:23:39Z,920000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M19.00S,2025-12-24T03:23:21.9Z,1,REGULAR,substitution,in,[],1641871,,,1610612757,13,18,2025-12-24T03:23:39Z,930000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M19.00S,2025-12-24T03:23:21.9Z,1,REGULAR,substitution,in,[],1642859,,,1610612757,13,18,2025-12-24T03:23:39Z,940000,False,,,0,,SUB in: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M19.00S,2025-12-24T03:23:21.9Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,13,18,2025-12-24T03:24:13Z,945000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M14.00S,2025-12-24T03:23:43.3Z,1,REGULAR,3pt,Jump Shot,[],1631101,66.3107752956636,54.90196078431373,1610612757,13,18,2025-12-24T03:29:27Z,950000,False,25.0,264.0,1,right,MISS S. Sharpe 26' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,26.53,Missed,,,,,,,,,,,,,,,,,,
96,PT05M09.00S,2025-12-24T03:23:47.0Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,13,18,2025-12-24T03:23:47Z,960000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Center,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,
97,PT04M56.00S,2025-12-24T03:24:02.5Z,1,REGULAR,foul,personal,['2freethrow'],1641871,,,1610612753,13,18,2025-12-24T03:24:24Z,970000,False,,,0,,D. Reath shooting personal FOUL (1 PF) (Banchero 2 FT),"[1641871, 1631094]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1148.0,1.0,0.0,Banchero,1631094.0,,,
100,PT04M56.00S,2025-12-24T03:24:33.6Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,13,19,2025-12-24T03:24:33Z,990000,False,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
101,PT04M56.00S,2025-12-24T03:24:34.5Z,1,REGULAR,substitution,out,[],1631101,,,1610612753,13,19,2025-12-24T03:24:40Z,1000000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M56.00S,2025-12-24T03:24:34.5Z,1,REGULAR,substitution,in,[],1641712,,,1610612753,13,19,2025-12-24T03:24:40Z,1010000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M56.00S,2025-12-24T03:24:53.7Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,13,20,2025-12-24T03:24:53Z,1020000,False,,,0,,P. Banchero Free Throw 2 of 2 (4 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
104,PT04M37.00S,2025-12-24T03:25:20.2Z,1,REGULAR,turnover,out-of-bounds,[],1641739,,,1610612757,13,20,2025-12-24T03:25:26Z,1030000,False,,,0,,T. Camara bad pass out-of-bounds TURNOVER (1 TO),[1641739],1610612757.0,POR,bad pass,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202053.0,,,,,1.0,,
105,PT04M14.00S,2025-12-24T03:25:49.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642869,10.775295663600525,56.640625,1610612753,13,20,2025-12-24T03:30:50Z,1040000,False,-33.0,49.0,1,left,MISS N. Penda driving Hook,[1642869],1610612753.0,ORL,driving,,,Penda,N. Penda,,,,,In The Paint (Non-RA),0-8 Center,5.9,Missed,,,,,,,,,,,,,,,,,,
106,PT04M13.00S,2025-12-24T03:25:50.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,13,20,2025-12-24T03:26:24Z,1050000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,105.0,,,,,,,,,,,,,,,,
107,PT04M13.00S,2025-12-24T03:25:55.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,13,20,2025-12-24T03:26:01Z,1060000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1148.0,,,,,,,
108,PT03M56.00S,2025-12-24T03:26:24.5Z,1,REGULAR,turnover,out-of-bounds,[],1631321,,,1610612757,13,20,2025-12-24T03:26:30Z,1070000,False,,,0,,S. Cissoko bad pass out-of-bounds TURNOVER (1 TO),[1631321],1610612757.0,POR,bad pass,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,202053.0,,,,,1.0,,
109,PT03M49.00S,2025-12-24T03:26:40.6Z,1,REGULAR,foul,personal,[],1641712,,,1610612753,13,20,2025-12-24T03:26:49Z,1080000,False,,,0,,R. Rupert personal FOUL (1 PF),"[1641712, 1641710]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1630888.0,1.0,0.0,Black,1641710.0,,,
111,PT03M45.00S,2025-12-24T03:26:56.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641710,33.065045992115635,47.794117647058826,1610612753,13,20,2025-12-24T03:32:04Z,1100000,False,11.0,258.0,1,left,MISS A. Black 25' pullup 3PT,[1641710],1610612753.0,ORL,pullup,,,Black,A. Black,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
112,PT03M41.00S,2025-12-24T03:26:59.6Z,1,REGULAR,rebound,offensive,[],1642859,,,1610612753,13,20,2025-12-24T03:26:59Z,1110000,False,,,0,,J. Richardson REBOUND (Off:1 Def:0),[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,111.0,1.0,0.0,1.0,,,,,,,,,,,,,
113,PT03M31.00S,2025-12-24T03:27:09.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642869,16.031537450722734,50.61274509803921,1610612753,13,20,2025-12-24T03:27:17Z,1120000,False,-3.0,98.0,1,left,MISS N. Penda 9' driving floating Shot,[1642869],1610612753.0,ORL,driving floating,,,Penda,N. Penda,,,,,In The Paint (Non-RA),8-16 Center,9.82,Missed,,,,,,,,,,,,,,,,,,
114,PT03M28.00S,2025-12-24T03:27:12.7Z,1,REGULAR,rebound,offensive,[],1642859,,,1610612753,13,20,2025-12-24T03:27:17Z,1130000,False,,,0,,J. Richardson REBOUND (Off:2 Def:0),[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,,,,113.0,2.0,0.0,2.0,,,,,,,,,,,,,
115,PT03M28.00S,2025-12-24T03:27:13.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642859,8.492115637319317,49.01960784313725,1610612753,13,22,2025-12-24T03:27:20Z,1140000,False,5.0,27.0,1,left,J. Richardson putback Layup (2 PTS),[1642859],1610612753.0,ORL,putback,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,2.77,Made,2.0,,,,,,,,,,,,,,,,,
116,PT03M11.00S,2025-12-24T03:27:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641712,92.46057818659659,51.71568627450981,1610612757,15,22,2025-12-24T03:27:35Z,1150000,False,9.0,18.0,1,right,R. Rupert driving Layup (2 PTS) (D. Reath 1 AST),"[1641712, 1641871]",1610612757.0,POR,driving,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,2.03,Made,2.0,,,,,,,D. Reath,1641871.0,1.0,,,,,,,,
118,PT02M48.00S,2025-12-24T03:27:54.8Z,1,REGULAR,foul,personal,['2freethrow'],1641871,,,1610612753,15,22,2025-12-24T03:28:04Z,1170000,False,,,0,,D. Reath shooting personal FOUL (2 PF) (Isaac 2 FT),"[1641871, 1628371]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202053.0,2.0,0.0,Isaac,1628371.0,,,
120,PT02M48.00S,2025-12-24T03:28:08.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,15,22,2025-12-24T03:28:08Z,1190000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M48.00S,2025-12-24T03:30:25.0Z,1,REGULAR,substitution,out,[],1641871,,,1610612753,15,22,2025-12-24T03:30:44Z,1200000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M48.00S,2025-12-24T03:30:25.0Z,1,REGULAR,substitution,out,[],1641710,,,1610612753,15,22,2025-12-24T03:30:44Z,1210000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M48.00S,2025-12-24T03:30:25.0Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,15,22,2025-12-24T03:30:44Z,1220000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M48.00S,2025-12-24T03:30:25.0Z,1,REGULAR,substitution,in,[],1642905,,,1610612753,15,22,2025-12-24T03:30:44Z,1230000,False,,,0,,SUB in: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M48.00S,2025-12-24T03:30:25.0Z,1,REGULAR,substitution,in,[],1641724,,,1610612753,15,22,2025-12-24T03:30:44Z,1240000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M48.00S,2025-12-24T03:30:25.0Z,1,REGULAR,substitution,in,[],1630217,,,1610612753,15,22,2025-12-24T03:30:44Z,1250000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M48.00S,2025-12-24T03:31:11.6Z,1,REGULAR,freethrow,1 of 2,[],1628371,,,1610612753,15,22,2025-12-24T03:31:11Z,1260000,False,,,0,,MISS J. Isaac Free Throw 1 of 2,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
128,PT02M48.00S,2025-12-24T03:31:11.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,15,22,2025-12-24T03:31:11Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,
129,PT02M48.00S,2025-12-24T03:31:28.6Z,1,REGULAR,freethrow,2 of 2,[],1628371,,,1610612753,15,23,2025-12-24T03:31:28Z,1280000,False,,,0,,J. Isaac Free Throw 2 of 2 (1 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
130,PT02M31.00S,2025-12-24T03:31:48.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,91.93495400788436,55.14705882352941,1610612757,15,23,2025-12-24T03:34:26Z,1290000,False,26.0,23.0,1,right,MISS T. Camara driving Layup,[1641739],1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,,
131,PT02M30.00S,2025-12-24T03:31:49.1Z,1,REGULAR,rebound,offensive,[],1642905,,,1610612757,15,23,2025-12-24T03:34:26Z,1300000,False,,,0,,Yang REBOUND (Off:1 Def:0),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Restricted Area,0-8 Center,,,,130.0,1.0,0.0,1.0,,,,,,,,,,,,,
132,PT02M30.00S,2025-12-24T03:31:54.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642905,94.40999984741211,50.0,1610612757,17,23,2025-12-24T03:34:30Z,1310000,False,0.0,0.0,1,right,Yang tip Layup (2 PTS),[1642905],1610612757.0,POR,tip,,,Hansen,Yang,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
133,PT02M08.00S,2025-12-24T03:32:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642869,9.411957950065702,44.6078431372549,1610612753,17,25,2025-12-24T03:32:14Z,1320000,False,27.0,36.0,1,left,N. Penda driving Layup (2 PTS) (J. Richardson 1 AST),"[1642869, 1642859]",1610612753.0,ORL,driving,,,Penda,N. Penda,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,2.0,,,,,,,J. Richardson,1642859.0,1.0,,,,,,,,
134,PT01M50.00S,2025-12-24T03:32:31.9Z,1,REGULAR,foul,personal,['2freethrow'],1628371,,,1610612757,17,25,2025-12-24T03:32:44Z,1330000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Hansen 2 FT),"[1628371, 1642905]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202053.0,1.0,0.0,Hansen,1642905.0,,,
136,PT01M50.00S,2025-12-24T03:33:07.4Z,1,REGULAR,freethrow,1 of 2,[],1642905,,,1610612757,18,25,2025-12-24T03:33:07Z,1350000,False,,,0,,Yang Free Throw 1 of 2 (3 PTS),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
137,PT01M50.00S,2025-12-24T03:33:08.3Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,18,25,2025-12-24T03:33:16Z,1360000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M50.00S,2025-12-24T03:33:08.3Z,1,REGULAR,substitution,out,[],1631321,,,1610612757,18,25,2025-12-24T03:33:16Z,1370000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M50.00S,2025-12-24T03:33:08.3Z,1,REGULAR,substitution,out,[],1628371,,,1610612757,18,25,2025-12-24T03:33:16Z,1380000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M50.00S,2025-12-24T03:33:08.3Z,1,REGULAR,substitution,in,[],1630166,,,1610612757,18,25,2025-12-24T03:33:16Z,1390000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M50.00S,2025-12-24T03:33:08.3Z,1,REGULAR,substitution,in,[],1631200,,,1610612757,18,25,2025-12-24T03:33:16Z,1400000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M50.00S,2025-12-24T03:33:08.3Z,1,REGULAR,substitution,in,[],1628976,,,1610612757,18,25,2025-12-24T03:33:16Z,1410000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M50.00S,2025-12-24T03:33:25.6Z,1,REGULAR,freethrow,2 of 2,[],1642905,,,1610612757,19,25,2025-12-24T03:33:25Z,1420000,False,,,0,,Yang Free Throw 2 of 2 (4 PTS),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
144,PT01M37.00S,2025-12-24T03:33:39.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,33.590670170827856,60.049019607843135,1610612753,19,25,2025-12-24T03:33:47Z,1430000,False,-50.0,263.0,1,left,MISS D. Bane 26' 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,26.8,Missed,,,,,,,,,,,,,,,,,,
145,PT01M30.00S,2025-12-24T03:33:45.8Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,19,25,2025-12-24T03:33:45Z,1440000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,,
146,PT01M22.00S,2025-12-24T03:34:37.5Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612753,19,25,2025-12-24T03:37:29Z,1450000,False,,,0,,Jump Ball Yang vs. J. Richardson: Tip to D. Avdija,"[1630166, 1642905, 1642859]",1610612757.0,POR,heldball,D. Avdija,1630166.0,Avdija,D. Avdija,Hansen,1642905.0,Richardson,1642859.0,,,,,,,,,,,,,,,,,,,,,,
149,PT01M22.00S,2025-12-24T03:34:37.5Z,1,REGULAR,turnover,lost ball,[],1642859,,,1610612753,19,25,2025-12-24T03:38:01Z,1480000,False,,,0,,J. Richardson lost ball TURNOVER (1 TO),"[1642859, 1642905]",1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Hansen,1642905.0
150,PT01M22.00S,2025-12-24T03:34:37.5Z,1,REGULAR,steal,,[],1642905,,,1610612757,19,25,2025-12-24T03:34:37Z,1490000,False,,,0,,Yang STEAL (1 STL),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
151,PT01M04.00S,2025-12-24T03:34:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,91.93495400788436,55.14705882352941,1610612757,19,25,2025-12-24T03:34:56Z,1500000,False,26.0,23.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,,
152,PT01M01.00S,2025-12-24T03:34:54.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,19,25,2025-12-24T03:34:56Z,1510000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,151.0,3.0,2.0,1.0,,,,,,,,,,,,,
153,PT00M49.30S,2025-12-24T03:35:06.0Z,1,REGULAR,3pt,Jump Shot,[],1628976,34.247700394218136,59.31372549019608,1610612753,19,25,2025-12-24T03:35:11Z,1520000,False,-47.0,269.0,1,left,MISS W. Carter Jr. 27' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,27.34,Missed,,,,,,,,,,,,,,,,,,
154,PT00M46.20S,2025-12-24T03:35:09.1Z,1,REGULAR,rebound,defensive,[],1642905,,,1610612757,19,25,2025-12-24T03:35:11Z,1530000,False,,,0,,Yang REBOUND (Off:1 Def:1),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Center,,,,153.0,2.0,1.0,1.0,,,,,,,,,,,,,
155,PT00M42.30S,2025-12-24T03:35:14.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,92.59198423127464,51.9607843137255,1610612757,21,25,2025-12-24T03:35:20Z,1540000,False,10.0,17.0,1,right,D. Avdija running Layup (4 PTS) (Yang 1 AST),"[1630166, 1642905]",1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.97,Made,4.0,,,,,,,Yang,1642905.0,1.0,,,,,,,,
157,PT00M32.70S,2025-12-24T03:35:29.4Z,1,REGULAR,turnover,out-of-bounds,[],1642869,,,1610612753,21,25,2025-12-24T03:35:34Z,1560000,False,,,0,,N. Penda lost ball out-of-bounds TURNOVER (1 TO),[1642869],1610612753.0,ORL,lost ball,,,Penda,N. Penda,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1148.0,,,,,1.0,,
159,PT00M19.40S,2025-12-24T03:35:48.5Z,1,REGULAR,foul,offensive,[],1642905,,,1610612757,21,25,2025-12-24T03:36:01Z,1570000,False,,,0,,Yang offensive FOUL (1 PF),"[1642905, 1628976]",1610612757.0,POR,,,,Hansen,Yang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202053.0,1.0,0.0,Carter Jr.,1628976.0,,,
161,PT00M19.40S,2025-12-24T03:35:48.5Z,1,REGULAR,turnover,offensive foul,[],1642905,,,1610612757,21,25,2025-12-24T03:35:48Z,1590000,False,,,0,,Yang offensive foul TURNOVER (1 TO),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202053.0,,,,,1.0,,
162,PT00M19.40S,2025-12-24T03:36:03.1Z,1,REGULAR,substitution,out,[],1642905,,,1610612753,21,25,2025-12-24T03:36:09Z,1600000,False,,,0,,SUB out: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M19.40S,2025-12-24T03:36:03.1Z,1,REGULAR,substitution,in,[],1641739,,,1610612753,21,25,2025-12-24T03:36:09Z,1610000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2025-12-24T03:36:47.2Z,1,REGULAR,period,end,[],0,,,1610612753,21,25,2025-12-24T03:36:53Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-12-24T03:38:28.9Z,2,REGULAR,substitution,out,['startperiod'],1641712,,,1610612753,21,25,2025-12-24T03:39:09Z,1640000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-12-24T03:38:28.9Z,2,REGULAR,substitution,out,['startperiod'],1641739,,,1610612753,21,25,2025-12-24T03:39:09Z,1650000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-12-24T03:38:28.9Z,2,REGULAR,substitution,in,['startperiod'],1642270,,,1610612753,21,25,2025-12-24T03:39:09Z,1660000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-12-24T03:38:28.9Z,2,REGULAR,substitution,in,['startperiod'],1631321,,,1610612753,21,25,2025-12-24T03:39:09Z,1670000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-12-24T03:39:15.2Z,2,REGULAR,period,start,[],0,,,1610612757,21,25,2025-12-24T03:39:15Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M46.00S,2025-12-24T03:39:29.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,84.83902759526939,40.931372549019606,1610612757,21,25,2025-12-24T03:39:36Z,1690000,False,-45.0,90.0,1,right,MISS D. Avdija 10' fadeaway Shot,[1630166],1610612757.0,POR,fadeaway,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,10.08,Missed,,,,,,,,,,,,,,,,,,
