actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
19,PT11M06.00S,2026-04-11T02:16:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,80.89684625492772,50.49019607843137,1610612746,4,2,2026-04-11T02:16:29Z,190000,False,2.0,127.0,1,right,B. Lopez 12' floating Jump Shot (2 PTS) (D. Garland 1 AST),"[201572, 1629636]",1610612746.0,LAC,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,12.71,,,,,D. Garland,1629636.0,1.0,,,,,
21,PT10M54.00S,2026-04-11T02:16:14.8Z,1,REGULAR,3pt,Jump Shot,[],1642270,32.670827858081466,43.38235294117647,1610612757,7,2,2026-04-11T02:16:22Z,210000,False,33.0,255.0,1,left,D. Clingan 25' 3PT  (3 PTS) (J. Holiday 1 AST),"[1642270, 201950]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,25.67,,,,,J. Holiday,201950.0,1.0,,,,,
23,PT10M34.00S,2026-04-11T02:16:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,83.52496714848883,54.166666666666664,1610612746,7,2,2026-04-11T02:16:39Z,230000,False,21.0,102.0,1,right,MISS D. Garland 10' pullup Shot,[1629636],1610612746.0,LAC,pullup,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.45,,,,,,,,,,,,
24,PT10M31.00S,2026-04-11T02:16:38.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,7,2,2026-04-11T02:16:39Z,240000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,
25,PT10M24.00S,2026-04-11T02:16:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.046649145860711,47.05882352941176,1610612757,9,2,2026-04-11T02:16:51Z,250000,False,15.0,14.0,1,left,D. Avdija driving reverse Layup (4 PTS) (T. Camara 1 AST),"[1630166, 1641739]",1610612757.0,POR,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.01,,,,,T. Camara,1641739.0,1.0,,,,,
27,PT10M23.00S,2026-04-11T02:16:53.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,9,2,2026-04-11T02:16:53Z,270000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT10M07.00S,2026-04-11T02:20:01.8Z,1,REGULAR,3pt,Jump Shot,[],201572,88.38699080157687,94.85294117647058,1610612746,9,5,2026-04-11T02:20:06Z,280000,False,224.0,57.0,1,right,B. Lopez 3PT  (5 PTS) (K. Leonard 1 AST),"[201572, 202695]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,23.14,,,,,K. Leonard,202695.0,1.0,,,,,
30,PT09M56.00S,2026-04-11T02:20:13.0Z,1,REGULAR,3pt,Jump Shot,[],201950,19.398817345597898,91.66666666666666,1610612757,9,5,2026-04-11T02:21:18Z,300000,False,-208.0,130.0,1,left,MISS J. Holiday 24' step back 3PT - blocked,"[201950, 1627884]",1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.54,,,,,,,,Jones Jr.,1627884.0,,,
31,PT09M56.00S,2026-04-11T02:20:13.0Z,1,REGULAR,block,,[],1627884,,,1610612757,9,5,2026-04-11T02:20:15Z,310000,False,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
32,PT09M52.00S,2026-04-11T02:20:17.0Z,1,REGULAR,rebound,offensive,[],201950,,,1610612757,9,5,2026-04-11T02:20:20Z,320000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,30.0,1.0,0.0,1.0,,,,,,,,
33,PT09M50.00S,2026-04-11T02:20:19.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641739,10.068988173455978,27.450980392156865,1610612757,9,5,2026-04-11T02:20:30Z,330000,False,113.0,42.0,1,left,MISS T. Camara 12' driving floating Shot,[1641739],1610612757.0,POR,driving floating,,,Camara,T. Camara,,,,,Mid-Range,8-16 Right,,,,,,Missed,,12.03,,,,,,,,,,,,
34,PT09M47.00S,2026-04-11T02:20:22.0Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,9,5,2026-04-11T02:20:30Z,340000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,
35,PT09M38.00S,2026-04-11T02:20:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,92.59198423127464,54.90196078431373,1610612746,9,7,2026-04-11T02:20:41Z,350000,False,25.0,17.0,1,right,K. Leonard cutting Layup (2 PTS) (B. Lopez 1 AST),"[202695, 201572]",1610612746.0,LAC,cutting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.99,,,,,B. Lopez,201572.0,1.0,,,,,
37,PT09M12.00S,2026-04-11T02:20:57.0Z,1,REGULAR,3pt,Jump Shot,[],1641739,32.802233902759525,66.66666666666666,1610612757,9,7,2026-04-11T02:21:01Z,370000,False,-83.0,256.0,1,left,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.9,,,,,,,,,,,,
38,PT09M09.00S,2026-04-11T02:21:00.0Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,9,7,2026-04-11T02:21:01Z,380000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
39,PT09M04.00S,2026-04-11T02:21:04.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,90.3580814717477,95.34313725490196,1610612746,9,10,2026-04-11T02:21:17Z,390000,False,227.0,38.0,1,right,D. Garland 3PT running (3 PTS) (K. Dunn 1 AST),"[1629636, 1627739]",1610612746.0,LAC,running,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,22.99,,,,,K. Dunn,1627739.0,1.0,,,,,
41,PT08M45.00S,2026-04-11T02:21:24.1Z,1,REGULAR,3pt,Jump Shot,[],1642270,31.225361366622867,66.42156862745098,1610612757,9,10,2026-04-11T02:21:28Z,410000,False,-82.0,241.0,1,left,MISS D. Clingan 25' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.46,,,,,,,,,,,,
42,PT08M41.00S,2026-04-11T02:21:28.1Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,9,10,2026-04-11T02:21:28Z,420000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,
43,PT08M34.00S,2026-04-11T02:21:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,89.43823915900131,38.48039215686275,1610612746,9,12,2026-04-11T02:23:13Z,430000,False,-58.0,47.0,1,right,K. Leonard 7' finger roll Layup (4 PTS),[202695],1610612746.0,LAC,finger roll,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,7.42,,,,,,,,,,,,
44,PT08M34.00S,2026-04-11T02:21:39.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,9,12,2026-04-11T02:21:39Z,440000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M29.00S,2026-04-11T02:24:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.915243101182654,52.69607843137255,1610612757,11,12,2026-04-11T02:25:00Z,450000,False,-13.0,13.0,1,left,D. Avdija cutting Layup (6 PTS) (D. Clingan 1 AST),"[1630166, 1642270]",1610612757.0,POR,cutting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,1.84,,,,,D. Clingan,1642270.0,1.0,,,,,
47,PT08M29.00S,2026-04-11T02:24:43.8Z,1,REGULAR,foul,personal,['1freethrow'],1627739,,,1610612757,11,12,2026-04-11T02:24:51Z,470000,False,,,0,,K. Dunn shooting personal FOUL (2 PF) (Avdija 1 FT),"[1627739, 1630166]",1610612746.0,LAC,shooting,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,1628487.0,2.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
49,PT08M29.00S,2026-04-11T02:25:10.5Z,1,REGULAR,freethrow,1 of 1,[],1630166,,,1610612757,12,12,2026-04-11T02:25:10Z,490000,False,,,0,,D. Avdija Free Throw 1 of 1 (7 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
50,PT08M12.00S,2026-04-11T02:25:30.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,85.10183968462549,60.78431372549019,1610612746,12,12,2026-04-11T02:25:37Z,500000,False,54.0,88.0,1,right,MISS B. Lopez 10' floating Shot,[201572],1610612746.0,LAC,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.28,,,,,,,,,,,,
51,PT08M10.00S,2026-04-11T02:25:32.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,12,12,2026-04-11T02:25:37Z,510000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,
52,PT07M51.00S,2026-04-11T02:25:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,7.046649145860711,45.09803921568628,1610612757,12,12,2026-04-11T02:25:56Z,520000,False,25.0,14.0,1,left,MISS T. Camara driving reverse Layup,[1641739],1610612757.0,POR,driving reverse,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.81,,,,,,,,,,,,
53,PT07M49.00S,2026-04-11T02:25:52.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,12,12,2026-04-11T02:25:56Z,530000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,
54,PT07M43.00S,2026-04-11T02:26:00.1Z,1,REGULAR,3pt,Jump Shot,[],201572,82.86793692509855,93.87254901960785,1610612746,12,12,2026-04-11T02:26:34Z,540000,False,219.0,109.0,1,right,MISS B. Lopez 24' step back 3PT,[201572],1610612746.0,LAC,step back,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.48,,,,,,,,,,,,
55,PT07M40.00S,2026-04-11T02:26:03.1Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,12,12,2026-04-11T02:26:34Z,550000,False,,,0,,D. Clingan REBOUND (Off:0 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,54.0,3.0,3.0,0.0,,,,,,,,
57,PT07M34.00S,2026-04-11T02:26:13.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending', 'fastbreak']",1630166,9.543363994743759,47.794117647058826,1610612757,14,12,2026-04-11T02:26:33Z,570000,False,11.0,37.0,1,left,D. Avdija running Layup (9 PTS),[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,3.88,,,,,,,,,,,,
58,PT07M34.00S,2026-04-11T02:26:16.3Z,1,REGULAR,violation,defensive goaltending,[],1627884,,,1610612757,14,12,2026-04-11T02:26:25Z,580000,False,,,0,,D. Jones Jr. defensive goaltending VIOLATION,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,202027.0,,,,,,,,,,,,,,,,,,,
59,PT07M23.00S,2026-04-11T02:26:41.7Z,1,REGULAR,3pt,Jump Shot,[],201572,77.34888304862024,89.95098039215686,1610612746,14,12,2026-04-11T02:26:49Z,590000,False,200.0,160.0,1,right,MISS B. Lopez 25' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.62,,,,,,,,,,,,
60,PT07M21.00S,2026-04-11T02:26:43.7Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,14,12,2026-04-11T02:30:59Z,600000,False,,,0,,K. Leonard REBOUND (Off:1 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,
61,PT07M15.00S,2026-04-11T02:26:48.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202695,92.59198423127464,52.94117647058824,1610612746,14,14,2026-04-11T02:26:55Z,610000,False,15.0,17.0,1,right,K. Leonard driving bank Jump Shot (6 PTS),[202695],1610612746.0,LAC,driving bank,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,2.25,,,,,,,,,,,,
62,PT07M03.00S,2026-04-11T02:27:01.5Z,1,REGULAR,3pt,Jump Shot,[],1641739,31.35676741130092,34.068627450980394,1610612757,14,14,2026-04-11T02:27:06Z,620000,False,80.0,242.0,1,left,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.51,,,,,,,,,,,,
63,PT07M02.00S,2026-04-11T02:27:02.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,14,14,2026-04-11T02:27:06Z,630000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,62.0,,,,,,,,,,,
65,PT07M02.00S,2026-04-11T02:27:06.5Z,1,REGULAR,substitution,out,[],201950,,,1610612746,14,14,2026-04-11T02:27:19Z,650000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M02.00S,2026-04-11T02:27:06.5Z,1,REGULAR,substitution,out,[],1630703,,,1610612746,14,14,2026-04-11T02:27:19Z,660000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M02.00S,2026-04-11T02:27:06.5Z,1,REGULAR,substitution,in,[],1631101,,,1610612746,14,14,2026-04-11T02:27:19Z,670000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M02.00S,2026-04-11T02:27:06.5Z,1,REGULAR,substitution,in,[],1629680,,,1610612746,14,14,2026-04-11T02:27:19Z,680000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M45.00S,2026-04-11T02:27:45.7Z,1,REGULAR,3pt,Jump Shot,[],1627739,72.35545335085413,18.38235294117647,1610612746,14,14,2026-04-11T02:27:51Z,690000,False,-158.0,207.0,1,right,MISS K. Dunn 26' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.08,,,,,,,,,,,,
70,PT06M41.00S,2026-04-11T02:27:49.7Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,14,14,2026-04-11T02:27:51Z,700000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,
71,PT06M34.00S,2026-04-11T02:27:56.0Z,1,REGULAR,2pt,Jump Shot,[],1631101,22.026938239159,52.450980392156865,1610612757,14,14,2026-04-11T02:28:00Z,710000,False,-12.0,155.0,1,left,MISS S. Sharpe 15' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Center,,,,,,Missed,,15.51,,,,,,,,,,,,
72,PT06M31.00S,2026-04-11T02:27:59.0Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,14,14,2026-04-11T02:28:00Z,720000,False,,,0,,K. Dunn REBOUND (Off:0 Def:2),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,8-16 Center,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,
73,PT06M24.00S,2026-04-11T02:28:06.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,67.62483574244416,33.82352941176471,1610612746,14,17,2026-04-11T02:28:10Z,730000,False,-81.0,252.0,1,right,D. Garland 26' 3PT pullup (6 PTS),[1629636],1610612746.0,LAC,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,26.45,,,,,,,,,,,,
74,PT06M06.00S,2026-04-11T02:28:25.6Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612757,14,17,2026-04-11T02:28:38Z,740000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Avdija 2 FT),"[201572, 1630166]",1610612746.0,LAC,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,203591.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
76,PT06M06.00S,2026-04-11T02:28:57.7Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,14,17,2026-04-11T02:28:57Z,760000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
77,PT06M06.00S,2026-04-11T02:28:57.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,14,17,2026-04-11T02:28:57Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,
78,PT06M06.00S,2026-04-11T02:29:12.7Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,15,17,2026-04-11T02:29:12Z,780000,False,,,0,,D. Avdija Free Throw 2 of 2 (10 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
79,PT05M46.00S,2026-04-11T02:29:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,93.11760840998686,46.568627450980394,1610612746,15,19,2026-04-11T02:29:43Z,790000,False,-17.0,12.0,1,right,D. Garland driving reverse Layup (8 PTS),[1629636],1610612746.0,LAC,driving reverse,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,2.11,,,,,,,,,,,,
80,PT05M38.00S,2026-04-11T02:29:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.30946123521682,54.166666666666664,1610612757,17,19,2026-04-11T02:29:49Z,800000,False,-21.0,16.0,1,left,D. Avdija driving Layup (12 PTS),[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,2.64,,,,,,,,,,,,
81,PT05M20.00S,2026-04-11T02:30:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,92.19776609724047,46.81372549019608,1610612746,17,19,2026-04-11T02:30:06Z,810000,False,-16.0,21.0,1,right,MISS D. Garland driving Layup,[1629636],1610612746.0,LAC,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.62,,,,,,,,,,,,
82,PT05M18.00S,2026-04-11T02:30:04.3Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,17,19,2026-04-11T02:30:06Z,820000,False,,,0,,D. Clingan REBOUND (Off:0 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,81.0,4.0,4.0,0.0,,,,,,,,
83,PT05M10.00S,2026-04-11T02:30:15.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642270,9.937582128777924,48.03921568627451,1610612757,19,19,2026-04-11T02:30:22Z,830000,False,10.0,41.0,1,left,D. Clingan Hook (5 PTS) (D. Avdija 1 AST),"[1642270, 1630166]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,4.21,,,,,D. Avdija,1630166.0,1.0,,,,,
85,PT05M10.00S,2026-04-11T02:30:17.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627884,,,1610612757,19,19,2026-04-11T02:30:26Z,850000,False,,,0,,D. Jones Jr. shooting personal FOUL (2 PF) (Clingan 1 FT),"[1627884, 1642270]",1610612746.0,LAC,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,202027.0,2.0,0.0,Clingan,1642270.0,,,,,,,,,,,,,,,
