actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
30,PT09M43.00S,2026-01-11T23:15:01.1Z,1,REGULAR,steal,,[],1631101,,,1610612757,5,8,2026-01-11T23:15:02Z,300000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
31,PT09M39.00S,2026-01-11T23:15:05.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641739,93.24901445466492,3.1862745098039214,1610612757,8,8,2026-01-11T23:15:10Z,310000,False,-234.0,11.0,1,right,T. Camara 3PT running (3 PTS) (S. Cissoko 1 AST),"[1641739, 1631321]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,23.44,Made,,,,,3.0,S. Cissoko,1631321.0,1.0,,,,,,,,,,
33,PT09M28.00S,2026-01-11T23:15:18.8Z,1,REGULAR,foul,personal,[],1631321,,,1610612752,8,8,2026-01-11T23:15:40Z,330000,False,,,0,,S. Cissoko personal FOUL (1 PF),"[1631321, 1626157]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Towns,1626157.0
35,PT09M21.00S,2026-01-11T23:15:48.7Z,1,REGULAR,2pt,Jump Shot,[],1628404,28.597240473061763,66.66666666666666,1610612752,8,8,2026-01-11T23:15:51Z,350000,False,-83.0,216.0,1,left,MISS J. Hart 23' pullup Shot,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,23.18,Missed,,,,,,,,,,,,,,,,,,
36,PT09M19.00S,2026-01-11T23:15:50.6Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,8,8,2026-01-11T23:15:50Z,360000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Left Center,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT09M10.00S,2026-01-11T23:16:02.4Z,1,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,8,8,2026-01-11T23:16:10Z,370000,False,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (2 TO),[1630166],1610612757.0,POR,bad pass,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,,,1151.0,,,,
38,PT08M56.00S,2026-01-11T23:16:23.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,19.793035479632064,91.66666666666666,1610612752,8,11,2026-01-11T23:16:27Z,380000,False,-208.0,134.0,1,left,J. Hart 24' 3PT pullup (6 PTS),[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,24.75,Made,,,,,6.0,,,,,,,,,,,,,
39,PT08M44.00S,2026-01-11T23:16:34.6Z,1,REGULAR,3pt,Jump Shot,[],1631321,86.41590013140605,94.6078431372549,1610612757,8,11,2026-01-11T23:16:38Z,390000,False,223.0,75.0,1,right,MISS S. Cissoko 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
40,PT08M43.00S,2026-01-11T23:16:35.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,8,11,2026-01-11T23:16:38Z,400000,False,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
41,PT08M36.00S,2026-01-11T23:16:43.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,5.206964520367937,48.28431372549019,1610612752,8,13,2026-01-11T23:20:25Z,410000,False,9.0,-4.0,1,left,J. Hart running reverse Layup (8 PTS),[1628404],1610612752.0,NYK,running reverse,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,8.0,,,,,,,,,,,,,
42,PT08M19.00S,2026-01-11T23:16:59.9Z,1,REGULAR,3pt,Jump Shot,[],1631101,68.67608409986859,23.774509803921568,1610612757,8,13,2026-01-11T23:17:04Z,420000,False,-131.0,242.0,1,right,MISS S. Sharpe 27' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,27.51,Missed,,,,,,,,,,,,,,,,,,
43,PT08M15.00S,2026-01-11T23:17:03.9Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,8,13,2026-01-11T23:21:42Z,430000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M14.00S,2026-01-11T23:17:05.4Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612752,8,13,2026-01-11T23:17:08Z,440000,False,,,0,,J. Hart bad pass TURNOVER (2 TO),"[1628404, 1631101]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Sharpe,1631101.0,,,,,
45,PT08M14.00S,2026-01-11T23:17:05.4Z,1,REGULAR,steal,,[],1631101,,,1610612757,8,13,2026-01-11T23:17:06Z,450000,False,,,0,,S. Sharpe STEAL (2 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
46,PT08M11.00S,2026-01-11T23:17:08.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642270,94.03745072273325,50.98039215686274,1610612757,10,13,2026-01-12T00:32:46Z,460000,False,5.0,4.0,1,right,D. Clingan alley-oop DUNK (2 PTS) (D. Avdija 2 AST),"[1642270, 1630166]",1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,2.0,D. Avdija,1630166.0,2.0,,,,,,,,,,
48,PT08M01.00S,2026-01-11T23:17:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,6.521024967148489,54.166666666666664,1610612752,10,13,2026-01-11T23:17:21Z,480000,False,-21.0,9.0,1,left,MISS O. Anunoby driving Layup,[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
49,PT08M00.00S,2026-01-11T23:17:18.7Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,10,13,2026-01-11T23:17:21Z,490000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M52.00S,2026-01-11T23:17:29.1Z,1,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612757,10,13,2026-01-11T23:17:34Z,500000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Camara 2 FT),"[1628973, 1641739]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Camara,1641739.0
52,PT07M52.00S,2026-01-11T23:17:59.7Z,1,REGULAR,freethrow,1 of 2,[],1641739,,,1610612757,11,13,2026-01-11T23:17:59Z,520000,False,,,0,,T. Camara Free Throw 1 of 2 (4 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
53,PT07M52.00S,2026-01-11T23:18:00.2Z,1,REGULAR,substitution,out,[],1631321,,,1610612757,11,13,2026-01-11T23:18:08Z,530000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M52.00S,2026-01-11T23:18:00.2Z,1,REGULAR,substitution,out,[],1628404,,,1610612757,11,13,2026-01-11T23:18:08Z,540000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M52.00S,2026-01-11T23:18:00.2Z,1,REGULAR,substitution,in,[],1641712,,,1610612757,11,13,2026-01-11T23:18:08Z,550000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M52.00S,2026-01-11T23:18:00.2Z,1,REGULAR,substitution,in,[],1630540,,,1610612757,11,13,2026-01-11T23:18:08Z,560000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M52.00S,2026-01-11T23:18:27.2Z,1,REGULAR,freethrow,2 of 2,[],1641739,,,1610612757,12,13,2026-01-11T23:18:27Z,570000,False,,,0,,T. Camara Free Throw 2 of 2 (5 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
58,PT07M37.00S,2026-01-11T23:18:43.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,6.1268068331143235,48.77450980392157,1610612752,12,15,2026-01-11T23:18:49Z,580000,False,6.0,5.0,1,left,M. Bridges driving DUNK (2 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
60,PT07M10.00S,2026-01-11T23:19:10.7Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,12,15,2026-01-11T23:19:13Z,600000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 1628969]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,
61,PT07M10.00S,2026-01-11T23:19:10.7Z,1,REGULAR,steal,,[],1628969,,,1610612752,12,15,2026-01-11T23:19:12Z,610000,False,,,0,,M. Bridges STEAL (2 STL),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
62,PT07M05.00S,2026-01-11T23:19:15.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628973,10.200394218134035,3.9215686274509802,1610612752,12,18,2026-01-11T23:19:20Z,620000,False,230.0,43.0,1,left,J. Brunson 3PT running (3 PTS) (M. Bridges 1 AST),"[1628973, 1628969]",1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,23.45,Made,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
64,PT07M04.00S,2026-01-11T23:19:20.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,12,18,2026-01-11T23:19:20Z,640000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M04.00S,2026-01-11T23:21:42.3Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,12,18,2026-01-11T23:22:11Z,650000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M04.00S,2026-01-11T23:21:42.3Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,12,18,2026-01-11T23:22:11Z,660000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M04.00S,2026-01-11T23:21:42.3Z,1,REGULAR,substitution,in,[],1629057,,,1610612757,12,18,2026-01-11T23:22:11Z,670000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M04.00S,2026-01-11T23:21:42.3Z,1,REGULAR,substitution,in,[],1631126,,,1610612757,12,18,2026-01-11T23:22:11Z,680000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M47.00S,2026-01-11T23:22:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.32917214191852,50.73529411764706,1610612757,12,18,2026-01-11T23:22:47Z,690000,False,4.0,20.0,1,right,MISS D. Avdija driving finger roll Layup,[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
70,PT06M45.00S,2026-01-11T23:22:46.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,12,18,2026-01-11T23:22:46Z,700000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,69.0,3.0,3.0,0.0,,,,,,,,,,,,,,
71,PT06M37.00S,2026-01-11T23:22:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,6.521024967148489,63.23529411764706,1610612752,12,18,2026-01-11T23:23:19Z,710000,False,-66.0,9.0,1,left,MISS K. Towns 6' driving floating bank Shot,[1626157],1610612752.0,NYK,driving floating bank,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.68,Missed,,,,,,,,,,,,,,,,,,
72,PT06M36.00S,2026-01-11T23:22:55.9Z,1,REGULAR,rebound,defensive,[],1641712,,,1610612757,12,18,2026-01-11T23:23:03Z,720000,False,,,0,,R. Rupert REBOUND (Off:0 Def:1),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),0-8 Center,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT06M33.00S,2026-01-11T23:22:59.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631126,68.28186596583443,22.54901960784314,1610612757,15,18,2026-01-11T23:23:09Z,730000,False,-137.0,246.0,1,right,C. Love 28' 3PT running (3 PTS) (R. Rupert 1 AST),"[1631126, 1641712]",1610612757.0,POR,running,,,Love,C. Love,,,,,Above the Break 3,24+ Left Center,28.15,Made,,,,,3.0,R. Rupert,1641712.0,1.0,,,,,,,,,,
75,PT06M09.00S,2026-01-11T23:23:22.6Z,1,REGULAR,3pt,Jump Shot,[],1628973,29.122864651773984,23.284313725490197,1610612752,15,21,2026-01-11T23:23:26Z,750000,False,134.0,221.0,1,left,J. Brunson 25' 3PT step back (6 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.85,Made,,,,,6.0,,,,,,,,,,,,,
76,PT05M57.00S,2026-01-11T23:23:35.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.64323258869908,51.225490196078425,1610612757,17,21,2026-01-11T23:23:40Z,760000,False,6.0,7.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (D. Avdija 3 AST),"[1629057, 1630166]",1610612757.0,POR,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,2.0,D. Avdija,1630166.0,3.0,,,,,,,,,,
78,PT05M41.00S,2026-01-11T23:23:50.6Z,1,REGULAR,3pt,Jump Shot,[],1626157,33.722076215505915,69.6078431372549,1610612752,17,24,2026-01-11T23:23:55Z,780000,False,-98.0,264.0,1,left,K. Towns 28' 3PT  (5 PTS) (J. Brunson 2 AST),"[1626157, 1628973]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,28.21,Made,,,,,5.0,J. Brunson,1628973.0,2.0,,,,,,,,,,
80,PT05M31.00S,2026-01-11T23:24:03.5Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612757,17,24,2026-01-11T23:24:12Z,800000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Avdija 2 FT),"[1628384, 1630166]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Avdija,1630166.0
82,PT05M31.00S,2026-01-11T23:24:37.6Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,18,24,2026-01-11T23:24:37Z,820000,False,,,0,,D. Avdija Free Throw 1 of 2 (4 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
83,PT05M31.00S,2026-01-11T23:24:38.5Z,1,REGULAR,substitution,out,[],1628969,,,1610612757,18,24,2026-01-11T23:24:53Z,830000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
