actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-30T03:49:19.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-30T03:49:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-30T03:49:21.7Z,1,REGULAR,jumpball,recovered,[],1631321,,,1610612757,0,0,2025-12-30T03:49:21Z,40000,False,,,0,,Jump Ball D. Clingan vs. D. Gafford: Tip to S. Cissoko,"[1631321, 1642270, 1629655]",1610612757.0,POR,startperiod,S. Cissoko,1631321.0,Cissoko,S. Cissoko,Clingan,1642270.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-12-30T03:49:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,94.03745072273325,52.94117647058824,1610612757,0,0,2025-12-30T03:49:37Z,70000,False,15.0,4.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.51,Missed,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2025-12-30T03:49:36.9Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,0,0,2025-12-30T03:49:37Z,90000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
10,PT11M41.00S,2025-12-30T03:49:38.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631321,76.5604467805519,85.04901960784314,1610612757,0,0,2025-12-30T03:49:43Z,100000,False,175.0,168.0,1,right,MISS S. Cissoko 24' 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Right Center,24.26,Missed,,,,,,,,,,,,,,,,,,
11,PT11M39.00S,2025-12-30T03:49:40.0Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,0,0,2025-12-30T03:49:43Z,110000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M21.00S,2025-12-30T03:49:57.5Z,1,REGULAR,3pt,Jump Shot,[],1642843,26.62614980289093,84.06862745098039,1610612742,0,0,2025-12-30T03:50:01Z,120000,False,-170.0,198.0,1,left,MISS C. Flagg 26' pullup 3PT,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
13,PT11M18.00S,2025-12-30T03:50:00.5Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,0,0,2025-12-30T03:50:01Z,130000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M06.00S,2025-12-30T03:50:12.2Z,1,REGULAR,2pt,Jump Shot,[],1631101,73.27529566360053,49.26470588235294,1610612757,0,0,2025-12-30T03:50:17Z,140000,False,-4.0,199.0,1,right,MISS S. Sharpe 19' step back Shot,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,19.87,Missed,,,,,,,,,,,,,,,,,,
15,PT11M03.00S,2025-12-30T03:50:15.2Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,0,0,2025-12-30T03:50:17Z,150000,False,,,0,,C. Flagg REBOUND (Off:0 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
