actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
354,PT03M31.00S,2026-03-24T03:11:46.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1641739,,,1610612757,56,43,2026-03-24T03:11:46Z,3490000,False,,,0,,T. Camara Free Throw 2 of 2 (15 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
355,PT03M15.00S,2026-03-24T03:12:04.3Z,2,REGULAR,3pt,Jump Shot,[],1630604,7.30946123521682,95.34313725490196,1610612751,56,43,2026-03-24T03:12:13Z,3500000,False,-227.0,16.0,1,left,MISS E. Liddell 3PT,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,Left Corner 3,24+ Left,22.73,Missed,,,,,,,,,,,,,,,,,,
356,PT03M11.00S,2026-03-24T03:12:08.3Z,2,REGULAR,rebound,defensive,[],201950,,,1610612757,56,43,2026-03-24T03:12:13Z,3510000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,,,,,,355.0,3.0,3.0,0.0,,,,,,,,,
357,PT03M11.00S,2026-03-24T03:12:13.0Z,2,REGULAR,turnover,out-of-bounds,[],201950,,,1610612757,56,43,2026-03-24T03:12:19Z,3520000,False,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (6 TO),[201950],1610612757.0,POR,bad pass,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,2002.0,6.0,,,,,,,,,,,,,,,
358,PT03M04.00S,2026-03-24T03:12:35.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201950,,,1610612751,56,43,2026-03-24T03:12:42Z,3530000,False,,,0,,J. Holiday personal FOUL (1 PF) (Saraf 2 FT),"[201950, 1642879]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,,,,203591.0,,,,,,,,1.0,0.0,Saraf,1642879.0,,,,,
360,PT03M04.00S,2026-03-24T03:13:05.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1642879,,,1610612751,56,44,2026-03-24T03:13:05Z,3550000,False,,,0,,B. Saraf Free Throw 1 of 2 (9 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
361,PT03M04.00S,2026-03-24T03:13:22.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1642879,,,1610612751,56,45,2026-03-24T03:13:22Z,3560000,False,,,0,,B. Saraf Free Throw 2 of 2 (10 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
362,PT02M53.00S,2026-03-24T03:13:33.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,87.99277266754271,56.372549019607845,1610612757,58,45,2026-03-24T03:13:40Z,3570000,False,32.0,60.0,1,right,J. Holiday 6' driving floating Jump Shot (6 PTS),[201950],1610612757.0,POR,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.83,Made,6.0,,,,,,,,,,,,,,,,,
363,PT02M39.00S,2026-03-24T03:13:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630604,5.995400788436268,50.73529411764706,1610612751,58,47,2026-03-24T03:29:33Z,3580000,False,-4.0,4.0,1,left,E. Liddell driving Layup (2 PTS) (B. Saraf 2 AST),"[1630604, 1642879]",1610612751.0,BKN,driving,,,Liddell,E. Liddell,,,,,Restricted Area,0-8 Center,0.54,Made,2.0,,,,,,,,,,,,,,,B. Saraf,1642879.0,2.0
365,PT02M33.00S,2026-03-24T03:13:55.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1643052,,,1610612757,58,47,2026-03-24T03:14:02Z,3600000,False,,,0,,C. Johnson shooting personal FOUL (2 PF) (Camara 2 FT),"[1643052, 1641739]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,,,,2.0,0.0,Camara,1641739.0,,,,,
367,PT02M33.00S,2026-03-24T03:14:16.5Z,2,REGULAR,freethrow,1 of 2,[],1641739,,,1610612757,59,47,2026-03-24T03:14:16Z,3620000,False,,,0,,T. Camara Free Throw 1 of 2 (16 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
368,PT02M33.00S,2026-03-24T03:14:30.8Z,2,REGULAR,freethrow,2 of 2,[],1641739,,,1610612757,60,47,2026-03-24T03:14:30Z,3630000,False,,,0,,T. Camara Free Throw 2 of 2 (17 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
370,PT02M24.00S,2026-03-24T03:14:52.9Z,2,REGULAR,turnover,out-of-bounds,[],1642879,,,1610612751,60,47,2026-03-24T03:14:57Z,3650000,False,,,0,,B. Saraf lost ball out-of-bounds TURNOVER (1 TO),[1642879],1610612751.0,BKN,lost ball,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,,,,1627963.0,1.0,,,,,,,,,,,,,,,
371,PT02M16.00S,2026-03-24T03:15:08.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630604,,,1610612757,60,47,2026-03-24T03:15:21Z,3660000,False,,,0,,E. Liddell personal FOUL (1 PF) (Henderson 2 FT),"[1630604, 1630703]",1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,,1.0,0.0,Henderson,1630703.0,,,,,
373,PT02M16.00S,2026-03-24T03:15:34.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630703,,,1610612757,60,47,2026-03-24T03:15:34Z,3680000,False,,,0,,MISS S. Henderson Free Throw 1 of 2,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
374,PT02M16.00S,2026-03-24T03:15:34.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,60,47,2026-03-24T03:15:34Z,3690000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,373.0,,,,,,,,,,,,
375,PT02M16.00S,2026-03-24T03:15:47.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630703,,,1610612757,61,47,2026-03-24T03:15:47Z,3700000,False,,,0,,S. Henderson Free Throw 2 of 2 (1 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
376,PT02M05.00S,2026-03-24T03:16:03.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631321,,,1610612751,61,47,2026-03-24T03:16:12Z,3710000,False,,,0,,S. Cissoko personal FOUL (2 PF) (Johnson 2 FT),"[1631321, 1643052]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Mid-Range,16-24 Right Center,,,,203591.0,,,,,,,,2.0,0.0,Johnson,1643052.0,,,,,
378,PT02M05.00S,2026-03-24T03:16:30.2Z,2,REGULAR,freethrow,1 of 2,[],1643052,,,1610612751,61,48,2026-03-24T03:16:30Z,3730000,False,,,0,,C. Johnson Free Throw 1 of 2 (5 PTS),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
379,PT02M05.00S,2026-03-24T03:16:48.9Z,2,REGULAR,freethrow,2 of 2,[],1643052,,,1610612751,61,49,2026-03-24T03:16:48Z,3740000,False,,,0,,C. Johnson Free Throw 2 of 2 (6 PTS),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
380,PT01M56.00S,2026-03-24T03:16:59.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.11760840998686,51.225490196078425,1610612757,63,49,2026-03-24T03:17:12Z,3750000,False,6.0,12.0,1,right,J. Holiday driving Layup (8 PTS),[201950],1610612757.0,POR,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.36,Made,8.0,,,,,,,,,,,,,,,,,
381,PT01M43.00S,2026-03-24T03:17:17.6Z,2,REGULAR,turnover,out-of-bounds,[],1630623,,,1610612751,63,49,2026-03-24T03:17:24Z,3760000,False,,,0,,T. Etienne bad pass out-of-bounds TURNOVER (1 TO),[1630623],1610612751.0,BKN,bad pass,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Right Center,,,,2002.0,1.0,,,,,,,,,,,,,,,
382,PT01M22.00S,2026-03-24T03:17:40.2Z,2,REGULAR,turnover,lost ball,[],1630703,,,1610612757,63,49,2026-03-24T03:17:46Z,3770000,False,,,0,,S. Henderson lost ball TURNOVER (1 TO),"[1630703, 1642879]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,1.0,,,,,,,,,,,Saraf,1642879.0,,,
383,PT01M22.00S,2026-03-24T03:17:40.2Z,2,REGULAR,steal,,[],1642879,,,1610612751,63,49,2026-03-24T03:17:41Z,3780000,False,,,0,,B. Saraf STEAL (1 STL),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
384,PT01M18.00S,2026-03-24T03:17:44.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1643052,5.995400788436268,48.28431372549019,1610612751,63,51,2026-03-24T03:17:56Z,3790000,False,9.0,4.0,1,left,C. Johnson running DUNK (8 PTS) (M. Smith 2 AST),"[1643052, 1641869]",1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,0.94,Made,8.0,,,,,,,,,,,,,,,M. Smith,1641869.0,2.0
386,PT01M04.00S,2026-03-24T03:18:00.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641739,92.72339027595268,46.568627450980394,1610612757,65,51,2026-03-24T03:18:03Z,3810000,False,-17.0,16.0,1,right,T. Camara driving floating bank Jump Shot (19 PTS) (S. Henderson 3 AST),"[1641739, 1630703]",1610612757.0,POR,driving floating bank,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,2.34,Made,19.0,,,,,,,,,,,,,,,S. Henderson,1630703.0,3.0
388,PT01M04.00S,2026-03-24T03:18:02.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642879,,,1610612757,65,51,2026-03-24T03:18:16Z,3830000,False,,,0,,B. Saraf shooting personal FOUL (4 PF) (Camara 1 FT),"[1642879, 1641739]",1610612751.0,BKN,shooting,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,,4.0,0.0,Camara,1641739.0,,,,,
390,PT01M04.00S,2026-03-24T03:18:17.6Z,2,REGULAR,substitution,out,[],1642879,,,1610612757,65,51,2026-03-24T03:18:20Z,3850000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT01M04.00S,2026-03-24T03:18:17.6Z,2,REGULAR,substitution,in,[],1630592,,,1610612757,65,51,2026-03-24T03:18:20Z,3860000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT01M04.00S,2026-03-24T03:18:36.2Z,2,REGULAR,freethrow,1 of 1,[],1641739,,,1610612757,66,51,2026-03-24T03:18:36Z,3870000,False,,,0,,T. Camara Free Throw 1 of 1 (20 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
393,PT00M50.10S,2026-03-24T03:18:52.3Z,2,REGULAR,3pt,Jump Shot,[],1630623,30.699737187910642,73.2843137254902,1610612751,66,51,2026-03-24T03:18:55Z,3880000,False,-116.0,236.0,1,left,MISS T. Etienne 26' 3PT,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Left Center,26.32,Missed,,,,,,,,,,,,,,,,,,
394,PT00M48.40S,2026-03-24T03:18:54.0Z,2,REGULAR,rebound,defensive,[],1631321,,,1610612757,66,51,2026-03-24T03:18:55Z,3890000,False,,,0,,S. Cissoko REBOUND (Off:0 Def:2),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Left Center,,,,,,,,393.0,2.0,2.0,0.0,,,,,,,,,
395,PT00M41.60S,2026-03-24T03:19:00.8Z,2,REGULAR,3pt,Jump Shot,[],1641739,93.38042049934296,95.34313725490196,1610612757,69,51,2026-03-24T03:19:05Z,3900000,False,227.0,10.0,1,right,T. Camara 3PT  (23 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,22.69,Made,23.0,,,,,,,,,,,,,,,,,
396,PT00M28.30S,2026-03-24T03:19:20.7Z,2,REGULAR,foul,offensive,['inpenalty'],1643052,,,1610612751,69,51,2026-03-24T03:19:27Z,3910000,False,,,0,,C. Johnson offensive FOUL (3 PF),"[1643052, 1641739]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,203591.0,,,,,,,,3.0,0.0,Camara,1641739.0,,,,,
398,PT00M28.30S,2026-03-24T03:19:20.7Z,2,REGULAR,turnover,offensive foul,[],1643052,,,1610612751,69,51,2026-03-24T03:19:20Z,3930000,False,,,0,,C. Johnson offensive foul TURNOVER (2 TO),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,203591.0,2.0,,,,,,,,,,,,,,,
399,PT00M10.60S,2026-03-24T03:19:52.0Z,2,REGULAR,turnover,out-of-bounds,[],1641739,,,1610612757,69,51,2026-03-24T03:20:10Z,3940000,False,,,0,,T. Camara bad pass out-of-bounds TURNOVER (1 TO),[1641739],1610612757.0,POR,bad pass,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,2002.0,1.0,,,,,,,,,,,,,,,
400,PT00M10.60S,2026-03-24T03:20:00.8Z,2,REGULAR,substitution,out,[],1641739,,,1610612751,69,51,2026-03-24T03:20:05Z,3950000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT00M10.60S,2026-03-24T03:20:00.8Z,2,REGULAR,substitution,in,[],1629680,,,1610612751,69,51,2026-03-24T03:20:05Z,3960000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT00M00.00S,2026-03-24T03:20:21.7Z,2,REGULAR,turnover,lost ball,[],1641869,,,1610612751,69,51,2026-03-24T03:20:32Z,3970000,False,,,0,,M. Smith lost ball TURNOVER (2 TO),"[1641869, 1630703]",1610612751.0,BKN,,,,Smith,M. Smith,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,,,,,,,,,Henderson,1630703.0,,,
403,PT00M00.00S,2026-03-24T03:20:21.7Z,2,REGULAR,steal,,[],1630703,,,1610612757,69,51,2026-03-24T03:20:23Z,3980000,False,,,0,,S. Henderson STEAL (2 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
406,PT00M00.00S,2026-03-24T03:21:09.1Z,2,REGULAR,period,end,[],0,,,1610612757,69,51,2026-03-24T03:21:09Z,4010000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,out,['startperiod'],1630703,,,1610612757,69,51,2026-03-24T03:35:31Z,4020000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,out,['startperiod'],1631200,,,1610612757,69,51,2026-03-24T03:35:31Z,4030000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,out,['startperiod'],1629680,,,1610612757,69,51,2026-03-24T03:35:31Z,4040000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,out,['startperiod'],1630604,,,1610612757,69,51,2026-03-24T03:35:31Z,4050000,False,,,0,,SUB out: E. Liddell,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,out,['startperiod'],1630623,,,1610612757,69,51,2026-03-24T03:35:31Z,4060000,False,,,0,,SUB out: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,out,['startperiod'],1641869,,,1610612757,69,51,2026-03-24T03:35:31Z,4070000,False,,,0,,SUB out: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,out,['startperiod'],1643052,,,1610612757,69,51,2026-03-24T03:35:31Z,4080000,False,,,0,,SUB out: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,in,['startperiod'],1630166,,,1610612757,69,51,2026-03-24T03:35:31Z,4090000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,in,['startperiod'],1642270,,,1610612757,69,51,2026-03-24T03:35:31Z,4100000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,in,['startperiod'],1641739,,,1610612757,69,51,2026-03-24T03:35:31Z,4110000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,in,['startperiod'],1631169,,,1610612757,69,51,2026-03-24T03:35:31Z,4120000,False,,,0,,SUB in: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,in,['startperiod'],1630533,,,1610612757,69,51,2026-03-24T03:35:31Z,4130000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612757,69,51,2026-03-24T03:35:31Z,4140000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT12M00.00S,2026-03-24T03:34:28.9Z,3,REGULAR,substitution,in,['startperiod'],1642849,,,1610612757,69,51,2026-03-24T03:35:31Z,4150000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT12M00.00S,2026-03-24T03:35:47.6Z,3,REGULAR,period,start,[],0,,,1610612757,69,51,2026-03-24T03:35:47Z,4160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT11M45.00S,2026-03-24T03:36:11.2Z,3,REGULAR,foul,personal,[],1630592,,,1610612757,69,51,2026-03-24T03:36:16Z,4180000,False,,,0,,J. Wilson personal FOUL (3 PF),"[1630592, 1641739]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Center,,,,1627963.0,,,,,,,,3.0,0.0,Camara,1641739.0,,,,,
425,PT11M38.00S,2026-03-24T03:36:26.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,6.521024967148489,50.73529411764706,1610612757,69,51,2026-03-24T03:36:34Z,4200000,False,-4.0,9.0,1,left,MISS D. Clingan alley-oop DUNK,[1642270],1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
427,PT11M34.00S,2026-03-24T03:36:30.7Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612751,69,51,2026-03-24T03:36:31Z,4220000,False,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,425.0,2.0,2.0,0.0,,,,,,,,,
428,PT11M27.00S,2026-03-24T03:36:37.8Z,3,REGULAR,3pt,Jump Shot,[],1642849,94.69448094612353,3.1862745098039214,1610612751,69,51,2026-03-24T03:36:41Z,4230000,False,-234.0,-3.0,1,right,MISS N. Traore 3PT,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
429,PT11M24.00S,2026-03-24T03:36:40.8Z,3,REGULAR,rebound,defensive,[],1641739,,,1610612757,69,51,2026-03-24T03:36:41Z,4240000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,,,428.0,2.0,1.0,1.0,,,,,,,,,
430,PT11M18.00S,2026-03-24T03:36:47.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631321,15.456636005256241,3.9215686274509802,1610612757,69,51,2026-03-24T03:40:44Z,4250000,False,230.0,93.0,1,left,MISS S. Cissoko 24' running 3PT,[1631321],1610612757.0,POR,running,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Right,24.84,Missed,,,,,,,,,,,,,,,,,,
431,PT11M16.00S,2026-03-24T03:36:49.4Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612751,69,51,2026-03-24T03:36:50Z,4260000,False,,,0,,Z. Williams REBOUND (Off:0 Def:3),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right,,,,,,,,430.0,3.0,3.0,0.0,,,,,,,,,
432,PT11M08.00S,2026-03-24T03:36:56.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631169,93.38042049934296,49.26470588235294,1610612751,69,53,2026-03-24T03:37:02Z,4270000,False,-4.0,10.0,1,right,J. Minott driving Layup (5 PTS),[1631169],1610612751.0,BKN,driving,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,1.04,Made,5.0,,,,,,,,,,,,,,,,,
433,PT11M04.00S,2026-03-24T03:37:03.8Z,3,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612757,69,53,2026-03-24T03:37:12Z,4280000,False,,,0,,Z. Williams shooting personal FOUL (3 PF) (Avdija 2 FT),"[1630533, 1630166]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,,,,3.0,0.0,Avdija,1630166.0,,,,,
435,PT11M04.00S,2026-03-24T03:37:34.6Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,70,53,2026-03-24T03:37:34Z,4300000,False,,,0,,D. Avdija Free Throw 1 of 2 (12 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
436,PT11M04.00S,2026-03-24T03:37:51.4Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,71,53,2026-03-24T03:37:51Z,4310000,False,,,0,,D. Avdija Free Throw 2 of 2 (13 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
437,PT10M45.00S,2026-03-24T03:38:13.7Z,3,REGULAR,2pt,Jump Shot,[],1642849,79.58278580814718,48.77450980392157,1610612751,71,53,2026-03-24T03:38:35Z,4320000,False,-6.0,139.0,1,right,MISS N. Traore 13' pullup Shot - blocked,"[1642849, 1642270]",1610612751.0,BKN,pullup,,,Traore,N. Traore,,,,,Mid-Range,8-16 Center,13.95,Missed,,,,Clingan,1642270.0,,,,,,,,,,,,,
438,PT10M45.00S,2026-03-24T03:38:13.7Z,3,REGULAR,block,,[],1642270,,,1610612751,71,53,2026-03-24T03:38:16Z,4330000,False,,,0,,D. Clingan BLOCK (5 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
439,PT10M44.00S,2026-03-24T03:38:14.7Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,71,53,2026-03-24T03:43:14Z,4340000,False,,,0,,D. Clingan REBOUND (Off:3 Def:8),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Center,,,,,,,,437.0,11.0,8.0,3.0,,,,,,,,,
440,PT10M42.00S,2026-03-24T03:38:19.2Z,3,REGULAR,turnover,out-of-bounds,[],1631321,,,1610612757,71,53,2026-03-24T03:38:30Z,4350000,False,,,0,,S. Cissoko lost ball out-of-bounds TURNOVER (1 TO),[1631321],1610612757.0,POR,lost ball,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),0-8 Center,,,,2002.0,1.0,,,,,,,,,,,,,,,
441,PT10M27.00S,2026-03-24T03:38:43.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631169,64.33968462549278,35.049019607843135,1610612751,71,53,2026-03-24T03:38:48Z,4360000,False,-75.0,283.0,1,right,MISS J. Minott 29' 3PT,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Center,29.24,Missed,,,,,,,,,,,,,,,,,,
