actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-26T00:41:33.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-26T00:41:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-01-26T00:41:38.3Z,1,REGULAR,jumpball,recovered,[],1628378,,,1610612739,0,0,2025-01-26T00:41:38Z,40000,False,,,0,,Jump Ball J. Allen vs. A. Sengun: Tip to D. Mitchell,"[1628378, 1628386, 1630578]",1610612739.0,CLE,startperiod,D. Mitchell,1628378.0,Mitchell,D. Mitchell,Allen,1628386.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2025-01-26T00:41:42.9Z,1,REGULAR,2pt,Jump Shot,[],1628378,18.873193166885677,14.705882352941178,1610612739,2,0,2025-01-26T00:41:48Z,70000,False,176.0,125.0,1,left,D. Mitchell 21' step back Jump Shot (2 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,21.62,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M22.00S,2025-01-26T00:42:10.5Z,1,REGULAR,2pt,Jump Shot,[],1627832,89.30683311432325,74.01960784313727,1610612745,2,0,2025-01-26T00:47:15Z,80000,False,120.0,48.0,1,right,MISS F. VanVleet 12' fadeaway Shot - blocked,"[1627832, 1630596]",1610612745.0,HOU,fadeaway,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,12.93,Missed,,Mobley,1630596.0,,,,,,,,,,,,,,,
105,PT11M22.00S,2025-01-26T00:42:10.5Z,1,REGULAR,block,,[],1630596,,,1610612745,2,0,2025-01-26T00:59:24Z,85000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M21.00S,2025-01-26T00:42:11.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,2,0,2025-01-26T00:47:15Z,90000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,
10,PT11M14.00S,2025-01-26T00:42:18.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,31.488173455978973,37.745098039215684,1610612739,5,0,2025-01-26T00:43:39Z,100000,False,61.0,243.0,1,left,D. Mitchell 25' 3PT running pullup (5 PTS),[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.11,Made,5.0,,,,,,,,,,,,,,,,,
11,PT11M02.00S,2025-01-26T00:42:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,93.64323258869908,50.0,1610612745,5,2,2025-01-26T00:42:35Z,110000,False,0.0,7.0,1,right,A. Thompson driving Layup (2 PTS),[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.73,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M44.00S,2025-01-26T00:42:48.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,5.863994743758213,4.166666666666666,1610612739,8,2,2025-01-26T00:42:52Z,120000,False,229.0,3.0,1,left,D. Mitchell 3PT  (8 PTS) (M. Strus 1 AST),"[1628378, 1629622]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,22.92,Made,8.0,,,,,,,M. Strus,1629622.0,1.0,,,,,,,,
14,PT10M37.00S,2025-01-26T00:43:00.3Z,1,REGULAR,foul,personal,[],1628386,,,1610612745,8,2,2025-01-26T00:43:08Z,140000,False,,,0,,J. Allen personal FOUL (1 PF),"[1628386, 1630578]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1146.0,1.0,0.0,Sengun,1630578.0,,,
