actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT10M39.00S,2025-04-08T23:12:06.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,5.995400788436268,52.20588235294118,1610612739,2,3,2025-04-08T23:12:26Z,150000,False,-11.0,4.0,1,left,MISS I. Okoro running DUNK,[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2025-04-08T23:12:09.3Z,1,REGULAR,rebound,offensive,[],1629636,,,1610612739,2,3,2025-04-08T23:12:37Z,160000,False,,,0,,D. Garland REBOUND (Off:1 Def:0),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M35.00S,2025-04-08T23:12:12.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629636,5.590000152587891,50.0,1610612739,4,3,2025-04-08T23:14:05Z,170000,False,0.0,0.0,1,left,D. Garland putback Layup (2 PTS),[1629636],1610612739.0,CLE,putback,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M32.00S,2025-04-08T23:12:16.0Z,1,REGULAR,foul,personal,[],1628386,,,1610612741,4,3,2025-04-08T23:12:39Z,180000,False,,,0,,J. Allen personal FOUL (1 PF),"[1628386, 1628975]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627964.0,1.0,0.0,Carter,1628975.0,,,,,
21,PT10M21.00S,2025-04-08T23:13:03.4Z,1,REGULAR,turnover,out-of-bounds,[],1630172,,,1610612741,4,3,2025-04-08T23:13:10Z,200000,False,,,0,,P. Williams step out-of-bounds TURNOVER (2 TO),[1630172],1610612741.0,CHI,step,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,1627964.0,,,,,,,,,
22,PT10M08.00S,2025-04-08T23:13:25.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,34.247700394218136,47.794117647058826,1610612739,4,3,2025-04-08T23:13:31Z,210000,False,11.0,269.0,1,left,MISS D. Garland 26' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,26.96,Missed,,,,,,,,,,,,,,,,,,
23,PT10M04.00S,2025-04-08T23:13:29.3Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,4,3,2025-04-08T23:13:31Z,220000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT10M04.00S,2025-04-08T23:13:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,6.521024967148489,50.49019607843137,1610612739,4,3,2025-04-08T23:13:35Z,240000,False,-2.0,9.0,1,left,MISS J. Allen putback Layup,[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.91,Missed,,,,,,,,,,,,,,,,,,
26,PT10M01.00S,2025-04-08T23:13:32.7Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,4,3,2025-04-08T23:13:32Z,250000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M53.00S,2025-04-08T23:13:40.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,92.72339027595268,45.588235294117645,1610612741,4,5,2025-04-08T23:13:45Z,260000,False,-22.0,16.0,1,right,M. Buzelis driving Layup (2 PTS) (D. Terry 1 AST),"[1641824, 1631207]",1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,2.0,,,,,,,,,D. Terry,1631207.0,1.0,,
29,PT09M40.00S,2025-04-08T23:13:53.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.389618922470433,50.73529411764706,1610612739,6,5,2025-04-08T23:13:58Z,280000,False,-4.0,8.0,1,left,J. Allen driving DUNK (4 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,4.0,,,,,,,,,E. Mobley,1630596.0,1.0,,
31,PT09M21.00S,2025-04-08T23:14:12.4Z,1,REGULAR,3pt,Jump Shot,[],1631207,91.27792378449409,5.147058823529411,1610612741,6,5,2025-04-08T23:14:17Z,300000,False,-224.0,29.0,1,right,MISS D. Terry 3PT,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Left Corner 3,24+ Left,22.62,Missed,,,,,,,,,,,,,,,,,,
32,PT09M18.00S,2025-04-08T23:14:15.4Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,6,5,2025-04-08T23:14:17Z,310000,False,,,0,,D. Garland REBOUND (Off:1 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Left Corner 3,24+ Left,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,
33,PT09M08.00S,2025-04-08T23:14:26.3Z,1,REGULAR,2pt,Jump Shot,[],1630596,15.062417871222076,8.088235294117647,1610612739,6,5,2025-04-08T23:14:30Z,320000,False,210.0,89.0,1,left,MISS E. Mobley 22' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right,22.78,Missed,,,,,,,,,,,,,,,,,,
34,PT09M05.00S,2025-04-08T23:14:29.3Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,6,5,2025-04-08T23:14:30Z,330000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M04.00S,2025-04-08T23:14:31.6Z,1,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612741,6,5,2025-04-08T23:14:42Z,340000,False,,,0,,M. Strus shooting personal FOUL (1 PF) (Buzelis 2 FT),"[1629622, 1641824]",1610612739.0,CLE,shooting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,1.0,0.0,Buzelis,1641824.0,,,,,
37,PT09M04.00S,2025-04-08T23:15:07.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641824,,,1610612741,6,5,2025-04-08T23:15:07Z,360000,False,,,0,,MISS M. Buzelis Free Throw 1 of 2,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT09M04.00S,2025-04-08T23:15:07.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,6,5,2025-04-08T23:15:07Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,
39,PT09M04.00S,2025-04-08T23:15:25.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641824,,,1610612741,6,6,2025-04-08T23:15:25Z,380000,False,,,0,,M. Buzelis Free Throw 2 of 2 (3 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
40,PT08M44.00S,2025-04-08T23:15:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.652431011826544,54.65686274509803,1610612739,8,6,2025-04-08T23:15:51Z,390000,False,-23.0,10.0,1,left,E. Mobley driving finger roll Layup (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,driving finger roll,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.54,Made,,,,,2.0,,,,,,,,,D. Garland,1629636.0,1.0,,
42,PT08M29.00S,2025-04-08T23:16:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,92.9862023653088,49.50980392156863,1610612741,8,6,2025-04-08T23:16:05Z,410000,False,-2.0,13.0,1,right,MISS J. Smith cutting Layup,[1630188],1610612741.0,CHI,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,,
43,PT08M28.00S,2025-04-08T23:16:01.3Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,8,6,2025-04-08T23:16:05Z,420000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M12.00S,2025-04-08T23:16:17.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630171,7.703679369250986,50.49019607843137,1610612739,10,6,2025-04-08T23:16:22Z,430000,False,-2.0,20.0,1,left,I. Okoro Hook (2 PTS) (M. Strus 1 AST),"[1630171, 1629622]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,2.0,,,,,,,,,M. Strus,1629622.0,1.0,,
46,PT07M59.00S,2025-04-08T23:16:30.4Z,1,REGULAR,3pt,Jump Shot,[],1630172,88.64980289093299,96.56862745098039,1610612741,10,9,2025-04-08T23:16:35Z,450000,False,233.0,54.0,1,right,P. Williams 3PT  (6 PTS) (M. Buzelis 1 AST),"[1630172, 1641824]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,23.9,Made,,,,,6.0,,,,,,,,,M. Buzelis,1641824.0,1.0,,
48,PT07M46.00S,2025-04-08T23:16:45.9Z,1,REGULAR,foul,personal,[],1641824,,,1610612739,10,9,2025-04-08T23:16:54Z,470000,False,,,0,,M. Buzelis personal FOUL (1 PF),"[1641824, 1628386]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627964.0,1.0,0.0,Allen,1628386.0,,,,,
50,PT07M39.00S,2025-04-08T23:17:08.7Z,1,REGULAR,turnover,bad pass,[],1629622,,,1610612739,10,9,2025-04-08T23:17:15Z,490000,False,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 1630172]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,Williams,1630172.0,,,,,,,,,,
51,PT07M39.00S,2025-04-08T23:17:08.7Z,1,REGULAR,steal,,[],1630172,,,1610612741,10,9,2025-04-08T23:17:11Z,500000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
52,PT07M32.00S,2025-04-08T23:17:15.0Z,1,REGULAR,turnover,bad pass,[],1641824,,,1610612741,10,9,2025-04-08T23:17:22Z,510000,False,,,0,,M. Buzelis bad pass TURNOVER (1 TO),"[1641824, 1628386]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Allen,1628386.0,,,,,,,,,,
53,PT07M32.00S,2025-04-08T23:17:15.0Z,1,REGULAR,steal,,[],1628386,,,1610612739,10,9,2025-04-08T23:17:17Z,520000,False,,,0,,J. Allen STEAL (2 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
54,PT07M25.00S,2025-04-08T23:17:21.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,30.699737187910642,21.323529411764707,1610612739,10,9,2025-04-08T23:18:23Z,530000,False,143.0,236.0,1,left,MISS D. Garland 27' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,27.62,Missed,,,,,,,,,,,,,,,,,,
55,PT07M23.00S,2025-04-08T23:17:23.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,10,9,2025-04-08T23:17:32Z,540000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,54.0,,,,,,,,,,,,,,,,,
57,PT07M05.00S,2025-04-08T23:17:52.8Z,1,REGULAR,turnover,traveling,[],1630188,,,1610612741,10,9,2025-04-08T23:18:03Z,560000,False,,,0,,J. Smith traveling TURNOVER (1 TO),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,,,1627524.0,,,,,,,,,
58,PT06M52.00S,2025-04-08T23:18:15.2Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,10,9,2025-04-08T23:18:21Z,570000,False,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1628975]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Carter,1628975.0,,,,,,,,,,
59,PT06M52.00S,2025-04-08T23:18:15.2Z,1,REGULAR,steal,,[],1628975,,,1610612741,10,9,2025-04-08T23:18:18Z,580000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
60,PT06M29.00S,2025-04-08T23:18:37.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630188,76.16622864651774,9.313725490196079,1610612741,10,12,2025-04-08T23:18:47Z,590000,False,-203.0,172.0,1,right,J. Smith 26' 3PT  (3 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,26.61,Made,,,,,3.0,,,,,,,,,,,,,
61,PT06M13.00S,2025-04-08T23:18:54.3Z,1,REGULAR,2pt,Jump Shot,[],1630171,6.783837056504599,7.107843137254902,1610612739,10,12,2025-04-08T23:18:59Z,600000,False,214.0,11.0,1,left,MISS I. Okoro 21' Jump Shot,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Right,21.48,Missed,,,,,,,,,,,,,,,,,,
62,PT06M08.00S,2025-04-08T23:18:59.3Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,10,12,2025-04-08T23:18:59Z,610000,False,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT06M05.00S,2025-04-08T23:19:01.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641824,91.14651773981603,95.83333333333334,1610612741,10,12,2025-04-08T23:19:07Z,620000,False,229.0,31.0,1,right,MISS M. Buzelis running 3PT,[1641824],1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,23.12,Missed,,,,,,,,,,,,,,,,,,
64,PT06M02.00S,2025-04-08T23:19:04.5Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612741,10,12,2025-04-08T23:19:04Z,630000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,,,
65,PT05M58.00S,2025-04-08T23:19:08.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,63.55124835742444,38.48039215686275,1610612741,10,12,2025-04-09T00:07:25Z,640000,False,-58.0,290.0,1,right,MISS J. Carter 29' pullup 3PT,[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,29.58,Missed,,,,,,,,,,,,,,,,,,
66,PT05M55.00S,2025-04-08T23:19:11.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,10,12,2025-04-08T23:19:14Z,650000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,
67,PT05M43.00S,2025-04-08T23:19:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630596,29.25427069645204,73.77450980392157,1610612739,13,12,2025-04-08T23:19:29Z,660000,False,-119.0,222.0,1,left,E. Mobley 25' 3PT  (5 PTS) (M. Strus 2 AST),"[1630596, 1629622]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,25.23,Made,,,,,5.0,,,,,,,,,M. Strus,1629622.0,2.0,,
69,PT05M28.00S,2025-04-08T23:19:41.5Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612741,13,12,2025-04-08T23:19:56Z,680000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Smith 2 FT),"[1630596, 1630188]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627964.0,1.0,0.0,Smith,1630188.0,,,,,
71,PT05M28.00S,2025-04-08T23:19:54.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,13,12,2025-04-08T23:19:54Z,700000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M28.00S,2025-04-08T23:22:03.9Z,1,REGULAR,substitution,out,[],1630596,,,1610612741,13,12,2025-04-08T23:22:39Z,710000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M28.00S,2025-04-08T23:22:03.9Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,13,12,2025-04-08T23:22:39Z,720000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M28.00S,2025-04-08T23:22:03.9Z,1,REGULAR,substitution,out,[],1629622,,,1610612741,13,12,2025-04-08T23:22:39Z,730000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M28.00S,2025-04-08T23:22:03.9Z,1,REGULAR,substitution,in,[],1629660,,,1610612741,13,12,2025-04-08T23:22:39Z,740000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M28.00S,2025-04-08T23:22:03.9Z,1,REGULAR,substitution,in,[],1630241,,,1610612741,13,12,2025-04-08T23:22:39Z,750000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M28.00S,2025-04-08T23:22:03.9Z,1,REGULAR,substitution,in,[],1629631,,,1610612741,13,12,2025-04-08T23:22:39Z,760000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M28.00S,2025-04-08T23:22:53.0Z,1,REGULAR,freethrow,1 of 2,[],1630188,,,1610612741,13,12,2025-04-08T23:22:53Z,770000,False,,,0,,MISS J. Smith Free Throw 1 of 2,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
79,PT05M28.00S,2025-04-08T23:22:53.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,13,12,2025-04-08T23:22:53Z,780000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2025-04-08T23:23:08.6Z,1,REGULAR,freethrow,2 of 2,[],1630188,,,1610612741,13,13,2025-04-08T23:23:08Z,790000,False,,,0,,J. Smith Free Throw 2 of 2 (4 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
81,PT05M18.00S,2025-04-08T23:23:18.8Z,1,REGULAR,3pt,Jump Shot,[],1629631,28.991458607095925,81.86274509803921,1610612739,13,13,2025-04-08T23:23:24Z,800000,False,-159.0,220.0,1,left,MISS D. Hunter 27' 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,27.16,Missed,,,,,,,,,,,,,,,,,,
82,PT05M16.00S,2025-04-08T23:23:21.4Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,13,13,2025-04-08T23:23:21Z,810000,False,,,0,,J. Allen REBOUND (Off:2 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,81.0,2.0,0.0,2.0,,,,,,,,,,,,,,
83,PT05M16.00S,2025-04-08T23:23:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,6.783837056504599,45.83333333333333,1610612739,13,13,2025-04-08T23:25:07Z,820000,False,21.0,11.0,1,left,MISS J. Allen putback Layup - blocked,"[1628386, 1641824]",1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,Buzelis,1641824.0
84,PT05M16.00S,2025-04-08T23:23:22.6Z,1,REGULAR,block,,[],1641824,,,1610612739,13,13,2025-04-08T23:23:26Z,830000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT05M15.00S,2025-04-08T23:23:23.6Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,13,13,2025-04-08T23:25:07Z,840000,False,,,0,,J. Allen REBOUND (Off:3 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,83.0,3.0,0.0,3.0,,,,,,,,,,,,,,
