actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-04-06T22:10:52.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-06T22:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-04-06T22:10:56.4Z,1,REGULAR,jumpball,recovered,[],1628378,,,1610612739,0,0,2025-04-06T22:10:56Z,40000,False,,,0,,Jump Ball J. Allen vs. D. Sabonis: Tip to D. Mitchell,"[1628378, 1628386, 1627734]",1610612739.0,CLE,startperiod,D. Mitchell,1628378.0,Mitchell,D. Mitchell,Allen,1628386.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M52.00S,2025-04-06T22:10:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.9862023653088,48.529411764705884,1610612739,0,0,2025-04-06T22:11:04Z,70000,False,-7.0,13.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1628378, 201942]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.53,Missed,DeRozan,201942.0,,,,,,,,,,,,,,,,
8,PT11M52.00S,2025-04-06T22:10:59.2Z,1,REGULAR,block,,[],201942,,,1610612739,0,0,2025-04-06T22:11:02Z,80000,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M48.00S,2025-04-06T22:11:03.2Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,0,2025-04-06T22:11:04Z,90000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,
10,PT11M46.00S,2025-04-06T22:11:05.3Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,0,0,2025-04-06T22:11:08Z,100000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1631165]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,Ellis,1631165.0,,,,,,,,,
11,PT11M46.00S,2025-04-06T22:11:05.3Z,1,REGULAR,steal,,[],1631165,,,1610612758,0,0,2025-04-06T22:11:07Z,110000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
12,PT11M42.00S,2025-04-06T22:11:09.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626168,5.732588699080158,96.32352941176471,1610612758,0,3,2025-04-06T22:11:21Z,120000,False,-232.0,1.0,1,left,T. Lyles 3PT running (3 PTS) (D. DeRozan 1 AST),"[1626168, 201942]",1610612758.0,SAC,running,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,,,,,,3.0,D. DeRozan,201942.0,1.0,,,,,
14,PT11M24.00S,2025-04-06T22:11:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,91.93495400788436,53.67647058823529,1610612739,2,3,2025-04-06T22:11:39Z,140000,False,18.0,23.0,1,right,M. Strus driving floating Jump Shot (2 PTS) (J. Allen 1 AST),"[1629622, 1628386]",1610612739.0,CLE,driving floating,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,,,,,,2.0,J. Allen,1628386.0,1.0,,,,,
17,PT11M06.00S,2025-04-06T22:12:00.2Z,1,REGULAR,3pt,Jump Shot,[],1626168,7.703679369250986,3.6764705882352944,1610612758,2,3,2025-04-06T22:12:07Z,170000,False,232.0,20.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
18,PT11M04.00S,2025-04-06T22:12:02.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,2,3,2025-04-06T22:12:07Z,180000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Right Corner 3,24+ Right,,,,,17.0,,,,,,,,,,,,,,,
20,PT10M57.00S,2025-04-06T22:12:18.2Z,1,REGULAR,foul,personal,['3freethrow'],203897,,,1610612739,2,3,2025-04-06T22:12:25Z,200000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Mitchell 3 FT),"[203897, 1628378]",1610612758.0,SAC,shooting,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Mitchell,1628378.0
22,PT10M57.00S,2025-04-06T22:12:48.0Z,1,REGULAR,freethrow,1 of 3,[],1628378,,,1610612739,3,3,2025-04-06T22:13:29Z,220000,False,,,0,,D. Mitchell Free Throw 1 of 3 (1 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
23,PT10M57.00S,2025-04-06T22:12:48.0Z,1,REGULAR,freethrow,2 of 3,[],1628378,,,1610612739,3,3,2025-04-06T22:13:29Z,230000,False,,,0,,MISS D. Mitchell Free Throw 2 of 3,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M57.00S,2025-04-06T22:12:48.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,3,3,2025-04-06T22:13:29Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,
25,PT10M57.00S,2025-04-06T22:12:48.0Z,1,REGULAR,freethrow,3 of 3,[],1628378,,,1610612739,3,3,2025-04-06T22:13:29Z,250000,False,,,0,,MISS D. Mitchell Free Throw 3 of 3,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M53.00S,2025-04-06T22:12:52.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,3,3,2025-04-06T22:13:29Z,260000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,
27,PT10M32.00S,2025-04-06T22:13:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.338370565045992,50.98039215686274,1610612758,3,5,2025-04-06T22:13:56Z,270000,False,-5.0,-2.0,1,left,D. Sabonis driving finger roll Layup (2 PTS) (K. Ellis 1 AST),"[1627734, 1631165]",1610612758.0,SAC,driving finger roll,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,,2.0,K. Ellis,1631165.0,1.0,,,,,
29,PT10M23.00S,2025-04-06T22:13:58.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,64.20827858081472,20.588235294117645,1610612739,3,5,2025-04-06T22:14:03Z,290000,False,-147.0,284.0,1,right,MISS D. Garland 31' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,31.97,Missed,,,,,,,,,,,,,,,,,,
30,PT10M20.00S,2025-04-06T22:14:01.1Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,3,5,2025-04-06T22:14:03Z,300000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
