actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-20T20:40:57.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-20T20:40:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-20T20:40:59.2Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2025-01-20T20:40:59Z,40000,False,,,0,,Jump Ball J. Allen vs. N. Richards: Tip to D. Garland,"[1629636, 1628386, 1630208]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2025-01-20T20:41:09.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,34.147092641261494,69.34742647058823,1610612739,0,0,2025-01-20T21:01:28Z,70000,False,-97.0,268.0,1,left,MISS D. Mitchell 28' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,28.54,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2025-01-20T20:41:12.7Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,0,2025-01-20T20:41:52Z,80000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M44.00S,2025-01-20T20:41:14.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628386,8.672798948751648,54.4921875,1610612739,2,0,2025-01-20T20:42:03Z,90000,False,-22.0,29.0,1,left,J. Allen putback DUNK (2 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.67,Made,,,,,2.0,,,,,,,,,,,,,
11,PT11M22.00S,2025-01-20T20:41:48.6Z,1,REGULAR,2pt,Jump Shot,[],1626164,83.78777923784494,76.7156862745098,1610612756,2,0,2025-01-20T20:42:31Z,110000,False,134.0,100.0,1,right,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,16.68,Missed,,,,,,,,,,,,,,,,,,
12,PT11M20.00S,2025-01-20T20:41:50.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,0,2025-01-20T20:42:31Z,120000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right Center,,,11.0,2.0,1.0,1.0,,,,,,,,,,,,,,
13,PT11M11.00S,2025-01-20T20:41:59.2Z,1,REGULAR,3pt,Jump Shot,[],1629731,30.929697766097235,25.24509803921569,1610612739,2,0,2025-01-20T20:42:48Z,130000,False,124.0,238.0,1,left,MISS D. Wade 26' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,26.85,Missed,,,,,,,,,,,,,,,,,,
14,PT11M08.00S,2025-01-20T20:42:02.2Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,2,0,2025-01-20T20:42:48Z,140000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M53.00S,2025-01-20T20:42:16.7Z,1,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612756,2,0,2025-01-20T20:43:01Z,150000,False,,,0,,D. Wade shooting personal FOUL (1 PF) (Durant 2 FT),"[1629731, 201142]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,Mid-Range,16-24 Left,,,,,,,,201638.0,1.0,0.0,Durant,201142.0,,,,,,,,
