actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-21T00:41:07.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-21T00:41:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-21T00:41:10.3Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2024-12-21T00:41:10Z,40000,False,,,0,,Jump Ball J. Allen vs. B. Lopez: Tip to E. Mobley,"[1630596, 1628386, 201572]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-12-21T00:41:21.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,92.85479632063075,1.9607843137254901,1610612739,0,0,2024-12-21T00:41:25Z,70000,False,-240.0,15.0,1,right,MISS D. Garland 24' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Left Corner 3,24+ Left,24.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-12-21T00:41:25.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2024-12-21T00:41:25Z,80000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-12-21T00:41:38.6Z,1,REGULAR,2pt,Jump Shot,[],203507,23.99802890932983,54.65686274509803,1610612749,0,0,2024-12-21T00:49:31Z,90000,False,-23.0,173.0,1,left,MISS G. Antetokounmpo 17' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,17.47,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2024-12-21T00:41:40.6Z,1,REGULAR,rebound,offensive,[],1641748,,,1610612749,0,0,2024-12-21T00:46:17Z,100000,False,,,0,,A. Jackson Jr. REBOUND (Off:1 Def:0),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,16-24 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
44,PT11M26.00S,2024-12-21T00:41:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641748,6.1268068331143235,50.49019607843137,1610612749,0,0,2024-12-21T00:46:55Z,105000,False,-2.0,5.0,1,left,MISS A. Jackson Jr. tip Layup,[1641748],1610612749.0,MIL,tip,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.57,Missed,,,,,,,,,,,,,,,,,,
45,PT11M24.00S,2024-12-21T00:41:46.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2024-12-21T00:46:55Z,107500,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M16.00S,2024-12-21T00:41:50.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,76.2976346911958,18.627450980392158,1610612739,2,0,2024-12-21T00:41:56Z,110000,False,-157.0,170.0,1,right,D. Mitchell 23' step back Jump Shot (2 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,23.16,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M59.00S,2024-12-21T00:42:06.8Z,1,REGULAR,3pt,Jump Shot,[],201572,6.1268068331143235,0.9803921568627451,1610612749,2,3,2024-12-21T00:42:10Z,120000,False,245.0,5.0,1,left,B. Lopez 24' 3PT  (3 PTS) (A. Green 1 AST),"[201572, 1631260]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,24.52,Made,,,,,3.0,A. Green,1631260.0,1.0,,,,,,,,,,
14,PT10M46.00S,2024-12-21T00:42:19.8Z,1,REGULAR,3pt,Jump Shot,[],1630596,69.72733245729303,71.32352941176471,1610612739,2,3,2024-12-21T00:42:23Z,140000,False,107.0,232.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
15,PT10M44.00S,2024-12-21T00:42:21.8Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,2,3,2024-12-21T00:42:23Z,150000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M33.00S,2024-12-21T00:42:33.8Z,1,REGULAR,3pt,Jump Shot,[],1641748,3.3672798948751645,96.32352941176471,1610612749,2,3,2024-12-21T00:42:38Z,160000,False,-232.0,-21.0,1,left,MISS A. Jackson Jr. 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.25,Missed,,,,,,,,,,,,,,,,,,
17,PT10M30.00S,2024-12-21T00:42:36.8Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,2,3,2024-12-21T00:42:38Z,170000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
