actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-04-13T17:10:22.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-13T17:10:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-04-13T17:10:25.0Z,1,REGULAR,jumpball,recovered,[],1641854,,,1610612739,0,0,2025-04-13T17:10:25Z,40000,False,,,0,,Jump Ball J. Allen vs. M. Turner: Tip to C. Porter Jr.,"[1641854, 1628386, 1626167]",1610612739.0,CLE,startperiod,C. Porter Jr.,1641854.0,Porter Jr.,C. Porter Jr.,Allen,1628386.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-04-13T17:10:36.1Z,1,REGULAR,3pt,Jump Shot,[],1628386,28.991458607095925,10.294117647058822,1610612739,0,0,2025-04-13T17:10:41Z,70000,False,199.0,220.0,1,left,MISS J. Allen 29' 3PT,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,29.63,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-04-13T17:10:40.1Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,0,0,2025-04-13T17:10:41Z,80000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2025-04-13T17:10:45.9Z,1,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,0,0,2025-04-13T17:10:55Z,90000,False,,,0,,A. Nembhard bad pass out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,bad pass,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,,,,1627534.0,1.0,,,,,,,,,,,,
10,PT11M22.00S,2025-04-13T17:11:11.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629750,9.937582128777924,40.44117647058824,1610612739,2,0,2025-04-13T17:11:17Z,100000,False,48.0,41.0,1,left,J. Green 6' driving Hook (2 PTS) (J. Allen 1 AST),"[1629750, 1628386]",1610612739.0,CLE,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,6.29,Made,,,,,,,2.0,J. Allen,1628386.0,1.0,,,,,,,,
12,PT11M19.00S,2025-04-13T17:11:17.6Z,1,REGULAR,foul,personal,[],1628386,,,1610612754,2,0,2025-04-13T17:11:57Z,120000,False,,,0,,J. Allen take personal FOUL (1 PF),"[1628386, 1629614]",1610612739.0,CLE,take,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,2003.0,,,,,,1.0,0.0,Nembhard,1629614.0,,,,
14,PT11M19.00S,2025-04-13T17:11:28.4Z,1,REGULAR,substitution,out,[],1628386,,,1610612754,2,0,2025-04-13T17:11:32Z,140000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT11M19.00S,2025-04-13T17:11:28.4Z,1,REGULAR,substitution,in,[],202684,,,1610612754,2,0,2025-04-13T17:11:32Z,150000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT11M04.00S,2025-04-13T17:11:46.3Z,1,REGULAR,3pt,Jump Shot,[],1626167,93.24901445466492,3.431372549019608,1610612754,2,3,2025-04-13T17:11:50Z,160000,False,-233.0,11.0,1,right,M. Turner 3PT  (3 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,23.31,Made,,,,,,,3.0,A. Nembhard,1629614.0,1.0,,,,,,,,
