actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-04T00:10:27.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-04T00:10:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-04T00:10:31.4Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2024-12-04T00:10:31Z,40000,False,,,0,,Jump Ball J. Allen vs. A. Sarr: Tip to D. Garland,"[1629636, 1628386, 1642259]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-12-04T00:10:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,75.64060446780552,12.254901960784313,1610612739,0,0,2024-12-04T00:10:56Z,70000,False,-189.0,176.0,1,right,MISS D. Garland 25' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,25.84,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2024-12-04T00:10:49.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,0,0,2024-12-04T00:10:56Z,80000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2024-12-04T00:10:56.9Z,1,REGULAR,turnover,out-of-bounds,[],1642259,,,1610612764,0,0,2024-12-04T00:14:58Z,90000,False,,,0,,A. Sarr lost ball out-of-bounds TURNOVER (1 TO),[1642259],1610612764.0,WAS,lost ball,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Right,,,,,,,1628485.0,1.0,,,,,,,,,,,,
10,PT11M14.00S,2024-12-04T00:11:19.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,93.38042049934296,49.26470588235294,1610612739,2,0,2024-12-04T00:12:06Z,100000,False,-4.0,10.0,1,right,E. Mobley driving Layup (2 PTS) (D. Mitchell 1 AST),"[1630596, 1628378]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,
12,PT10M54.00S,2024-12-04T00:11:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,5.338370565045992,49.26470588235294,1610612764,2,0,2024-12-04T00:11:58Z,120000,False,4.0,-2.0,1,left,MISS J. Valančiūnas cutting Layup,[202685],1610612764.0,WAS,cutting,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,0.44,Missed,,,,,,,,,,,,,,,,,,
13,PT10M52.00S,2024-12-04T00:11:41.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,0,2024-12-04T00:11:46Z,130000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M46.00S,2024-12-04T00:11:46.7Z,1,REGULAR,3pt,Jump Shot,[],1630596,74.72076215505913,14.460784313725492,1610612739,5,0,2024-12-04T00:11:53Z,140000,False,-178.0,185.0,1,right,E. Mobley 25' 3PT  (5 PTS) (D. Mitchell 2 AST),"[1630596, 1628378]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,25.66,Made,,,,,,,5.0,D. Mitchell,1628378.0,2.0,,,,,,,,
16,PT10M30.00S,2024-12-04T00:12:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,5.995400788436268,48.28431372549019,1610612764,5,2,2024-12-04T00:12:09Z,160000,False,9.0,4.0,1,left,J. Valančiūnas cutting Layup (2 PTS) (B. Coulibaly 1 AST),"[202685, 1641731]",1610612764.0,WAS,cutting,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,,,2.0,B. Coulibaly,1641731.0,1.0,,,,,,,,
